순번,회사명,공장대표주소(도로명),공장대표주소(지번),업종명,전화번호,팩스번호,종업원수,생산품명,데이터기준일자
267,(주)클래시스,"경기도 하남시 미사강변서로 25, 7층  F717호~728호, F747호~F752호(풍산동, 미사 테스타타워 지식산업센터)","경기도 하남시 풍산동 489 미사 테스타타워 지식산업센터 7층  F717호~728호, F747호~F752호",그 외 기타 의료용 기기 제조업,02-6313-2117,02-6008-3457,3,"의료기기제조(아쿠아퓨어, 울트라포머3,사이저,울핏,리핏등 다수",2025-06-30
268,(주)킹케어,"경기도 하남시 미사강변서로 25, FB346,FB347호 (풍산동, 미사 테스타타워 지식산업센터)","경기도 하남시 풍산동 489 미사 테스타타워 지식산업센터 FB346,FB347호",화장품 제조업,070-7123-4142,02-714-4179,4,화장품,2025-06-30
269,(주)타라니스,"경기도 하남시 조정대로 45, 6층 F609호(풍산동)",경기도 하남시 풍산동 493 6층 F609호,무인 항공기 및 무인 비행장치 제조업,031-576-0801,,1,드론,2025-06-30
270,(주)태성안전건설,경기도 하남시 산곡동로 84-31 (하산곡동),경기도 하남시 하산곡동  279-13번지,일반철물 제조업 외 4 종,031-792-3372,02-6455-1529,7,"표지판,간판,철물",2025-06-30
271,(주)태양기술개발,"경기도 하남시 하남대로 947, B동 1008,B동1009,B동1010호(풍산동, 하남테크노밸리 U1 CENTER)","경기도 하남시 풍산동 618 하남테크노밸리 U1 CENTER B동 1008,B동1009,B동1010호",일반용 전기 조명장치 제조업 외 1 종,02-6332-7001,02-6332-8003,8,"LED조명기구, 일반용 조명기구, LED전광판",2025-06-30
272,(주)태영엘에스,경기도 하남시 서하남로584번길 46 (교산동),경기도 하남시 교산동 87-3번지,일반용 전기 조명장치 제조업,,031-765-5983,8,전기조명장치,2025-06-30
273,(주)토탈시스템,"경기도 하남시 미사강변서로 25, F617 (풍산동)",경기도 하남시 풍산동 489번지 F617,기타 목재가구 제조업,031-529-8282,031-527-4988,7,"책상,목재가구,케비넷",2025-06-30
274,(주)투명,경기도 하남시 초광산단동로6번길 33 (광암동),경기도 하남시 광암동 403번지,전시 및 광고용 조명장치 제조업,070-8895-5900,070-8862-1234,21,전시광고용진열장,2025-06-30
275,(주)티모션코리아,"경기도 하남시 하남대로148번길 11, 2층(상산곡동)",경기도 하남시 상산곡동 292-2 2층,금속 가구 제조업,031-745-1060,031-790-1062,9,전동애견미용테이블,2025-06-30
276,(주)티앤에이치시스템,경기도 하남시 조정대로 150 (덕풍동) 아이테코 4층 456호,경기도 하남시 덕풍동 762-0 아이테코,기타 주변기기 제조업 외 1 종,031-8027-2587,031-733-7968,17,"출입통제기, 주차관제장치",2025-06-30
277,(주)티에프씨,경기도 하남시 샘재로 78-20 (천현동),경기도 하남시 천현동 342-3번지,"탭, 밸브 및 유사장치 제조업 외 2 종",031-796-5506,031-796-5509,4,온수분배기,2025-06-30
278,(주)파인아이디,"경기도 하남시 하남대로 990, 414호 (풍산동, 로얄팰리스 테크노1차)",경기도 하남시 풍산동 601 로얄팰리스 테크노1차 414호,간판 및 광고물 제조업 외 3 종,070-8264-6761,0505-300-6761,2,"건물 번호판, 문자거치대, 간판 브라켓, 안내판,간판, 조형물",2025-06-30
279,(주)평원기획,"경기도 하남시 조정대로 150, 5층 527 (덕풍동, 아파트형공장 ITECO)",경기도 하남시 덕풍동 762번지,절삭가공 및 유사처리업,031-790-1760,031-790-1763,9,아크릴명판 및 절연물가공,2025-06-30
280,(주)포인엑스,"경기도 하남시 조정대로 45, 6층 F623,F624 (풍산동)","경기도 하남시 풍산동 493번지 6층 F623,F624",배전반 및 전기 자동제어반 제조업,031-5175-3690,031-5175-3680,10,"계장제어장치, 배전반 부분품",2025-06-30
281,(주)푸르미,경기도 하남시 감이동 152 번지,경기도 하남시 감이동 152 번지,기타 건축용 플라스틱 조립제품 제조업,02-848-8011,02-848-8025,6,"실내조경방수수조,플라스틱제품",2025-06-30
282,(주)퓨어텍코리아,"경기도 하남시 하남대로 947, C동 313호(풍산동, 하남테크노밸리 U1 CENTER)",경기도 하남시 풍산동 618 하남테크노밸리 U1 CENTER C동 313호,그 외 기타 플라스틱 제품 제조업 외 1 종,070-8873-4545,070-8820-4545,26,"필터샤워기, 주방용플라스틱",2025-06-30
283,(주)퓨전정보기술,"경기도 하남시 조정대로 150,  하남아이테코 842,844호 (덕풍동)","경기도 하남시 덕풍동 762 번지 하남아이테코 842,844호","물질 검사, 측정 및 분석기구 제조업",031-790-4100,,10,자동차부품시험설비,2025-06-30
284,(주)프로패드,"경기도 하남시 조정대로 45, B1층 FTB116 (풍산동)",경기도 하남시 풍산동 493번지 B1층 FTB116,"카펫, 마루덮개 및 유사제품 제조업 외 1 종",,031-791-9534,4,"탈부착식 승강기 보호패드,기계용커버",2025-06-30
285,(주)피닉스씨엔씨,"경기도 하남시 미사강변서로 25, 미사데스타타워 F538호 (풍산동)",경기도 하남시 풍산동 489번지 미사데스타타워 F538호,전기경보 및 신호장치 제조업 외 3 종,031-8027-6782,02-422-6210,7,"경보및 신호장치, 차단기,인식기,무인정산기",2025-06-30
286,(주)피디엘씨코리아,"경기도 하남시 초광산단로 36, 4층 (초이동)",경기도 하남시 초이동 626 4층,디스플레이 장치용 유리 제조업,1877-9844,031-360-6342,3,PDLC 필름,2025-06-30
287,(주)피스월드,경기도 하남시 하남대로 76(상산곡동),경기도 하남시 상산곡동 344-1,주방용 전기기기 제조업,02-529-5954,031-792-7832,13,전기렌지,2025-06-30
288,(주)피엘엠,"경기도 하남시 하남대로 947, B동 614호(풍산동, 하남테크노밸리 U1 CENTER)",경기도 하남시 풍산동 618 하남테크노밸리 U1 CENTER B동 614호,설치용 및 위생용 플라스틱제품 제조업 외 2 종,031-795-0001,031-795-6789,11,"샤워기, 현미경, 불소 이온도입기",2025-06-30
289,(주)피플클라우드,경기도 하남시 초광산단로 94 (광암동) 4층,경기도 하남시 광암동 405-2,기타 직물제품 제조업,02-441-4867,02-442-4867,6,마스크,2025-06-30
290,(주)하나육가공,경기도 하남시 초광산단로 31 (초이동),경기도 하남시 초이동 625-5번지,육류 기타 가공 및 저장처리업 (가금류 제외),031-792-7963,031-795-7944,20,포장육,2025-06-30
291,(주)하이테크글로벌,"경기도 하남시 조정대로 45, 7층 F703 (풍산동)",경기도 하남시 풍산동 493번지 7층 F703,그 외 기타 분류 안된 화학제품 제조업,031-5175-3171,031-5175-3172,3,광물성물질,2025-06-30
292,(주)한가네웰푸드,경기도 하남시 초광산단로 83 (광암동),경기도 하남시 광암동 401-9,가금류 가공 및 저장 처리업,02-481-9658,02-481-9659,9,"계육가공 및 포장처리, 양념닭갈비",2025-06-30
293,(주)한국벨우드,경기도 하남시 샘재로 29-1 (교산동),경기도 하남시 교산동 159-3번지,스타킹 및 기타 양말 제조업,031-796-7502,031-796-7504,5,양말,2025-06-30
294,(주)한덕산업,경기도 하남시 천현로39번길 9-21 (신장동),경기도 하남시 신장동  531-15번지,"체조, 육상 및 체력단련용 장비 제조업",031-795-7050,031-795-1231,2,체육시설,2025-06-30
295,(주)한설식품,경기도 하남시 감초로200번길 76 (초이동) 201호,경기도 하남시 초이동 418-1,수산식물 가공 및 저장 처리업,02-477-1360,02-488-1360,8,"조미김, 김부각",2025-06-30
296,(주)한솔아이오티,"경기도 하남시 하남대로 947, A동 10층 1012,1013호(풍산동, 하남테크노밸리 U1 CENTER)","경기도 하남시 풍산동 618 하남테크노밸리 U1 CENTER A동 10층 1012,1013호",전시 및 광고용 조명장치 제조업 외 2 종,,02-761-0638,13,"기타제어용기기, LED광고판, 비디오및기타영상기기",2025-06-30
297,(주)한솔이십일,"경기도 하남시 조정대로 150, 5층 530 (덕풍동, 아파트형공장 ITECO)",경기도 하남시 덕풍동  762번지,방송장비 제조업 외 1 종,02-407-1151,,4,방송장비,2025-06-30
298,(주)한솔티엘에스,"경기도 하남시 조정대로 150, 4층 463 (덕풍동)",경기도 하남시 덕풍동 762번지 4층 463,컴퓨터 제조업,070-4797-8688,070-4797-8688,5,조립컴퓨터 등,2025-06-30
299,(주)한아름산업,"경기도 하남시 조정대로 150, 6층 642 (덕풍동, 아파트형공장 ITECO)",경기도 하남시 덕풍동 762번지 아파트형공장 ITECO 6층 642,기타 건축용 플라스틱 조립제품 제조업,031-8027-4300,031-790-1362,8,우배수관,2025-06-30
300,(주)한영,경기도 하남시 초일로 180 (초일동),경기도 하남시 초일동 222-10번지,음ㆍ식료품 및 담배 가공기계 제조업,031-793-7935,031-793-7988,6,"제과제빵기계,식품가공기계",2025-06-30
301,(주)한타스,경기도 하남시 초광산단로 102 (광암동),경기도 하남시 광암동 406,동력식 수지공구 제조업,02-428-8009,070-5138-5809,30,"수리식 전동공구, 기계공구, 계측기",2025-06-30
302,(주)할매맛식품,경기도 하남시 산곡동로32번길 40 (하산곡동),경기도 하남시 하산곡동 366-3번지,도시락류 제조업 외 2 종,031-791-0020,031-791-0793,3,"만두,육수",2025-06-30
303,(주)해냄콘트롤스,"경기도 하남시 조정대로 150,  하남아이테코 908호 (덕풍동)",경기도 하남시 덕풍동  762번지,배전반 및 전기 자동제어반 제조업,,,5,자동제어반 외,2025-06-30
304,(주)해성씨엔피,"경기도 하남시 미사강변서로 25, 지하3층 316호 (풍산동)",경기도 하남시 풍산동 489번지 지하3층 316호,오프셋 인쇄업,02-462-6688,02-462-8828,25,인쇄물(오프셋6도인쇄),2025-06-30
305,(주)해양에프에스,경기도 하남시 초광산단서로 5 (초이동),경기도 하남시 초이동 625-4,수산동물 건조 및 염장품 제조업 외 2 종,031-796-7778,031-796-7774,19,"어류염장품,냉동어류, 오징어채 등",2025-06-30
306,(주)해피웍스컴퍼니,"경기도 하남시 미사강변서로 25, F746호(풍산동, 미사 테스타타워 지식산업센터)",경기도 하남시 풍산동 489 미사 테스타타워 지식산업센터 F746호,화장품 제조업 외 1 종,031-816-0253,070-5180-8880,2,"입욕제(목욕용 가향제품제조), 화장비누(치약 및 화장용 비누제조)",2025-06-30
307,(주)헤세드코리아,"경기도 하남시 하남대로 947, A동 510, A동511호(풍산동, 하남테크노밸리 U1 CENTER)","경기도 하남시 풍산동 618 하남테크노밸리 U1 CENTER A동 510, A동511호",침구 및 관련제품 제조업 외 18 종,031-796-4577,031-795-4708,7,"의류,섬유잡화외, 쿠션,침낭,이불,자수제품,커튼,텐트,식탁보,나이론제 보자기,타월,파카,점퍼,정장,바지등",2025-06-30
308,(주)현대업플러스,경기도 하남시 덕풍북로6번길 9-23(덕풍동),경기도 하남시 덕풍동 213-10,그 외 기타 의복액세서리 제조업,031-796-8990,031-796-8890,5,"넥타이, 부채, 가죽가방, 가죽트레이",2025-06-30
309,(주)현대자동문,경기도 하남시 조정대로 42-18 (풍산동),경기도 하남시 풍산동 218-9 번지,그 외 기타 일반목적용 기계 제조업 외 1 종,02-711-8869,02-3273-2717,20,자동문,2025-06-30
310,(주)현우엔지니어링,"경기도 하남시 미사강변중앙로31번길 15, 8층 803호(풍산동, 희가로 프리미어)",경기도 하남시 풍산동 598 희가로 프리미어 8층 803호,기타 전기 변환장치 제조업,02-431-0749,02-431-6250,1,"탄소절감기, 에너지저장순환기",2025-06-30
311,(주)현지산업개발,경기도 하남시 초광산단로 13 (초이동),경기도 하남시 초이동 629-2,구조용 금속 판제품 및 공작물 제조업,02-429-3637,02-429-2967,4,건축장식용 금속제품 제조 및 금속판제품,2025-06-30
312,(주)현지산업개발,"경기도 하남시 초광로 257 (초이동, 현지실업)",경기도 하남시 초이동  201-1번지,구조용 금속 판제품 및 공작물 제조업,02-429-3637,02-429-2969,18,철문제조,2025-06-30
313,(주)홈로즈코리아,"경기도 하남시 조정대로 150, 3층 340 (덕풍동)",경기도 하남시 덕풍동 762번지 3층 340,화장품 제조업,02-742-3389,02-742-9726,0,천연화장품,2025-06-30
314,(주)홈로즈코리아,"경기도 하남시 미사강변서로 25 (풍산동) 미사 테스타타워 지식산업센터 FB354호, FB355호",경기도 하남시 풍산동 489-0 미사 테스타타워 지식산업센터,화장품 제조업,02-742-3389,0303-344-3389,2,"천현화장품, 방향제",2025-06-30
315,(주)휴그린텍,"경기도 하남시 조정대로 45, 10층 F1001 (풍산동)",경기도 하남시 풍산동 493번지 10층 F1001,일반철물 제조업 외 1 종,02-459-1243,031-5175-3246,17,"방화용입상고정트르,내화충전재",2025-06-30
316,(주)휴먼과학,"경기도 하남시 초광로 213 (초이동, 휴면과학)",경기도 하남시 초이동  217-8번지 ,"물질 검사, 측정 및 분석기구 제조업 외 3 종",02-442-3543,02-442-3573,6,과학실험실기자재,2025-06-30
317,(주)희망나누기,"경기도 하남시 하남대로 947, C동 3층 301호, 302호(풍산동, 하남테크노밸리 U1 CENTER)","경기도 하남시 풍산동 618 하남테크노밸리 U1 CENTER C동 3층 301호, 302호",일반용 전기 조명장치 제조업 외 3 종,031-5180-3733,031-5180-3734,16,"조명기구(가로등기구,실내조명기구), 광고용 조명판, 조명기구, 폐쇄회로카메라,무선전신기",2025-06-30
318,JnG애드,경기도 하남시 초광산단로 34 (초이동),경기도 하남시 초이동 626-1번지,금속 표시판 제조업,02-481-1104,02-442-1104,1,금속표시판,2025-06-30
319,가나ENC,"경기도 하남시 초광산단서로16번길 25, 201호 (초이동)",경기도 하남시 초이동 456번지 201호,"체조, 육상 및 체력단련용 장비 제조업 외 1 종",02-481-8583,02-427-8583,2,"골대,네트용지주등",2025-06-30
320,가등테크(주),"경기도 하남시 하남대로 990, 515호(풍산동, 로얄팰리스 테크노1차)",경기도 하남시 풍산동 601 로얄팰리스 테크노1차 515호,구조용 금속 판제품 및 공작물 제조업,031-795-0342,070-4275-0693,3,공기식태양열집열패널,2025-06-30
321,강동안전유리,경기도 하남시 초이로99번길 11 (초이동),경기도 하남시 초이동 259-3번지,판유리 제조업,02-428-5171,,5,제1차유리가공,2025-06-30
322,거진이앤씨(주),"경기도 하남시 조정대로 45, 7층 F734호 (풍산동)",경기도 하남시 풍산동 493번지 7층 F734호,기타 무선 통신장비 제조업,02-911-6925,02-911-6926,10,소방통신장비(무선),2025-06-30
323,건설금속,경기도 하남시 초광산단로 36 (초이동),경기도 하남시 초이동 626,"금속 문, 창, 셔터 및 관련제품 제조업",02-340-2300,0502-264-9964,5,"자동대문, 자동차고문, 공장정문, 기타 자동화시스템",2025-06-30
324,건영냉기,경기도 하남시 하남대로654번길 24-39 (천현동),경기도 하남시 천현동 53-77번지,산업용 냉장 및 냉동 장비 제조업,031-796-0912,031-796-0917,3,상업용냉장고 등,2025-06-30
325,건흥전기주식회사,"경기도 하남시 조정대로 150,  하남아이테코 301~310호 (덕풍동)",경기도 하남시 덕풍동  762번지,"전기회로 개폐, 보호장치 제조업 외 1 종",,,29,"전기용품부속, 전기통신기기",2025-06-30
326,경일모터테크,"경기도 하남시 조정대로 150, 하남아이테코 327호 (덕풍동)",경기도 하남시 덕풍동 762번지,가방 및 기타 보호용 케이스 제조업,031-790-4147,,5,자동차 핸들카바,2025-06-30
