연번,기업명,전화번호,주요상품,주소,산업분류
5500,에스엠티SMT,데이터미집계,자동차 및 트레일러 제조업,경기도 화성시 팔탄면 신양1길 29-26,그 외 자동차용 신품 부품 제조업
5501,기계생각,데이터미집계,기타 기계 및 장비 제조업,경기도 화성시 정남면 괘랑3길 41-1,반도체 제조용 기계 제조업
5502,주식회사 장성케미칼,데이터미집계,화학물질 및 화학제품 제조업; 의약품 제외,경기도 화성시 팔탄면 온천로 82-119,인쇄잉크 및 회화용 물감 제조업
5503,태우ENG,데이터미집계,고무 및 플라스틱제품 제조업,경기도 화성시 정남면 제기길18-,플라스틱 필름 제조업
5504,비에이스틸,031-353-8974,1차 금속 제조업,경기도 화성시 향남읍 발안공단로5길 23,그 외 기타 1차 철강 제조업
5505,대경,데이터미집계,금속가공제품 제조업; 기계 및 가구 제외,경기도 화성시 정남면 발산5길 49-35,그 외 기타 금속가공업
5506,룡자까네,데이터미집계,"펄프, 종이 및 종이제품 제조업","경기도 화성시 동탄대로22길 9 (영천동, 동탄역 센트럴 상록아파트)",문구용 종이제품 제조업
5507,일등우레탄,데이터미집계,화학물질 및 화학제품 제조업; 의약품 제외,경기도 화성시 양감면 초록로 480-10,합성수지 및 기타 플라스틱 물질 제조업
5508,경희팻푸드,데이터미집계,식료품 제조업,경기도 화성시 송산면 백곡로128-,단미 사료 및 기타 사료 제조업
5509,일성포장,031-358-6256,"펄프, 종이 및 종이제품 제조업",경기도 화성시 정남면 여의동길67-,골판지 상자 및 가공제품 제조업
5510,한뫼테크,031-366-5892,금속가공제품 제조업; 기계 및 가구 제외,경기도 화성시 정남면 괘랑3길 8-7,절삭가공 및 유사처리업
5511,진영테크,데이터미집계,"전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",경기도 화성시 팔탄면 시청로 1204-5,기타 반도체소자 제조업
5512,고려화학,데이터미집계,고무 및 플라스틱제품 제조업,경기도 화성시 정남면 안념길150번길 46-20,폴리스티렌 발포 성형제품 제조업
5513,코리아머트리얼즈,데이터미집계,전기장비 제조업,경기도 화성시 동탄중심상가1길 35 (반송동),배전반 및 전기 자동제어반 제조업
5514,(주)에이플러스테크,031-298-7235,"전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",경기도 화성시 봉담읍 하가등안길 100-8,기타 반도체소자 제조업
5515,정연산업,데이터미집계,금속가공제품 제조업; 기계 및 가구 제외,경기도 화성시 장안면 포승장안로 861-64,구조용 금속 판제품 및 공작물 제조업
5516,(주)형제포장,031-357-8860,"펄프, 종이 및 종이제품 제조업",경기도 화성시 남양읍 신남서길95-,기타 종이 상자 및 용기 제조업
5517,정석건축천막,데이터미집계,섬유제품 제조업; 의복제외,경기도 화성시 양감면 초록로32-,"천막, 텐트 및 유사 제품 제조업"
5518,오메이드,데이터미집계,식료품 제조업,경기도 화성시 기산말길 102-8 (기산동),가금류 가공 및 저장 처리업
5519,진보에스에프,데이터미집계,"전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",경기도 화성시 장안면 3.1만세로 253-3,기타 반도체소자 제조업
5520,태화케미칼,데이터 미집계,고무 및 플라스틱제품 제조업,경기도 화성시 양감면 사릅재길135-,플라스틱 접착처리 제품 제조업
5521,이화산전 주식회사,데이터미집계,전기장비 제조업,경기도 화성시 정남면 문학로135-,배전반 및 전기 자동제어반 제조업
5522,(주)에스제이텍,031-319-6840,기타 기계 및 장비 제조업,경기도 화성시 정남면 관항길130-,주형 및 금형 제조업
5523,이재산업,데이터미집계,고무 및 플라스틱제품 제조업,경기도 화성시 정남면 괘랑2길17번길43-,"플라스틱 선, 봉, 관 및 호스 제조업"
5524,인테크,데이터미집계,금속가공제품 제조업; 기계 및 가구 제외,경기도 화성시 마도면 화성로696번길 63,그 외 금속 압형제품 제조업
5525,행운판넬,데이터미집계,금속가공제품 제조업; 기계 및 가구 제외,경기도 화성시 장안면 수정로266-,구조용 금속 판제품 및 공작물 제조업
5526,주식회사 캐어,데이터 미집계,전기장비 제조업,경기도 화성시 동탄5동 동탄첨단산업1로14-,축전지 제조업
5527,몰드엠디비,데이터 미집계,자동차 및 트레일러 제조업,경기도 화성시 장안면 용토길 22-14,그 외 자동차용 신품 부품 제조업
5528,동연시스템,031-237-9015,금속가공제품 제조업; 기계 및 가구 제외,경기도 화성시 반정로153번길 16-4 (반정동),절삭가공 및 유사처리업
5529,대산전자(주),데이터미집계,전기장비 제조업,경기도 화성시 비봉면 현대기아로 825-30,기타 전기 변환장치 제조업
5530,태승정밀,데이터 미집계,금속가공제품 제조업; 기계 및 가구 제외,경기도 화성시 향남읍 발안공단로5길 7-26,그 외 금속 압형제품 제조업
5531,크레스트테크놀로지스코리아(주),데이터미집계,산업용 기계 및 장비 수리업,경기도 화성시 동탄5동 동탄첨단산업1로27-,기타 일반 기계 및 장비 수리업
5532,주식회사 에이플러스,031-366-5549,금속가공제품 제조업; 기계 및 가구 제외,경기도 화성시 향남읍 토성로256-,절삭가공 및 유사처리업
5533,선몰드,데이터미집계,기타 기계 및 장비 제조업,경기도 화성시 팔탄면 버들로1362번길 67,주형 및 금형 제조업
5534,씨앤에스,031-352-5173,화학물질 및 화학제품 제조업; 의약품 제외,경기도 화성시 정남면 내향로139-,화장품 제조업
5535,로얄앤컴퍼니주식회사,데이터미집계,기타 기계 및 장비 제조업,경기도 화성시 팔탄면 시청로 895-20,"탭, 밸브 및 유사장치 제조업"
5536,주식회사현진솔루션,031-352-6920,고무 및 플라스틱제품 제조업,경기도 화성시 양감면 양간큰말길101-,폴리스티렌 발포 성형제품 제조업
5537,다우리 메탈,데이터미집계,기타 기계 및 장비 제조업,경기도 화성시 남양읍 현대기아로579-,"탭, 밸브 및 유사장치 제조업"
5538,화성중공업,데이터미집계,산업용 기계 및 장비 수리업,경기도 화성시 정남면 괘랑1길8번길24-,건설광업용 기계 및 장비 수리업
5539,"알이디이미징REDimagingCo.,Ltd.",데이터미집계,"전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",경기도 화성시 세자로406번길 15-5 (안녕동),컴퓨터 모니터 제조업
5540,에스엔이엔지,데이터미집계,전기장비 제조업,경기도 화성시 팔탄면 대평안길 42-2,그 외 기타 전기장비 제조업
5541,스폰지뱅크(Sponge Bank),데이터미집계,고무 및 플라스틱제품 제조업,경기도 화성시 장안면 석포로108번길 42,벽 및 바닥 피복용 플라스틱제품 제조업
5542,알씨텍 주식회사,데이터미집계,기타 기계 및 장비 제조업,경기도 화성시 동탄지성로412번길 12-10 (반월동),반도체 제조용 기계 제조업
5543,(주)지넷시스템 화성공장,데이터미집계,"전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",경기도 화성시 송산면 송산로 514-5,방송장비 제조업
5544,(주)에이씨앨시스템,데이터미집계,"의료, 정밀, 광학기기 및 시계 제조업",경기도 화성시 동탄5동 동탄첨단산업1로27-,"물질 검사, 측정 및 분석기구 제조업"
5545,성도식품,031-297-5516,식료품 제조업,경기도 화성시 팔탄면 율암길95번길 52,과자류 및 코코아 제품 제조업
5546,두경산업,031-366-7697,고무 및 플라스틱제품 제조업,경기도 화성시 양감면 암소고개로 86-18,기타 플라스틱 발포 성형제품 제조업
5547,진보산업,데이터 미집계,기타 기계 및 장비 제조업,경기도 화성시 안녕남로140번길 6 (안녕동),주형 및 금형 제조업
5548,한별이엔지 주식회사,데이터미집계,금속가공제품 제조업; 기계 및 가구 제외,경기도 화성시 서신면 백미길00046-00000,"금속 문, 창, 셔터 및 관련제품 제조업"
5549,(주)에스엠아이앤씨,031-8047-5152,고무 및 플라스틱제품 제조업,경기도 화성시 남양읍 주석로80번길 67-13,그 외 기타 고무제품 제조업
5550,(주)부강,031-221-6173,금속가공제품 제조업; 기계 및 가구 제외,경기도 화성시 동탄지성로306번길 42-1 (반월동),절삭가공 및 유사처리업
5551,시냇가과수원,데이터미집계,식료품 제조업,경기도 화성시 장안면 장안공단로 86-1,기타 과실ㆍ채소 가공 및 저장 처리업
5552,신라이엔지,데이터미집계,기타 기계 및 장비 제조업,경기도 화성시 봉담읍 건배길 41-10,기체 여과기 제조업
5553,오코텍,데이터미집계,"의료, 정밀, 광학기기 및 시계 제조업",경기도 화성시 화산동 안녕북길78-,광학렌즈 및 광학요소 제조업
5554,비전이엔지,데이터미집계,기타 기계 및 장비 제조업,경기도 화성시 팔탄면 노하길 389-5,산업용 로봇 제조업
5555,월드텍트*,데이터미집계,기타 기계 및 장비 제조업,경기도 화성시 배양남길40번길 7 (기안동),액체 펌프 제조업
5556,주식회사 우리기술,031-355-9871,기타 기계 및 장비 제조업,경기도 화성시 마도면 마도공단로1길 32,주형 및 금형 제조업
5557,태성몰드,031-352-1253,기타 기계 및 장비 제조업,경기도 화성시 팔탄면 온천로137번길 138,주형 및 금형 제조업
5558,코프라,031-499-2195,금속가공제품 제조업; 기계 및 가구 제외,경기도 화성시 봉담읍 주석로1016번길 39-3,자동차용 금속 압형제품 제조업
5559,일신카본(주),데이터미집계,전기장비 제조업,경기도 화성시 장안면 버들로896-,전기용 탄소제품 및 절연제품 제조업
5560,대림에어테크 주식회사,데이터미집계,기타 기계 및 장비 제조업,경기도 화성시 새솔동 수노을중앙로00130-00000,산업용 송풍기 및 배기장치 제조업
5561,성심산업,031-546-2787,"가죽, 가방 및 신발 제조업",경기도 화성시 병점동로148번길 5-13 (진안동),기타 가죽제품 제조업
5562,씨엔 에이치,데이터미집계,기타 기계 및 장비 제조업,경기도 화성시 팔탄면 터넉골로 57-4,음ㆍ식료품 및 담배 가공기계 제조업
5563,도서출판인쇄마을,데이터미집계,인쇄 및 기록매체 복제업,경기도 화성시 지산1길 22-5 (영천동),제책업
5564,주식회사 에이앤텍,031-235-4459,기타 기계 및 장비 제조업,경기도 화성시 만년로915번길 21-12 (안녕동),금속 성형기계 제조업
5565,세명산업,데이터미집계,"펄프, 종이 및 종이제품 제조업",경기도 화성시 봉담읍 하가등길 20-9,판지 상자 및 용기 제조업
5566,에이테크(A-TECH),데이터미집계,고무 및 플라스틱제품 제조업,경기도 화성시 향남읍 동오1길 56,"플라스틱 적층, 도포 및 기타 표면처리 제품 제조업"
5567,(주)오성자원,데이터미집계,화학물질 및 화학제품 제조업; 의약품 제외,경기도 화성시 정남면 시청로1560-45,혼성 및 재생 플라스틱 소재 물질 제조업
5568,에스에이티,031-450-1400,"전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",경기도 화성시 반월동 효행로1362-,기타 반도체소자 제조업
5569,주식회사 삼원절연,031-8059-1490,전기장비 제조업,경기도 화성시 팔탄면 터넉골로120번길 13-48,기타 절연선 및 케이블 제조업
5570,세진풍력,데이터미집계,기타 기계 및 장비 제조업,경기도 화성시 남양읍 남양로368번길 53-5,산업용 송풍기 및 배기장치 제조업
5571,선공,데이터미집계,산업용 기계 및 장비 수리업,경기도 화성시 향남읍 발안남로66-,기타 일반 기계 및 장비 수리업
5572,성실물류,데이터미집계,자동차 및 트레일러 제조업,경기도 화성시 송산면 삼존로 266-6,트레일러 및 세미트레일러 제조업
5573,하이든테크,031-298-3560,금속가공제품 제조업; 기계 및 가구 제외,경기도 화성시 봉담읍 하가등안길 100-7,절삭가공 및 유사처리업
5574,대신컴퍼니,031-354-1793,금속가공제품 제조업; 기계 및 가구 제외,경기도 화성시 향남읍 토성로354-,육상 금속 골조 구조재 제조업
5575,이레이엔지,데이터 미집계,금속가공제품 제조업; 기계 및 가구 제외,경기도 화성시 서신면 효자각로 208-33,그 외 기타 금속가공업
