순번,회사명,전화번호,팩스번호,공장대표주소(도로명),업종번호,업종명,종업원수,데이터기준일자
571,(주)알에스케이,031-746-3301,031-745-3390,"경기도 성남시 중원구 둔촌대로 560, 벽산테크노피아 1층 104호 (상대원동)",31202,철도차량 부품 및 관련 장치물 제조업,2,2026-03-09
2585,(주)서울식연,031-704-4927,031-703-4920,"경기도 성남시 분당구 판교로 700, 309호 (야탑동, 분당테크노파크D동)",10832+10839+20321+20322,천연 및 혼합조제 조미료 제조업 외 3 종,8,2026-03-09
66,(주)내팜,031-737-5289,031-737-5288,"경기도 성남시 중원구 순환로 165, 4층 406호 (상대원동, 포스테크노) 4층 406호 외 2필지",10832+10121+10129,천연 및 혼합조제 조미료 제조업 외 2 종,13,2026-03-09
883,(주)일신나퓨,031-743-0601,031-723-0630,경기도 성남시 중원구 둔촌대로466번길 12 (상대원동),10832+10309+10412,천연 및 혼합조제 조미료 제조업 외 2 종,10,2026-03-09
49,(주)글로벌제이컴퍼니,031-750-0009,031-750-0009,"경기도 성남시 중원구 갈마치로 302, B동 5층 513 일부 (상대원동, 성남 우림 라이온스밸리 5차)",10832,천연 및 혼합조제 조미료 제조업,3,2026-03-09
166,(주)디에치푸드,031-737-2962,031-890-6341,"경기도 성남시 중원구 둔촌대로457번길 27, B1층 B109 (상대원동, 성남 우림 라이온스밸리 1차)",10832,천연 및 혼합조제 조미료 제조업,2,2026-03-09
449,(주)시니원,070-7756-4205,,"경기도 성남시 중원구 사기막골로62번길 33, B1층 FB106호  (상대원동) B1층 FB106호 외 2필지",10832,천연 및 혼합조제 조미료 제조업,1,2026-03-09
548,(주)아이작,031-739-5201,031-739-5203,"경기도 성남시 중원구 사기막골로 137, 7층 705호 (상대원동, 중앙인더스피아5차) 7층 705호 외 1필지",10832,천연 및 혼합조제 조미료 제조업,7,2026-03-09
580,(주)앤스에프에스,031-750-0057,031-750-0059,"경기도 성남시 중원구 갈마치로 302, A동 15층 1507 (상대원동, 성남 우림 라이온스밸리 5차), 1508 A동 15층 1507호 외 1필지",10832,천연 및 혼합조제 조미료 제조업,5,2026-03-09
652,(주)에이포앤트레이드,02-6081-9235,02-572-9235,"경기도 성남시 중원구 사기막골로105번길 25, 7층 709 (상대원동, 중앙인더스피아2아파트형공장)",10832,천연 및 혼합조제 조미료 제조업,1,2026-03-09
953,(주)지금,031-776-2660,031-776-2662,"경기도 성남시 중원구 사기막골로 124,(상대원동, SKn테크노파크) 비즈동 B2층 B216호 외 5필지",10832,천연 및 혼합조제 조미료 제조업,5,2026-03-09
1320,강동식품,031-748-1691,031-748-1693,"경기도 성남시 중원구 갈마치로244번길 31, 4층 414 (상대원동)",10832,천연 및 혼합조제 조미료 제조업,3,2026-03-09
1854,아이엘물산(주),031-777-8833,,"경기도 성남시 중원구 둔촌대로 388, 11층 1104호 (상대원동, 크란츠 테크노)",10832,천연 및 혼합조제 조미료 제조업,9,2026-03-09
2015,와이지푸드,,031-750-0591,"경기도 성남시 중원구 갈마치로 302,(상대원동, 성남우림라이온스밸리5차) B동 B1층 B120호",10832,천연 및 혼합조제 조미료 제조업,4,2026-03-09
2043,월드스파이스,031-8018-5031,031-8018-5032,"경기도 성남시 중원구 사기막골로62번길 37, B1층 B107호 (상대원동, 스타타워) B1층 B107호",10832,천연 및 혼합조제 조미료 제조업,2,2026-03-09
2097,이푸드,02-474-7487,02-482-7489,"경기도 성남시 중원구 사기막골로45번길 14, B동 B2층 B207 (상대원동, 우림라이온스밸리2차) 외 1필지",10832,천연 및 혼합조제 조미료 제조업,4,2026-03-09
2420,향원스파이스(주),031-777-8311,,"경기도 성남시 중원구 둔촌대로 388, 11층 1101호 (상대원동, 크란츠 테크노), 1102호, 1103호 외 2필지",10832,천연 및 혼합조제 조미료 제조업,20,2026-03-09
2790,예담채,,,경기도 성남시 수정구 달래내로 343 (상적동),10832,천연 및 혼합조제 조미료 제조업,2,2026-03-09
1108,(주)티엔지,031-741-0061,031-743-8703,"경기도 성남시 중원구 갈마치로 186 (상대원동, 반포테크노피아)",13224+13229+14111+14112+14192+14411+15129+15219+33309,천막+텐트 및 유사 제품 제조업 외 8 종,64,2026-03-09
2665,(주)킴블스,02-6959-8557,02-6959-8546,"경기도 성남시 중원구 희망로392번길 9-1, 지하1층 (상대원동)",13224+13999+14111+14112+14120+14191+14192+14193+14194+14199+14491+14499+15121+15129+15190,천막+텐트 및 유사 제품 제조업 외 14 종,13,2026-03-09
2666,(주)킴블스,02-6959-8557,02-6959-8546,"경기도 성남시 중원구 둔촌대로248번길 10, 1층 (하대원동)",13224+13999+14111+14112+14120+14191+14192+14193+14194+14199+14491+14499+15121+15129+15190,천막+텐트 및 유사 제품 제조업 외 14 종,6,2026-03-09
1053,(주)크린텍,1544-3050,031-624-5219,경기도 성남시 중원구 사기막골로62번길 4(상대원동),30201+30123+30124,차체 및 특장차 제조업 외 2 종,43,2026-03-09
900,(주)정심식품,031-776-2770,031-776-2259,"경기도 성남시 중원구 사기막골로 124, 테크동 5층 508 (상대원동, SKⓝ테크노파크) 외 2필지",10892+10893,차류 가공업 외 1 종,5,2026-03-09
1187,(주)피엔에스,02-3431-9117,031-731-9117,"경기도 성남시 중원구 사기막골로 124, 비즈동 8층 805 (상대원동, SKⓝ테크노파크)",10892+10891,차류 가공업 외 1 종,3,2026-03-09
1264,(주)황초원,070-4224-5225,050-4085-5694,"경기도 성남시 중원구 갈마치로 314, 9층 922 (상대원동)",10892+11209,차류 가공업 외 1 종,5,2026-03-09
1448,대한다업(주),031-607-3900,031-607-3902,"경기도 성남시 중원구 둔촌대로 531, 쌍용IT트윈타워2차 B1층 B105호 (상대원동) 외 3필지",10892+10891,차류 가공업 외 1 종,25,2026-03-09
200,(주)루바마바이오랩,031-750-0920,031-750-5060,"경기도 성남시 중원구 갈마치로 302,(상대원동, 성남우림라이온스밸리5차) A동 13층 1301호 외 1필지",10892,차류 가공업,5,2026-03-09
1106,(주)티에이블,070-5101-6289,0303-3443-7797,경기도 성남시 중원구 사기막골로 177 (상대원동) 8층 807호,10892,차류 가공업,2,2026-03-09
1527,라폴리움,031-706-7081,0504-393-7080,"경기도 성남시 중원구 사기막골로62번길 33, B1층 FB117호  (상대원동) B1층 FB117호",10892,차류 가공업,1,2026-03-09
2001,오트로 패밀리아,,050-4159-4473,"경기도 성남시 중원구 사기막골로45번길 14,(상대원동) B동 B3층 B302호",10892,차류 가공업,1,2026-03-09
2728,라폴리움,,,"경기도 성남시 수정구 위례광장로 21-12, 309호(창곡동, 위례드림시티)",10892,차류 가공업,2,2026-03-09
1358,그린포레,,,"경기도 성남시 중원구 순환로 110,  1동 2층 201호 B (상대원동)",13225+22231,직물포대 제조업 외 1 종,1,2026-03-09
1241,(주)함께라온,031-741-3335,031-741-3334,"경기도 성남시 중원구 사기막골로 110, 지하 1층 (상대원동)",13225,직물포대 제조업,4,2026-03-09
1755,송원,,,"경기도 성남시 중원구 사기막골로105번길 25, 2층 201호 (상대원동, 중앙인더스피아2아파트형공장) 2층 201호 외 2필지",13402,직물+편조원단 및 의복류 염색 가공업,7,2026-03-09
2254,코아디자인,031-701-7612,031-701-7613,"경기도 성남시 중원구 사기막골로62번길 37, 13층 1307 (상대원동, 스타타워 아파트형공장)",13402,직물+편조원단 및 의복류 염색 가공업,2,2026-03-09
305,(주)부성이엔지,070-4128-5366,031-777-5368,"경기도 성남시 중원구 갈마치로 215, A동 1층 101 (상대원동) A동 1층 101호",29293,주형 및 금형 제조업,6,2026-03-09
306,(주)부성이엔지 제2공장,070-4128-5366,031-777-5368,"경기도 성남시 중원구 사기막골로 177, B2층 B202 (상대원동, 금강하이테크밸리) B2층 B202호",29293,주형 및 금형 제조업,4,2026-03-09
1026,(주)코리아탑텍,031-709-2663,031-709-2665,"경기도 성남시 중원구 갈마치로 215, 1층 102 (상대원동, 금강펜테리움IT타워) 1층 102호",29293,주형 및 금형 제조업,11,2026-03-09
1379,나노테크,031-733-1955,031-733-1956,"경기도 성남시 중원구 갈마치로 234, SK아파트형공장 4층 408호 (상대원동)",29293,주형 및 금형 제조업,3,2026-03-09
1497,두레목업,031-737-2433,031-737-2434,"경기도 성남시 중원구 둔촌대로457번길 27, 2층 207 (상대원동, 성남 우림 라이온스밸리 1차)",29293,주형 및 금형 제조업,1,2026-03-09
1551,마루디자인,031-737-4660,031-737-4662,"경기도 성남시 중원구 사기막골로 52, 선텍시티2차 B1층 B110호 (상대원동), B111호 외 1필지",29293,주형 및 금형 제조업,5,2026-03-09
1593,미래정공,031-730-0312,031-730-0313,"경기도 성남시 중원구 갈마치로 215, A동 B2층 203호 (상대원동, 금강펜테리움IT타워) 외 1필지",29293,주형 및 금형 제조업,5,2026-03-09
1638,부성ENG 제2공장,031-777-5366,031-777-5368,"경기도 성남시 중원구 둔촌대로 464, 8층 808 (상대원동, 드림테크노) 8층 808호 외 1필지",29293,주형 및 금형 제조업,2,2026-03-09
1682,새롬,031-639-6664,031-639-6665,"경기도 성남시 중원구 갈마치로 314, 4층 418 (상대원동) 외 1필지",29293,주형 및 금형 제조업,3,2026-03-09
1722,성우정밀,,,"경기도 성남시 중원구 갈마치로 215, B2층 B232 (상대원동, 금강펜테리움IT타워)",29293,주형 및 금형 제조업,2,2026-03-09
1751,세호정밀,031-723-0550,,"경기도 성남시 중원구 사기막골로 148, B3층 B302 (상대원동)",29293,주형 및 금형 제조업,2,2026-03-09
2075,윤택크,031-734-4352,031-734-4353,"경기도 성남시 중원구 둔촌대로 484, 2층 221호 (상대원동) 2층 221호",29293,주형 및 금형 제조업,1,2026-03-09
2145,제일ENG,,,"경기도 성남시 중원구 둔촌대로457번길 27, B2층 B219 (상대원동, 성남 우림 라이온스밸리 1차)",29293,주형 및 금형 제조업,2,2026-03-09
2197,진일정밀,031-737-8011,031-737-0306,"경기도 성남시 중원구 둔촌대로 560, B1층 B102호 (상대원동, 벽산테크노피아)",29293,주형 및 금형 제조업,4,2026-03-09
2257,코원테크,031-723-0533,,"경기도 성남시 중원구 사기막골로 148, B3층 301 (상대원동)",29293,주형 및 금형 제조업,2,2026-03-09
2470,(주)메디코디 ,,,"경기도 성남시 수정구 창업로40번길 30, 325호 (시흥동) 325호 외 2필지",29293,주형 및 금형 제조업,0,2026-03-09
2688,M.K정공,031-721-4275,031-721-4276,"경기도 성남시 수정구 수정로88번길 12, 지층, 1층 (수진동)",29293,주형 및 금형 제조업,0,2026-03-09
2678,(주)포엘디자인,031-765-4420,031-602-7818,"경기도 성남시 분당구 판교로 697,(야탑동, 분당테크노파크) A동 3층 308호 외 1필지",28511+25113+25114,주방용 전기기기 제조업 외 2 종,10,2026-03-09
2236,케이인터내셔널,1661-9209,031-697-2209,"경기도 성남시 중원구 사기막골로 124, 비즈동 8층 802 (상대원동, SKⓝ테크노파크) 비즈동 8층 802호",28511+26421,주방용 전기기기 제조업 외 1 종,2,2026-03-09
319,(주)비다스테크,02-2299-9442,02-6280-6442,"경기도 성남시 중원구 사기막골로45번길 14,(상대원동) A동 B3층 B302호 외 2필지",28511,주방용 전기기기 제조업,5,2026-03-09
320,(주)비다스테크 제2공장,02-2299-9442,02-6280-6442,"경기도 성남시 중원구 사기막골로 52, 6층 601호(상대원동, 선택시티 2) 6층 601호",28511,주방용 전기기기 제조업,8,2026-03-09
1067,(주)태상그린텍,031-878-7111,031-737-9001,"경기도 성남시 중원구 갈마치로244번길 31, 5층 517 (상대원동, 성남 현대 I밸리)",28511,주방용 전기기기 제조업,3,2026-03-09
1739,세영,031-8018-5689,031-8018-2359,"경기도 성남시 중원구 사기막골로45번길 14, A동 10층 1016호 (상대원동, 우림라이온스밸리 2차)",28511,주방용 전기기기 제조업,2,2026-03-09
2083,이룩스서비스(주),031-8018-2134,031-8018-2839,"경기도 성남시 중원구 사기막골로45번길 14, A동 8층 809 (상대원동, 우림라이온스밸리 2차) 외 1필지",28511,주방용 전기기기 제조업,7,2026-03-09
2812,인일전자,,,경기도 성남시 중원구 산성대로 392 (금광동),28511,주방용 전기기기 제조업,9,2026-03-09
1567,메타커뮤니케이션,031-721-2059,031-721-2059,"경기도 성남시 중원구 둔촌대로 531, 10층 106 (상대원동, 쌍용IT트윈타워 B동)",17221,종이 포대 및 가방 제조업,3,2026-03-09
1704,성남시보호작업장,031-734-9965,031-734-9966,"경기도 성남시 중원구 순환로226번길 10 (상대원동, 성남장애인재활자립작업장)",17221,종이 포대 및 가방 제조업,37,2026-03-09
747,(주)오케이아하,031-777-8811,031-777-8038,"경기도 성남시 중원구 둔촌대로 388, 4층 402호 (상대원동, 크란츠 테크노)",18121,제판 및 조판업,4,2026-03-09
1435,대성편집,031-777-5357,031-777-5359,"경기도 성남시 중원구 사기막골로 177, 4층 416 (상대원동, 금강하이테크밸리)",18121,제판 및 조판업,5,2026-03-09
1792,신성국제교역(주),031-720-5070,031-720-5069,"경기도 성남시 중원구 둔촌대로388번길 24, 11층 1108호(상대원동, 성남 우림라이온스밸리3차) 11층 1108호",23211+23212,정형 내화 요업제품 제조업 외 1 종,8,2026-03-09
764,(주)와이엠글로벌,031-8039-7197,031-8039-7195,"경기도 성남시 중원구 갈마치로288번길 14,(상대원동, 성남 SK V1 tower) A동 10층 1004호 외 1필지",20493,접착제 및 젤라틴 제조업,7,2026-03-09
1738,세아전자(주),031-777-1144,031-777-1140,"경기도 성남시 중원구 둔촌대로 474, 10층 1011호(상대원동, 선텍시티1) 10층 1011호 외 4필지",28303+26410+27211+31311+31312,절연 코드세트 및 기타 도체 제조업 외 4 종,95,2026-03-09
1731,성호전자(주),031-745-9773,031-733-9774,"경기도 성남시 중원구 갈마치로 234, 5층 507 (상대원동, 에이스아파트형공장) 외 2필지",28303+27199,절연 코드세트 및 기타 도체 제조업 외 1 종,15,2026-03-09
479,(주)써미트코리아,031-731-9984,031-731-9986,"경기도 성남시 중원구 둔촌대로 537, 쌍용IT트윈타워1차 A동 9층 902호 (상대원동)",28303,절연 코드세트 및 기타 도체 제조업,8,2026-03-09
1430,대상실업,031-777-9004,031-777-9006,"경기도 성남시 중원구 둔촌대로 484, 3층 306호 (상대원동, SICOX TOWER)",28303,절연 코드세트 및 기타 도체 제조업,8,2026-03-09
1436,대신전자통신,031-743-3956,031-743-3956,"경기도 성남시 중원구 둔촌대로457번길 27, 우림라이온스밸리 B2층 205 (상대원동), 206, 209 외 2필지",28303,절연 코드세트 및 기타 도체 제조업,5,2026-03-09
1735,세광테크,031-777-1135,,"경기도 성남시 중원구 둔촌대로 474, 9층 902 (상대원동)",28303,절연 코드세트 및 기타 도체 제조업,3,2026-03-09
1999,오텍(O-Tech),031-778-7317,031-778-7427,"경기도 성남시 중원구 둔촌대로 545, 13층 1304호(상대원동, 한라시그마밸리) 13층 1304호",28303,절연 코드세트 및 기타 도체 제조업,3,2026-03-09
2335,피르스트(주),031-789-6774,031-8057-6858,"경기도 성남시 중원구 사기막골로 99, 4층 418호(상대원동) 4층 418호 외 1필지",28303,절연 코드세트 및 기타 도체 제조업,8,2026-03-09
2626,(주)엠케이,031-749-2290,,경기도 성남시 중원구 박석로15번길 9 (상대원동),28303,절연 코드세트 및 기타 도체 제조업,12,2026-03-09
1321,강성ENG,031-737-0737,031-737-0738,"경기도 성남시 중원구 사기막골로62번길 33, B1층 B118호(상대원동) B1층 B118호",25924,절삭가공 및 유사처리업,1,2026-03-09
1437,대신정밀,,,"경기도 성남시 중원구 사기막골로 177, B2층 B204 (상대원동, 금강하이테크밸리)",25924,절삭가공 및 유사처리업,2,2026-03-09
