회사명,대표자명,산업단지명,지식산업센터명,도로명주소,지번주소,위도,경도,업종번호,업종명,종업원수,생산품명,주원자재명,관리기관명,관리부서전화번호,데이터기준일자
(주)바이오팩,전병준,,,경기도 파주시 광탄면 장지산로 378,경기도 파주시 광탄면 분수리 242-13,37.76130991,126.8662018,17909,그 외 기타 종이 및 판지 제품 제조업,2,종이컵,,경기도 파주시청,031-940-4543,2026-02-05
(주)바이템,김재평,,,경기도 파주시 장명산길 201-3,경기도 파주시 오도동 19-9,37.74773694,126.7287617,29180+17901,사무용 기계 및 장비 제조업 외 1 종,10,제본기,,경기도 파주시청,031-940-4543,2026-02-05
(주)박스바다,김상호,,,경기도 파주시 조리읍 탑삭골길 127,경기도 파주시 조리읍 능안리 1025,37.73843821,126.7935807,17211+17212,골판지 제조업 외 1 종,30,골판지박스,,경기도 파주시청,031-940-4543,2026-02-05
(주)반다비앤에이치,김민규,,,경기도 파주시 법원읍 술이홀로 1159,경기도 파주시 법원읍 법원리 225-6,37.87185023,126.8825919,10839,기타 식품 첨가물 제조업,17,살균소독제+미산성차아염소산수,정제수+소금+식염산,경기도 파주시청,031-940-4543,2026-02-05
(주)반디에코라인,김보석,,,경기도 파주시 조리읍 명봉산로79번길 54,경기도 파주시 조리읍 장곡리 584-1,37.73562389,126.8403035,20411+22299+23999,일반용 도료 및 관련제품 제조업 외 2 종,0,도막형 방지제+미끄럼 방지 포장제+도로표지병,MMA수지,경기도 파주시청,031-940-4543,2026-02-05
(주)반석일렉스,신래현,,,경기도 파주시 풀무골로 102,경기도 파주시 야동동 293-5,37.78015374,126.7591372,28123,배전반 및 전기 자동제어반 제조업,5,배전반,,경기도 파주시청,031-940-4543,2026-02-05
(주)방산물산,두은주,,,경기도 파주시 파주읍 윗가마울길 46,경기도 파주시 파주읍 부곡리 160-5,37.81740345,126.8289844,17904,적층+합성 및 특수표면처리 종이 제조업,9,필름지 및 시트지,,경기도 파주시청,031-940-4543,2026-02-05
(주)배영금속,배준호,,,경기도 파주시 조리읍 장곡로 59,경기도 파주시 조리읍 장곡리 100-25,37.74694309,126.8453584,25929,그 외 기타 금속가공업,2,알루미늄SHEET,알루미늄+EGI철판,경기도 파주시청,031-940-4543,2026-02-05
(주)백상테크,조인환,,,경기도 파주시 광탄면 보광로1100번길 19-27,경기도 파주시 광탄면 마장리 201-8,37.79016617,126.8772254,22212+22213,플라스틱 필름 제조업 외 1 종,8,pet시트,,경기도 파주시청,031-940-4543,2026-02-05
(주)백암문화사,손병선,,,경기도 파주시 조리읍 능안로265번길 22,경기도 파주시 조리읍 능안리 392,37.7378975,126.7821916,18111+18113,경 인쇄업 외 1 종,15,인쇄,,경기도 파주시청,031-940-4543,2026-02-05
(주)백운전기통신,정태웅,,,경기도 파주시 풀무골로 100,경기도 파주시 야동동 293-1,37.78010152,126.7586255,26421,방송장비 제조업,4,카메라,,경기도 파주시청,031-940-4543,2026-02-05
(주)백운전기통신,정태웅,,,경기도 파주시 조리읍 매봉재길 99-63,경기도 파주시 조리읍 오산리 67,37.77429832,126.8244148,26421,방송장비 제조업,5,카메라,,경기도 파주시청,031-940-4543,2026-02-05
(주)밸류포인트,임진우,,,경기도 파주시 탄현면 헤이리로133번길 60,경기도 파주시 탄현면 성동리 1-2,37.79707075,126.6911845,33910+18111+18113+18119+25112+25113+25119+25932+25944+25995+25999+28422+28423+28429+33301+33302+33932,간판 및 광고물 제조업 외 16 종,26,광고물+광고형 모형 및 구조물+광고물+광고형 모형 및 구조물+광고물+광고형 모형 및 구조물+광고물+광고형 모형 및 구조물+광고물+광고형 모형 및 구조물+광고물+광고형 모형 및 구조물+광고물+광고형 모형 및 구조물+광고물+광고형 모형 및 구조물+광고물+광고형 모형 및 구조물+광고물+광고형 모형 및 구조물+광고물+광고형 모형 및 구조물+광고물+광고형 모형 및 구조물+광고물+광고형 모형 및 구조물+광고물+광고형 모형 및 구조물+광고물+광고형 모형 및 구조물+광고물+광고형 모형 및 구조물+광고물+광고형 모형 및 구조물,아크릴+금속+현수막+종이 등,경기도 파주시청,031-940-4543,2026-02-05
(주)버드리,위승용,,,경기도 파주시 광탄면 보광로 549,경기도 파주시 광탄면 영장리 83-4,37.75651872,126.9079005,29172+29173+29175,가정용 및 산업용 공기 조화장치 제조업 외 2 종,2,공기청정기,,경기도 파주시청,031-940-4543,2026-02-05
(주)범창페이퍼월드,조남준+송응호,,,경기도 파주시 월롱면 엘지로 440-100,경기도 파주시 월롱면 덕은리 762-1,37.82217808,126.7523445,17104+17105,골판지 원지 제조업 외 1 종,7,백판지(종이),,경기도 파주시청,031-940-4543,2026-02-05
(주)범호산업,이범순,,,경기도 파주시 법원읍 대경터안길 63-30,경기도 파주시 법원읍 법원리 630-2,37.86507451,126.8779435,10820+10513,면류+마카로니 및 유사식품 제조업 외 1 종,7,면류,,경기도 파주시청,031-940-4543,2026-02-05
(주)법흥,김범태,,,경기도 파주시 탄현면 가시내길 35,경기도 파주시 탄현면 법흥리 167-9,37.77773217,126.7142388,10891,커피 가공업,8,원두커피,,경기도 파주시청,031-940-4543,2026-02-05
(주)베스툴 파주사업장,김상철,,,경기도 파주시 탄현면 헤이리로185번길 40-43,경기도 파주시 탄현면 금산리 345-6,37.80292955,126.6992873,32091+32029,금속 가구 제조업 외 1 종,23,의자,목재+패브릭+가죽,경기도 파주시청,031-940-4543,2026-02-05
(주)베스트도어몰딩,장병선+이시용 ,,,경기도 파주시 월롱면 통일로636번길 135-130,경기도 파주시 월롱면 영태리 233-19,37.76910028,126.8064489,22223,플라스틱 창호 제조업,16,abs도어+발포문틀,pvc사각바+하니콤보드+LVL+발포바 ,경기도 파주시청,031-940-4543,2026-02-05
(주)베스트화성,권성환,,,경기도 파주시 운정로 59,경기도 파주시 상지석동 995-1,37.72368781,126.7731345,33993,비 및 솔 제조업,28,칫솔,,경기도 파주시청,031-940-4543,2026-02-05
(주)베이직테크,윤영산,파주신촌일반산업단지,,경기도 파주시 신촌1로 17,경기도 파주시 신촌동 722-4,37.73064498,126.6953831,59113+28423,광고 영화 및 비디오물 제작업 외 1 종,45,비대면공연+방송프로그램+볼륨메트릭+영상컨텐츠+LED조명장치,PCB+LED 등,경기도 파주시청,031-940-4543,2026-02-05
(주)벤우코리아,김종남,,,경기도 파주시 파평면 파평산로478번길 50,경기도 파주시 파평면 두포리 261,37.9026078,126.8383417,20422,치약+비누 및 기타 세제 제조업,8,세안용 비누,,경기도 파주시청,031-940-4543,2026-02-05
(주)벨라,최수자,,,경기도 파주시 조리읍 명봉산로79번길 46,경기도 파주시 조리읍 장곡리 584-5,37.73557673,126.8407041,13229,기타 직물제품 제조업,3,구명용품,,경기도 파주시청,031-940-4543,2026-02-05
(주)벨롱앤아이코스,임병선,파주축현일반산업단지,,경기도 파주시 탄현면 축현산단로 73-5,경기도 파주시 탄현면 축현리 966,37.80382029,126.745162,20422+20423,치약+비누 및 기타 세제 제조업 외 1 종,5,비누+화장품,,경기도 파주시청,031-940-4543,2026-02-05
(주)보광피앤피,손성구,,,경기도 파주시 소라지로 58,경기도 파주시 연다산동 386-7,37.73517611,126.7054491,18119,기타 인쇄업,0,인쇄물,종이+잉크,경기도 파주시청,031-940-4543,2026-02-05
(주)보돌에프엔비 ,변영걸,,,경기도 파주시 소라지로 138-53,경기도 파주시 연다산동 420,37.73954384,126.7029075,10831,식초+발효 및 화학 조미료 제조업,6, 코다리양념+물회양념+맵코미+조개미역국+가자미미역국,다시다+고춧가루+백설탕+보릿가루 ,경기도 파주시청,031-940-4543,2026-02-05
(주)보람에프에스,김재웅,,,경기도 파주시 연다산길 76,경기도 파주시 오도동 135-8,37.74425651,126.7234891,10121+10832,가금류 가공 및 저장 처리업 외 1 종,44,훈제오리+훈제치킨,,경기도 파주시청,031-940-4543,2026-02-05
(주)보명이티씨,강세호,,,경기도 파주시 조리읍 능안로 336,경기도 파주시 조리읍 능안리 254-1,37.74102712,126.7889856,28909,그 외 기타 전기장비 제조업,9,전기자재,,경기도 파주시청,031-940-4543,2026-02-05
(주)보명이티씨,강세호,파주센트럴밸리일반산업단지,,경기도 파주시 파주읍 센트럴산단3로 20-5,경기도 파주시 파주읍 봉암리 1372-1,37.80846773,126.7981934,28909,그 외 기타 전기장비 제조업,6,전기자재,석동선 동파이프,경기도 파주시청,031-940-4543,2026-02-05
(주)보미,김용호,,,경기도 파주시 광탄면 보광로1100번길 19-29,경기도 파주시 광탄면 마장리 201-7,37.79056407,126.8769202,16103,목재 보존+방부처리+도장 및 유사 처리업,0,특정목재,,경기도 파주시청,031-940-4543,2026-02-05
(주)보성문화,권혁훈,,,경기도 파주시 운정3길 11,경기도 파주시 상지석동 995-5,37.72427724,126.7725826,18119+18113,기타 인쇄업 외 1 종,13,인쇄물 ,필름 및 용지 ,경기도 파주시청,031-940-4543,2026-02-05
(주)보승식품,정의채,,,경기도 파주시 조리읍 등원로330번길 110,경기도 파주시 조리읍 오산리 241-3,37.76915434,126.8331434,10121+10122+10129+10211+10301+10302+10832,가금류 가공 및 저장 처리업 외 6 종,53,순대+족발,돈족+돈창+당면,경기도 파주시청,031-940-4543,2026-02-05
(주)보승식품제2공장,정의채,,,경기도 파주시 조리읍 등원로330번길 88,경기도 파주시 조리읍 오산리 248-2,37.7695824,126.8331511,10309+10601,기타 과실ㆍ채소 가공 및 저장 처리업 외 1 종,4,채소가공,,경기도 파주시청,031-940-4543,2026-02-05
(주)보양정공,박용직,,,경기도 파주시 조리읍 정문로 108-55,경기도 파주시 조리읍 뇌조리 537-2,37.77181638,126.8158213,29175,기체 여과기 제조업,3,공해방지기,철판+파이프 등,경기도 파주시청,031-940-4543,2026-02-05
(주)보영,양영애,,,경기도 파주시 탄현면 새오리로286번길 140-37,경기도 파주시 탄현면 대동리 12-3,37.80505389,126.6951069,25923,도장 및 기타 피막처리업,7,헤어액세서리,ABS,경기도 파주시청,031-940-4543,2026-02-05
(주)볼보트럭북부사업소,노수일,,,,경기도 파주시 다율동 115-7 ,,,29241,건설 및 채광용 기계장비 제조업,15,자동차부품유압기,,경기도 파주시청,031-940-4543,2026-02-05
(주)봉적,김형천,,,경기도 파주시 파주읍 봉암길 244,경기도 파주시 파주읍 봉암리 29-4,37.82818003,126.8041032,25999+25995,그 외 기타 분류 안된 금속 가공 제품 제조업 외 1 종,20,쇼파+탁자,철선+도금용철선+스텐선,경기도 파주시청,031-940-4543,2026-02-05
(주)부광유리,유종운+유소영,,,경기도 파주시 탄현면 방촌로955번길 39-4,경기도 파주시 탄현면 문지리 184,37.82463605,126.7245072,23112+23119,안전유리 제조업 외 1 종,10,복층유리,유리,경기도 파주시청,031-940-4543,2026-02-05
(주)부국하이테크,김대원,,,경기도 파주시 탄현면 새오리로 434,경기도 파주시 탄현면 만우리 120-1,37.81564081,126.6989835,29175,기체 여과기 제조업,11,산업용필터여과기,,경기도 파주시청,031-940-4543,2026-02-05
(주)부루구루,박상재,,,경기도 파주시 월롱면 황소바위길 390,경기도 파주시 월롱면 위전리 44-71,37.7834305,126.8023595,11112+11209,맥아 및 맥주 제조업 외 1 종,7,비알코올 음료+맥주 ,녹차+정제수+사탕수수원당+효모 +맥아+호프+효모+정제수 ,경기도 파주시청,031-940-4543,2026-02-05
(주)부성기업,홍종철,,,경기도 파주시 조리읍 비득바위길 50,경기도 파주시 조리읍 뇌조리 340-1,37.76311867,126.8238457,16299+14199,그 외 기타 나무제품 제조업 외 1 종,13,관+수의,목재,경기도 파주시청,031-940-4543,2026-02-05
(주)부성산업엔지니어링,임대순,,,경기도 파주시 하우고개길 384,경기도 파주시 상지석동 554-32,37.71863024,126.7739469,25113+25114,육상 금속 골조 구조재 제조업 외 1 종,5,구조용철강제,,경기도 파주시청,031-940-4543,2026-02-05
(주)부스코리아,조덕례,,,경기도 파주시 탄현면 검산로 533-1,경기도 파주시 탄현면 축현리 355-14,37.80303932,126.7229364,25119,기타 구조용 금속제품 제조업,7,흡연부스+주차부스+자전거보관대 등,금속제,경기도 파주시청,031-940-4543,2026-02-05
(주)부영포장,김해숙,,,경기도 파주시 광탄면 외화산길 279,경기도 파주시 광탄면 신산리 447-8,37.79154176,126.8393955,16231,목재 깔판류 및 기타 적재판 제조업,9,목재깔판 및 적재판,,경기도 파주시청,031-940-4543,2026-02-05
(주)부원,정석홍,,,경기도 파주시 연다산길 62,경기도 파주시 오도동 134-3,37.74371384,126.7237897,22299+22212+22231,그 외 기타 플라스틱 제품 제조업 외 2 종,48,플라스틱 수저+포크+위생백,PE,경기도 파주시청,031-940-4543,2026-02-05
(주)부일일렉트로닉스,최창현,,,경기도 파주시 소라지로 34-38,경기도 파주시 연다산동 379-1,37.73509393,126.7085584,28121+28122,전기회로 개폐+보호장치 제조업 외 1 종,3,단자대+방열판,,경기도 파주시청,031-940-4543,2026-02-05
(주)부흥사다이어리,백종현,,,경기도 파주시 탄현면 방촌로 1144-68,경기도 파주시 탄현면 낙하리 84-1,37.83286232,126.7449984,17901,문구용 종이제품 제조업,0,다이어리/수첩,종이,경기도 파주시청,031-940-4543,2026-02-05
(주)북마을,김한수,,,경기도 파주시 문산읍 방촌로1294번길 28-19,경기도 파주시 문산읍 내포리 759,37.83971106,126.754139,17212,골판지 상자 및 가공제품 제조업,7,골판지,,경기도 파주시청,031-940-4543,2026-02-05
(주)북존로지스틱스,이순재,,,경기도 파주시 탄현면 오금로80번길 43-17,경기도 파주시 탄현면 오금리 66-1,37.82250767,126.7115681,18122,제책업,5,도서,종이,경기도 파주시청,031-940-4543,2026-02-05
(주)북패스,이무명,,,경기도 파주시 탄현면 오금로80번길 43-1,경기도 파주시 탄현면 오금리 66-10,37.82182993,126.7116635,18122,제책업,5,도서,종이,경기도 파주시청,031-940-4543,2026-02-05
(주)붐빔,이희권,,,경기도 파주시 파주로 266,경기도 파주시 동패동 1695-1,37.72616209,126.7182662,22232,포장용 플라스틱 성형용기 제조업,4,화장품용기,,경기도 파주시청,031-940-4543,2026-02-05
(주)뷰통,오종범,,,경기도 파주시 산남로 5-113,경기도 파주시 산남동 385,37.70915599,126.6880209,28511,주방용 전기기기 제조업,7,주방기기,,경기도 파주시청,031-940-4543,2026-02-05
(주)브라운교육,강용준,,,경기도 파주시 월롱면 통일로636번길 164,경기도 파주시 월롱면 영태리 434-11,37.76661523,126.8008195,18122,제책업,7,제책업,,경기도 파주시청,031-940-4543,2026-02-05
(주)브레스,김준순,,,,경기도 파주시 상지석동 978-32,,,29172+29173,가정용 및 산업용 공기 조화장치 제조업 외 1 종,2,냉난방공조기,장비케이스+열교환엘리먼트,경기도 파주시청,031-940-4543,2026-02-05
