연번,회사명,공장대표주소,전화번호,생산품,데이터기준일자
924,(주)제스파,경기도 광주시 매자리길 121,1544-2933,손목 보호대+발목 보호대,2026-01-30
925,(주)제이스피티,경기도 광주시 매자리길27번길 73,031-798-9600,농축기+살균기,2026-01-30
926,(주)제이씨플라스티코,경기도 광주시 초월읍 산수로622번길 16,031-766-9948,배합원료,2026-01-30
927,(주)제이앤에스푸드시스템,경기도 광주시 매자리길 53-23,031-768-6455,육포,2026-01-30
928,(주)제이앤제이,경기도 광주시 곤지암읍 경충대로244번길 21 외 2필지,031-798-0440,일차전지+셔틀콕,2026-01-30
929,(주)제이앤제이유에스에이,경기도 광주시 곤지암읍 경충대로244번길 15,031-798-4161,의류,2026-01-30
930,(주)제이에스,경기도 광주시 초월읍 동막골길 150-29,031-798-2815,금속문,2026-01-30
931,(주)제이에스시스템,경기도 광주시 곤지암읍 신만로 382-16,031-797-9350,창호,2026-01-30
932,(주)제이에스식품기계,"경기도 광주시 초월읍 도곡안길 19, 1호동",031-797-3996,식품기계(농업용),2026-01-30
933,(주)제이에스이엔지,경기도 광주시 도척면 도척로 711-48,031-762-1811,수+배전반,2026-01-30
934,(주)제이에스컴,경기도 광주시 초월읍 동막골길 187,031-798-2920,간판+교통시설물등,2026-01-30
935,(주)제이엘이노텍,"경기도 광주시 매자리길27번길 141-27, 3동(매산동)",031-767-9083,조명기구+조형물,2026-01-30
936,(주)제이엘프라스틱,경기도 광주시 초월읍 선장동길 34-10,031-766-5728,비닐쇼핑백,2026-01-30
937,(주)제이엠,경기도 광주시 곤지암읍 백고개길 140,031-761-0757,플라스틱관,2026-01-30
938,(주)제이엠밸브,"경기도 광주시 초월읍 동막골길40번길 30, 가동",031-769-3030,밸브,2026-01-30
939,(주)제이와이,경기도 광주시 곤지암읍 독고개길86번길 41,031-765-6060,구두,2026-01-30
940,(주)제이원창호,경기도 광주시 초월읍 용수길 42-9,031-765-5661,알루미늄창호,2026-01-30
941,(주)제이원폴리,경기도 광주시 초월읍 동막골길 195,031-763-8900,포장지,2026-01-30
942,(주)제이케이산업,경기도 광주시 곤지암읍 광여로 388-61,031-761-3844,벤치프레스(운동기구),2026-01-30
943,(주)제이케이전기,경기도 광주시 곤지암읍 신만로 119-12 외 3필지,031-769-0596,분전반,2026-01-30
944,(주)제이팩토리,경기도 광주시 초월읍 하오개길 45-10,031-762-4576,인테리어목재품,2026-01-30
945,(주)제이한테크,"경기도 광주시 곤지암읍 신만로 358-1, 1동 외 1필지",032-868-9166,CCTV 관련 금속구조물,2026-01-30
946,(주)제일스테이지,경기도 광주시 목동길36번길 61-32 (목동),031-765-3341,콘트롤배전반,2026-01-30
947,(주)제일에치티에스,경기도 광주시 곤지암읍 광여로 442-40,02-2115-8395,누수 누유 감지케이블,2026-01-30
948,(주)제일정공,경기도 광주시 초월읍 동막골길 163,031-798-0694,금속연결관,2026-01-30
949,(주)제일케미칼,경기도 광주시 초월읍 용수길 152,031-761-2798,비닐포장지+인쇄,2026-01-30
950,(주)제일코어글라스,경기도 광주시 고산길 142,031-766-3001,곡유리,2026-01-30
951,(주)제일특장차,경기도 광주시 초월읍 경충대로963번길 37,031-764-1730,차량용내장탑+냉동탑,2026-01-30
952,(주)제일화학,경기도 광주시 목동길36번길 14 (목동) (총 2 필지) 외 1필지,031-767-1878,비닐봉투,2026-01-30
953,(주)제피드,경기도 광주시 회덕길 79 (회덕동) 외 3필지,031-797-6148,마스크+체온계,2026-01-30
954,(주)젠제노,경기도 광주시 초월읍 경충대로 1340-9,031-766-4423,도포직물,2026-01-30
955,(주)젠티스,경기도 광주시 곤지암읍 광여로 224-26,031-768-2112,침대,2026-01-30
956,(주)젠티스,경기도 광주시 곤지암읍 하열미길 11-32,070-4912-7545,침대,2026-01-30
957,(주)젠퍼니처,경기도 광주시 초월읍 용수길32번길 71,,사무용가구,2026-01-30
958,(주)조은몰드,경기도 광주시 초월읍 동막골길 232,031-767-5533,플라스틱몰드,2026-01-30
959,(주)조은산업,경기도 광주시 도척면 저수지길 12-14 외 2필지,031-798-7334,자동차 오일필터,2026-01-30
960,(주)조은인테리어,경기도 광주시 봉골길134번길 33-2,031-768-6065,인테리어 가구,2026-01-30
961,(주)주경,경기도 광주시 초월읍 두월길 155-5,031-765-8410,사무용가구+가구부품,2026-01-30
962,(주)주경,경기도 광주시 초월읍 두월길 158 외 1필지,031-765-4810,사무용 가구,2026-01-30
963,(주)주신기업,경기도 광주시 초월읍 지월로55번길 20 (총 3 필지) 외 2필지,031-764-2906,골판지상자,2026-01-30
964,(주)주영테크,경기도 광주시 오포로 552-8,031-768-0174,변압기저압시티+누전차단기,2026-01-30
965,(주)주원엔텍,경기도 광주시 곤지암읍 원지길 17-14,02-483-3065,액체여과기+금속탱크+컨베이어등,2026-01-30
966,(주)주원엔텍,"경기도 광주시 도척면 도척로 443-58, 라동",02-486-3065,액체여과기 외 9종,2026-01-30
967,(주)주윈피엔비,경기도 광주시 초월읍 무들로238번길 10 외 1필지,031-761-3217,필름코팅,2026-01-30
968,(주)주항테크,경기도 광주시 도척면 도척윗로 552-6,031-762-4246,도배풀,2026-01-30
969,(주)주형푸드,경기도 광주시 도척면 국사봉로 97-3,031-3323-6787,육가공,2026-01-30
970,(주)준성팩,경기도 광주시 곤지암읍 신만로 322-13,031-761-9641,포장지,2026-01-30
971,(주)준성팩,경기도 광주시 곤지암읍 신만로 322-13 외 1필지,031-761-9081,식품포장지 제조+그라비아 인쇄,2026-01-30
972,(주)중앙디앤디,경기도 광주시 곤지암읍 광여로 434,031-797-1539,인테리어필름,2026-01-30
973,(주)중앙시스템창호,경기도 광주시 담안길 62 (장지동),031-769-9969,플라스틱창호+금속창호,2026-01-30
974,(주)중앙애드공사,경기도 광주시 초월읍 도평길 97,02-558-0909,간판,2026-01-30
975,(주)중용,"경기도 광주시 초월읍 용수길95번길 45, (주)중용",031-766-2081,금속문,2026-01-30
976,(주)중용방화문,경기도 광주시 초월읍 무들로8번길 25 외 3필지,031-766-2081,방화문,2026-01-30
977,(주)중용방화문,경기도 광주시 초월읍 무들로8번길 39-12 외 1필지,031-766-2081,철문+프레임,2026-01-30
978,(주)지비와이,경기도 광주시 오포안로 325-55(추자동) 외 1필지,031-764-0018,화장지+종이타올,2026-01-30
979,(주)지아이티,경기도 광주시 오포로 365-6,031-339-2005,회전문,2026-01-30
980,(주)지안우드,경기도 광주시 곤지암읍 만선로 112-30 외 11필지,,우드칩+고형원료,2026-01-30
981,(주)지앤에스,경기도 광주시 오포로520번길 24-13,031-764-1501,간판+광고물+전광판+환경조형물,2026-01-30
982,(주)지에스에이,경기도 광주시 초월읍 용수길 169-18 외 2필지,031-798-0171,에어드라이어,2026-01-30
983,(주)지에코,경기도 광주시 보뚱치길130번길 35,031-769-3669,전시물및광고물+소품,2026-01-30
984,(주)지엔씨,경기도 광주시 오포로 769,031-761-7755,강마루,2026-01-30
985,(주)지엔에프,경기도 광주시 초월읍 용수길95번길 10 (총 2 필지) 외 1필지,031-767-8884,주문가구,2026-01-30
986,(주)지엠에스아이엔씨,경기도 광주시 초월읍 경충대로 1313-6 (총 2 필지) 외 1필지,031-737-9470,전자부품(자동화기기),2026-01-30
987,(주)지엠칼라,경기도 광주시 초월읍 두월길55번길 34 외 1필지,031-769-9961,그라비아 인쇄,2026-01-30
988,(주)지엠푸드,경기도 광주시 곤지암읍 신만로409번길 52 외 3필지,031-763-0120,어묵,2026-01-30
989,(주)지오우드테크,경기도 광주시 도척면 도척윗로 370-8,031-794-8200,목재가구,2026-01-30
990,(주)지오퓨어텍,경기도 광주시 도척면 도척로 379-33 외 2필지,031-797-5900,산업용/가정용 필터+산업용 필터하우징+공기청정기 필터+주방용 필터,2026-01-30
991,(주)지원,경기도 광주시 장지9길 42-7 (장지동) (총 2 필지) 외 1필지,031-761-8700,일회용포장용기,2026-01-30
992,(주)지원,경기도 광주시 사기막길2번길 53 (탄벌동) 외 1필지,031-761-8700,플라스틱 성형용기,2026-01-30
993,(주)지제이석재무역,경기도 광주시 매자리길 196-4,031-797-6617,건축용판재,2026-01-30
994,(주)지제이전기통신,경기도 광주시 곤지암읍 신만로 260,02-555-0000,랜케이블,2026-01-30
995,(주)지티씨코퍼레이션,경기도 광주시 초월읍 지월로100번길 29-67 외 1필지,031-8027-2500,계측기센서,2026-01-30
996,(주)지팩,경기도 광주시 보뚱치길130번길 49-5,031-765-9271,플라스틱용기,2026-01-30
997,(주)지푸드,경기도 광주시 곤지암읍 백고개길 163,031-767-7211,햄+소시지,2026-01-30
998,(주)직지,경기도 광주시 되치미길 14-26,070-7477-7903,산업용컴퓨터프린터,2026-01-30
999,(주)진명엔지니어링,경기도 광주시 도척면 도척로256번길 26 외 1필지,031-768-1093,소화전함+브라켓+지하소화장치,2026-01-30
1000,(주)진성,경기도 광주시 수렁개길29번길 16-16,031-766-0910,플라스틱 안전용품 및 듀라테이블,2026-01-30
1001,(주)진성금속레이져,경기도 광주시 곤지암읍 평촌길 100-17 외 1필지,02-404-7001,스텐레스 및 철강구조물등,2026-01-30
1002,(주)진성산업,경기도 광주시 곤지암읍 만삼로80번길 9,031-763-8234,철문,2026-01-30
1003,(주)진성실업,경기도 광주시 오포로 593-13 (총 2 필지) 외 1필지,031-765-2691,인쇄물 코팅,2026-01-30
1004,(주)진성텍스,경기도 광주시 도척면 도척로 379-54,031-762-2096,필라멘트사+안전망원사,2026-01-30
1005,(주)진성팩,경기도 광주시 초월읍 동막골길 178-27,031-768-7169,식품포장지,2026-01-30
1006,(주)진성화학,경기도 광주시 광남안로 97-23 (목동),031-765-8860,계량기,2026-01-30
1007,(주)진아산업,경기도 광주시 도척면 도척로256번길 99,031-769-3707,벽돌,2026-01-30
1008,(주)진양에스앤피,경기도 광주시 곤지암읍 내선길 210-25,031-768-7378,방열복,2026-01-30
1009,(주)진영씨앤씨,경기도 광주시 새말길152번길 18 (총 3 필지) 외 2필지,031-334-5973,방음블록,2026-01-30
1010,(주)진영씨앤이,경기도 광주시 초월읍 무들로 56-6,031-766-5973,플라스틱 발포성형제품,2026-01-30
1011,(주)진영지퍼,경기도 광주시 광남안로 60 (태전동) (총 2 필지) 외 1필지,031-765-5227,지퍼,2026-01-30
1012,(주)진우목재,경기도 광주시 곤지암읍 경충대로311번길 14 (총 2 필지) 외 1필지,031-769-4055,제재목,2026-01-30
1013,(주)진우아이앤피,경기도 광주시 용샘길 33-41 (목현동),031-765-2277,포장지 등,2026-01-30
1014,(주)진웅,경기도 광주시 곤지암읍 열미길 51 외 3필지,031-769-7382,포장용지+식품포장지,2026-01-30
1015,(주)진원산업,경기도 광주시 초월읍 산수로622번길 44,031-761-9211,슬라이더+지퍼,2026-01-30
1016,(주)진태명,경기도 광주시 옥토골길 8-6 (태전동),031-732-0052,도로교통안전시설물등,2026-01-30
1017,(주)진흥산업,경기도 광주시 도척면 마도로 112-38,031-797-5039,비닐봉투,2026-01-30
1018,(주)차모스코스메틱,경기도 광주시 곤지암읍 독고개길 127-78,031-730-0808,마스크팩,2026-01-30
1019,(주)착한습관,경기도 광주시 왕림로 135,070-4279-2211,곡물분말,2026-01-30
1020,(주)참빛,경기도 광주시 봉골길33번길 28-8 외 1필지,070-4943-0936,건멸치+구운멸치,2026-01-30
1021,(주)창덕창호,경기도 광주시 이배재로 510 (목현동),031-767-6612,금속창호,2026-01-30
1022,(주)천마레미콘,경기도 광주시 순암로 216 (중대동),031-764-8682,레미콘,2026-01-30
1023,(주)천일금속,경기도 광주시 도척면 도척로 458,031-764-7505,밸브+배관부속,2026-01-30
1024,(주)천일금속산업,경기도 광주시 초월읍 용수길95번길 27,031-765-4536,청동밸브,2026-01-30
1025,(주)청경수산,경기도 광주시 초월읍 무들로 84-9,031-765-0602,참치 가공,2026-01-30
1026,(주)청룡애드컴,경기도 광주시 이배재로 410-24 (목현동),031-769-5700,구조물+네온사인+간판,2026-01-30
1027,(주)청명엔지니어링,경기도 광주시 초월읍 동막골길 261,031-798-2959,자동제어패널(수배전반),2026-01-30
1028,(주)청미,경기도 광주시 되치미길 14-8,031-766-7232,도시락+샌드위치등,2026-01-30
1029,(주)청탑,경기도 광주시 오포로 608 (총 2 필지) 외 1필지,031-766-0654,도시락+김밥+샌드위치등,2026-01-30
1030,(주)청호아트,경기도 광주시 초월읍 동막골길 243-2,031-798-6841,싱크대상판(플라스틱),2026-01-30
1031,(주)체르티,경기도 광주시 광남안로 322 (목동) (총 6 필지) 외 5필지,031-798-7601,씽크대,2026-01-30
1032,(주)초월농산,경기도 광주시 초월읍 두월길55번길 30 외 1필지,031-768-5285,오리+닭가공식품,2026-01-30
1033,(주)카라즈,경기도 광주시 곤지암읍 만삼로244번길 10-21 외 1필지,02-473-9161,유아용매트,2026-01-30
1034,(주)카르,"경기도 광주시 도척면 방도길 49-81, 1층 및 3층 일부",1855-3689,마스크+위생용품+진단키트,2026-01-30
1035,(주)카비원,경기도 광주시 광남안로129번길 34 (목동),031-765-7152,욕실수납장,2026-01-30
1036,(주)칸라이팅,경기도 광주시 회덕길68번길 38 (회덕동),031-797-0080,조명+가로등,2026-01-30
1037,(주)캠프마스타,경기도 광주시 퇴촌면 정자동길 81-7,02-485-6060,이동식 부탄 연소기,2026-01-30
1038,(주)컵스코리아,경기도 광주시 곤지암읍 만삼로 99,031-763-6985,종이컵,2026-01-30
1039,(주)케이디디앤티,경기도 광주시 순암로 403-13 (중대동),031-797-6388,플라스틱환기닥트,2026-01-30
1040,(주)케이디우드테크,경기도 광주시 곤지암읍 신만로409번길 45-1,02-3401-5525,목재방음판,2026-01-30
1041,(주)케이디이엔지,경기도 광주시 초월읍 경충대로 895-62,031-761-1858,우편함+금속상자,2026-01-30
1042,(주)케이씨씨창호유리,경기도 광주시 곤지암읍 경충대로 204 외 1필지,031-769-9870,플라스틱 창호,2026-01-30
1043,(주)케이씨씨청암,경기도 광주시 세피내길 112-5 외 2필지,031-765-9722,창호,2026-01-30
1044,(주)케이알아이,경기도 광주시 왕림로 161 (총 2 필지) 외 1필지,031-766-1233,산업용냉장고,2026-01-30
1045,(주)케이에이티,경기도 광주시 곤지암읍 신만로 64,031-797-8056,화장수,2026-01-30
1046,(주)케이에프지,경기도 광주시 고산길 44 외 1필지,031-765-3730,곰탕+소시지,2026-01-30
1047,(주)케이엠,경기도 광주시 초월읍 동막골길 178-37,031-678-8808,클린룸용 안전화,2026-01-30
1048,(주)케이지에스금강,경기도 광주시 초월읍 숯골길 31-15,031-768-7472,건축용단열재+뽁뽁이,2026-01-30
1049,(주)케이탑스,경기도 광주시 도척면 도척윗로 351-12,,이동식칸막이등,2026-01-30
1050,(주)케이티이엔지,경기도 광주시 문형산길 170,031-713-5373,냉동공조장치+계측장비+,2026-01-30
1051,(주)케이피비씨,경기도 광주시 고불로211번길 21 (태전동),031-766-5616,가변형베이스커버+맨홀뚜껑+분전반등,2026-01-30
1052,(주)케이함,경기도 광주시 초월읍 산수로682번길 41,031-798-2100,포장재,2026-01-30
