회사명,설립구분명,용지면적,건축면적,종업원수,공장규모구분명,공장등록일,용도지역명,지목명,업종명,업종코드,생산품정보,대기오염등급,수질오염등급,소음진동여부,생활용수사용량(톤_일),산업용수사용량(톤_일),자기자본액(백만),타인자본액(백만),전화번호,팩스번호,소재지우편번호,소재지도로명주소,소재지지번주소,(WGS84)위도,(WGS84)경도
(주)우리산업개발,일반,0,396,5,소기업,2015-08-18,관리지역/계획관리지역,대,일반용 도료 및 관련제품 제조업,"20411, ",에코폴리싱,해당없음,해당없음,무,0,0,,,031-907-5470,031-907-5471,10252,"경기도 고양시 일산동구 은마길63번길 99, 가동, 나동 (설문동)","경기도 고양시 일산동구 설문동 493-20번지 가동, 나동",37.7149863,126.8037511
주식회사 경풍피데스,일반,0,90,3,소기업,2022-02-25,관리지역/계획관리지역,공장용지,일반용 도료 및 관련제품 제조업,"20411, ","미끄럼방지포장재, 도막형바닥재",해당없음,해당없음,무,0,0,0,0,031-923-7704,,10251,"경기도 고양시 일산동구 고봉로770번길 270, 2동 (성석동) 외 2필지",경기도 고양시 일산동구 성석동 1050 2동 외 2필지,37.71406746,126.7977578
주식회사 와이비엘,일반,0,104,5,소기업,2023-04-05,관리지역/계획관리지역,대,일반용 도료 및 관련제품 제조업,"20411, ",일반용 도료,해당없음,해당없음,무,0,0,0,0,031-299-1979,,10251,경기도 고양시 일산동구 고봉로770번길 272(성석동),경기도 고양시 일산동구 성석동 1051-5,37.71415914,126.7980179
삼아항업(주),일반,0,273,68,중기업,1998-11-12,도시지역/주거지역/준주거지역,대,일반 서적 출판업,"58113, ",지도,해당없음,해당없음,무,0,0,0,0,031-925-9236,031-925-9246,10442,"경기도 고양시 일산동구 일산로 142,  1024호 (백석동)",경기도 고양시 일산동구 백석동  1141-2번지,37.64990508,126.7936807
한도움사이언스,일반,629,396,1,소기업,2017-12-14,관리지역/계획관리지역,공장용지,인형 및 장난감 제조업,"33401, ",과학키트,해당없음,해당없음,무,0.1,0,600,0,,02-3141-5111,10205,경기도 고양시 일산서구 덕산로107번길 68 -21(가좌동),경기도 고양시 일산서구 가좌동 595-0,37.69738769,126.7154163
주식회사엔티씨,일반,0,357.33,40,소기업,2008-10-15,도시지역/주거지역/준주거지역,대,인쇄회로기판용 적층판 제조업 외 2 종,"26221, 26222, 26223",인쇄회로기판,,,무,0,0,0,0,031-932-0912,031-932-0913,10442,"경기도 고양시 일산동구 일산로 142, 유니테크빌 720호 (백석동)",경기도 고양시일산동구 백석동 1141-2번지 유니테크빌 720호,37.64990508,126.7936807
(주)성수기계,일반,2203,1051.2,10,소기업,2015-05-15,관리지역/계획관리지역,공장용지,인쇄 및 제책용 기계 제조업,"29292, ",제책용기계및 트윈링,해당없음,해당없음,무,176,0,0,0,031-962-5470,031-962-2470,10265,"경기도 고양시 덕양구 고골길178번길 9-41, 가동 (대자동)",경기도 고양시 덕양구 대자동 775-3번지 가동,37.71492215,126.8743005
광창기계,일반,1279,521.3,5,소기업,1999-08-31,관리지역/계획관리지역,공장용지,인쇄 및 제책용 기계 제조업,"29292, ","서적,책자",해당없음,해당없음,무,0,0,0,0,031-906-8309,031-907-8303,10431,경기도 고양시 일산동구 장대길 94-1 (장항동),경기도 고양시일산동구 장항동 573-2번지,37.63902443,126.7668194
보성기계,일반,0,486,5,소기업,2008-09-25,관리지역/계획관리지역,공장용지,인쇄 및 제책용 기계 제조업,"29292, ","인쇄, 제책용 기계",해당없음,해당없음,무,0,0,0,0,02-2164-2481,,10253,"경기도 고양시 일산동구 장진천길82번길 95-13, 나 (설문동)",경기도 고양시일산동구 설문동 123-8번지 나동,37.71684555,126.8149551
승일기계,일반,0,198,2,소기업,2006-09-28,관리지역/관리지역기타,대,인쇄 및 제책용 기계 제조업,"29292, ",제책용기계,해당없음,해당없음,무,0,0,0,0,031-906-0582,031-906-0583,10428,경기도 고양시 일산동구 장대길 145-13 (장항동),경기도 고양시 일산동구 장항동 551-11번지,37.64013624,126.7615493
씨앤제이아이엔씨,일반,0,198,5,소기업,2015-04-09,관리지역/계획관리지역,대,인쇄 및 제책용 기계 제조업,"29292, ",인쇄 후가공용 코팅장치,해당없음,해당없음,무,0,0,0,0,02-2237-2013,02-2237-2014,10432,"경기도 고양시 일산동구 장항로 155-11, 나동 (장항동)",경기도 고양시 일산동구 장항동 617-12번지 나동,37.63620399,126.7801078
미화인더스트리,일반,1587,1572.4,9,소기업,2015-09-01,관리지역/계획관리지역,창고용지,음ㆍ식료품 및 담배 가공기계 제조업 외 1 종,"29250, 28511",가스오븐기기,해당없음,해당없음,유,0,0,55,0,031-962-1713,031-962-1714,10259,경기도 고양시 일산동구 사리현로 147-3 (사리현동),경기도 고양시 일산동구 사리현동 605-1번지,37.6923274,126.8334307
럭키로보틱스 주식회사,일반,0,81.4,0,소기업,2024-06-07,도시지역/주거지역/준주거지역,대,음ㆍ식료품 및 담배 가공기계 제조업,"29250, ",식품제조용 기계(초밥제조기 등),해당없음,해당없음,무,0,0,50,0,02-383-7501,02-352-6883,10545,"경기도 고양시 덕양구 향동로 201, 13층 A1302호 (향동동)",경기도 고양시 덕양구 향동동 394 13층 A1302호,37.60741278,126.8917434
럭키엔지니어링주식회사,일반,0,489.56,15,소기업,2019-05-07,도시지역/주거지역/준주거지역,대,음ㆍ식료품 및 담배 가공기계 제조업,"29250, ",식품제조용 기계(초밥제조기 등),해당없음,해당없음,무,1,0,100,0,02-383-7501,02-352-6883,10545,"경기도 고양시 덕양구 향동로 201, 1224호 (향동동)",경기도 고양시 덕양구 향동동 394 1224호,37.60741278,126.8917434
미래 하이테크,일반,0,198,4,소기업,2017-05-26,관리지역/계획관리지역,공장용지,음ㆍ식료품 및 담배 가공기계 제조업,"29250, ",식품용 가열용기 및 냉각기,해당없음,해당없음,무,0,0,100,,031-914-3352,031-914-3353,10205,"경기도 고양시 일산서구 덕산로195번길 174, 아동 (가좌동)",경기도 고양시 일산서구 가좌동 562-4번지 아동,37.7009006,126.720518
스마트 에프앤에스(주),일반,562,223.3,2,소기업,2018-08-20,관리지역/계획관리지역,공장용지,윤활유 및 그리스 제조업,"19221, ","불소구리스, 불소코팅제",해당없음,해당없음,무,0.1,0,0,0,070-8158-6414,,410380,경기도 고양시 일산동구 장항동 574-1,경기도 고양시 일산동구 장항동 574-1,37.63741966,126.7653051
(주)다롬,일반,2269,396,4,소기업,2013-03-13,관리지역/계획관리지역,공장용지,육상 금속 골조 구조재 제조업 외 5 종,"25113, 22251, 22259, 23112, 23119, 25114",방음판 외,5종,해당없음,무,0,0,0,0,031-977-9734,050-2977-9757,10252,경기도 고양시 일산동구 은마길 45 (성석동),경기도 고양시 일산동구 성석동  521-37번지,37.71278382,126.8077881
주식회사 신길씨큐리티,일반,1220,330,5,소기업,2025-03-26,관리지역/계획관리지역,대,육상 금속 골조 구조재 제조업 외 3 종,"25113, 25999, 28123, 29120","바리케이드, 자동볼라드, 자동제어반, 유압시스템",해당없음,해당없음,무,0,0,200,0,031-977-2801,0504-037-2801,10252,"경기도 고양시 일산동구 성현로135번안길 126-4, 2동, 3동 (성석동) 외 1필지","경기도 고양시 일산동구 성석동 1042-15 2동, 3동 외 1필지",37.71436902,126.7999674
(주)나라안전,일반,0,235.04,5,소기업,2016-07-22,관리지역/계획관리지역,공장용지,육상 금속 골조 구조재 제조업 외 2 종,"25113, 22299, 25112","울타리, 기타플라스틱제품, 버스승강장",해당없음,해당없음,무,1,0,200,0,031-912-0265,031-922-0265,10252,"경기도 고양시 일산동구 은마길79번길 81-2, 나동, 가동일부(설문동)","경기도 고양시 일산동구 설문동 530-196 나동, 가동일부",37.71694205,126.8037328
(주)정오건기 고양지점,일반,1267,291.6,4,소기업,2015-06-30,관리지역/계획관리지역,대,육상 금속 골조 구조재 제조업 외 2 종,"25113, 25114, 25912",건설중장비 부품,해당없음,해당없음,무,0,0,0,0,02-2676-2347,031-975-9540,10252,경기도 고양시 일산동구 성현로 149 (성석동) 다동,경기도 고양시 일산동구 성석동 536-5 다동,37.70902982,126.8024341
나엠테크(주),일반,0,405,2,소기업,2017-04-26,관리지역/계획관리지역,공장용지,육상 금속 골조 구조재 제조업 외 2 종,"25113, 25114, 33302","자전거보관대, 파고라",해당없음,해당없음,무,0,0,0,0,031-975-8994,031-975-8995,10252,경기도 고양시 일산동구 은마길63번길 89 (설문동),경기도 고양시 일산동구 설문동 493-14,37.71440897,126.8021454
대경산업(주),일반,0,1087.35,40,소기업,2002-12-26,관리지역/관리지역기타,공장용지,육상 금속 골조 구조재 제조업 외 2 종,"25113, 24312, 25114",교량용신축이음장치,해당없음,해당없음,유,0,0,0,0,031-906-1147,031-906-1147,10252,경기도 고양시 일산동구 은마길 71 (설문동),경기도 고양시 일산동구 설문동 494-1,37.71470065,126.8072824
세광라이팅(주),일반,2343,992.6,7,소기업,2014-01-20,관리지역/계획관리지역,공장용지,육상 금속 골조 구조재 제조업 외 2 종,"25113, 25114, 28422","가로등지주, 가로등",해당없음,해당없음,무,1,0,170,0,031-968-5669,031-968-9586,10253,경기도 고양시 일산동구 문원길 105 -17(설문동),경기도 고양시 일산동구 설문동 132-1번지,37.71580462,126.817302
종이울타리,일반,0,49.5,3,소기업,2016-01-18,관리지역/계획관리지역,대,육상 금속 골조 구조재 제조업 외 2 종,"25113, 25114, 25200","겨냥대 삼발이되, 탐침봉",해당없음,해당없음,무,0,0,30,0,031-977-1420,031-977-1420,10252,"경기도 고양시 일산동구 성현로 143, B동 (성석동)",경기도 고양시 일산동구 성석동 537-15번지 B동,37.70898046,126.8017085
(주)대영비티엔,일반,0,244.71,2,소기업,2006-02-20,관리지역/관리지역기타,공장용지,육상 금속 골조 구조재 제조업 외 1 종,"25113, 25114",교량신축이음,해당없음,해당없음,무,0,0,0,0,031-977-5036,031-977-5037,10253,"경기도 고양시 일산동구 문원길 105-31,다 (설문동) (총 2 필지)",경기도 고양시 일산동구 설문동131-1번지,37.715926,126.8164726
거창밴드,일반,1540,396,4,소기업,2013-06-17,관리지역/계획관리지역,공장용지,육상 금속 골조 구조재 제조업 외 1 종,"25113, 25114",구조용스텐엘보,해당없음,해당없음,무,0.1,0,100,0,031-975-1444,031-975-3444,410550,경기도 고양시 일산동구 설문동 797,경기도 고양시 일산동구 설문동 797,37.71785136,126.7899612
주식회사 로드세이프,일반,493,493,15,소기업,2024-10-22,관리지역/계획관리지역,창고용지,육상 금속 골조 구조재 제조업 외 1 종,"25113, 25112","캐노피, 점검통로 나선형사다리, 디자인휀스 등받이사다리",해당없음,해당없음,무,0,0,400,0,031-925-1220,031-925-1220,10204,"경기도 고양시 일산서구 덕산로 91, 비동 (가좌동)",경기도 고양시 일산서구 가좌동 640-4 비동,37.69433778,126.7135429
(주)드웰링,일반,0,141,3,소기업,2019-09-06,관리지역/계획관리지역,대,육상 금속 골조 구조재 제조업,"25113, ",,해당없음,해당없음,무,0.3,0,800,0,02-558-1120,02-554-1211,10205,경기도 고양시 일산서구 송포로447번길 40 -15(가좌동) 3동,경기도 고양시 일산서구 가좌동 5-3 3동,37.70376365,126.7255134
주식회사 아이티코어스,일반,322.98,172.98,27,소기업,2024-01-10,관리지역/계획관리지역,대,육상 금속 골조 구조재 제조업,"25113, ",금속기둥(함체부착형 포함),해당없음,해당없음,무,0,0,150,0,031-756-1533,031-756-1534,10257,"경기도 고양시 일산동구 장진천길 14-14, 다동 B1-A (설문동) 외 3필지",경기도 고양시 일산동구 설문동 167-64 다동 B1-A 외 3필지,37.7083805,126.8115728
주식회사 해치에프피에스,일반,0,136.78,3,소기업,2024-01-16,관리지역/계획관리지역,공장용지,육상 금속 골조 구조재 제조업,"25113, ",내화채움구조(댐퍼형),해당없음,해당없음,무,0,0,15,0,,0504-313-9011,10313,"경기도 고양시 일산동구 성현로268번길 211, 가동 1층 (문봉동)",경기도 고양시 일산동구 문봉동 240 가동 1층,37.70051089,126.8191438
토닉스틸,일반,0,108.12,2,소기업,2018-07-04,도시지역/주거지역/준주거지역,공장용지,육상 금속 골조 구조재 제조업,"25113, ",금속 골조 구조재 절삭 가공,해당없음,해당없음,무,0,0,0,0,031-978-0485,031-978-0481,10594,경기도 고양시 덕양구 통일로 140 (동산동) 에이동 3층 309호,경기도 고양시 덕양구 동산동 376-0 에이동 3층 309호,37.64907029,126.9019009
(주)불새21,일반,0,152,2,소기업,2022-11-25,관리지역/생산관리지역,공장용지,육류 포장육 및 냉동육 가공업 (가금류 제외) 외 1 종,"10122, 10121","육류(돈육,우육) 가공, 육류(계육) 가공",해당없음,해당없음,무,0,0,0,0,070-8823-7750,,10250,"경기도 고양시 일산동구 성현로93번길 13-49, 1동(성석동)",경기도 고양시 일산동구 성석동 998-7 1동,37.70927511,126.7951824
농업회사법인 주식회사 크레팜 앤드 테크,일반,976,390,5,소기업,2025-05-29,관리지역/계획관리지역,공장용지,육류 포장육 및 냉동육 가공업 (가금류 제외) 외 1 종,"10122, 10129","포장육, 고추장불고기, 간장불고기, 돈가스",해당없음,해당없음,무,0,0,50,0,,0504-172-0746,10253,"경기도 고양시 일산동구 장진천길82번길 71-5, 1동, 2동 (설문동)","경기도 고양시 일산동구 설문동 117-14 1동, 2동",37.71636339,126.814188
중부유통 주식회사,일반,295,295,14,소기업,2024-07-08,관리지역/계획관리지역,대,육류 포장육 및 냉동육 가공업 (가금류 제외),"10122, ","샤브용 소고기, 우사골",해당없음,해당없음,무,0,0,10,0,02-925-9474,,10205,"경기도 고양시 일산서구 송포로447번길 92-7, 가동 일부, 나동 전체 (가좌동)","경기도 고양시 일산서구 가좌동 9-12 가동 일부, 나동 전체",37.70316099,126.7243286
한우이야기,일반,0,198,6,소기업,2024-05-28,관리지역/계획관리지역,공장용지,육류 포장육 및 냉동육 가공업 (가금류 제외),"10122, ",포장육,해당없음,해당없음,무,0,0,0,0,02-968-9602,,10265,"경기도 고양시 덕양구 통일로 1028-41, 2동 (관산동)",경기도 고양시 덕양구 관산동 685-41 2동,37.70906669,126.858115
농업회사법인 유푸드 주식회사,일반,495,292.66,3,소기업,2021-02-23,국토이용용도지역기타,공장용지,육류 기타 가공 및 저장처리업 (가금류 제외) 외 1 종,"10129, 10121","축산물 가공, 가금류 가공",해당없음,해당없음,무,0.25,0.7,0,0,070-7779-1017,031-975-7803,10250,경기도 고양시 일산동구 성현로93번길 13-51 (성석동),경기도 고양시 일산동구 성석동 998-5,37.709231,126.7953416
주식회사 푸드스토아,일반,0,273,11,소기업,2017-06-07,도시지역/주거지역/준주거지역,대,육류 기타 가공 및 저장처리업 (가금류 제외) 외 1 종,"10129, 10122",양념육 및 분쇄가공육,해당없음,해당없음,무,0,0,100,0,031-908-1353,031-908-1373,10442,"경기도 고양시 일산동구 일산로 142, 505호 (백석동)",경기도 고양시 일산동구 백석동 1141-2번지 505호,37.64990508,126.7936807
