순번,단지명,회사명,지식산업센터명,공장대표주소(도로명),공장대표주소(지번),업종명,설립구분,종업원수,생산품,주원자재,공장크기,용지면적,건축면적,팩스번호
234,시화국가산업단지,(주)펄자임,,"경기도 시흥시 서해안로 252,  시화산단 1나 209-1호 (정왕동)",경기도 시흥시 정왕동  1234-9번지,단미 사료 및 기타 사료 제조업,국가산업단지,1,보조사료,효소,소기업,0,347.1,032-884-6726
235,시화국가산업단지,다온케미칼,삼양스마트테크노파크 지식산업센터,"경기도 시흥시 공단1대로 13, (정왕동, 삼양 스마트 테크노파크) 1동 7층 721호",경기도 시흥시 정왕동 1234-12 삼양 스마트 테크노파크 1동 7층 721호,일반용 도료 및 관련제품 제조업,국가산업단지,1,고기능성 나노분산 코팅제 및 코팅기계,,소기업,37.771,124.7,032-875-7907
236,시화멀티테크노밸리,(주)클레슨,,"경기도 시흥시 엠티브이북로193번길 2, 시화MTV 2사 810호 (정왕동)",경기도 시흥시 정왕동 2652-9번지 시화MTV 2사 810호,산업처리공정 제어장비 제조업,국가산업단지,33,공장자동화기계설비,,소기업,3328.7,792.4,032-868-6078
237,시화국가산업단지,베리트정공,,"경기도 시흥시 서해안로 258, 1나 210 (정왕동)",경기도 시흥시 정왕동 1234-10번지 1나 210,그 외 기타 1차 철강 제조업,국가산업단지,8,절단강재,"철강,H빔등",소기업,5087.5,1771.08,032-859-3500
238,시화국가산업단지,유신정밀공업(주),,"경기도 시흥시 마유로82번길 85, 3마 329 (정왕동)",경기도 시흥시 정왕동 1380-11번지 3마 329,비주거용 건물 임대업,국가산업단지,1,공장임대,,소기업,1715.2,1218.24,032-851-2313
239,시화국가산업단지,(주)재영,,"경기도 시흥시 공단1대로322번길 77, 1384 3라501 (정왕동)",경기도 시흥시 정왕동 1384번지 1384 3라501,자동차용 신품 동력전달장치 제조업,국가산업단지,15,자동차 기어부품,철,소기업,1650.2,993.82,032-851-1513
240,시화국가산업단지,(주)청도,,"경기도 시흥시 공단2대로 247, 3마 819호 (정왕동)",경기도 시흥시 정왕동 2095-3번지,그 외 기타 1차 철강 제조업,국가산업단지,4,절단강재,,소기업,5666.9,1218.29,032-835-7903
241,시화국가산업단지,탑테크,,"경기도 시흥시 공단1대로 67, 시화산단 1나707-3 (정왕동)",경기도 시흥시 정왕동 1244-11번지 시화산단 1나707-3,유압기기 제조업,국가산업단지,1,자동화기계,"철판,SUS",소기업,0,198,032-833-9405
242,시화국가산업단지,(주)에이치피테크,,"경기도 시흥시 군자천로185번길 73, 2다 704-1 (정왕동)",경기도 시흥시 정왕동 1257-12번지 2다 704-1,"용기 세척, 포장 및 충전기 제조업 외 1 종",국가산업단지,5,산업기계 외,,소기업,0,363.6,032-832-3331
243,시화국가산업단지,(주)에이치케이미래산업 지점,,"경기도 시흥시 군자천로 141, 2라 302 (정왕동)",경기도 시흥시 정왕동 1266-11번지 2라 302,도금업,국가산업단지,6,금속처리도금,금속처리도금,소기업,0,330,032-821-6660
244,시화국가산업단지,(주)에스에프코리아,,"경기도 시흥시 옥구천서로93번길 14,1마 410 (정왕동)",경기도 시흥시 정왕동 1357-9번지 1마 410,금속 열처리업,국가산업단지,6,스텐레스판,스텐레스판,소기업,1653.9,242.71,032-818-1137
245,시화멀티테크노밸리,대한실드엔지니어링(주),,"경기도 시흥시 엠티브이북로193번길 23, 시화MTV 2사 604호 (정왕동)",경기도 시흥시 정왕동 2650-3번지 시화MTV 2사 604호,"전자기 측정, 시험 및 분석기구 제조업",국가산업단지,48,전자기 차단 장치 등,스틸,소기업,3330.8,3192.14,032-818-1018
246,시화국가산업단지,(주)보령기계,,"경기도 시흥시 공단2대로139번길 18, 시화단지 2마 701-1호 (정왕동)",경기도 시흥시 정왕동 2087-15번지,금속 절삭기계 제조업,국가산업단지,7,절삭가공기계부품,"철파이프,환봉",소기업,1650.1,862.4,032-818-0731
247,시화국가산업단지,명진분체산업,,"경기도 시흥시 마유로82번길 43, 3마 224 (정왕동)","경기도 시흥시 마유로82번길 43, 3마 224 (정왕동)",도장 및 기타 피막처리업 외 1 종,국가산업단지,12,"철재가구, 주방가구, 편의점 진열대",,소기업,1648.1,755.55,032-817-7011
248,시화멀티테크노밸리,(주)에스제이엔지니어링,,"경기도 시흥시 엠티브이27로58번길 25, 다동 (정왕동)",경기도 시흥시 정왕동 2603-2번지 다동,그 외 기타 1차 철강 제조업,국가산업단지,3,철강프레임,철판,소기업,0,675.54,032-816-9340
249,시화멀티테크노밸리,동양주공(주)시화지점,,"경기도 시흥시 시화벤처로 151, (1사302호) (정왕동)",경기도 시흥시 정왕동 2598-6 (1사302호),그 외 기타 1차 철강 제조업,국가산업단지,5,파이프절단,철,소기업,1686.96,981.87,032-816-4107
250,시화멀티테크노밸리,동양주공(주),,"경기도 시흥시 시화벤처로 155, (1사302호)(정왕동, 동양주공(주))",경기도 시흥시 정왕동 2598-2 동양주공(주) (1사302호),선철주물 주조업,국가산업단지,25,제철설비,철강제 ,소기업,5989.7,5005.54,032-816-4107
251,시화국가산업단지,에스제이테크(주),,"경기도 시흥시 공단2대로 64-1, 105호 (1바 202-1) (정왕동)",경기도 시흥시 정왕동 1698-7번지 105호 (1바 202-1),금속 가구 제조업,국가산업단지,3,철제가구,철물,소기업,644.11,138.5,032-815-8828
252,시화국가산업단지,서창산업,,"경기도 시흥시 마유로10번길 121,  시화단지 3바 519-2호 (정왕동)",경기도 시흥시 정왕동 2195-18번지 시화단지 3바 519-2호,비주거용 건물 임대업,국가산업단지,1,부동산임대,,소기업,1776.7,264.93,032-814-9231
253,시화국가산업단지,에이치브이씨(주),,"경기도 시흥시 옥구천서로 143, 1라 403호(정왕동)",경기도 시흥시 정왕동 1250-8 1라 403호,그 외 기타 특수목적용 기계 제조업,국가산업단지,7,진동기계,철강,소기업,0,717,032-813-8873
254,시화국가산업단지,형제전기(주),,"경기도 시흥시 공단2대로 327, 3마 517 (정왕동)",경기도 시흥시 정왕동 2100-3번지 3마 517,배전반 및 전기 자동제어반 제조업,국가산업단지,3,"배전반, 자동배전반제조",배전반,소기업,6638,2358.18,032-812-8334
255,시화국가산업단지,(주)디에스이노베이션(시화지점),,"경기도 시흥시 군자천로21번길 41, 정왕동2177-2 2바610호 (정왕동)",경기도 시흥시 정왕동  2177-2번지,절삭가공 및 유사처리업,국가산업단지,3,아크릴가공품,아크릴,소기업,0,297.5,032-812-3112
256,시화국가산업단지,(주)우호산업,,"경기도 시흥시 옥구천서로93번길 66, 1마 206 (정왕동)","경기도 시흥시 옥구천서로93번길 66, 1마 206 (정왕동)",도장 및 기타 피막처리업,국가산업단지,1,분체도장,분체도장,소기업,0,480,032-812-1087
257,시화국가산업단지,에스와이팩,길산에스에스티 지식산업센터,"경기도 시흥시 경기과기대로 219,  (정왕동) 1동 6층 611호",경기도 시흥시 정왕동 1277-14 1동 6층 611호,그 외 기타 특수목적용 기계 제조업,국가산업단지,1,"포장기(충진기, 캡핑기, 컵씰러), 코팅기, 라미네이팅기, 슬리터","철강, 알루미늄",소기업,0,50,032-811-1057
258,시화멀티테크노밸리,(주)기전,,경기도 시흥시 정왕동 2641-3번지 1사 904호,경기도 시흥시 정왕동 2641-3번지 1사 904호,산업용 송풍기 및 배기장치 제조업,국가산업단지,45,"송풍기,환풍기, 전동기 등","철판, 동선 등",소기업,5591.53,4459.52,032-811-0154
259,시화국가산업단지,(주)엔씨솔루션,,"경기도 시흥시 산기대학로 237, (창업보육센터 202호) (정왕동, 한국산업기술대학교)",경기도 시흥시 정왕동 2121-1번지 한국산업기술대학교 (창업보육센터 202호),계면활성제 제조업,국가산업단지,2,화장품원료,,소기업,0,49.6,032-8041-1708
260,시화국가산업단지,(주)동양테그,,"경기도 시흥시 옥구천동로 72-7, 2마 814-1 (정왕동)",경기도 시흥시 정왕동 2169-17번지 2마 814-1,그 외 기타 분류 안된 금속 가공 제품 제조업,국가산업단지,6,자동차 배터리 케이스,알루미늄,소기업,0,1636.4,032-724-9877
261,시화국가산업단지,(주)우영오토비,삼양스마트테크노파크 지식산업센터,"경기도 시흥시 공단1대로 13, (정왕동, 삼양 스마트 테크노파크) 1동 5층 511호",경기도 시흥시 정왕동 1234-12 삼양 스마트 테크노파크 1동 5층 511호,배전반 및 전기 자동제어반 제조업,국가산업단지,1,케이블 세트,,소기업,0,46.45,032-720-5431
262,시화국가산업단지,영호정밀,,"경기도 시흥시 공단1대로195번길 42, 시화산단 2나 401-4호 (정왕동)",경기도 시흥시 정왕동 1268번지,주형 및 금형 제조업,국가산업단지,5,각종금형제작,,소기업,512.4,388.25,032-684-8421
263,시화국가산업단지,(주)메이크띵즈,,"경기도 시흥시 군자천로119번길 33, 2라 520호(정왕동)",경기도 시흥시 정왕동 1361-4 2라 520호,비동력식 수공구 제조업 외 2 종,국가산업단지,3,"야전삽, 캔오프너, 금속상자","철판, 파이프",소기업,0,100,032-684-7846
264,,대일소재(주),,경기도 시흥시 포도원로116번길 20-1 (신천동),경기도 시흥시 신천동 863-35번지,그 외 기타 고무제품 제조업,일반,30,실리콘컴파운드 제품,실리콘,소기업,426,909.07,032-682-9600
265,시흥매화일반산업단지,(주)삼일엔지니어링,리드스마트스퀘어,"경기도 시흥시 매화산단3길 1, 502호(매화동) 502호",경기도 시흥시 매화동 846 502호 502호,기체 여과기 제조업,일반산업단지,4,공조기 산업용필터,"철판, MEDIA(여과지), 에폭시 접착제",소기업,31.39,196.74,032-677-0632
266,시화국가산업단지,(주)대영테크,,"경기도 시흥시 산기대학로 237, 산학융합관 441호(정왕동, 한국공학대학교)",경기도 시흥시 정왕동 2121-1 한국공학대학교 산학융합관 441호,기타 주변기기 제조업,국가산업단지,4,"패드인쇄기, 실리콘","실리콘원액, 철판, 실린더, 센서, 모터 등",소기업,0,150.8,032-673-1454
267,시화멀티테크노밸리,(주)덕명,,경기도 시흥시 정왕동 2650-2번지 시화MTV단지 2사603,경기도 시흥시 정왕동 2650-2번지 시화MTV단지 2사603,그 외 기타 특수목적용 기계 제조업,국가산업단지,53,톱기계 등,"강재, 합금공구강",중기업,3330.5,1872.35,032-672-0793
268,시화국가산업단지,시화,,"경기도 시흥시 군자천로131번길 11, [2라 404호] (정왕동)",경기도 시흥시 정왕동 1363-3번지,주형 및 금형 제조업,국가산업단지,8,금형,철강재,소기업,1648.3,351.4,032-671-4026
269,,대우방재,배곧 로얄팰리스 테크노1차 지식산업센터,"경기도 시흥시 서울대학로 59-21, 1동 6층 627 (정왕동)",경기도 시흥시 정왕동 1771-1번지 1동 6층 627,전기경보 및 신호장치 제조업,일반,9,화재경보기 등,,소기업,0,264.6,032-661-2118
270,시화국가산업단지,효성수중모터,,"경기도 시흥시 경제로 244, 시화단지 3마 104호 (정왕동)",경기도 시흥시 정왕동 1371-3번지 시화단지 3마 104호,비주거용 건물 임대업,국가산업단지,5,임대업,,소기업,1657.5,746.61,032-655-5415
271,시화국가산업단지,한윤석,,"경기도 시흥시 공단1대로131번길 23, 시화산단 2나 108호 (정왕동)",경기도 시흥시 정왕동 1255-7 번지 시화산단 2나 108호,비주거용 건물 임대업,국가산업단지,6,부동산임대업,,소기업,1640.5,1402.28,032-654-5383
272,시화국가산업단지,(주)시대전기,,"경기도 시흥시 협력로 181, 1다 704-1 (정왕동)",경기도 시흥시 정왕동 1239-3번지 1다 704-1,전동기 및 발전기 제조업,국가산업단지,67,전동기 발전기,"규소강판, 주물, 동선등",소기업,3801.7,2815.1,032-652-8364
273,,(주)두원전자통신,,경기도 시흥시 은계남길 48 (은행동),경기도 시흥시 은행동 671-2번지,방송장비 제조업 외 11 종,일반,68,"CCTV, 컴퓨터서버 외","카메라 모듈, 각종 케이블 및 하네스 , 케이스 등",중기업,1624.2,1188.96,032-624-3605
274,시화국가산업단지,(주)새아스,,"경기도 시흥시 경기과기대로 33,  시화단지 3바 218호 2185-10 3바 218호 (정왕동)",경기도 시흥시 정왕동 2185-10번지 2185-10 3바 218호,구조용 금속 판제품 및 공작물 제조업 외 1 종,국가산업단지,6,,,소기업,0,679.98,032-624-1845
275,시화국가산업단지,(주)제이에스시스템,시화하이테크지식산업센터,"경기도 시흥시 서해안로 242, 308-1호 (정왕동, 시화하이테크 아파트형공장)",경기도 시흥시 정왕동 1234-7번지 시화하이테크 아파트형공장 308-1호,배전반 및 전기 자동제어반 제조업,국가산업단지,6,전기자동제어반,철,소기업,0,217.08,032-621-0745
276,시화국가산업단지,윤진산업기계 시화,,"경기도 시흥시 마유로32번길 88,  시화산단 3바 606호 (정왕동)",경기도 시흥시 정왕동  2189-6번지,비주거용 건물 임대업,국가산업단지,1,임대,,소기업,2164.7,475.58,032-614-5377
277,시화국가산업단지,(주)치크리트,,"경기도 시흥시 마유로132번길 110, 시화단지 3라 505호 (정왕동)",경기도 시흥시 정왕동 1384-4번지,인쇄회로기판용 적층판 제조업,국가산업단지,1,인쇄회로기판,동판,소기업,1656,1098.46,032-582-0612
278,시화국가산업단지,에이치디씨(주),,"경기도 시흥시 공단1대로80번길 16, 1다 302 (정왕동)",경기도 시흥시 정왕동 1245-1번지,기타 기초 무기 화학물질 제조업,국가산업단지,8,"PH조절제, 수처리제","수산화칼륨, 탄산칼륨, 가성소다, 염산, 황산 등",소기업,1967.5,560.89,032-573-2734
279,시화국가산업단지,명인선재압연(주),,"경기도 시흥시 마유로186번길 106, 1287-1 3다502 (정왕동)",경기도 시흥시 정왕동 1287-1번지 1287-1 3다502,"기타 비철금속 압연, 압출 및 연신 제품 제조업",국가산업단지,1,압연품,,소기업,3535.9,2469.74,032-569-5011
280,시화국가산업단지,(주)유원그리드솔루션,,"경기도 시흥시 옥구천동로 198 (정왕동, (주)대광기계제작소)",경기도 시흥시 정왕동 1256번지,구조용 금속 판제품 및 공작물 제조업,국가산업단지,2,전기차 충전기 케이스 및 케노피,"철, 스텐레스, 아크릴",소기업,0,530,032-564-3340
