순번,회사명,공장대표주소(도로명),업종명,전화번호,팩스번호,생산품
990,(주)정풍에스에스,경기도 부천시 원미구 옥산로138번길 30 (춘의동+광성상가아파트) 지1층 1호 일부,일반용 전기 조명장치 제조업,032-681-6486,032-681-7651,등기구
991,(주)정풍테크,경기도 부천시 오정구 삼작로 22+ 103동 9층 06 (삼정동+ 부천테크노파크),일반용 전기 조명장치 제조업,032-719-2120,032-681-7651,LED등기구+ 센서모듈
992,(주)정훈,경기도 부천시 원미구 정주로 89 (약대동+ (주)정훈),자동차용 금속 압형제품 제조업 외 1 종,032-678-5188,032-678-4660,금속압형제품
993,(주)정훈,경기도 부천시 오정구 산업로8번길 43 (오정동),주형 및 금형 제조업,032-678-5188,032-678-4660,금형
994,(주)제너렉스,경기도 부천시 오정구 산업로8번길 42-7 (오정동),주형 및 금형 제조업,032-651-4070,032-651-4076,휴대폰부품금형
995,(주)제네콤,경기도 부천시 원미구 조마루로385번길 92 (원미동) 8층 812호,기타 가정용 전기기기 제조업,,032-240-6464,다리미용 스팀모듈+ 스타일러스 등
996,(주)제노,경기도 부천시 오정구 석천로 397+ 일반제조 102동 406+ 407호(삼정동+ 부천테크노파크쌍용3차),그 외 기타 특수목적용 기계 제조업 외 4 종,02-322-2711,02-322-2712,임플란트+ 임플란트 포장재+ 자동화장비 설계 및 제작 
997,(주)제니스용접기,경기도 부천시 원미구 부천로198번길 36+ 101동 7층 703호+ 704호 (춘의동),그 외 기타 일반목적용 기계 제조업,032-714-0838,032-714-0839,산업용 용접기
998,(주)제미타,경기도 부천시 원미구 평천로 655+ (약대동+ 부천 테크노파크) 401동 8층 802호,그 외 기타 전자부품 제조업 외 2 종,070-4006-7558,02-6499-2900,전자겨루기시스템+발보호대+전자헤드기어+ 전자겨루기시스템+발보호대+전자헤드기어+ 전자겨루기시스템+발보호대+전자헤드기어 앱개발
999,(주)제온정밀,경기도 부천시 오정구 신흥로437번길 70-9 (삼정동) 1층,그 외 금속 압형제품 제조업,032-684-8941,032-684-8943,프레스 금형 등
1000,(주)제이라이트,경기도 부천시 원미구 송내대로 388+ 200동 B1층 B06호 (약대동),일반용 전기 조명장치 제조업 외 2 종,032-323-0884,032-323-0885,LED 조명기구
1001,(주)제이비퓨쳐,경기도 부천시 원미구 부천로198번길 36+ 102동 5층 10 (춘의동+ 춘의테크노파크) 102동 5층 10호,일반용 전기 조명장치 제조업,032-612-2721,032-612-2723,LED조명장치
1002,(주)제이씨코스메틱,경기도 부천시 원미구 부천로 375+ 2층 (도당동),그 외 기타 달리 분류되지 않은 제품 제조업,032-677-5197,032-677-5144,화장품용기+ 화장솔
1003,(주)제이씨큐,경기도 부천시 소사구 양지로 237 (옥길동+ 광양프런티어밸리 5차 지식산업센터) 8층 8+9호,유선 통신장비 제조업 외 3 종,032-342-7983,032-724-4987,CCTV카메라+ 컴퓨터서버+ 통합배선반+ 방송장비
1004,(주)제이아이비,경기도 부천시 오정구 석천로 397+ 102동 901호+ 902호+ 903호+ 904호(삼정동+ 부천 테크노파크 쌍용3차),기타 전기 변환장치 제조업 외 1 종,032-624-3488,032-624-3489,LED조명용 구동부+ LED 조명
1005,(주)제이아이씨스킨코리아,경기도 부천시 원미구 도약로 261 (도당동+ 부천대우테크노파크) D동 11층 12호,화장품 제조업,02-1688-7993,032-670-7194,화장품
1006,(주)제이아이테크,경기도 부천시 원미구 부천로198번길 13 (춘의동),기타 주변기기 제조업,032-656-3131,032-656-3991,컴퓨터주변기기
1007,(주)제이에스테크,경기도 부천시 오정구 수도로95번길 40+ 2층+ 3층 (내동),플라스틱 접착처리 제품 제조업 외 1 종,032-676-3400,032-676-3401,핸드폰부품
1008,(주)제이에스트레이딩컴퍼니,경기도 부천시 오정구  석천로 397 (삼정동) 301동 1층 3--3호,강관 가공품 및 관 연결구류 제조업 외 1 종,031-212-0939,031-212-0940,열교환기+ 금속기둥+ LED 조명
1009,(주)제이에이치에스테크,경기도 부천시 오정구 수도로117번길 13+ 주남빌딩 2층 (내동),전자부품 실장기판 제조업 외 1 종,032-678-9593,032-675-9593,보안기기+ 적외선터치판넬
1010,(주)제이에치엔테크,경기도 부천시 오정구 삼작로134번길 27-4 (내동),볼트 및 너트류 제조업 외 2 종,032-679-8674,032-674-2207,볼트류
1011,(주)제이에프앤씨,경기도 부천시 오정구 석천로 397 (삼정동+ 부천테크노파크쌍용3차) 103동 6층 10호,근무복+ 작업복 및 유사의복 제조업 외 34 종,032-677-7780,,남성의류+ 여성의류+ 침구+ 자수+ 금속가공제품+ 플라스틱 가공제품 등
1012,(주)제이엔엠테크놀러지,경기도 부천시 오정구 오정로 36 (삼정동),주형 및 금형 제조업,032-678-9929,032-678-9928,금형
1013,(주)제이월드인터내셔널,경기도 부천시 원미구 길주로 434 (춘의동),가방 및 기타 보호용 케이스 제조업,032-667-5161,032-667-5684,가방
1014,(주)제이월드플러스,경기도 부천시 소사구 양지로 237 (옥길동+ 광양프런티어밸리 5차 지식산업센터) 8층 855호,비동력식 수공구 제조업,02-6474-4382,02-6474-4383,콘돌이다막아
1015,(주)제이케이코스메틱스,경기도 부천시 오정구 삼작로121번길 39 (삼정동) 오승빌딩 2층,화장품 제조업,032-671-7264,032-671-7266,화장품
1016,(주)제이텍,경기도 부천시 원미구 송내대로 388 (약대동) 203동 4층 403-2호,배전반 및 전기 자동제어반 제조업 외 2 종,032-327-4087,032-327-4088,수배전반 자동제어 판넬+ 계측기기
1017,(주)제일오토테크,경기도 부천시 오정구 삼작로171번길 44+ 2층 (내동),그 외 기타 전자부품 제조업 외 1 종,031-918-0300,031-913-6800,자동문기계
1018,(주)제일텔레텍,경기도 부천시 원미구 평천로 790+ 4층 (도당동),일반용 전기 조명장치 제조업 외 1 종,032-684-9521,032-684-9524,Dome Sheet+ LED 조명등
1019,(주)젠코,경기도 부천시 오정구 부천로431번길 16(내동+ (주)디엠비 내동사옥),그 외 기타 특수목적용 기계 제조업 외 8 종,032-247-0061,032-247-0060,복합 3D Printer+ CAD/CAM+ 전자부품+ 베어링+ 절연지+ 금형+ 사출+ 임가공 등+ 장비제작+ 플라스틱 판넬+ 도로표지병+ 셋톱박스+ 절삭공구(엔드밀)+ 깊은 홈 볼베어링+ 구름베어링
1020,(주)젠코스,경기도 부천시 원미구부천로198번길 18 (춘의동+ 춘의테크노파크II) 202동 6층 03호,가정용 및 산업용 공기 조화장치 제조업 외 3 종,032-623-8352,032-623-8353,히트펌프냉난방기+ 보일러+ 열교환기
1021,(주)젠터스,경기도 부천시 오정구 산업로 20-11+ 2층(오정동),주형 및 금형 제조업 외 1 종,032-678-0570,,엘이디 평판조명+ 금형
1022,(주)젠트리,경기도 부천시 원미구 평천로 655 (약대동+ 부천 테크노파크) 403동 8층 02+03호,운송장비용 이차전지 제조업 외 3 종,032-556-8940,032-556-8941,CCTV등+ 축전지
1023,(주)조은사람들,경기도 부천시 원미구 부천로 351+ 2층 (도당동),치약+ 비누 및 기타 세제 제조업 외 1 종,,050-4040-4351,천연비누+ 향초
1024,(주)조은수산,경기도 부천시 원미구 수도로 88-20(도당동),수산동물 건조 및 염장품 제조업,032-6734-116,032-673-4115,수산물가공품
1025,(주)조은수산,경기도 부천시 원미구 수도로 88-18(도당동+ 조은수산빌딩),수산동물 건조 및 염장품 제조업,032-673-4116,032-673-4115,데친 문어 등
1026,(주)조은수산,경기도 부천시 원미구 신흥로284번길 35 (약대동),수산동물 건조 및 염장품 제조업,032-673-4116,032-673-4115,수산물가공품
1027,(주)조인앤조이,경기도 부천시 오정구 부천로391번길 55 (내동),포장용 플라스틱 성형용기 제조업,032-672-1771,032-672-0660,화장품 용기
1028,(주)조인테크놀러지,경기도 부천시 오정구 석천로 397 (삼정동+ 부천테크노파크쌍용3차) 104동 5층 510호 외 2필지,반도체 제조용 기계 제조업,032-624-1245,032-624-0241,반도체 부품
1029,(주)주신산업,경기도 부천시 오정구 내동 118-3번지,고무패킹류 제조업,032-681-7833,032-681-7830,산업룡 패킹
1030,(주)주영ADS,경기도 부천시 오정구 석천로 397+ 102동 11층 04호 (삼정동+ 부천테크노파크쌍용3차),합성고무 제조업,032-624-4560,032-624-4563,소음및진동제어장치
1031,(주)주원테크,경기도 부천시 오정구 석천로 345+ (삼정동+ 부천테크노파크) 304동 3층 306호,그 외 기타 분류 안된 화학제품 제조업 외 1 종,032-681-8981,032-681-8980,탈황제+ 탈황제
1032,(주)주인정보시스템,경기도 부천시 오정구 삼작로 22 (삼정동+ 부천테크노파크) 100동 B층 B06호,배전반 및 전기 자동제어반 제조업,02-2054-0012,,제어장치 등
1033,(주)중일라이팅,경기도 부천시 오정구 석천로 397+ 202동 10층 03 (삼정동+ 부천테크노파크쌍용3차),일반용 전기 조명장치 제조업 외 2 종,070-4044-4044,032-662-5452,경관조명등기구
1034,(주)중화기전,경기도 부천시 원미구 조마루로385번길 122 (춘의동) A동 4층 435호,디스플레이 제조용 기계 제조업,,02-6455-2446,LCD소재 코팅설비
1035,(주)중화정밀,경기도 부천시 오정구 오정로133번길 51 (삼정동),육상 금속 골조 구조재 제조업 외 8 종,032-671-7440,032-684-4219,전자부품
1036,(주)지구피앤비,경기도 부천시 원미구 조마루로411번길 62+ 1층 (원미동),절삭가공 및 유사처리업,032-668-0478,032-665-0476,풀리벨트
1037,(주)지나테크,경기도 부천시 원미구 조마루로385번길 122 (춘의동) 삼보테크노타워 1020호+ 536(일부)호,그 외 기타 분류 안된 금속 가공 제품 제조업 외 8 종,032-270-6100,032-270-6101,롤업셰이드+ 논슬립+ 방역소독기+ 접이식우산꽂이+ 우산빗물제거기+ 도로반사경
1038,(주)지나테크,경기도 부천시 원미구 조마루로385번길 122 (춘의동+ 삼보테크노타워) 232호,기체 여과기 제조업,032-270-6100,,공기살균기
1039,(주)지니스,경기도 부천시 원미구 부천로186번길 15 (춘의동+ 지니스코리아(주)),탭+ 밸브 및 유사장치 제조업 외 3 종,032-666-9947,032-666-9949,주철밸브+밸브조작기+뉴매틱조작기+궤터턴+온습도센서
1040,(주)지맥스,경기도 부천시 오정구 삼작로 22+ 102동 8층 805호 (삼정동),전구 및 램프 제조업,032-815-5785,032-815-5786,자동차 전구
1041,(주)지브이라이텍,경기도 부천시 오정구 산업로104번길 14+ 1층(오정동),전시 및 광고용 조명장치 제조업,032-721-7175,032-713-7127,라이트패널
1042,(주)지산메드텍,경기도 부천시 원미구 옥산로 222(도당동),포장용 플라스틱 성형용기 제조업 외 2 종,032-671-0590,032-682-0182,일회용 주사기 플라스틱 제품+ 의료용품 보호캡+ 의료용품 플라스틱 부품
1043,(주)지앤비아트팩토리,경기도 부천시 오정구 오정로 27-28+ 3층+4층 (삼정동),핸드백 및 지갑 제조업,032-672-6770,032-672-6775,핸드백
1044,(주)지앤아이,경기도 부천시 오정구 옥산로290번길 20 (내동),금속 표시판 제조업 외 2 종,031-345-0321,031-424-0346,자전거 교통표지판
1045,(주)지앤에이치코스매틱,경기도 부천시 원미구 조마루로385번길 122+ 6층 604호 (춘의동),화장품 제조업,02-1599-4603,070-4300-0766,화장품+ 방향제 등
1046,(주)지에스,경기도 부천시 원미구 부천로 238+ 2층 (춘의동+ 경창빌딩),주방용 전기기기 제조업,032-203-2347,032-232-0355,음식물처리기
1047,(주)지에스아이엔티,경기도 부천시 원미구 부천로198번길 18+ 201동 14층 1404호 (춘의동),방송장비 제조업,032-612-9104,032-623-8103,FM 장비(CCTV)
1048,(주)지에스케이,경기도 부천시 원미구 옥산로214번길 24 (도당동),수동식 식품 가공기기 및 금속 주방용기 제조업 외 12 종,032-672-1894,032-672-1896,업소용주방기구
1049,(주)지에스텍(GSTEC),경기도 부천시 오정구 석천로 397+ 101동 8층 05 (삼정동+ 부천테크노파크쌍용3차),가정용 비전기식 조리 및 난방 기구 제조업,070-7826-2596,02-402-9560,신급탕공급장치
1050,(주)지에스티,경기도 부천시 오정구  석천로 397 (삼정동) 103동 11층 1108호,전시 및 광고용 조명장치 제조업 외 4 종,02-624-0511,032-624-0512,감시 보안장비+ 출입관리 키오스크+ 출입관제 소프트웨어
1051,(주)지에스티,경기도 부천시 오정구 석천로 397 (삼정동+ 부천테크노파크쌍용3차) 103동 11층 07호,전시 및 광고용 조명장치 제조업 외 4 종,032-624-0511,032-624-0512,음향+ 영상콘트롤러+무인안내시스템+영상정보 디스플레이장치+ 출입통제시스템+ 안내전광판  등
1052,(주)지엔에프,경기도 부천시 원미구 옥산로 195-1+ 6층(도당동+ 도당동 173-27 공장),가방 및 기타 보호용 케이스 제조업 외 22 종,02-6264-9971,,가방 및 보호용 케이스+ 근무복 등 의류
1053,(주)지엘테크,경기도 부천시 원미구 도약로 261 (도당동+ 부천대우테크노파크) B동 505+506호 외 1필지,기타 전기 변환장치 제조업 외 1 종,032-670-7634,032-670-7635,LED 조명장치 SMPS (전원공급장치)+ LED 조명장치+ 3D채널
1054,(주)지엘플러스,경기도 부천시 오정구 산업로104번길 14+ 6층+ 7층(오정동),주방용 전기기기 제조업,032-624-1291,032-624-1292,음식물처리기
1055,(주)지엠더블유,경기도 부천시 오정구 석천로 397+ 103동 12층 11호 (삼정동+ 부천테크노파크쌍용3차),기타 무선 통신장비 제조업,032-624-0900,032-624-0903,통신장비 (중계기)
1056,(주)지엠피,경기도 부천시 소사구 경인로 124+ 401호 (송내동),기타 무선 통신장비 제조업,070-7092-8021,032-326-1871,SMS발송시스템
1057,(주)지연메디칼,경기도 부천시 오정구 석천로 397 (삼정동+ 부천테크노파크쌍용3차) 104동 7층 02호,그 외 기타 의료용 기기 제조업,02-784-7060,02-784-7061,환자 고정기구 소모품(의료용)+ 플라스틱 가공품
1058,(주)지오엔지스,경기도 부천시 원미구 도약로 261+ B동 10층 01 (도당동+ 부천대우테크노파크) B동 10층 01호 외 1필지,교통 신호장치 제조업 외 13 종,032-670-7330,032-670-7225,주차관제장치+유도관제장치+신호관제장치+시큐리티시스템+CCTV장치+ 출입통제기기+ 볼라드
