업체명,업종명,도로명주소,지번주소,생산품목,위도,경도,전화번호,팩스번호,데이터기준일
주디자인,침구 및 관련제품 제조업,"경기도 수원시 팔달구 권광로340번길 57, 지하 101호 (우만동)",경기도 수원시 팔달구 우만동 92-6번지 지하 101호,"쿠션테이블, 목쿠션 등",37.2764644,127.0412446,070-8878-2037,,2025-02-14
주식회사 가우,그 외 기타 플라스틱 제품 제조업,경기도 수원시 권선구 매송고색로 706 (고색동),경기도 수원시 권선구 고색동  57-13번지,PVC Sheet,37.250741,126.9816713,031-298-1060,,2025-02-14
주식회사 강산,유압기기 제조업 외 1 종,경기도 수원시 권선구 서수원로 19-1(오목천동),경기도 수원시 권선구 오목천동 739-10,"전기식 액추에이터, 5G 광통신부품",37.2327028,126.9813284,031-227-0563,031-227-0564,2025-02-14
주식회사 경기정보통신,컴퓨터 모니터 제조업 외 1 종,"경기도 수원시 영통구 신원로 88,(신동, 디지털엠파이어2) 102동 B1층 B08호",경기도 수원시 영통구 신동 486 디지털엠파이어2 102동 B1층 B08호,광학마크판독기,37.2474698,127.0503626,031-695-6391,031-695-6390,2025-02-14
주식회사 경일하이진,기타 직물제품 제조업,"경기도 수원시 영통구 덕영대로1556번길 16,(영통동, 디지털엠파이어빌딩) C동 3층 301호",경기도 수원시 영통구 영통동 980-3 디지털엠파이어빌딩 C동 3층 301호,의료기기,37.2452904,127.0591706,031-303-5070,031-303-5073,2025-02-14
주식회사 광신이앤씨,배전반 및 전기 자동제어반 제조업,"경기도 수원시 영통구 신원로 306,(원천동, 영통 이노플렉스-1단지) 1동 9층 918호",경기도 수원시 영통구 원천동 552 영통 이노플렉스-1단지 1동 9층 918호,전기공사,37.2623064,127.0619174,031-8002-2050,031-8002-2049,2025-02-14
주식회사 그린월드,농업 및 임업용 기계 제조업 외 1 종,"경기도 수원시 영통구 덕영대로1556번길 16,(영통동, 디지털엠파이어빌딩) A동 6층 602호",경기도 수원시 영통구 영통동 980-3 디지털엠파이어빌딩 A동 6층 602호,스프링클레 헤드,37.2452904,127.0591706,031-267-1811,031-267-1813,2025-02-14
주식회사 나래에프앤씨,기타 식품 첨가물 제조업,"경기도 수원시 영통구 신원로 179-18, 2층,4층(매탄동, 나래에프앤씨 빌딩)","경기도 수원시 영통구 매탄동 560-5 나래에프앤씨 빌딩 2층,4층",식품향료,37.2524771,127.0584756,031-747-2579,031-696-6380,2025-02-14
주식회사 노피온,플라스틱 접착처리 제품 제조업 외 1 종,"경기도 수원시 권선구 호매실로90번길 24, 5층 526호(호매실동) 5층 526호 외 5필지",경기도 수원시 권선구 호매실동 1405-2 5층 526호 5층 526호 외 5필지,"전도성 필름 소재, 기능성 접착제",37.2566959,126.9644208,031-271-6824,031-281-6825,2025-02-14
주식회사 녹스제로코리아,그 외 기타 분류 안된 화학제품 제조업,"경기도 수원시 권선구 호매실로 76, 301호 (오목천동)",경기도 수원시 권선구 오목천동 11-5 301호,매연저감 냉각수 첨가제,37.2557321,126.9650717,031-296-8582,031-296-8240,2025-02-14
주식회사 뉴트리케어,기타 가정용 전기기기 제조업,경기도 수원시 영통구 매영로269번길 39 (영통동) 3층,경기도 수원시 영통구 영통동 49-1 3층,피부미용기기,37.2591767,127.0663545,070-4260-5346,070-4260-5349,2025-02-14
주식회사 니드테크,기타 음향기기 제조업,"경기도 수원시 권선구 호매실로90번길 24, 5층 523호 (호매실동) 5층 523호 외 1필지",경기도 수원시 권선구 호매실동 1405-2 5층 523호 5층 523호 외 1필지,"마이크, 스피커, 방송장비",37.2566959,126.9644208,031-898-7573,031-898-7590,2025-02-14
주식회사 다산정밀,정형외과용 및 신체보정용 기기 제조업 외 1 종,"경기도 수원시 영통구 덕영대로1556번길 16,(영통동, 디지털엠파이어빌딩) B동 3층 B303호",경기도 수원시 영통구 영통동 980-3 디지털엠파이어빌딩 B동 3층 B303호,반제품:렌즈 및 조명,37.2452904,127.0591706,031-237-8307,031-237-8308,2025-02-14
주식회사 다온시스,방송장비 제조업 외 7 종,"경기도 수원시 영통구 삼성로 274, 10층 1006호(원천동, 수원팩토리월드) 10층 1006호",경기도 수원시 영통구 원천동 332-2 수원팩토리월드 10층 1006호 10층 1006호,"CCTV,영상감시장치,방송장치,기상관측장치,강우측정장치,수위고저측정장치",37.2655388,127.0643859,031-627-2255,031-8010-1029,2025-02-14
주식회사 다윈에어로테크,기타 무선 통신장비 제조업 외 21 종,"경기도 수원시 영통구 신원로 306,(원천동, 영통 이노플렉스-1단지) 1동 11층 1101호",경기도 수원시 영통구 원천동 552 영통 이노플렉스-1단지 1동 11층 1101호,군수품등,37.2623064,127.0619174,031-8002-2251,031-8002-2253,2025-02-14
주식회사 다인시스,비디오 및 기타 영상기기 제조업 외 2 종,"경기도 수원시 영통구 덕영대로1556번길 16,(영통동, 디지털엠파이어빌딩) B동 14층 B1408호",경기도 수원시 영통구 영통동 980-3 디지털엠파이어빌딩 B동 14층 B1408호,CFMBOX,37.2452904,127.0591706,031-303-5720,031-303-5722,2025-02-14
주식회사 대산에프앤아이,육류 기타 가공 및 저장처리업 (가금류 제외) 외 1 종,경기도 수원시 영통구 매영로248번길 23 (원천동),경기도 수원시 영통구 원천동 404-1,"염소고기, 염소엑기스",37.2587904,127.0635088,031-202-5541,031-298-8442,2025-02-14
주식회사 대흥,기타 과실ㆍ채소 가공 및 저장 처리업 외 1 종,"경기도 수원시 영통구 창룡대로256번길 77,(이의동, 에이스 광교타워3) 공장동 B1층 120호 외 3필지",경기도 수원시 영통구 이의동 1286 에이스 광교타워3 공장동 B1층 120호 외 3필지,"잼,버터,카라멜",37.2961352,127.0408421,070-8860-7642,031-5186-6032,2025-02-14
주식회사 더블유에스엠티,그 외 기타 일반목적용 기계 제조업 외 1 종,"경기도 수원시 영통구 신원로198번길 38, (주)더블유에스엠티 (매탄동, 우수정밀(주)) 외 1필지",경기도 수원시 영통구 매탄동 553-7번지 우수정밀(주) (주)더블유에스엠티 외 1필지,"지그(자동차,핸드폰 검사지)",37.2540232,127.0620944,031-213-6224,031-212-6227,2025-02-14
주식회사 더블유지에스,반도체 제조용 기계 제조업,"경기도 수원시 영통구 신원로 88, (신동, 디지털엠파이어2) 102동 13층 1301호 외 3필지",경기도 수원시 영통구 신동 486 디지털엠파이어2 102동 13층 1301호 외 3필지,공정 진단장비,37.2474698,127.0503626,031-546-0369,0504-058-9632,2025-02-14
주식회사 델타아이오,기기용 자동측정 및 제어장치 제조업 외 3 종,"경기도 수원시 영통구 신원로283번길 55(매탄동, 델타아이오)",경기도 수원시 영통구 매탄동 409-13 델타아이오,신호변환기(공장자동화),37.2584986,127.0591511,031-245-6001,031-245-6182,2025-02-14
주식회사 동광레이저,구조용 금속 판제품 및 공작물 제조업,"경기도 수원시 권선구 정조로 189,  1층 (대황교동)",경기도 수원시권선구 대황교동 65-9번지 1층,"칼라지붕판, 건축자재",37.2275257,127.0228111,031-352-8599,031-352-5661,2025-02-14
주식회사 동네형,그 외 기타 플라스틱 제품 제조업 외 2 종,"경기도 수원시 권선구 서둔로 166, 경기도업사이클플라자 102호 (서둔동)",경기도 수원시 권선구 서둔동 103-25 경기도업사이클플라자 102호,플라스틱 업사이클 제품,37.2667785,126.9849918,,0504-297-5568,2025-02-14
주식회사 동보헬스케어,방사선 장치 제조업,경기도 수원시 장안구 장안로 418-17 (이목동),경기도 수원시 장안구 이목동 243번지,"MRI용고주파송수신코일,MRI용환자침대,MRI용 인터컴",37.3177723,126.9835023,031-248-2585,031-248-2587,2025-02-14
주식회사 동서시스템,배전반 및 전기 자동제어반 제조업,경기도 수원시 영통구 영통로345번길 24-14 (영통동),경기도 수원시영통구 영통동 73-3번지,배전반(자동제어반),37.2567548,127.0642569,,031-202-0093,2025-02-14
주식회사 동진디엔에스,비디오 및 기타 영상기기 제조업 외 2 종,경기도 수원시 팔달구 장다리로172번길 17-15 (인계동),경기도 수원시 팔달구 인계동 995-11번지,비디오 및 영상기기,37.2656278,127.0253977,031-295-2441,031-291-2440,2025-02-14
주식회사 듀얼아이,기타 주변기기 제조업,"경기도 수원시 영통구 신원로 306,(원천동, 영통 이노플렉스-1단지) 1동 3층 308호 외 2필지",경기도 수원시 영통구 원천동 552 영통 이노플렉스-1단지 1동 3층 308호 외 2필지,RF리더기,37.2623064,127.0619174,070-4922-8886,031-213-0078,2025-02-14
주식회사 디에이치디,기타 무선 통신장비 제조업 외 2 종,"경기도 수원시 장안구 서부로2181번길 68-14 (율전동) 401호, 402호","경기도 수원시 장안구 율전동 151-1 401호, 402호",유무선통신장비 부품,37.3039312,126.9700178,031-268-7657,031-269-7657,2025-02-14
주식회사 디에프에스,기타 일반 기계 및 장비 수리업,"경기도 수원시 영통구 신원로276번길 20, 302호(원천동, 석포빌딩)",경기도 수원시 영통구 원천동 377-1 석포빌딩 302호,"치즈 및 햄 슬라이서, 치즈 블록 커팅기, 목뼈 절단기, 기계 전기 기판",37.2598342,127.061915,02-521-9807,02-521-7809,2025-02-14
주식회사 디지털알에프코리아,유선 통신장비 제조업 외 4 종,"경기도 수원시 팔달구 장다리로 202, 3층 (인계동)",경기도 수원시 팔달구 인계동 981-2 3층,"공시청장비,AV스위치",37.2677763,127.0254965,031-223-8495,031-233-5861,2025-02-14
주식회사 디테크,"레이더, 항행용 무선기기 및 측량기구 제조업 외 3 종","경기도 수원시 권선구 수성로 8, 202호 (구운동) 외 1필지",경기도 수원시 권선구 구운동 111-7 202호 외 1필지,"차량 감지용 레이더, 나노셀룰로오스 하이브리드 시트, 가스센서모듈",37.2814171,126.9748842,031-308-0325,,2025-02-14
주식회사 레니븐테크놀로지,기타 무선 통신장비 제조업 외 1 종,"경기도 수원시 팔달구 중부대로 110, 10동 213호 (인계동, 한라시그마팰리스)",경기도 수원시 팔달구 인계동 206번지 한라시그마팰리스 10동 213호,"방사선원위치추적기, RFID출입카드",37.2774567,127.0288321,031-267-4788,031-235-4788,2025-02-14
주식회사 레이븐 테크놀로지,농업 및 임업용 기계 제조업,"경기도 수원시 장안구 장안로458번길 75(이목동, KISI)",경기도 수원시 장안구 이목동 61-4 KISI,팜 500,37.3214291,126.9761708,,,2025-02-14
주식회사 로웨인,산업용 로봇 제조업,"경기도 수원시 영통구 신원로250번길 13,(원천동, 현대 테라타워 영통) A동 3층 304호",경기도 수원시 영통구 원천동 627 현대 테라타워 영통 A동 3층 304호,자동화 스마트팜용 로봇,37.2579006,127.0612644,,,2025-02-14
주식회사 리캠,방송장비 제조업 외 1 종,"경기도 수원시 영통구 신원로 88,(신동, 디지털엠파이어2) 102동 8층 815호",경기도 수원시 영통구 신동 486 디지털엠파이어2 102동 8층 815호,"카메라모듈검사기, 네트워크카메라",37.2474698,127.0503626,031-695-7926,031-695-7929,2025-02-14
주식회사 마스텍,"물질 검사, 측정 및 분석기구 제조업","경기도 수원시 영통구 신원로 156 (신동, (주)마스텍)",경기도 수원시 영통구 신동  348번지,광학식 측정 검사장비,37.2501022,127.0578472,031-203-3700,031-203-3710,2025-02-14
주식회사 메탈프린팅,그 외 기타 분류 안된 금속 가공 제품 제조업,"경기도 수원시 팔달구 행궁로 98, 306호(교동) 외 1필지",경기도 수원시 팔달구 교동 103-1 306호 외 1필지,금속3D잉크,37.2737814,127.015568,031-752-2624,0504-490-4002,2025-02-14
주식회사 모던아이,그 외 기타 분류 안된 금속 가공 제품 제조업 외 1 종,경기도 수원시 장안구 수성로 401 (조원동),경기도 수원시 장안구 조원동 566-2번지,"금속조형물, 옥외광고물",37.2950311,127.0155573,031-252-8803,031-257-5598,2025-02-14
주식회사 무브먼츠,그 외 기타 금속가공업 외 2 종,"경기도 수원시 영통구 대학4로 17,  (이의동) 공장동 2층 221-1호",경기도 수원시 영통구 이의동 1248-3 공장동 2층 221-1호,스마트핀,37.3001653,127.0467106,070-7769-0529,070-7966-6529,2025-02-14
주식회사 문교에듀텍,기타 주변기기 제조업 외 2 종,"경기도 수원시 영통구 신원로250번길 13,(원천동, 현대 테라타워 영통) 공장동 B1층 161호",경기도 수원시 영통구 원천동 627 현대 테라타워 영통 공장동 B1층 161호,"칠판, 게시판, 인터렉티브화이트보드",37.2579006,127.0612644,031-766-9299,031-766-9499,2025-02-14
주식회사 문엔지니어링,그 외 기타 분류 안된 금속 가공 제품 제조업,"경기도 수원시 영통구 신원로 296-29, 1층 (원천동)",경기도 수원시 영통구 원천동 357-1 1층,잡철물(도로시설 잡철물 외),37.2610364,127.0622124,031-262-1489,,2025-02-14
주식회사 뮤즈테크,방송장비 제조업 외 1 종,"경기도 수원시 영통구 신원로 304,(원천동, 영통 이노플렉스-2단지) 3동 9층 903호",경기도 수원시 영통구 원천동 554 영통 이노플렉스-2단지 3동 9층 903호,"마이크, 보안용카메라, CCTV",37.2621931,127.060931,031-8002-2525,031-8002-2527,2025-02-14
주식회사 미듬,그 외 기타 의료용 기기 제조업 외 1 종,"경기도 수원시 영통구 신원로 88,(신동, 디지털엠파이어2) 103동 1층 110호",경기도 수원시 영통구 신동 486 디지털엠파이어2 103동 1층 110호,의료기기(피부적외선체온계),37.2474698,127.0503626,02-2088-7974,0505-333-7974,2025-02-14
주식회사 민영더블유앤디,일반용 전기 조명장치 제조업,"경기도 수원시 권선구 하탑로 1, 301호(탑동, 창한빌딩)",경기도 수원시 권선구 탑동 818-1 창한빌딩 301호,태양광 조명,37.2684967,126.9719154,031-293-4204,031-227-2544,2025-02-14
주식회사 바이오브래드,빵류 제조업,경기도 수원시 장안구 장안로346번길 47-24 (이목동),경기도 수원시 장안구 이목동 838,제과(빵류),37.3146205,126.9855589,031-285-0684,031-285-0685,2025-02-14
주식회사 베스트넷,방송장비 제조업,"경기도 수원시 권선구 하탑로9번길 4, 503호(탑동, 대운빌딩)",경기도 수원시 권선구 탑동 819-1 대운빌딩 503호,"CCTV카메라, PTZ CCTV카메라",37.2685871,126.9728736,070-4144-5216,0303-3444-5217,2025-02-14
