연번,업종,사업체명,주생산품,도로명주소,위도,경도,전화번호,팩스번호,홈페이지
1028,"의복, 의복 액세서리 및 모피제품 제조업",(유한)베코리아,유아복,"전북특별자치도 전주시 덕진구 동부대로 885, 301호 (호성동1가)",35.86481553,127.1485717,063-245-1505,063-245-1504,
1029,"의복, 의복 액세서리 및 모피제품 제조업",(주)쿨베어스,친환경 골프웨어,"전북특별자치도 전주시 완산구 효자로 161, 1동 114-2호 (효자동3가,웨스트빌오피스텔)",35.81941588,127.102566,070-4252-2500,070-4252-2500,http://www.avenclothing.com
1030,"의복, 의복 액세서리 및 모피제품 제조업",(주)허그패밀리,유아복,"전북특별자치도 전주시 덕진구 추천5길 7, 2층 (팔복동2가,동화약품)",35.8517849,127.107826,063-211-2501,063-211-2502,
1031,"의복, 의복 액세서리 및 모피제품 제조업",(주)신일유통,남자 작업복,"전북특별자치도 전주시 완산구 용머리로 152, 3층 (효자동1가,양경빌딩)",35.80578681,127.1269172,062-572-8980,050-8054-6395,
1032,"의복, 의복 액세서리 및 모피제품 제조업",(주)더케이더블유컴퍼니,여자용 겉옷 제조,"전북특별자치도 전주시 덕진구 기린대로 281, 3층 (진북동)",35.83021584,127.1411822,,,
1033,"의복, 의복 액세서리 및 모피제품 제조업",호성,유아용내의,"전북특별자치도 전주시 덕진구 솔내8길 23-1, 1층 4호 (송천동1가)",35.86116864,127.1239307,063-277-1237,063-272-1237,
1034,"의복, 의복 액세서리 및 모피제품 제조업",㈜업스트림바이오,기능성 식품 제조,"전북특별자치도 전주시 덕진구 건지로 20, 생명과학관 203호",35.84788096,127.1411028,063-270-3105,063-255-5618,
1035,"의복, 의복 액세서리 및 모피제품 제조업",㈜대원유통,남자작업복,"전북특별자치도 전주시 완산구 용머리로 152, 3층 1호",35.80578681,127.1269172,062-572-8980,050-8054-6395,
1036,"의복, 의복 액세서리 및 모피제품 제조업",다애섬유,"봉제의류 소모품(소매,팔)","전북특별자치도 전주시 덕진구 신복1길 27, 1층 (팔복동2가)",35.85247771,127.1088811,063-263-0002,,
1037,"의복, 의복 액세서리 및 모피제품 제조업",동해실업,속옷 및 잠옷 제조,"전북특별자치도 전주시 완산구 팔달로 56, 2층 (서서학동)",35.80751014,127.1498466,063-288-4041,,
1038,"의복, 의복 액세서리 및 모피제품 제조업",코스튬,여자용 겉옷 제조,전북특별자치도 전주시 완산구 전라감영5길 17-14 (중앙동3가),35.81725163,127.1457813,063-284-8544,,
1039,"의복, 의복 액세서리 및 모피제품 제조업",㈜제일(전주지점),"근무복,작업복",전북특별자치도 전주시 덕진구 초포다리로 43,35.860137,127.1587194,042-472-5009,042-472-5013,
1040,"의복, 의복 액세서리 및 모피제품 제조업",하나엔터(주),양말 제조,"전북특별자치도 전주시 완산구 태조로 18, 5호 (풍남동3가)",35.81489424,127.1527337,063-275-6013,,
1041,"의복, 의복 액세서리 및 모피제품 제조업",(주)리슬,한복 제조,전북특별자치도 전주시 덕진구 동부대로 687 (우아동3가),35.84995113,127.1598564,063-242-2202,063-243-2257,
1042,"의복, 의복 액세서리 및 모피제품 제조업",경은실업,봉제의복 제조,전북특별자치도 전주시 덕진구 상리로 1 (팔복동2가),35.84900169,127.1020119,063-277-4610,,
1043,"의복, 의복 액세서리 및 모피제품 제조업",임대원발의학연구소,교정용 깔창,"전북특별자치도 전주시 덕진구 전주천동로 453, 1107호 (진북동,거성고속맨션1차)",35.83343888,127.1268915,063-225-2683,,
1044,"의복, 의복 액세서리 및 모피제품 제조업",에이엔티,유아복,"전북특별자치도 전주시 덕진구 가련산로 24-11, 1동 2층 (덕진동2가)",35.84067331,127.1129093,070-4480-2285,063-251-7731,
1045,"의복, 의복 액세서리 및 모피제품 제조업",(유한)로토토베베,유아용 의복,전북특별자치도 전주시 덕진구 기린대로 889 (팔복동2가),35.86206686,127.0871386,1522-9757,,
1046,"의복, 의복 액세서리 및 모피제품 제조업",메모아르,남자용 겉옷 제조,전북특별자치도 전주시 완산구 전라감영4길 16-8 (중앙동3가),35.81657905,127.1449917,0507-1334-3815,,
1047,"의복, 의복 액세서리 및 모피제품 제조업",루(ROO),"유아용 의류, 마스크 제작","전북특별자치도 전주시 덕진구 구렛들3길 48, 신한봉제 2층 루(Roo) (팔복동1가)",35.86141194,127.0995027,063-212-2407,,
1048,"의복, 의복 액세서리 및 모피제품 제조업",세이프웨어(주),"에어백, IT융복합의류, 추락안전보호복","전북특별자치도 전주시 덕진구 반룡로 109, 벤처지원동 210호 (팔복동2가, 테크노빌)",35.85857881,127.0835802,1551-1711,031-8016-0820,https://safeware.co.kr/
1049,"의복, 의복 액세서리 및 모피제품 제조업",(주)라쉬반코리아,내의류(속옷)제조 및 판매 등,"전북특별자치도 전주시 덕진구 장재안길 10, 1층 / 임대 / 외주",35.85180339,127.1605122,1544-7888,055-256-4487,http://www.lashevan.com
1050,"의복, 의복 액세서리 및 모피제품 제조업",온스타일,"의류임가공, 솜 및 실 염색 가공업, 직물, 편조 원단 및 의복류 염색 가공업, 날염 가공업","전북특별자치도 전주시 덕진구 붓내3길 18-9, 4층 (송천동2가,범상빌딩)",35.86598854,127.1236452,,,
1051,"의복, 의복 액세서리 및 모피제품 제조업",레가메(LEGAME),의류,"전북특별자치도 전주시 덕진구 솔내2길 70, 1층 101호 (송천동1가,라경빌)",35.85746698,127.1243035,063-254-5338,,
1052,"의복, 의복 액세서리 및 모피제품 제조업",수지옷수선,옷수선,전북특별자치도 전주시 완산구 하거마7길 27-12 (삼천동1가),35.79768097,127.1178452,063-226-4196,,
1053,"의복, 의복 액세서리 및 모피제품 제조업",(주)리액트,"근무복, 작업복 및 유사의복","전북특별자치도 전주시 완산구 홍산로 260, 7층 702호 온워크 비즈니스센터43-16 (효자동3가,엠스퀘어)",35.81680382,127.1064353,,,
1054,"의복, 의복 액세서리 및 모피제품 제조업",(주)슈매스,"근무복, 작업복 및 유사의복 제조업","전북특별자치도 전주시 완산구 홍산중앙로 20, 502호 (효자동3가,금양빌딩)",35.81535604,127.1093175,,,
1055,"의복, 의복 액세서리 및 모피제품 제조업",강산어패럴,셔츠 및 블라우스 제조,전북특별자치도 전주시 완산구 인봉남로 61,35.82630837,127.1596625,,,
1056,"의복, 의복 액세서리 및 모피제품 제조업",(유한)을하,여성 속옷,전북특별자치도 전주시 덕진구 여산로 130-16 (여의동),35.86325874,127.0791418,,,
1057,"의복, 의복 액세서리 및 모피제품 제조업",(주)캔두에프앤티,의류,"전북특별자치도 전주시 완산구 인봉남로 61, 2층 (중노송동)",35.82630837,127.1596625,070-8777-9143,070-8778-9144,
1058,"의복, 의복 액세서리 및 모피제품 제조업",(주)태일비즈,"운동복, 패딩, 방호복, 마스크","전북특별자치도 전주시 덕진구 무삼지5길 12-3, 2층 (인후동1가)",35.82755571,127.1640543,051-206-2146,051-206-2146,
1059,"의복, 의복 액세서리 및 모피제품 제조업",사르토베르,남성정장,전북특별자치도 전주시 완산구 마전3길 6-3 (효자동3가),35.82395734,127.1036217,063-227-7772,063-227-7774,http://www.sartoberr.com/default/
1060,"의복, 의복 액세서리 및 모피제품 제조업",(유한)비바키즈,"유아복, 아동복","전북특별자치도 전주시 덕진구 상리4길 22, 1층",35.85140368,127.1014092,0507-1337-4783,,
1061,"의복, 의복 액세서리 및 모피제품 제조업",(유한)자밀스토리,의류,"전북특별자치도 전주시 덕진구 상리로 45, 503호 (팔복동2가)",35.85242569,127.1030915,070-8838-0801,063-211-0804,
1062,"의복, 의복 액세서리 및 모피제품 제조업",백설공방,직물 액세서리,전북특별자치도 전주시 덕진구 원동로 235(원동),35.8672482,127.0463197,,,
1063,"의복, 의복 액세서리 및 모피제품 제조업",(유한)디에이치씨,유아용 의복 제조,"전북특별자치도 전주시 덕진구 팔과정로 150, 2층 (팔복동1가)",35.85986041,127.0945268,,,
1064,"의복, 의복 액세서리 및 모피제품 제조업",스타 스타킹,"스타킹, 양말 외","전북특별자치도 전주시 덕진구 기린대로 740, (팔복동1가)",35.8561296,127.1018209,063-211-1336,,
1065,"의복, 의복 액세서리 및 모피제품 제조업",(유한)오로라에스,의류 및 악세사리,전북특별자치도 전주시 완산구 메너머1길 26-17 (중화산동2가),35.82119739,127.1192345,063-224-1753,,
1066,"의복, 의복 액세서리 및 모피제품 제조업",진블루,유아용 내의,전북특별자치도 전주시 완산구 강당2길 29-20 (서완산동2가),35.81082868,127.133645,,,
1067,"의복, 의복 액세서리 및 모피제품 제조업",라온하제디자인,"한복, 무용 장삼, 활옷, 살풀이 등 특수복 주문제작",전북특별자치도 전주시 완산구 태평1길 43-27 (태평동),35.82287474,127.1380407,,,
1068,"의복, 의복 액세서리 및 모피제품 제조업",㈜영생기업,단체복,"전북특별자치도 전주시 덕진구 진버들3길 27-6, 1층",35.83622256,127.1609196,063-228-3199,063-228-3199,
1069,"의복, 의복 액세서리 및 모피제품 제조업",(주)슈츠인,"근무복, 작업복","전북특별자치도 전주시 덕진구 노송여울2길 154, 2층 274호 (진북동,월드비즈타운)",35.8285653,127.1410229,,,
1070,"의복, 의복 액세서리 및 모피제품 제조업",마루진,유아용 의복 제조,"전북특별자치도 전주시 완산구 중산10길 13, 2층 (중화산동2가)",35.81880894,127.1217065,063-221-3339,,
1071,"의복, 의복 액세서리 및 모피제품 제조업",비엘(BL)어패럴,"내의류(유아용, 성인용)","전북특별자치도 전주시 덕진구 구렛들2길 53, 1층 102호 (팔복동1가)",35.86132604,127.1000684,063-212-9161,,
1072,"의복, 의복 액세서리 및 모피제품 제조업",(주)미라텍스 ,수출용 잠바,전북특별자치도 전주시 덕진구 팔복동 신복천변로 23-11(경동빌딩),35.85687389,127.1025211,063-714-3138,063-714-3139,
1073,"의복, 의복 액세서리 및 모피제품 제조업",에스티 테일러,양복,"전북특별자치도 전주시 완산구 세내로 291, 103동 105호 (효자동3가,힐스테이트효자동)",35.81640881,127.111519,063-224-5615,,
1074,"의복, 의복 액세서리 및 모피제품 제조업",리스프레더(주),의복 액세서리 및 모조 장신구,"전북특별자치도 전주시 덕진구 송천로 27, 203호(송천동1가, 서호상가)",35.85574907,127.1186206,063-276-1653,,https://www.idus.com/v2/
1075,"의복, 의복 액세서리 및 모피제품 제조업",(주)두산텍스,"의류 (특수복, 기성복)","전북특별자치도 전주시 덕진구 초포다리로51, 2동 2층",35.86110879,127.1584877,070-5153-3961,,
1076,"의복, 의복 액세서리 및 모피제품 제조업",코운스스포츠,스포츠의류,"전북특별자치도 전주시 덕진구 추천로 217-24, 1층 (팔복동1가)",35.85618769,127.1133014,063-214-1343,063-214-1345,http://www.kounce.com
1077,"의복, 의복 액세서리 및 모피제품 제조업",씨제이상사,유아용의류,"전북특별자치도 전주시 덕진구 편운로 52, D동 (여의동2가)",35.87258572,127.0813041,0507-1333-7023,063-275-7023,
1078,"의복, 의복 액세서리 및 모피제품 제조업",(유한)태광어페럴,"근무복, 작업복 및 유사의복 제조업","전북특별자치도 전주시 완산구 송정2길 5, 202호 (삼천동1가)",35.79952215,127.1194181,,,
1079,"의복, 의복 액세서리 및 모피제품 제조업",세종실업,속옷 및 잠옷 제조,전북특별자치도 전주시 완산구 용머리로 197-10 (서완산동2가),35.80780139,127.1312989,,063-447-8687,
1080,"의복, 의복 액세서리 및 모피제품 제조업",(주)코앤컴,속옷 및 내의류,전북특별자치도 전주시 덕진구 구렛들3길 26-5 (팔복동1가),35.85953523,127.099236,02-2239-1427,02-540-0833,
1081,"의복, 의복 액세서리 및 모피제품 제조업",(주)코앤컴,"유아용, 소아용, 대인용 속옷 및 의류 외",전북특별자치도 전주시 덕진구 상리2길 13,35.85506672,127.1007036,063-901-2701,,http://www.codesinner.kr
1082,"의복, 의복 액세서리 및 모피제품 제조업",(주)두산,소방공무원근무복,"전북특별자치도 전주시 완산구 효동3길 23, 지하1층 (효자동1가, 전주새삶교회)",35.80452491,127.1293983,063-236-8503,070-3738-6887,
1083,"의복, 의복 액세서리 및 모피제품 제조업",(주)두산,소방공무원근무복,전북특별자치도 전주시 덕진구 초포다리로 51 (호성동1가),35.86110879,127.1584877,063-236-8503,070-4738-6887,
1084,"의복, 의복 액세서리 및 모피제품 제조업",(주)비전실업,"내복, 작업복, 근무복, 운동복 등","전북특별자치도 전주시 덕진구 전진로 10-13, 2층(산정동)",35.84001602,127.1711742,070-4113-0924,063-273-0924,
1085,"의복, 의복 액세서리 및 모피제품 제조업",(주)비전실업,원단,"전북특별자치도 전주시 완산구 공북4길 15, 2층 (태평동)",35.82658803,127.1405461,070-4113-0924,063-273-0924,
1086,"의복, 의복 액세서리 및 모피제품 제조업",(주)비전실업,의류 제조,"전북특별자치도 전주시 덕진구 팔과정로 20, 3층 303 (팔복동3가, 덕진아파트형공장) 3층 303호",35.85050795,127.0865846,070-4113-0924,063-273-0924,
1087,"의복, 의복 액세서리 및 모피제품 제조업",(주)한실어패럴,"드로즈형팬티,내복(동내의,춘추내의),비니모자,베갯잇,안전용덧옷등","전북특별자치도 전주시 덕진구 반암1길 11, 1층 (우아동3가)",35.84647626,127.1643432,063-286-3134,063-285-3134,http://www.hanshil.co.kr
1088,"의복, 의복 액세서리 및 모피제품 제조업",(주)한실어패럴,"드로즈형팬티,내복(동내의,춘추내의),비니모자,베갯잇,안전용덧옷등",전북특별자치도 전주시 완산구 마당재1길 13-3 (남노송동),35.81914584,127.1600809,063-286-3134,063-285-3134,http://www.hanshil.co.kr
1089,"가죽, 가방 및 신발 제조업",디디공감,가죽공예,"전북특별자치도 전주시 덕진구 쪽구름로 182, 2동 1층",35.87459854,127.0653011,0507-1382-0677,,
