단지명,회사명,대표자명,공장대표주소,대표업종번호,업종명,전화번호,팩스번호,종업원수,생산품
군산2국가산업단지,(주)성경스틸,강희상,전북특별자치도 군산시 산단동서로 106(오식도동),25944,금속선 가공제품 제조업 외 1 종,063-461-7701,063-461-7702,5,"철선, 웨지핀, 보행매트 등, 용접철망, 철선 금속선 직물 제조"
군산2국가산업단지,(주)성연이엔지,성득현,전북특별자치도 군산시 가도로 109 (오식도동),25924,절삭가공 및 유사처리업,063-467-0365,,5,금속 절삭 가공
군산자유무역지역,(주)성현,김호성,"전북특별자치도 군산시 자유무역2길 31, 511-5 (오식도동) 외 2필지",25112,구조용 금속 판제품 및 공작물 제조업 외 8 종,063-464-1110,063-464-2110,80,"금속조립 및 압력용기,산업용발전기제조, 금속조립 및 압력용기,산업용발전기제조, 금속조립 및 압력용기,산업용발전기제조, 금속조립 및 압력용기,산업용발전기제조, 금속조립 및 압력용기,산업용발전기제조, 금속조립 및 압력용기,산업용발전기제조, 금속조립 및 압력용기,산업용발전기제조, 금속조립 및 압력용기,산업용발전기제조, 금속조립 및 압력용기,산업용발전기제조"
군산자유무역지역,(주)세대에너텍,김대현,전북특별자치도 군산시 자유무역1길 27 (오식도동) 외 2필지,29176,"증류기, 열교환기 및 가스발생기 제조업 외 24 종",063-471-8666,063-471-8667,2,"복합화력(HRSG),원자력(MSR)"
군산일반산업단지,(주)세아베스틸,서한석,"전북특별자치도 군산시 외항로 522 (소룡동, 세아베스틸) (총 10 필지)",24112,제강업 외 9 종,063-460-8619,063-460-8560,1515,"특수강,자동차부품,철도용품"
군산2국가산업단지,(주)세아베스틸,서한석,"전북특별자치도 군산시 무역로 87 (오식도동, 세아베스틸)",25924,절삭가공 및 유사처리업,063-460-8114,063-460-8560,202,"특수강, 금속단조"
군산국가산업단지,(주)세아씨앤에스(C&S),박혜식,전북특별자치도 군산시 자유로 15-26(소룡동) 외 1필지,30320,자동차 차체용 신품 부품 제조업 외 2 종,063-453-3116,063-453-3116,11,"자동차 차체용 게이트 생산, 금속가공업, 자동차 차체용 적재함 조립(상용차,덤프차량)"
군산국가산업단지,(주)세아씨엠,"조진호, 김후동",전북특별자치도 군산시 자유로 241 (소룡동),24191,"도금, 착색 및 기타 표면처리강재 제조업 외 1 종",063-469-8500,063-469-8521,204,"칼라강판, 아연도금 강판"
군산2국가산업단지,(주)세아제강,"이휘령,홍만기","전북특별자치도 군산시 자유무역로 52 (오식도동, 세아제강)",24132,강관 제조업 외 1 종,063-460-7500,063-460-7520,190,강관
군산옥구농공단지,(주)세원이엔에스 ,정지민,전북특별자치도 군산시 옥구읍 광월안길 27,28111,전동기 및 발전기 제조업,063-452-6167,063-452-6168,11,접속반
군산임피농공단지,(주)센스정공,유오성,전북특별자치도 군산시 임피면 동군산로 772-63,29210,농업 및 임업용 기계 제조업 외 1 종,063-452-5590,063-452-5593,1,"수목굴취기, 기타 어태치먼트"
군산2국가산업단지,(주)소현이엔씨,김성주,전북특별자치도 군산시 자유무역로 166-26(오식도동),25122,금속탱크 및 저장용기 제조업,063-464-1167,070-4275-5467,6,금속탱크 및 저장조
새만금국가산업단지,(주)솔머티리얼즈,김상구,전북특별자치도 군산시 새만금산단3로 253 (오식도동),20121,산업용 가스 제조업,,,10,산업용가스(3MS)
군산국가산업단지,(주)수성군산탱크터미날,김영민,전북특별자치도 군산시 서해로 40 (소룡동) (총 4 필지),19229,기타 석유정제물 재처리업 외 1 종,063-471-8256,063-471-8261,8,"위험물보관, Bunker A,B,C, Marine Diesel Oil"
군산서수농공단지,(주)수성이엔씨,우희주,전북특별자치도 군산시 서수면 상장곤윗길 66,23999,그 외 기타 분류 안된 비금속 광물제품 제조업 외 3 종,063-452-6077,063-452-6078,4,"도막형바닥재, 미끄럼방지포장재,디자인형울타리,차선분리대,볼라드,가설휀스,자전거보관소"
군산2국가산업단지,(주)스마트코리아,김영준,"전북특별자치도 군산시 가도로 129-26 (오식도동, 유성산업기계 제3동)",27216,산업처리공정 제어장비 제조업,063-461-0615,063-461-0616,3,공장 자동화 설비
군산국가산업단지,(주)스마트코리아피씨비,서재환,"전북특별자치도 군산시 외항로 864 (소룡동, 에이스일렉트로닉스)",26221,인쇄회로기판용 적층판 제조업 외 2 종,031-431-0504,031-431-0514,17,인쇄회로기판
군산2국가산업단지,(주)스페이스솔루션,이재헌,전북특별자치도 군산시 산단남북로 78(오식도동) 외 1필지,29133,"탭, 밸브 및 유사장치 제조업 외 3 종",042-939-4460,042-720-9204,15,"벨로우즈, 방산부품류, 과산화수소, 반도체 부품"
군산2국가산업단지,(주)스페이스프로 군산공장,최용균,전북특별자치도 군산시 외항로 931(오식도동),22211,"플라스틱 선, 봉, 관 및 호스 제조업 외 1 종",063-450-5300,063-450-5329,20,FRP인발성형제품
군산국가산업단지,(주)신성에너지,최병진,"전북특별자치도 군산시 산단로 96 (소룡동, HSG)",25929,그 외 기타 금속가공업,063-468-8373,063-468-8370,8,금속가공
군산2국가산업단지,(주)신성이엔지,김길웅,전북특별자치도 군산시 산단남북로 154-22 (오식도동),30399,그 외 자동차용 신품 부품 제조업 외 3 종,063-467-4058,063-465-4059,0,자동차부품(후크)
군산2국가산업단지,(주)신성이엔지,김길웅,전북특별자치도 군산시 산단남북로 154-21(오식도동),29241,건설 및 채광용 기계장비 제조업,063-467-4058,063-465-4059,5,중장비부품(굴착기)
군산2국가산업단지,(주)신영목재,김종환,"전북특별자치도 군산시 외항로 1148 (오식도동, 신영목재) (총 2 필지)",16229,기타 건축용 나무제품 제조업 외 7 종,063-464-9830,063-464-9640,26,"목재파레트, 난영목재, 방부목재, 목재상자"
군산2국가산업단지,(주)신호테크,김지훈,"전북특별자치도 군산시 군산산단로 146-29 (오식도동, (유)나산기업)",25913,자동차용 금속 압형제품 제조업 외 1 종,063-464-7244,063-464-7245,15,크레인 붐
군산2국가산업단지,(주)신호테크,김지훈,"전북특별자치도 군산시 무역로 155 (오식도동, 대림철강)",25913,자동차용 금속 압형제품 제조업 외 2 종,063-464-7244,063-464-7245,14,"크레인붐, 믹서유닛, 고소작업대, 차량용고소작업대"
개별입지,(주)신화제지,고정곤,전북특별자치도 군산시 개사길 129 (개사동),17902,위생용 종이제품 제조업,063-464-9911,,4,화장지.스케치북
군산2국가산업단지,(주)써텍,김영숙,전북특별자치도 군산시 비응도동 36-6번지,25113,육상 금속 골조 구조재 제조업,063-731-2290,063-731-2292,58,강구조물
군산2국가산업단지,(주)씨아이씨이엔지,김관일,전북특별자치도 군산시 외항로 948 (소룡동),25112,구조용 금속 판제품 및 공작물 제조업 외 2 종,063-468-0993,063-468-0094,8,"반응기, 저장조 등"
군산임피농공단지,(주)씨앤알컨베이어,김윤석,전북특별자치도 군산시 임피면 축산리 614-1번지,29163,컨베이어장치 제조업 외 1 종,063-861-7943,070-7966-7943,5,컨베이어 롤러 및 장치
군산옥구농공단지,(주)씨엔텍,김형주,전북특별자치도 군산시 옥구읍 광월안길 37,25113,육상 금속 골조 구조재 제조업 외 1 종,063-469-4750,063-471-4760,2,기계설비배관
군산국가산업단지,(주)아르텍,김관태,전북특별자치도 군산시 소룡동번지 1640-2번지,30331,자동차용 신품 동력전달장치 제조업 외 9 종,063-467-6634,063-468-6635,14,"동력장치, 피막처리, 철강구조물 등"
군산2국가산업단지,(주)아이더블유케이(IWK),"김민, 심은두",전북특별자치도 군산시 동가도길 50 (오식도동),29241,건설 및 채광용 기계장비 제조업,063-466-8467,063-466-8468,14,중장비부품
군산2국가산업단지,(주)아이리스,정태견,전북특별자치도 군산시 군산산단로 38 (오식도동),28111,전동기 및 발전기 제조업,063-462-2368,063-466-2368,13,발전기 제조업
군산2국가산업단지,(주)아이앤제이,박성철,전북특별자치도 군산시 산단동서로 138(오식도동),20422,"치약, 비누 및 기타 세제 제조업 외 1 종",063-461-9500,063-461-9501,20,"액상세제, 섬유유연제"
군산국가산업단지,(주)아이에스테크,손승모,"전북특별자치도 군산시 동장산로 106-22 (소룡동, 아이에스테크)",30320,자동차 차체용 신품 부품 제조업 외 6 종,063-460-5834,063-468-2635,36,
군산2국가산업단지,(주)아이에스테크,손승모,전북특별자치도 군산시 산단남북로 84 (오식도동),30399,그 외 자동차용 신품 부품 제조업 외 6 종,063-460-5834,063-468-2635,17,
군산국가산업단지,(주)아이에스테크,손승모,"전북특별자치도 군산시 동장산1길 2 (소룡동, is테크(생산기술연구소))",30320,자동차 차체용 신품 부품 제조업 외 7 종,063-460-5821,063-468-2635,19,
군산국가산업단지,(주)아이에스테크,손승모,전북특별자치도 군산시 외항로 712 (소룡동),30320,자동차 차체용 신품 부품 제조업 외 2 종,063-460-5834,063-468-2635,90,
군산국가산업단지,(주)아이에스테크,손승모,"전북특별자치도 군산시 외항로 750 (소룡동, 아이에스테크)",30320,자동차 차체용 신품 부품 제조업 외 6 종,063-460-5834,063-468-2685,15,
군산국가산업단지,(주)아이엠텍,임재훈,전북특별자치도 군산시 자유로 241 (소룡동),25924,절삭가공 및 유사처리업,063-469-8585,,12,금속절단(판재류)
군산2국가산업단지,(주)아이제이테크,김시곤,전북특별자치도 군산시 산단동서로 268 (오식도동),30399,그 외 자동차용 신품 부품 제조업 외 3 종,063-462-9636,063-462-9637,5,자동차부품
개별입지,(주)아이테크원 군산공장,엄영범,전북특별자치도 군산시 서수면 서라로 108-8,29210,농업 및 임업용 기계 제조업,000-0000-0000,031-532-7185,2,농기계부품
군산2국가산업단지,(주)아이텍,한문성,전북특별자치도 군산시 오식도동 867-2번지,30399,그 외 자동차용 신품 부품 제조업 외 5 종,063-731-0033,063-731-0034,17,"Air Spring 등, 차체용 러버마운트"
군산2국가산업단지,(주)아트룩스,김선덕,전북특별자치도 군산시 중가도길 13(오식도동),33999,그 외 기타 달리 분류되지 않은 제품 제조업,063-731-2581,,2,디지털 프린팅 포토 패널
군산2국가산업단지,(주)알케이앤디메드,노민식,전북특별자치도 군산시 동가도길 55(오식도동) 외 1필지,25999,그 외 기타 분류 안된 금속 가공 제품 제조업,000-0000-0000,,5,환자이송리프트(금속가공)
군산2국가산업단지,(주)에너지원,이기성,전북특별자치도 군산시 가도로 149-17 (오식도동),29299,그 외 기타 특수목적용 기계 제조업,031-365-3077,031-356-3088,11,음식물 분쇄기 등
군산2국가산업단지,(주)에드벡트,이태환,"전북특별자치도 군산시 산단남북로 56, A동 102호(오식도동, 한국산업단지공단)",25113,육상 금속 골조 구조재 제조업,070-4169-1339,031-596-6290,9,강구조물
군산2국가산업단지,(주)에스디에이씨,문정우,"전북특별자치도 군산시 산단남북로 56(오식도동, 한국산업단지공단) 외 1필지",23995,탄소섬유 제조업 외 2 종,063-247-4721,063-247-4720,15,"탄소섬유, 부직포 펠트 및 응용제품"
군산2국가산업단지,(주)에스디에이씨,문정우,"전북특별자치도 군산시 산단남북로 56, A동 104호(오식도동)",23995,탄소섬유 제조업 외 2 종,063-471-0900,063-461-0909,5,"탄소섬유, 탄소 부직포, 펠트"
군산2국가산업단지,(주)에스비씨엔에스,이충우,전북특별자치도 군산시 군산산단로 14(오식도동),25113,육상 금속 골조 구조재 제조업 외 1 종,042-486-2801,042-486-2811,62,"강교, 철구조물 등"
군산서수농공단지,(주)에스씨엠금영,정동수,전북특별자치도 군산시 서수면 상장곤윗길 119,20499,그 외 기타 분류 안된 화학제품 제조업,063-451-8520,063-451-8522,5,콘크리트용 혼화제
군산2국가산업단지,(주)에스아이엔지니어링,김성일,전북특별자치도 군산시 동가도길 61 (오식도동),25113,육상 금속 골조 구조재 제조업 외 1 종,063-465-7718,063-465-7719,5,"금속탱크, 철구조물(H형강 등) 등"
군산국가산업단지,(주)에스앤피글로벌,손재호,전북특별자치도 군산시 산단로 134-16 (소룡동),20499,그 외 기타 분류 안된 화학제품 제조업 외 1 종,063-451-7777,063-468-8301,10,"콘크리트 혼화제, 화장품 보습제"
군산2국가산업단지,(주)에스에너지 ,"홍성민, 조효현",전북특별자치도 군산시 군산산단로 66(오식도동),28111,전동기 및 발전기 제조업,070-4339-7100,070-4339-7199,40,태양광 모튤
군산2국가산업단지,(주)에스에이치씨,한정순,전북특별자치도 군산시 동가도길 20-23(오식도동),25929,그 외 기타 금속가공업,063-468-9791,063-468-9891,20,
군산2국가산업단지,(주)에스에이케이 군산공장,장정익,전북특별자치도 군산시 외항로 1117(오식도동),23999,그 외 기타 분류 안된 비금속 광물제품 제조업,02-739-7691,02-739-7690,12,"규사, 석회석"
군산2국가산업단지,(주)에스와이훠징,이용선,전북특별자치도 군산시 동가도길 89 (오식도동),25912,금속 단조제품 제조업 외 3 종,063-471-9710,042-931-0476,12,"자동차 및 농기계 부품, 자동차 부품, 철도차량 부품"
