연번,시군,회사명,공장대표주소(도로명),전화번호,주생산품
1551,청주시,KS케미칼,"충청북도 청주시 흥덕구 송정동 279-5번지 세중테크노밸리 9층 913호, B110호",043-260-9795,화학약품(첨가제)
1552,청주시,KW무인시스템,충청북도 청주시흥덕구 송정동 279-5 번지 1동 6층 614호,043-277-8880,키오스크 자판기
1553,청주시,K-테크,충청북도 청주시 청원구 북이면 대율리 66-6번지,043-212-1284,스팀수축터널포장기계
1554,청주시,LG이노텍(주) ,충청북도 청주시흥덕구 향정동 50번지,043-279-1104,PCB
1555,청주시,LH산업기계,충청북도 청주시 흥덕구 강내면 태성리 94번지,043-236-5371,"철골 구조물, 원료 저장소, 이송배관"
1556,청주시,M.K산업,충청북도 청주시 청원구 북이면 장양리 395번지 외 1필지,,하이샷시프로파일(프라스틱창호재)
1557,청주시,MaDen Tech,충청북도 청주시 청원구 오창읍 원리 203번지 외 1필지,043-215-1995,"산업기계, 자동화기계"
1558,청주시,MS테크,충청북도 청주시흥덕구 송정동 27-18번지,,자동화 장비 부품
1559,청주시,NR,충청북도 청주시 서원구 남이면 척산리 244번지,043-213-4067,전기판넬
1560,청주시,NS벤딩,충청북도 청주시 청원구 북이면 장재리 225번지 외 1필지,043-271-5028,특정제품 및 조립용 부분품
1561,청주시,PGP(주),충청북도 청주시 상당구 미원면 중리 22번지,043-283-1430,건축용 플라스틱재질 거푸집
1562,청주시,PRS(피알에스),충청북도 청주시 흥덕구 송정동 70-73 1동 10층 1031호,,반도체 제조용 기계
1563,청주시,S.T정밀,충청북도 청주시 흥덕구 서촌동 95-5,,반도체 장비 및 부품
1564,청주시,SK머티리얼즈 에어플러스(주),충청북도 청주시 흥덕구 외북동 310번지 외 1필지,043-903-8993,"산소,질소,알곤"
1565,청주시,SK하이닉스 주식회사,충청북도 청주시 흥덕구 외북동 0번지 청주테크노폴리스 F2-1블럭 외 4필지,043-907-4623,DRAM. NAND Flash
1566,청주시,SM Engineering,충청북도 청주시 흥덕구 송정동 279-5번지,043-237-2825,자동화패널
1567,청주시,SM Engineering 2공장,충청북도 청주시 흥덕구 복대동 100-5 1동 지상1층 130호,043-237-2825,배전반 등
1568,청주시,S정밀,충청북도 청주시 흥덕구 송정동 27-18번지 한국합섬주식회사제2공장,,지그
1569,청주시,TEL정보통신,충청북도 청주시 흥덕구 봉명동 2356,043-268-2020,"초음파 치료기의 중간단계 부품(COOLTONE, TALENT, 핸드피스 등)"
1570,청주시,THE LASER(더레이져),충청북도 청주시 청원구 북이면 내둔리 208-7,043-267-6004,"금속가공품, 용접품"
1571,청주시,TS텍,충청북도 청주시 흥덕구 봉명동 2428 TS텍,043-231-0458,"인쇄회로기판 자동화라인 부품, 산업용 열식 건조기 및 금속표면처리용 기기"
1572,청주시,WISE RUBBER SOLUTION,충청북도 청주시 청원구 오창읍 괴정리 664-1번지,043-236-7500,오링(O링)
1573,청주시,가교안전산업,충청북도 청주시 청원구 사천동 147-1번지,043-218-7400,기계부품가공
1574,청주시,가람산업,충청북도 청주시 청원구 북이면 용계리 684번지,043-211-5544,용접용 면
1575,청주시,가성파렛트,충청북도 청주시 청원구 북이면 대길리 1-1,,목재파렛트
1576,청주시,가야푸드,충청북도 청주시 서원구 남이면 대련리 84,,"고춧가루, 냉면육수,도시락 및 식사용 조리식품 제조업"
1577,청주시,가온반도체,충청북도 청주시 흥덕구 신성동 산 9-8번지 1층,043-237-0982,"나사가공,PIN, BLOCK 등"
1578,청주시,가온카라반,충청북도 청주시 흥덕구 신전동 321-12,043-238-6007,"카라반, 모터홈"
1579,청주시,가인기업,충청북도 청주시 청원구 오동동 177-2번지,043-214-7500,"금속문,창,셔터"
1580,청주시,가포기전,충청북도 청주시 상당구 남주동 595-23번지,,배전반
1581,청주시,강남제재소,충청북도 청주시 흥덕구 강내면 저산리 170-3번지,043-232-7477,"각재, 판재"
1582,청주시,강서건축개발,충청북도 청주시 흥덕구 옥산면 신촌리 71-1번지,,"플라스틱 창틀,창문"
1583,청주시,강서기공,충청북도 청주시 흥덕구 복대동 100-5번지 외 2필지,043-267-7270,기계부품
1584,청주시,강우이엔지(주),충청북도 청주시 청원구 오창읍 괴정리 528,070-8876-0962,컨테이너
1585,청주시,강평기업,충청북도 청주시 청원구 내수읍 은곡리 24번지,,"형강류 가공제품,철강구조물"
1586,청주시,거성ENG,충청북도 청주시 청원구 사천동 143-3번지,043-218-9900,특수목적용부품및기계제작
1587,청주시,거성산업(주),충청북도 청주시 서원구 장암동 178,043-293-8348,창틀
1588,청주시,건설유리,충청북도 청주시 서원구 죽림동 132-11번지,043-298-3334,"샤시,유리"
1589,청주시,건우산업,충청북도 청주시 청원구 북이면 대율리 161-0,070-4119-4131,금속 미철금속 면삭기
1590,청주시,경림산업,충청북도 청주시 흥덕구 지동동 529-1번지,043-224-6777,"AL칼라함석, STS제작"
1591,청주시,경보테크,충청북도 청주시 흥덕구 휴암동 431-1번지,043-233-8039,기계부품
1592,청주시,경안목재산업,충청북도 청주시 서원구 현도면 우록리 512번지,043-269-1728,"목재빠렛트,유아용목재교구블록"
1593,청주시,경양테크,충청북도 청주시 흥덕구 송정동 279-5번지,043-235-6598,자동화패널
1594,청주시,경운전기,충청북도 청주시 흥덕구 복대동 490번지 산업용재유통상가 3단지 12호,043-234-5777,수배전반
1595,청주시,경원목공기업,충청북도 청주시 상당구 가덕면 인차리 177-1번지,043-298-2376,"창호, 문틀, 문짝"
1596,청주시,경원세기엔지니어링(주),충청북도 청주시 청원구 북이면 금암리 290-2번지 외 2필지,043-211-3390,"냉동기,공기조화기,크린룸관련기기,열교환기"
1597,청주시,경인(주),충청북도 청주시 청원구 오창읍 여천리 188-1번지,,의료기기 부품
1598,청주시,경인산업,충청북도 청주시 청원구 내수읍 국동리 160-1,,"공장행거도어, 스윙도어, 엔드캡엔크로샤 등"
1599,청주시,경인화공 청주사업장,충청북도 청주시 청원구 우암동 374-9번지,043-256-2138,"청관제,종균제,배관보호제,냉각소독제"
1600,청주시,경주페이퍼,충청북도 청주시 흥덕구 옥산면 호죽리 194-2번지 외 1필지,043-237-2662,"포장지,복사지"
1601,청주시,계명상사,충청북도 청주시 서원구 현도면 중삼리 233-0번지 외 1필지,043-260-1214,인조대리석가공
1602,청주시,고려리프트,충청북도 청주시 서원구 현도면 선동리 90-1번지,043-264-4200,특장차
1603,청주시,고려스틸산업(주),충청북도 청주시 청원구 북이면 내둔리 83-1번지 외 1필지,043-214-5336,철골조립구조재(건축용)
1604,청주시,고려시스템퍼니쳐,충청북도 청주시 서원구 남이면 가좌리 93-12,,"주방가구, 사무용가구"
1605,청주시,고려원(주)농업회사법인,충청북도 청주시 상당구 가덕면 병암리 167-1 외 3필지,,"탁주, 약주"
1606,청주시,고려테크,충청북도 청주시 서원구 미평동 66-8,043-291-8821,"사무용 가구,의자"
1607,청주시,고은산업,충청북도 청주시 서원구 남이면 양촌리 102-1번지,043-295-4560,금속제창문
1608,청주시,고은소재(GOEUN MATERIALS) ,충청북도 청주시 흥덕구 송정동 279-5번지,043-211-8466,자석관련응용기기
1609,청주시,곡물명가 주식회사,충청북도 청주시 흥덕구 오송읍 쌍청리 497-18,,"가마솥쌀눈쌀현미누룽지, 한끼쌀눈스낵, 곡물이야기가마솥누룽지"
1610,청주시,골드산업,충청북도 청주시 흥덕구 수의동 38-8,043-283-6110,금속창호
1611,청주시,골드지,충청북도 청주시 청원구 북이면 대율리 491,,금은박지상자
1612,청주시,공단산업,충청북도 청주시 흥덕구 신성동 169-7,,"플라스틱 창틀, 창문"
1613,청주시,공단천막 기업,충청북도 청주시 청원구 오창읍 기암리 산3-18,043-234-7866,천막
1614,청주시,공용수문테크 주식회사,충청북도 청주시 청원구 내수읍 도원리 산 21-1번지,043-211-2588,자동수문(가동보)
1615,청주시,공작소 나무누리,충청북도 청주시 흥덕구 복대동 100-5 305호 305호,,"목재가구, 생활목재 제품"
1616,청주시,광고기획대교,충청북도 청주시 상당구 서문동 198-22번지,043-223-1443,간판
1617,청주시,광동헬스바이오(주),충청북도 청주시 청원구 오창읍 송대리 319-11번지,043-211-1056,"기능성식품, 화장품, 기타식료품"
1618,청주시,광동헬스바이오(주),충청북도 청주시 청원구 오창읍 송대리 316-12번지,043-211-1056,건강기능식품 등
1619,청주시,광림탑차,충청북도 청주시 서원구 현도면 죽전리 360-2번지,,특장차 및 특장차 부품
1620,청주시,광명산업,충청북도 청주시 서원구 남이면 척산리 38-1번지,043-269-2466,PS재생원료
1621,청주시,광명엔지니어링,충청북도 청주시 청원구 오창읍 농소리 10-1 외 1필지,043-212-6381,"분말건조기,분말혼합기,산업기계"
1622,청주시,광명이엔지,충청북도 청주시 청원구 오창읍 성재리 112-1 주2동,,기계배관 및 배관 SUPPROT제품
1623,청주시,광명테크,충청북도 청주시 청원구 주중동 447-3,043-276-6665,"리프트대차, 3단대차, 금형대차, 에어척(메카척), Half cell 매거진"
1624,청주시,광복영농조합법인,충청북도 청주시 청원구 내수읍 학평리 264-1 외 4필지,043-218-3388,쌀
1625,청주시,광복영농조합법인,충청북도 청주시 청원구 내수읍 학평리 16-1 외 7필지,043-218-3388,포장쌀
1626,청주시,광성계전,충청북도 청주시 흥덕구 서촌동 120번지,043-234-2231,수배전반및분전반
1627,청주시,광성탱크,충청북도 청주시 서원구 현도면 중삼리 287 외 1필지 외 1필지,,가정용보일러탱크
1628,청주시,광성테크,충청북도 청주시 서원구 남이면 가좌리 106-27,,안전팬스
1629,청주시,광신철강산업(주),충청북도 청주시 서원구 현도면 우록리 258번지,043-265-9922,철근가공품
1630,청주시,광일케미스틸(주),충청북도 청주시 청원구 북이면 대율리 372-1번지 외 2필지,043-212-0178,"이중보온관,스팀관,보온관이형관,이중보온관이음"
1631,청주시,구룡산업,충청북도 청주시 청원구 북이면 현암리 342-9,043-260-9008,H빔
1632,청주시,국도인쇄사,충청북도 청주시 서원구 모충동 433-8번지,043-267-6682,"책자, 논문, 일반서적, 청첩장"
1633,청주시,국보산업,충청북도 청주시 청원구 북이면 현암리 66번지 외 6필지,,선박용전선
1634,청주시,국보전선(주),충청북도 청주시 청원구 북이면 현암리 90 외 8필지,043-213-1130,목재드럼
1635,청주시,국제산전(주),충청북도 청주시 청원구 북이면 석성리 410-1번지 외 8필지,043-212-7791,"수배전반완제품(도장표면처리), 초고압차단기 탱크"
1636,청주시,국제산전(주)제2공장,충청북도 청주시 청원구 북이면 석성리 464-1번지 외 2필지,043-212-7791,수배전반완제품
1637,청주시,국제정밀엔지니어링,충청북도 청주시 청원구 오창읍 신평리 634-2,043-212-4183,카크레인 부품(구조물)
1638,청주시,국제제과(주),충청북도 청주시 청원구 오창읍 각리 644-3번지 외 1필지,043-218-5551,"설탕과자류, 혼합음료"
1639,청주시,그리는푸드,충청북도 청주시 흥덕구 동막동 471-1번지,043-232-8841,조미김
1640,청주시,그리니지(주),충청북도 청주시 흥덕구 송정동 70-73 직지스마트타워 1동 B1층 B107호,043-217-9227,화장품 원료
1641,청주시,그린기계,충청북도 청주시 청원구 오창읍 복현리 250번지,043-215-0051,"믹서, 탱크, 콘베어"
1642,청주시,그린식품(주),충청북도 청주시 청원구 북이면 용계리 584-5번지 외 4필지,043-211-2677,"땅콩분말,아몬드분말"
1643,청주시,그린에코텍,충청북도 청주시 흥덕구 송정동 27-14번지,043-237-7033,"흙먼지털이기, 세면기, 세족장"
1644,청주시,그린타올공장,충청북도 청주시 흥덕구 강내면 태성리 41-3번지,,타올
1645,청주시,그린테크,충청북도 청주시 청원구 오창읍 농소리 74-0,043-215-2315,"반도체 유리, 렌즈"
1646,청주시,그린트위드코리아(주),충청북도 청주시 청원구 오창읍 각리 653-13,031-280-7600,O-ring
1647,청주시,그린포장,충청북도 청주시 청원구 오창읍 여천리 215번지 외 3필지,043-217-6672,포장지
1648,청주시,그린피아,충청북도 청주시 청원구 오창읍 중신리 246-2,043-288-2008,"수처리기기(R/O system, 자외선 살균장치)"
1649,청주시,그린하우스,충청북도 청주시 청원구 북이면 대율리 247-3번지,,냉동가공육
1650,청주시,극동와이어,충청북도 청주시 청원구 북이면 금암리 225-0번지,043-212-8008,선박용전선
1651,청주시,근화,충청북도 청주시 흥덕구 송절동 68-5번지,043-214-9520,플라스틱제품 제조업
1652,청주시,금강그린(주),충청북도 청주시 흥덕구 강내면 황탄리 153 금강그린공장주2동,043-237-5788,"목재보존처리제, 천연수지 등"
1653,청주시,금강상사,충청북도 청주시 청원구 사천동 160-16번지,043-258-4242,방진가대
1654,청주시,금강에스엠씨,충청북도 청주시 서원구 현도면 중삼리 236-4번지,043-260-2735,주물용 압탕슬리스
1655,청주시,금강와이어,충청북도 청주시 흥덕구 송정동 248-16번지,043-273-8915,다이아몬드공구부품
1656,청주시,금강이엔지(주),충청북도 청주시 상당구 가덕면 병암리 53-1번지,043-285-6792,"염소투입기,지하수상부보호공"
1657,청주시,금강철강,충청북도 청주시 청원구 오동동 186-16,,환봉 가공품
1658,청주시,금강테크(주),충청북도 청주시 청원구 북이면 석성리 335-2,043-216-3901,"워터펌프,자동그리스펌프"
1659,청주시,금강테크(주),충청북도 청주시 흥덕구 옥산면 오산리 593-3,043-216-3901,워터펌프
1660,청주시,금성네트(주),충청북도 청주시 청원구 오창읍 성산리 69-2번지 외 3필지,043-532-7647,레미콘
