연번,업체명,업종구분,산업분류코드,소재지,전화번호,팩스번호,고용인원 수,데이터기준일자
775,(주)원스톤,금속선 가공제품 제조업 외 1 종,25944,충청북도 음성군 생극면 오신로445번길 27,041-331-0106,02-2617-0185,2,2025-08-31
776,(주)원우,천연 및 혼합조제 조미료 제조업 외 8 종,10832,충청북도 음성군 금왕읍 각회리 67,043-877-1472,043-877-1470,25,2025-08-31
777,(주)원우산업,육상 금속 골조 구조재 제조업,25113,충청북도 음성군 대소면 부윤리 21-7 외 6필지,043-218-3926,,10,2025-08-31
778,(주)원원,표면처리 및 적층 직물 제조업,13994,충청북도 음성군 맹동면 대동로 41-53,043-882-2202,043-882-2204,9,2025-08-31
779,(주)원일에프앤에프,떡류 제조업 외 9 종,10601,충청북도 음성군 대소면 대물로 70-13,043-927-0951,043-927-0999,10,2025-08-31
780,(주)원탑엔지니어링,그 외 기타 금속가공업,25929,충청북도 음성군 생극면 오신로 134,031-366-9071,031-366-9072,4,2025-08-31
781,(주)원테크,"적층, 합성 및 특수표면처리 종이 제조업 외 1 종",17904,충청북도 음성군 삼성면 덕호로 453-123 외 2필지,043-881-5005,043-881-5007,10,2025-08-31
782,(주)원풍씨엔에스,구조용 금속 판제품 및 공작물 제조업,25112,충청북도 음성군 원남면 원남산단로 274-21,02-3662-8882,02-3661-7115,4,2025-08-31
783,(주)원플러스원,기타 과실ㆍ채소 가공 및 저장 처리업 외 4 종,10309,충청북도 음성군 맹동면 맹동산단로 38-23,043-878-1221,043-878-4004,36,2025-08-31
784,(주)월드에스티,육상 금속 골조 구조재 제조업 외 1 종,25113,충청북도 음성군 삼성면 대성로380번길 170-14 외 3필지,043-883-4339,043-883-4331,41,2025-08-31
785,(주)월드엠에스,곡물 혼합분말 및 반죽 제조업 외 1 종,10513,충청북도 음성군 금왕읍 행제길 101-38,043-883-1527,043-882-6841,13,2025-08-31
786,(주)월인텍,그 외 기타 분류 안된 비금속 광물제품 제조업 외 1 종,23999,충청북도 음성군 삼성면 대성로547번길 111-32,,,0,2025-08-31
787,(주)월텍,콘크리트 관 및 기타 구조용 콘크리트 제품 제조업 외 1 종,23325,충청북도 음성군 삼성면 청용로 304 외 1필지,043-883-0293,043-883-0295,15,2025-08-31
788,(주)웰크론,부직포 및 펠트 제조업 외 6 종,13992,충청북도 음성군 삼성면 청용로 383,043-879-8852,043-879-8859,32,2025-08-31
789,(주)웰팜,기타 과실ㆍ채소 가공 및 저장 처리업 외 2 종,10309,충청북도 음성군 금왕읍 금일로546번길 87 외 6필지,043-881-3312,043-881-3316,51,2025-08-31
790,(주)위트런,석회 및 플라스터 제조업,23312,충청북도 음성군 삼성면 용성로 113 외 1필지,043-835-8711,,0,2025-08-31
791,(주)윈앤윈우드,기타 건축용 나무제품 제조업 외 2 종,16229,충청북도 음성군 금왕읍 초금로 691 외 3필지,043-882-8194,043-882-8198,27,2025-08-31
792,(주)윈텍,플라스틱 접착처리 제품 제조업 외 1 종,22291,충청북도 음성군 생극면 신덕로 35-32,043-881-6100,043-881-6644,25,2025-08-31
793,(주)윈텍(제2공장),플라스틱 접착처리 제품 제조업 외 1 종,22291,충청북도 음성군 생극면 신덕로 35-34,043-881-6100,043-881-6644,30,2025-08-31
794,(주)윈프로,"플라스틱 선, 봉, 관 및 호스 제조업",22211,충청북도 음성군 금왕읍 생삼로 581-17,043-882-1400,043-910-0198,10,2025-08-31
795,(주)윈플러스,커튼 및 유사제품 제조업 외 2 종,13223,충청북도 음성군 삼성면 청용로262번길 60,043-883-4761,043-883-4766,52,2025-08-31
796,(주)윈하이텍,육상 금속 골조 구조재 제조업 외 3 종,25113,충청북도 음성군 삼성면 하이텍산단로 99 (삼성면) 외 1필지,043-883-0048,043-883-0049,97,2025-08-31
797,(주)윈하이텍(제2공장),육상 금속 골조 구조재 제조업 외 1 종,25113,충청북도 음성군 삼성면 상곡리 783,043-883-0048,043-883-0049,12,2025-08-31
798,(주)유너스,포장용 플라스틱 성형용기 제조업,22232,충청북도 음성군 대소면 대물로 75-46 외 2필지,043-873-2592,,6,2025-08-31
799,(주)유니솔,합성수지 및 기타 플라스틱 물질 제조업 외 2 종,20202,충청북도 음성군 대소면 초금로71번길 56-28,031-349-7200,031-349-7201,10,2025-08-31
800,(주)유니캠,그 외 기타 분류 안된 화학제품 제조업 외 1 종,20499,충청북도 음성군 금왕읍 오선산단로 69,043-878-7988,043-878-7998,5,2025-08-31
801,(주)유니포스,일반용 도료 및 관련제품 제조업,20411,충청북도 음성군 금왕읍 성본산단1로 197,031-414-2314,031-414-2316,10,2025-08-31
802,(주)유라에프에스,육류 기타 가공 및 저장처리업 (가금류 제외) 외 2 종,10129,충청북도 음성군 대소면 대동로692번길 178 외 1필지,043-883-7790,043-883-7790,13,2025-08-31
803,(주)유로폼텍,육상 금속 골조 구조재 제조업,25113,충청북도 음성군 금왕읍 보습길 76-15,043-883-9979,043-883-9970,7,2025-08-31
804,(주)유리온,안전유리 제조업 외 1 종,23112,충청북도 음성군 금왕읍 유촌리 230번지,,,6,2025-08-31
805,(주)유림,문구용 종이제품 제조업 외 1 종,17901,충청북도 음성군 삼성면 대청로 305-6 외 2필지,043-878-8813,043-878-8817,23,2025-08-31
806,(주)유림양행,치과기공물 제조업 외 2 종,27192,충청북도 음성군 삼성면 금일로 1089-17 (양덕리 828-10),043-883-3903,043-883-3906,13,2025-08-31
807,(주)유림양행 제2공장,치과기공물 제조업 외 2 종,27192,충청북도 음성군 삼성면 금일로 1089-17 (양덕리 828-13),043-883-3903,043-883-3906,5,2025-08-31
808,(주)유림양행 제3공장,그 외 기타 분류 안된 섬유제품 제조업,13999,충청북도 음성군 삼성면 금일로 1089-17 (양덕리 828-4),043-883-3903,043-883-3906,5,2025-08-31
809,(주)유림철강,육상 금속 골조 구조재 제조업 외 2 종,25113,충청북도 음성군 대소면 삼양로352번길 89-36,,,5,2025-08-31
810,(주)유명,기타 절연선 및 케이블 제조업,28302,충청북도 음성군 대소면 멍심이길 34 외 1필지,043-882-0670,043-883-0670,12,2025-08-31
811,(주)유스플라텍,포장용 플라스틱 성형용기 제조업,22232,충청북도 음성군 상우길 221 (감곡면),043-877-1469,043-878-1469,7,2025-08-31
812,(주)유앤미,위생용 종이제품 제조업,17902,충청북도 음성군 금왕읍 초금로 487 외 2필지,043-881-6325,043-881-6325,6,2025-08-31
813,(주)유어바디,기타 식품 첨가물 제조업,10839,충청북도 음성군 소이면 갑산로 107-47 외 1필지,031-282-9199,031-282-6399,3,2025-08-31
814,(주)유원,금속탱크 및 저장용기 제조업 외 8 종,25122,충청북도 음성군 금왕읍 금일로 319-2 외 2필지,043-877-5104,043-883-4042,41,2025-08-31
815,(주)유웰,화학 살균.살충제 및 농업용 약제 제조업 외 5 종,20321,충청북도 음성군 감곡면 영산로 369,032-832-5600,032-819-7321,5,2025-08-31
816,(주)유유이엔지,건설 및 채광용 기계장비 제조업,29241,충청북도 음성군 금왕읍 진성로 1693 외 1필지,043-750-7455,,4,2025-08-31
817,(주)유진미향,기타 식품 첨가물 제조업,10839,충청북도 음성군 맹동면 덕금로 38 ((주)유진미향) 외 1필지,043-877-4212,,8,2025-08-31
818,(주)유진창호시스템,플라스틱 창호 제조업,22223,충청북도 음성군 대소면 한삼로 150-31,043-877-6980,043-877-6970,28,2025-08-31
819,(주)유진푸드,천연 및 혼합조제 조미료 제조업 외 2 종,10832,충청북도 음성군 대소면 대소산단로 99 외 2필지,043-877-5752,043-877-5753,6,2025-08-31
820,(주)유테크,기타 목재가구 제조업,32029,충청북도 음성군 감곡면 가곡로 478-54,043-881-2365,043-881-2366,8,2025-08-31
821,(주)윤성게이트,철도차량 부품 및 관련 장치물 제조업 외 1 종,31202,충청북도 음성군 금왕읍 유촌로 168-4,043-877-3215,043-877-3216,8,2025-08-31
822,(주)윤오컴퍼니,포장용 플라스틱 성형용기 제조업 외 1 종,22232,충청북도 음성군 삼성면 삼양로352번길 72 외 2필지,043-877-8919,043-877-8920,0,2025-08-31
823,(주)융성,도장 및 기타 피막처리업,25923,충청북도 음성군 맹동면 덕금로87번길 125,043-882-1536,,6,2025-08-31
824,(주)은성폴리텍,플라스틱 필름 제조업 외 1 종,22212,"충청북도 음성군 삼성면 금일로 648-52, (주)은성폴리텍",043-883-0002,043-883-0036,26,2025-08-31
825,(주)은성피앤에프,기타 인쇄업,18119,충청북도 음성군 금왕읍 금왕테크노2길 10,043-883-4450,043-883-4451,8,2025-08-31
826,(주)은세,플라스틱 필름 제조업 외 1 종,22212,충청북도 음성군 음성읍 충청대로 1620-27,,,15,2025-08-31
827,(주)음성철강,그 외 기타 금속가공업,25929,충청북도 음성군 삼성면 천평리 3-14  외 5필지,043-881-8754,,22,2025-08-31
828,(주)이가자연면,"면류, 마카로니 및 유사식품 제조업 외 8 종",10820,충청북도 음성군 맹동면 맹동산단로 38-3,043-881-8395,043-882-7200,95,2025-08-31
829,(주)이너웍스,건설용 석제품 제조업,23911,충청북도 음성군 금왕읍 생삼로 577 외 1필지,,031-798-6081,1,2025-08-31
830,(주)이노웨이브,광섬유 케이블 제조업,28301,충청북도 음성군 대소면 내산길97번길 21,043-881-9111,043-881-9112,22,2025-08-31
831,(주)이노텍코리아,그 외 기타 1차 철강 제조업,24199,충청북도 음성군 금왕읍 호산리 681-6,043-882-9727,043-883-9727,9,2025-08-31
832,(주)이노텍코리아 삼성공장,그 외 기타 1차 철강 제조업,24199,충청북도 음성군 삼성면 금일로 679-57,043-882-9727,043-883-9727,2,2025-08-31
833,(주)이도산업,유기질 비료 및 상토 제조업,20313,충청북도 음성군 삼성면 덕호로 568-19 외 2필지,,,5,2025-08-31
834,(주)이레기업,기타 인쇄업 외 1 종,18119,충청북도 음성군 삼성면 금일로 679-9,043-877-2303,,30,2025-08-31
835,(주)이렘 음성공장,구조용 금속 판제품 및 공작물 제조업 외 2 종,25112,충청북도 음성군 대소면 대금로 675 외 15필지,043-882-7893,043-882-7898,67,2025-08-31
836,(주)이룸이엔지,육상 금속 골조 구조재 제조업,25113,충청북도 음성군 대소면 대금로511번길 134 외 1필지,041-335-7415,041-335-7416,15,2025-08-31
837,(주)이룸켐앤텍,계면활성제 제조업 외 5 종,20421,충청북도 음성군 금왕읍 유촌산단로 46,043-750-7926,043-750-7927,6,2025-08-31
838,(주)이룸홍투,압축 및 액화 가스용기 제조업,25123,충청북도 음성군 금왕읍 유촌리 354-1,032-515-2840,070-4275-1850,5,2025-08-31
839,(주)이목원,가금류 가공 및 저장 처리업 외 5 종,10121,충청북도 음성군 삼성면 하이텍산단로 127,043-883-7051,031-672-8552,10,2025-08-31
840,(주)이뮨바이오,반려동물용 사료 제조업 외 2 종,10901,충청북도 음성군 생극면 일생로 581,043-882-6930,043-882-6933,12,2025-08-31
841,(주)이스턴산업,화학섬유직물 직조업,13213,충청북도 음성군 감곡면 상우리 518-1,070-8808-5092,043-883-5092,10,2025-08-31
842,(주)이에스켐,일반용 도료 및 관련제품 제조업,20411,충청북도 음성군 대소면 내산길97번길 22 외 2필지,043-877-1317,043-877-1318,7,2025-08-31
843,(주)이엘씨,기타 기초 무기 화학물질 제조업,20129,충청북도 음성군 감곡면 가곡로469번길 33 외 1필지,02-839-3939,,5,2025-08-31
844,(주)이엘일렉트릭,"동 압연, 압출 및 연신제품 제조업 외 4 종",24221,충청북도 음성군 삼성면 금율로 349-23 외 9필지,043-533-6888,043-533-6889,15,2025-08-31
845,(주)이엠,플라스틱 시트 및 판 제조업 외 1 종,22213,충청북도 음성군 금왕읍 금일로 461-16 외 1필지,043-881-0656,043-881-0052,10,2025-08-31
846,(주)이영플랜트,육상 금속 골조 구조재 제조업 외 1 종,25113,충청북도 음성군 소이면 소이로 313,031-715-2026,031-715-2028,12,2025-08-31
847,(주)이웅,그 외 기타 분류 안된 금속 가공 제품 제조업,25999,충청북도 음성군 생극면 병암리 84-6,043-882-0472,,11,2025-08-31
848,(주)이일코리아,그 외 기타 종이 및 판지 제품 제조업 외 1 종,17909,충청북도 음성군 삼성면 대청로 195,043-882-8822,043-882-8811,39,2025-08-31
849,(주)이지,기타 건축용 플라스틱 조립제품 제조업,22229,충청북도 음성군 대소면 대금로105번길 51,043-5882-8815,043-882-8816,10,2025-08-31
850,(주)이지텍,그 외 기타 1차 철강 제조업,24199,충청북도 음성군 금왕읍 초금로 749-10 외 3필지,043-877-7773,043-877-7780,38,2025-08-31
851,(주)이천택,속도계 및 적산계기 제조업,27214,"충청북도 음성군 음성읍 한불로69번길 12-5, 음성농공단지",043-873-0606,,7,2025-08-31
852,(주)이큐브,"플라스틱 적층, 도포 및 기타 표면처리 제품 제조업",22292,"충청북도 음성군 금왕읍 멍심이길 179, (나동, 다동) 외 2필지",,031-769-6388,6,2025-08-31
853,(주)이플,일반 제재업,16101,충청북도 음성군 감곡면 상우길 32-1 외 9필지,043-750-8825,043-750-8826,8,2025-08-31
854,(주)이한켐앤비즈,합성수지 및 기타 플라스틱 물질 제조업,20202,충청북도 음성군 생극면 생극산단1길 80,031-8057-2101,031-8057-2102,4,2025-08-31
855,(주)이화교역,그 외 기타 분류 안된 화학제품 제조업 외 3 종,20499,충청북도 음성군 삼성면 하이텍산단로 82-8,043-882-5125,043-878-1635,34,2025-08-31
856,(주)익성,플라스틱 필름 제조업 외 4 종,22212,충청북도 음성군 삼성면 금일로 714 (삼성면) 외 13필지,043-881-2724,043-881-2718,101,2025-08-31
857,(주)익성 제2공장,부직포 및 펠트 제조업,13992,충청북도 음성군 생극면 임곡길 312,043-881-2724,043-883-2718,15,2025-08-31
858,(주)익성산업,플라스틱 필름 제조업 외 1 종,22212,충청북도 음성군 원남면 상경로 324-5 외 1필지,043-872-4381,043-872-4383,5,2025-08-31
859,(주)인산,연마재 제조업,23992,충청북도 음성군 금왕읍 무극로 153-11,043-877-8562,043-877-8565,20,2025-08-31
860,(주)인우,설치용 및 위생용 플라스틱제품 제조업 외 4 종,22222,충청북도 음성군 금왕읍 금일로371번길 33-8,043-883-1597,,5,2025-08-31
861,(주)인켈티이씨,구조용 금속 판제품 및 공작물 제조업 외 1 종,25112,충청북도 음성군 음성읍 충청대로 1577-16 외 3필지,043-873-5575,043-873-5576,5,2025-08-31
862,(주)인터뉴젠,그 외 기타 플라스틱 제품 제조업,22299,충청북도 음성군 대소면 대동로537번길 102,043-570-5780,0504-045-5911,0,2025-08-31
863,(주)인터벡,디스플레이 제조용 기계 제조업,29272,충청북도 음성군 삼성면 천평길104번길 35,043-882-0382,050-5044-0382,5,2025-08-31
864,(주)인텍 음성공장,육상 금속 골조 구조재 제조업 외 2 종,25113,충청북도 음성군 원남면 원소로 254 외 1필지,043-883-3950,043-883-3952,15,2025-08-31
865,(주)일강이엔아이,구조용 금속 판제품 및 공작물 제조업 외 2 종,25112,충청북도 음성군 대소면 대금로 99 외 4필지,02-547-3311,02-539-5920,35,2025-08-31
866,(주)일동엘앤비,위생용 종이제품 제조업 외 1 종,17902,충청북도 음성군 생극면 생삼로104번길 67-11,043-882-9394,043-877-9492,20,2025-08-31
867,(주)일리식품,천연 및 혼합조제 조미료 제조업,10832,충청북도 음성군 삼성면 덕호로415번길 33-88 외 1필지,031-643-8530,031-643-8529,2,2025-08-31
868,(주)일삼,"염료, 조제 무기안료, 유연제 및 기타 착색제 제조업 외 3 종",20132,충청북도 음성군 삼성면 하이텍산단로 69,043-878-6525,,10,2025-08-31
869,(주)일승이엔씨,육상 금속 골조 구조재 제조업 외 1 종,25113,충청북도 음성군 삼성면 대청로 104,043-883-7767,043-883-7768,8,2025-08-31
870,(주)일월,가정용 전기 난방기기 제조업 외 1 종,28512,충청북도 음성군 대소면 대금로 48,043-533-0882,043-535-0882,18,2025-08-31
871,(주)일월아이엔티,기타 직물제품 제조업,13229,충청북도 음성군 대소면 대금로 6-77 외 7필지,043-533-0882,043-535-0882,3,2025-08-31
