시도,시군구,회사명,공장구분,전화번호,생산품,업종명,공장대표주소(도로명)
충청남도,천안시 서북구,(주)신우텍,개별입지,031-754-2885,반도체조기계부품+절삭기계부품,전자 응용 절삭기계 제조업 외 1 종,충청남도 천안시 서북구 입장면 유리 11-10 외 2필지
충청남도,천안시 동남구,(주)신원환경기술,개별입지,041-561-0821,소각플랜트설비,일반철물 제조업 외 2 종,충청남도 천안시 동남구 동면 충절로 2754
충청남도,천안시 동남구,(주)신일수출포장,개별입지,041-581-8433,종이상자,기타 종이 상자 및 용기 제조업,충청남도 천안시 동남구 성남면 대흥1길 173-55
충청남도,천안시 서북구,(주)신창,계획입지,041-583-9995,게측기부품,기기용 자동측정 및 제어장치 제조업,충청남도 천안시 서북구 직산읍 마정리 518번지
충청남도,천안시 서북구,(주)신태양,개별입지,041-585-9571,자동차부품,자동차 엔진용 신품 부품 제조업 외 4 종,충청남도 천안시 서북구 직산읍 성진로 154-23 외 1필지
충청남도,천안시 서북구,(주)신한테크,개별입지,041-589-8615,자동차 엔진용부품,자동차 엔진용 신품 부품 제조업 외 1 종,충청남도 천안시 서북구 입장면 홍천리 35-3번지
충청남도,천안시 서북구,(주)신한프랜트엔지니어링,계획입지,031-488-8001,제습기,가정용 및 산업용 공기 조화장치 제조업 외 1 종,충청남도 천안시 서북구 직산읍 신갈리 258번지
충청남도,천안시 서북구,(주)신현대,개별입지,041-562-6625,골판지상자,골판지 제조업 외 1 종,충청남도 천안시 서북구 직산읍 4산단3로 36-20
충청남도,천안시 동남구,(주)신호에스앤피,개별입지,,샌드위치판넬(벽체용및지붕용),구조용 금속 판제품 및 공작물 제조업,충청남도 천안시 동남구 성남면 신사운전길 111
충청남도,천안시 서북구,(주)신호콘크리트,개별입지,041-583-3065,벽돌,"콘크리트 타일, 기와, 벽돌 및 블록 제조업 외 2 종","충청남도 천안시 서북구 감나무골길 20-4 (업성동, 신호콘크리트)"
충청남도,천안시 서북구,(주)신화에이치앤티,개별입지,031-692-2034,자동차에어콘부품(호스)+배기매연절감장치,자동차 엔진용 신품 부품 제조업 외 1 종,충청남도 천안시 서북구 신방로 47 (성환읍)
충청남도,천안시 서북구,(주)신화인텍,계획입지,041-554-7349,통신기기+자동차부품,기타 무선 통신장비 제조업 외 1 종,충청남도 천안시 서북구 백석동 555-50번지
충청남도,천안시 서북구,(주)신흥기업,개별입지,041-585-6015,냉각장치,그 외 자동차용 신품 부품 제조업 외 4 종,충청남도 천안시 서북구 직산읍 정자1길 207 외 1필지
충청남도,천안시 동남구,(주)실텍,개별입지,041-553-1815,송신용MODULTERMINEL+기타 전자부품,그외기타전자부품제조업,충청남도 천안시 동남구 풍세면 풍세3길 29 ((주)실텍) 외 2필지
충청남도,천안시 서북구,(주)쌍방울 천안공장,계획입지,02-3780-1464,마스크,기타 직물제품 제조업,"충청남도 천안시 서북구 백석공단7로 65 (백석동) 2층, 4층"
충청남도,천안시 서북구,(주)썬라이즈,계획입지,041-544-2558,반도체 장비 부품,반도체 제조용 기계 제조업,충청남도 천안시 서북구 직산읍 4산단5길 25-8
충청남도,천안시 서북구,(주)썬솔루션,개별입지,,반도체조립장비,반도체 제조용 기계 제조업,충청남도 천안시 서북구 직산읍 부송상덕길 38
충청남도,천안시 서북구,(주)썬트랙,개별입지,031-722-1842,태양광+발전세트,구조용 금속 판제품 및 공작물 제조업 외 1 종,충청남도 천안시 서북구 입장면 삼사로 2028-14
충청남도,천안시 서북구,(주)썬패치테크노,개별입지,041-575-4044,마스크,기타 직물제품 제조업,충청남도 천안시 서북구 직산읍 성진로 339
충청남도,천안시 서북구,(주)썬패치테크노,계획입지,041-575-4044,MOLD,반도체 제조용 기계 제조업 외 6 종,"충청남도 천안시 서북구 직산읍 직산로 136, 충남테크노파크 벤처관 1201호~1205호"
충청남도,천안시 서북구,(주)썬패치테크노,개별입지,041-575-4044,반도체기계모듈(AutoWet station 설비),반도체 제조용 기계 제조업,충청남도 천안시 서북구 성거읍 삼곡2길 69
충청남도,천안시 서북구,(주)썬패치테크노,개별입지,041-575-4044,마스크,기타 직물제품 제조업,"충청남도 천안시 서북구 성거읍 문성2길 33 2층,3층"
충청남도,천안시 서북구,(주)쎄닉,계획입지,041-587-0801,전력반도체용 SiC Wafer+Device Reclaim Wafer,기타 반도체소자 제조업,충청남도 천안시 서북구 직산읍 4산단7로 17-15
충청남도,천안시 서북구,(주)쎌텍,개별입지,041-584-7338,반도체조립용 및 검사용장비,반도체 제조용 기계 제조업,충청남도 천안시 서북구 직산읍 부송로 165-36 외 3필지
충청남도,천안시 동남구,(주)쏘노,개별입지,031-553-5320,,그 외 기타 플라스틱 제품 제조업 외 3 종,충청남도 천안시 동남구 목천읍 삼성3길 10-11
충청남도,천안시 서북구,(주)쓰리쎄븐,개별입지,041-583-6804,금형제조업,주형 및 금형 제조업 외 1 종,충청남도 천안시 서북구 직산읍 마정리 223-5번지
충청남도,천안시 동남구,(주)쓰리쎄븐,계획입지,041-583-6801,손톡깍이,도금업,충청남도 천안시 동남구 수신면 5산단4로 68
충청남도,천안시 서북구,(주)쓰리쎄븐 마정2공장,계획입지,041-583-6804,손톱깍이,날붙이 제조업,충청남도 천안시 서북구 직산읍 마정리 523번지
충청남도,천안시 동남구,(주)씨-테크,개별입지,041-553-1012,화학제품제조업,그 외 기타 분류 안된 화학제품 제조업 외 2 종,충청남도 천안시 동남구 성남면 대흥리 98-7번지
충청남도,천안시 서북구,(주)씨네올연구소,계획입지,,가정용 전기제품,기타 가정용 전기기기 제조업,"충청남도 천안시 서북구 백석공단1로 10, A동 708호(백석동, 천안 미래에이스하이테크시티)"
충청남도,천안시 동남구,(주)씨디디스플레이,계획입지,041-548-1505,아크릴접착제+특수아크릴판 등,기타 가공 공작기계 제조업 외 1 종,충청남도 천안시 동남구 풍세면 보성리 813번지
충청남도,천안시 동남구,(주)씨아이텍이엔씨,개별입지,041-551-8403,철구조물+권양기,육상 금속 골조 구조재 제조업 외 2 종,충청남도 천안시 동남구 광덕면 광덕로 424 (동해ENG)
충청남도,천안시 서북구,(주)씨앤제이플랜트,개별입지,,수주통,기기용 자동측정 및 제어장치 제조업,충청남도 천안시 서북구 직산읍 돌실길 29
충청남도,천안시 동남구,(주)씨에스카본 발산지점,개별입지,041-556-8765,활성탄,그 외 기타 분류 안된 화학제품 제조업 외 1 종,충청남도 천안시 동남구 수신면 발산1길 147-45 외 2필지
충청남도,천안시 서북구,(주)씨에스테크,개별입지,041-522-9687,창호용 자동손잡이,일반철물 제조업 외 1 종,충청남도 천안시 서북구 성환읍 우신새터길 34-7
충청남도,천안시 서북구,(주)씨에이치티,개별입지,041-582-7783,반도체 기계장비,반도체 제조용 기계 제조업,충청남도 천안시 서북구 직산읍 신갈1길 71-10
충청남도,천안시 서북구,(주)씨에이치티,개별입지,041-582-7783,산업용기계,그 외 기타 일반목적용 기계 제조업 외 1 종,
충청남도,천안시 서북구,(주)씨에이테크,계획입지,041-414-0830,계장제어장치,배전반 및 전기 자동제어반 제조업 외 4 종,충청남도 천안시 서북구 백석공단4길 8  (백석동)
충청남도,천안시 서북구,(주)씨엔씨엔지니어링,개별입지,,2차전지 제조 부품+디시플레이 제조 부품+2차전지 제조 부품+디시플레이 제조 부품,디스플레이 제조용 기계 제조업 외 1 종,충청남도 천안시 서북구 성환읍 왕지1길 170-17
충청남도,천안시 서북구,(주)씨엔에이치프라임,계획입지,041-906-5801,디스플레이용 측정기 및 반도체 장비관련 유닛,"기타 측정, 시험, 항해, 제어 및 정밀기기 제조업","충청남도 천안시 서북구 백석공단1로 10, 천안미래에이스하이테크시티 A동 801호 (백석동)"
충청남도,천안시 서북구,(주)씨엔지솔루션,개별입지,,체외진단용 진공채혈관,그 외 기타 의료용 기기 제조업,"충청남도 천안시 서북구 성거읍 삼곡2길 102, 1동, 2층"
충청남도,천안시 서북구,(주)씨엔케미칼,개별입지,041-575-2027,쓰레기봉투,"플라스틱 포대, 봉투 및 유사제품 제조업 외 1 종",충청남도 천안시 서북구 성거읍 문성2길 4
충청남도,천안시 서북구,(주)씨엔티드림,계획입지,043-260-2334,스킨류 및 로션크림루+폼클렌징류,화장품 제조업,충청남도 천안시 서북구 백석공단3길 60 (백석동)
충청남도,천안시 서북구,(주)씨엔티솔루션,개별입지,031-664-2230,플라스틱 복합소재,그 외 기타 플라스틱 제품 제조업,충청남도 천안시 서북구 성환읍 신가리 266-1 외 3필지
충청남도,천안시 동남구,(주)씨엘옵틱스,계획입지,041-417-7414,반도체 제조용 기계,반도체 제조용 기계 제조업,충청남도 천안시 동남구 풍세면 풍세산단1로 43
충청남도,천안시 동남구,(주)씨엘케이이엔지,개별입지,041-585-8307,시스템에어컨(고효율EHP),가정용 및 산업용 공기 조화장치 제조업 외 1 종,충청남도 천안시 동남구 성남면 봉양리 831-4 외 1필지
충청남도,천안시 서북구,(주)씨유테크,개별입지,,컨트롤판넬(PLC),배전반 및 전기 자동제어반 제조업,
충청남도,천안시 서북구,(주)씨즈커피코리아,개별입지,031-335-4901,커피가공품,커피 가공업,충청남도 천안시 서북구 직산읍 남산리 39 외 1필지
충청남도,천안시 서북구,(주)씨지아이,계획입지,070-5066-6274,방열부품,그 외 기타 분류 안된 금속 가공 제품 제조업,충청남도 천안시 서북구 직산읍 4산단3로 70
충청남도,천안시 서북구,(주)씨케이도어,계획입지,041-587-6760,현관중문 연동장치,그 외 기타 전기장비 제조업,충청남도 천안시 서북구 직산읍 4산단4로 20
충청남도,천안시 서북구,(주)씨케이엘,개별입지,041-900-3046,반도체 제조용 자동화 장비 제조,디스플레이 제조용 기계 제조업 외 1 종,"충청남도 천안시 서북구 직산읍 4산단7로 156-5, 씨케이엘"
충청남도,천안시 서북구,(주)씽크렉스,계획입지,041-414-8882,컴퓨터 서버+전자기 측정+시험 및 분석기구 제조업+기타 주변 기기 제조업,컴퓨터 제조업 외 2 종,"충청남도 천안시 서북구 백석공단5길 6, F516호  (백석동) F516호"
충청남도,천안시 동남구,(주)아네시스테크놀러지,개별입지,041-575-5214,BURN IN BOARD+HI-FIX BOARD,그 외 기타 전자부품 제조업 외 1 종,"충청남도 천안시 동남구 배울1길 42 (구룡동, (주)아네시스테크놀러지)"
충청남도,천안시 서북구,(주)아르데코,개별입지,041-556-1400,가구,기타 목재가구 제조업,충청남도 천안시 서북구 두정동 400-6번지
충청남도,천안시 동남구,(주)아름글로벌,개별입지,041-562-3652,TMA 일체형 차량,차체 및 특장차 제조업,"충청남도 천안시 동남구 병천면 개목고개길 113-28, 1층"
충청남도,천안시 서북구,(주)아름다운화장품,계획입지,041-554-9000,염모제류+샴푸 및 린스,화장품 제조업,충청남도 천안시 서북구 성거읍 천흥8길 55 (아름다운화장품)
충청남도,천안시 동남구,(주)아름테크놀러지,계획입지,041-584-6087,전기판넬(방식용정류기),배전반 및 전기 자동제어반 제조업,충청남도 천안시 동남구 풍세면 풍세산단로 226-6
충청남도,천안시 서북구,(주)아멕스테크,개별입지,,태양광조명기구+소형항온항습기+차량용Cooler Kit,일반용 전기 조명장치 제조업 외 7 종,충청남도 천안시 서북구 성환읍 연암로 413 (일반공장) 외 7필지
충청남도,천안시 서북구,(주)아모그린텍,계획입지,041-580-1710,LED 팩키지용 세라믹기판,그 외 기타 전자부품 제조업 외 3 종,충청남도 천안시 서북구 직산읍 4산단7로 17-8
충청남도,천안시 서북구,(주)아모그린텍 천안제2공장,계획입지,041-580-1710,인쇄회로기판 및 전자부품 실장기판제조업,인쇄회로기판용 적층판 제조업 외 1 종,충청남도 천안시 서북구 직산읍 4산단5길 90
충청남도,천안시 서북구,(주)아모센스,계획입지,041-590-5710,LED+LED조명+인식칩모듈,발광 다이오드 제조업 외 13 종,충청남도 천안시 서북구 직산읍 4산단5길 90
