연번,벤처기업명,벤처확인유형,간략주소,업종분류(기보),업종명(10차),주생산품,벤처확인기관
486,코앤전자산업,혁신성장유형,충청남도 천안시,제조업,그 외 기타 전자 부품 제조업,엘리베이터부품,벤처기업확인기관
1030,주식회사 동양엘리베이터,혁신성장유형,충청남도 천안시,제조업,승강기 제조업,엘리베이터,벤처기업확인기관
1142,주식회사 엘엔씨테크,혁신성장유형,충청남도 천안시,제조업,윤활유 및 그리스 제조업,엔진오일,벤처기업확인기관
435,유니슨테크놀러지(주),연구개발유형,충청남도 천안시,연구개발서비스,기타 자연과학 연구개발업,"엔지니어링,기술,방진마운트 외",벤처기업확인기관
32,㈜와이앤비푸드 농업회사법인,혁신성장유형,충청남도 논산시,제조업,육류 포장육 및 냉동육 가공업(가금류 제외),"에크치킨커틀렛,소떡소떡",벤처기업확인기관
611,㈜케이엔제이,벤처투자유형,충청남도 아산시,제조업,디스플레이 제조용 기계 제조업,에지그라인더 및 반도체제조용SIC제품,벤처기업확인기관
978,파워테크솔루션 주식회사,혁신성장유형,충청남도 보령시,제조업,기타 일반 기계 및 장비 수리업,에어히터를 이용한 고효율 증기터빈 강제냉각 시스템,벤처기업확인기관
924,㈜남방에프씨,혁신성장유형,충청남도 아산시,제조업,산업용 가스 제조업,에어로졸 제품,벤처기업확인기관
656,(주)제이엠씨엔지니어링,혁신성장유형,충청남도 천안시,기타,기타 엔지니어링 서비스업,에어드라이어 제조 및 설치,벤처기업확인기관
717,주식회사 우아한주방,혁신성장유형,충청남도 천안시,정보처리S/W,그 외 기타 정보 서비스업,업소용주방기구,벤처기업확인기관
463,주식회사 쿡메이트,혁신성장유형,충청남도 천안시,제조업,주방용 전기 기기 제조업,업소용 대형 연소기,벤처기업확인기관
1093,주식회사 모비딕,혁신성장유형,충청남도 공주시,도소매업,전자상거래 소매업,"어항, 수족관용품",벤처기업확인기관
336,㈜제타플러스,혁신성장유형,충청남도 천안시,정보처리S/W,그 외 기타 정보 서비스업,어플리케이션 관리자를 위한 운영 솔루션 ZT-PLUS,벤처기업확인기관
769,㈜씽즈,벤처투자유형,충청남도 천안시,정보처리S/W,데이터베이스 및 온라인 정보 제공업,어플리케이션 개발 및 공급,벤처기업확인기관
126,㈜데임,혁신성장유형,충청남도 천안시,제조업,전자 악기 제조업,어쿠스틱기타 및 전자악기,벤처기업확인기관
823,주식회사 마노,혁신성장유형,충청남도 천안시,제조업,차체 및 특장차 제조업,어린이보호차량 특장,벤처기업확인기관
1091,주식회사 카데아,벤처투자유형,충청남도 아산시,제조업,비디오 및 기타 영상 기기 제조업,"어라운드뷰카메라, 소프트웨어개발 ",벤처기업확인기관
836,패션푸드,혁신성장유형,충청남도 아산시,제조업,그 외 기타 식료품 제조업,양념치킨소스,벤처기업확인기관
882,주식회사 이브릿지월드,벤처투자유형,충청남도 아산시,기타,기타 교육지원 서비스업,"얄리얄리, 고프렙, 칙투첵",벤처기업확인기관
1154,청정테크(주),연구개발유형,충청남도 부여군,제조업,그 외 기타 달리 분류되지 않은 제품 제조업,"약품투입장치, 수질계측장비및기기",벤처기업확인기관
171,㈜라임프렌즈,연구개발유형,충청남도 아산시,정보처리S/W,응용 소프트웨어 개발 및 공급업,앱웹 플랫폼 및 서비스,벤처기업확인기관
866,주식회사 젠틀브리즈,벤처투자유형,충청남도 천안시,정보처리S/W,응용 소프트웨어 개발 및 공급업,앱,벤처기업확인기관
374,인프라전자,혁신성장유형,충청남도 서산시,제조업,유선 통신장비 제조업,앰프IP 스피커통신장비,벤처기업확인기관
489,농업회사법인 주식회사 한도라지,혁신성장유형,충청남도 예산군,제조업,기타 과실ㆍ채소 가공 및 저장 처리업,"액상추출물, 농축캅셀, 분말스틱",벤처기업확인기관
868,키드아이㈜,혁신성장유형,충청남도 천안시,기타,애니메이션 영화 및 비디오물 제작업,애니메이션제작및영상제작외,벤처기업확인기관
1095,주식회사 국제탑헬스케어,혁신성장유형,충청남도 아산시,제조업,펄프 제조업,"애견패드,위생깔개(요양매트)",벤처기업확인기관
1007,주식회사 루폴,벤처투자유형,충청남도 천안시,제조업,그 외 기타 의복 액세서리 제조업,압박 의류 등,벤처기업확인기관
919,(주)엘에스엔지니어링,혁신성장유형,충청남도 금산군,제조업,금속 탱크 및 저장 용기 제조업,"압력용기, 저장탱크 제조",벤처기업확인기관
783,주식회사디지트로그,연구개발유형,충청남도 태안군,기타,"그 외 기타 분류 안된 전문, 과학 및 기술 서비스업","암호화모듈,비행시험",벤처기업확인기관
1163,(주)그린플러스,벤처투자유형,충청남도 예산군,제조업,"알루미늄 압연, 압출 및 연신제품 제조업",알미늄압출형재 등,벤처기업확인기관
582,(주)신화,혁신성장유형,충청남도 논산시,제조업,알루미늄 주물 주조업,"알루미늄난간,차량방호책 외",벤처기업확인기관
509,나이스엘엠에스,벤처투자유형,충청남도 예산군,제조업,"알루미늄 압연, 압출 및 연신제품 제조업",알루미늄 압출제품,벤처기업확인기관
365,주식회사 창문에안전,혁신성장유형,충청남도 천안시,제조업,"금속 문, 창, 셔터 및 관련제품 제조업",안전방범방충망창,벤처기업확인기관
1252,유한회사 코리아베스트환경,혁신성장유형,충청남도 홍성군,"농,어,임,광업",축산 관련 서비스업,"악취저감장치,악취탈취장치",벤처기업확인기관
927,트윈,혁신성장유형,충청남도 천안시,제조업,기타 물품 취급장비 제조업,악취저감장치,벤처기업확인기관
164,㈜열매컴퍼니,벤처투자유형,충청남도 아산시,정보처리S/W,그 외 기타 정보 서비스업,아트앤가이드,벤처기업확인기관
97,주식회사 아쿠아랩스,벤처투자유형,충청남도 천안시,정보처리S/W,포털 및 기타 인터넷 정보 매개 서비스업,아쿠아랩스 플랫폼,벤처기업확인기관
1074,(주)아이엘컴퍼니,연구개발유형,충청남도 천안시,제조업,전시 및 광고용 조명장치 제조업,"아이엘 고보, 지게차 안전관리 시스템, 비상유도라이팅박스",벤처기업확인기관
251,㈜탭스인터내셔널,혁신성장유형,충청남도 아산시,제조업,그 외 기타 달리 분류되지 않은 제품 제조업,아이스팩외,벤처기업확인기관
495,카라이엔지 주식회사,혁신성장유형,충청남도 아산시,제조업,그 외 기타 특수 목적용 기계 제조업,아스팔트믹싱플랜트 외,벤처기업확인기관
892,에프투비,연구개발유형,충청남도 논산시,제조업,특수직물 및 기타 직물 직조업,아스팔트 섬유보강재 토목용 보강재,벤처기업확인기관
695,디엠아이이엔지주식회사,혁신성장유형,충청남도 아산시,제조업,광물 처리 및 취급장비 제조업,"아스팔트 믹싱 플랜트, 콘크리트 배칭 플랜트",벤처기업확인기관
84,㈜매직캔,혁신성장유형,충청남도 아산시,제조업,그 외 기타 플라스틱 제품 제조업,쓰레기통 쓰레기봉투,벤처기업확인기관
1222,농업법인회사(주)백제,혁신성장유형,충청남도 홍성군,제조업,"면류, 마카로니 및 유사 식품 제조업","쌀국수, 냉면, 떡",벤처기업확인기관
1068,나노실리콘주식회사,혁신성장유형,충청남도 천안시,제조업,축전지 제조업,실리콘파우더,벤처기업확인기관
469,주식회사 엠앤티에스,혁신성장유형,충청남도 천안시,제조업,기타 반도체 소자 제조업,실리콘 링 (SI RING) 정밀가공,벤처기업확인기관
55,주식회사 알케미스트,혁신성장유형,충청남도 아산시,제조업,메모리용 전자집적회로 제조업,실리콘 디스크,벤처기업확인기관
865,㈜삼중,혁신성장유형,충청남도 예산군,제조업,석유화학계 기초 화학 물질 제조업,실란트신너,벤처기업확인기관
995,주식회사 시퀀스랩,연구개발유형,충청남도 천안시,건설운수,"도배, 실내 장식 및 내장 목공사업",실내인테리,벤처기업확인기관
480,㈜세종환경기술개발,혁신성장유형,충청남도 논산시,기타,물질 성분 검사 및 분석업,실내공기질 측정 및 분석,벤처기업확인기관
508,주식회사 어반스페이스,혁신성장유형,충청남도 천안시,기타,건축 설계 및 관련 서비스업,실내건축공사,벤처기업확인기관
949,원 인더스트리,혁신성장유형,충청남도 아산시,제조업,그 외 자동차용 신품 부품 제조업,신차 검사구평가용 제품,벤처기업확인기관
54,주식회사 에너지365,혁신성장유형,충청남도 천안시,건설운수,일반 전기 공사업,"신재생에너지설비, 시공, 유지보수, 전기자재판매업",벤처기업확인기관
499,주식회사 이노테크,혁신성장유형,충청남도 아산시,제조업,디스플레이 제조용 기계 제조업,신뢰성환경시험장비,벤처기업확인기관
917,주식회사  에스피씨머트리얼즈그룹,혁신성장유형,충청남도 천안시,제조업,"물질 검사, 측정 및 분석 기구 제조업",신뢰성시험소재및재료,벤처기업확인기관
689,바이켐㈜,혁신성장유형,충청남도 예산군,제조업,일반용 도료 및 관련제품 제조업,신너 도료 세척제 리싸이클,벤처기업확인기관
94,㈜이노패키지,혁신성장유형,충청남도 천안시,제조업,포장용 플라스틱 성형용기 제조업,식품포장용기,벤처기업확인기관
933,주식회사 주안에프씨,벤처투자유형,충청남도 천안시,"농,어,임,광업",어업 관련 서비스업,식품제조 및 수산물가공,벤처기업확인기관
736,주식회사 휴먼바이오,연구개발유형,충청남도 공주시,기타,물질 성분 검사 및 분석업,식품분석,벤처기업확인기관
654,화성제관 주식회사,연구개발유형,충청남도 아산시,제조업,금속 캔 및 기타 포장용기 제조업,식품보관용캔,벤처기업확인기관
468,주식회사한성테크,혁신성장유형,충청남도 금산군,제조업,음ㆍ식료품 및 담배 가공기계 제조업,식품가공기계,벤처기업확인기관
1286,주식회사 케이더블유에프앤비,벤처투자유형,충청남도 천안시,기타,경영 컨설팅업,"식자재 프랜차이즈업, 경영컨설팅",벤처기업확인기관
1106,약선푸드 협동조합,혁신성장유형,충청남도 천안시,제조업,가금류 가공 및 저장 처리업,식육가공품,벤처기업확인기관
1191,주식회사 한산오앤에프,벤처투자유형,충청남도 천안시,제조업,식물성 유지 제조업,식용유,벤처기업확인기관
408,에이치엠오 건강드림 영농조합법인(HMO),혁신성장유형,충청남도 태안군,제조업,그 외 기타 식료품 제조업,"식용곤충 추출물을 활용한 가공식품(액상타입,분말타입)",벤처기업확인기관
