연번,회사명,주소,종업원수,전화번호,팩스번호,업종명,생산품,외국인종업원수,데이터기준일자
815,진양어망(주),부산광역시 사하구 장림번영로84번길 45 ,25,051-266-4554,051-263-4585,어망 및 기타 끈 가공품 제조업,어망+어구,0,2025-07-01
816,진양어망(주),부산광역시 사하구 장평로146번길 18 ,17,051-266-4554,051-263-4585,어망 및 기타 끈 가공품 제조업,어망,0,2025-07-01
817,진양어망(주),부산광역시 사하구 장평로146번길 18 ,17,051-266-4554,051-263-4585,어망 및 기타 끈 가공품 제조업,어망제조,0,2025-07-01
818,진영엔지니어링,부산광역시 사하구 하신중앙로3번길 67-3 ,3,051-941-0435,051-941-0424,배전반 및 전기 자동제어반 제조업,전장품(배전반 등),0,2025-07-01
819,진우정밀,부산광역시 사하구 을숙도대로 588 ,8,051-266-3731,051-266-3732,자동차 엔진용 신품 부품 제조업 외 1 종,자동차 엔진부품,0,2025-07-01
820,진흥공업(주),부산광역시 사하구 을숙도대로677번길 16 ,8,051-293-1528,051-292-1921,끈 및 로프 제조업,끈+테이프,0,2025-07-01
821,진흥산업,부산광역시 사하구 을숙도대로677번길 9 ,6,051-203-3542,051-203-7150,플라스틱 필름 제조업 외 2 종,pe필름(쓰레기봉투),0,2025-07-01
822,창승테크,부산광역시 사하구 장평로76번길 17 ,4,051-311-0237,051-311-0238,볼트 및 너트류 제조업 외 3 종,볼트 및 특수너트류,0,2025-07-01
823,창우해양주식회사,부산광역시 사하구 감천항로405번길 25 ,12,051-416-1464,051-416-1466,수상 금속 골조 구조재 제조업 외 5 종,선박용 의장품+ 수상구조물+윈드라스+비트,0,2025-07-01
824,천우STS,부산광역시 사하구 다대로300번길 33 ,2,051-266-6802,051-266-6803,기타 비철금속 압연·압출 및 연신 제품 제조업,스텐레스 파이프,0,2025-07-01
825,천일종합상사,부산광역시 사하구 사하로68번길 3,5,051-291-8470,051-291-8471,천막·텐트 및 유사 제품 제조업,천막 텐트 및 유사제품,3,2025-07-01
826,청명산업,부산광역시 사하구 감천로73번길 7 ,50,051-293-2770,051-293-2772,셔츠 및 블라우스 제조업 외 1 종,셔츠,0,2025-07-01
827,청아그린워터,부산광역시 사하구 장평로132번길 8,3,051-927-8528,051-927-8529,선박 구성 부분품 제조업,조수기,0,2025-07-01
828,청양수산,부산광역시 사하구 장평로83번길 15 ,8,051-264-4867,051-265-7990,수산동물 냉동품 제조업,고등어 외,0,2025-07-01
829,청우산업,부산광역시 사하구 하신중앙로3번길 116 ,4,051-265-0382,051-265-0373,기타 인쇄업 외 2 종,비닐제조 및 그라비아인쇄,0,2025-07-01
830,청운산업,부산광역시 사하구 장림동 589,27,051-266-5301,051-266-5303,일반철물 제조업,식기건조대(주방용품),0,2025-07-01
831,청원전기(주),부산광역시 사하구 하신번영로 411-1 ,10,051-207-1188,051-204-2223,배전반 및 전기 자동제어반 제조업 외 5 종,배전반+태양광발전설비,0,2025-07-01
832,케이디이노베이션(주),부산광역시 사하구 다대로300번길 22 ,10,051-265-4771,051-265-6170,열간 압연 및 압출 제품 제조업 외 4 종,스텐레스+자동차부품,0,2025-07-01
833,케이비엠,부산광역시 사하구 감천항로429번길 41 ,8,,,선박 구성 부분품 제조업,선박부품,0,2025-07-01
834,케이엠씨(주),부산광역시 사하구 다산로 12-10 ,3,051-327-0089,051-327-0099,산업용 냉장 및 냉동 장비 제조업,냉각기+냉동기,0,2025-07-01
835,케이워크웨어,부산광역시 사하구 서포로 7 ,21,051-262-0061,051-634-6028,근무복·작업복 및 유사의복 제조업 외 5 종,작업복+근무복+잠바,0,2025-07-01
836,케이제이,부산광역시 사하구 감천항로182번길 24 ,3,051-415-6769,051-415-6719,선박 구성 부분품 제조업 외 16 종,선박엔진부품+선박의장품+선박배관+선박가스저감기,0,2025-07-01
837,코리아 SHOT,부산광역시 사하구 장평로 49 ,18,051-264-9940,051-264-9982,도장 및 기타 피막처리업,도장및피막처리제품,0,2025-07-01
838,코리아 이피테크,부산광역시 사하구 을숙도대로724번길 10 ,1,,051-621-4972,그 외 기타 전기장비 제조업,환경기기제작,0,2025-07-01
839,코리안씨푸드 주식회사,부산광역시 사하구 감천항로419번길 32 ,14,051-266-7644,051-265-7645,기타 수산동물 가공 및 저장 처리업,수산물 가공품(명태 코다리),0,2025-07-01
840,코엔펌,부산광역시 사하구 하신중앙로27번길 17 509호,6,070-4350-5466,051-980-5466,그 외 기타 전기장비 제조업,전시 교육용 판넬 ,0,2025-07-01
841,큐벤시스,부산광역시 사하구 장평로71번길 33 ,3,051-711-2688,050-4476-6146,기타 가정용 전기기기 제조업,환풍기+완구,0,2025-07-01
842,큰바위얼굴F&B,부산광역시 사하구 다대로354번길 54 ,3,051-266-8698,051-266-8679,주형 및 금형 제조업,산업기계 금형,0,2025-07-01
843,큰바위얼굴F&B,부산광역시 사하구 다대로354번길 51 ,6,051-262-3266,051-264-4205,과자류 및 코코아 제품 제조업,캔디+콘컵,0,2025-07-01
844,클린하이크,부산광역시 사하구 다대로354번안길 60,4,,051-261-6023,그 외 기타 플라스틱 제품 제조업,의자발커버+청소용품 등 생활용품,0,2025-07-01
845,키친아이,부산광역시 사하구 다대로354번안길 18 ,2,051-892-9995,051-896-9998,금속 위생용품 제조업,스테인레스 밀폐용기,0,2025-07-01
846,태경산업,부산광역시 사하구 하신중앙로3번길 60-7 ,2,051-947-7483,051-265-4483,그 외 기타 플라스틱 제품 제조업,금형제작 및 플라스틱 사출,0,2025-07-01
847,태광,부산광역시 사하구 하신중앙로 109 2층,5,051-293-4072,051-293-2259,일반철물 제조업,밸브 핸들,0,2025-07-01
848,태명수산,부산광역시 사하구 장평로146번길 8 ,3,051-266-3334,051-919-3334,기타 수산동물 가공 및 저장 처리업,고등어순살,0,2025-07-01
849,태선냉열공업사,부산광역시 사하구 사하로156번길 9-1 1층 ,3,051-243-4287,051-243-4286,선박 구성 부분품 제조업,선박용 에어콘+냉장고,0,2025-07-01
850,태성산업,부산광역시 사하구 다대로1066번길 64-12 ,12,051-262-7095,051-266-7946,그 외 자동차용 신품 부품 제조업 외 3 종,자동차 핸들,0,2025-07-01
851,태성상사,부산광역시 사하구 장평로71번길 9 ,4,051-265-0249,051-265-0248,배합 사료 제조업 외 1 종,사료,0,2025-07-01
852,태영산업,부산광역시 사하구 감천항로190번길 42 ,6,051-265-9202,051-265-9204,날붙이 제조업,바스켓,0,2025-07-01
853,태흥수산,부산광역시 사하구 다대로605번길 9 2층 3호 ,9,051-261-0735,051-265-0735,기타 수산동물 가공 및 저장 처리업,오징어채+고등어할목 등,0,2025-07-01
854,탱커토탈서비스,부산광역시 사하구 감천항로 221-9 ,3,,050-4686-2345,선박 구성 부분품 제조업,선박 화물펌프+크니닝머쉬 부품,0,2025-07-01
855,탱크테크(주),부산광역시 사하구 구평로16번길 51 ,45,051-979-1608,051-979-1601,강선 건조업 외 8 종,선박구성부품,0,2025-07-01
856,탱크테크(주),부산광역시 사하구 구평로16번길 11 외 2필지,25,051-979-1600,051-979-1601,선박 구성 부분품 제조업,비상예인장치+밸브+water mist+lishing brideg,0,2025-07-01
857,탱크테크(주),부산광역시 사하구 구평로16번길 11 ,25,051-979-1600,051-979-1601,선박 구성 부분품 제조업,해양구조물 등 다수,0,2025-07-01
858,토미테크,부산광역시 사하구 다대로354번안길 72 ,1,051-261-8783,051-261-8784,운송장비 조립용 플라스틱제품 제조업 외 1 종,플라스틱제품,0,2025-07-01
859,티에스마린(주),부산광역시 사하구 구평로 21-4 ,5,051-418-8289,051-418-6469,선박 구성 부분품 제조업 외 2 종,선박부품 구성품,0,2025-07-01
860,티엠오토메이션,부산광역시 사하구 비봉로 23 1층 ,1,070-7717-0561,051-261-0566,교통 신호장치 제조업 외 3 종,교통신호장치+도로표지병+경관조명,0,2025-07-01
861,파도소리 주식회사,부산광역시 사하구 감천항로190번길 57 ,20,051-262-5013,051-262-5014,수산동물 냉동품 제조업,수산물식자재,0,2025-07-01
862,팔팔수중개발,부산광역시 사하구 감천항로405번길 121,4,051-412-8808,,선박 구성 부분품 제조업 외 1 종,선박로라+BITT+윈치+유압유니트+볼라드,0,2025-07-01
863,팬택엔지니어링(주),부산광역시 사하구 을숙도대로748번길 28 ,3,051-415-0842,051-415-0844,선박 구성 부분품 제조업,선박기계+배관설비,0,2025-07-01
864,평화산업사,부산광역시 사하구 하신중앙로27번길 9 ,9,051-265-7007,051-265-6784,기타 운동 및 경기용구 제조업,훌라후프,3,2025-07-01
865,포코중공업(주),부산광역시 사하구 감천항로405번길 21 ,6,051-200-8960,051-200-8941,강선 건조업 외 13 종,강선,0,2025-07-01
866,폴마켓,부산광역시 사하구 감천항로429번길 47 ,16,051-261-4977,051-261-4979,그 외 기타 분류 안된 금속 가공 제품 제조업 외 5 종,금속기둥+금속상자+선박 구성 부분품,0,2025-07-01
867,풍진금속(주),부산광역시 사하구 장평로138번길 13 ,29,051-261-3221,,탭·밸브 및 유사장치 제조업,밸브류,0,2025-07-01
868,프리어패럴,부산광역시 사하구 장림로196번길 20 2층 ,21,051-263-0392,051-263-0394,셔츠 및 블라우스 제조업,남방+셔츠,0,2025-07-01
869,플레닝센터 주식회사,부산광역시 사하구 구평로16번길 42,18,051-997-5004,051-532-9954,선박 구성 부분품 제조업,선박부품수리+선박용 태양광패널,0,2025-07-01
870,플레닝센터 주식회사,부산광역시 사하구 감천항로 221-9,14,051-997-5004,051-532-9954,선박 구성 부분품 제조업,선박부품+선박용태양광패널,0,2025-07-01
871,하드스포츠,부산광역시 사하구 낙동남로 1422 ,3,051-502-7007,051-507-1213,기타 운동 및 경기용구 제조업,야구공,0,2025-07-01
872,하이드로코리아(주),부산광역시 사하구 감천항로405번길 11 ,1,051-262-3510,051-262-3520,유압기기 제조업,유압기계 수리,0,2025-07-01
873,하이코,부산광역시 사하구 장평로195번길 76 ,7,051-265-0645,051-265-0646,탭·밸브 및 유사장치 제조업,밸브,0,2025-07-01
874,하이플라이밸브(주),부산광역시 사하구 을숙도대로677번길 11 ,19,051-831-8482,051-831-8486,탭·밸브 및 유사장치 제조업,밸브,0,2025-07-01
875,하현테크,부산광역시 사하구 구평로 29-1 ,2,,051-987-4893,선박 구성 부분품 제조업,선박 소형블럭+수밀문 등,0,2025-07-01
876,한결산업(주),부산광역시 사하구 감천로 3 ,8,051-291-1315,051-291-1318,기타 신발 제조업 외 1 종,안전화+가죽제신발,0,2025-07-01
877,한국미세먼지연구소 주식회사,부산광역시 사하구 낙동대로550번길 37 산학관 424호,11,051-714-0723,070-7543-6725,기체 여과기 제조업 외 3 종,공기청정기+공기청정장치+대기질 측정 센서,0,2025-07-01
878,한국산업가스(주),부산광역시 사하구 을숙도대로677번길 13 ,10,051-201-1611,051-293-3654,산업용 가스 제조업,산소,0,2025-07-01
879,한국선재(주),부산광역시 사하구 하신번영로 27 ,128,051-202-1991,051-205-1551,철강선 제조업,아연도철선+와이어로프,0,2025-07-01
880,한국수축포장공사,부산광역시 사하구 장평로 120 ,5,051-261-3943,051-263-5904,용기 세척·포장 및 충전기 제조업,포장기계,0,2025-07-01
881,한국일동화학,부산광역시 사하구 장평로 81 ,7,051-261-4412,,표면광택제 및 실내가향제 제조업,표면광택제+실내가향제,0,2025-07-01
882,한국주철관공업(주),부산광역시 사하구 을숙도대로 525 ,250,051-291-5481,051-208-5490,주철관 제조업,주철관,0,2025-07-01
883,한독금속,부산광역시 사하구 비봉로21번길 15 ,1,051-206-1968,051-202-0030,건설 및 채광용 기계장비 제조업,알루미늄 주조+단조,0,2025-07-01
884,한독전기,부산광역시 사하구 장평로138번길 26 ,0,051-263-4740,051-263-4746,전기회로 개폐·보호장치 제조업 외 1 종,멀티탭+콘센트,0,2025-07-01
885,한라산업(주),부산광역시 사하구 다대로354번길 20 ,24,051-264-2201,051-264-2206,액체 펌프 제조업 외 1 종,펌프+밸브,0,2025-07-01
886,한보조침공업사,부산광역시 사하구 장평로 61 ,5,051-261-8321,051-263-8327,낚시 및 수렵용구 제조업,낚시바늘+용구,0,2025-07-01
887,한봄식품 주식회사,부산광역시 사하구 다대로 284,8,051-266-3002,051-266-3002,떡류 제조업,떡,4,2025-07-01
888,한성산업,부산광역시 사하구 장평로138번길 17-1 ,2,051-266-4855,051-266-4856,그 외 기타 분류 안된 금속 가공 제품 제조업 외 1 종,금속 완구외,0,2025-07-01
889,한성정공,부산광역시 사하구 다대로354번길 61 ,4,051-262-2258,051-265-9129,자동차용 금속 압형제품 제조업 외 32 종,조립금속 외,0,2025-07-01
890,한신유압시스템,부산광역시 사하구 두송로 262 ,8,051-317-7851,051-317-7853,유압기기 제조업 외 25 종,유압기기+특수목적기계+가열기,0,2025-07-01
891,한아툴스(주),부산광역시 사하구 장림번영로104번길 55 ,8,051-262-3467,051-262-3448,톱 및 호환성 공구 제조업,톱,0,2025-07-01
892,한영식품,부산광역시 사하구 을숙도대로677번길 22,5,051-206-2142,,과자류 및 코코아 제품 제조업,젤리,0,2025-07-01
893,한유테크주식회사,부산광역시 사하구 감천항로 253-11 ,4,051-417-7757,051-417-7756,선박 구성 부분품 제조업,선박기관부품,0,2025-07-01
894,한일,부산광역시 사하구 장림로 200 ,5,051-264-3660,051-264-3661,주형 및 금형 제조업,로라,0,2025-07-01
895,한일냉장(주),부산광역시 사하구 원양로 314 외 2필지,17,051-293-7500,051-293-7503,수산동물 냉동품 제조업,수산냉동품,0,2025-07-01
896,한일냉장(주),부산광역시 사하구 원양로 319 ,12,051-293-7500,051-293-7503,기타 수산동물 가공 및 저장 처리업 외 1 종,수산물 가공+냉동,0,2025-07-01
897,한일산업,부산광역시 사하구 장평로138번길 17-1 ,4,051-261-1518,051-261-1519,육상 금속 골조 구조재 제조업 외 1 종,하우스 부속,0,2025-07-01
898,한일선박기계(주),부산광역시 사하구 감천항로 201-5 ,2,051-261-1965,051-469-1569,음ㆍ식료품 및 담배 가공기계 제조업,자동채란기,0,2025-07-01
899,한일조각(주),부산광역시 사하구 보덕포1길 107 ,11,051-265-1466,051-262-6309,제판 및 조판업 외 1 종,인쇄동판,0,2025-07-01
900,한일플라스틱(주),부산광역시 사하구 장평로76번길 7 ,14,051-263-7208,051-262-3882,폴리스티렌 발포 성형제품 제조업 외 3 종,가정용 배선기구류,0,2025-07-01
901,합동용접기,부산광역시 사하구 보덕포1길 106 외 1필지,9,051-266-8307,051-266-8191,그 외 기타 일반목적용 기계 제조업 외 1 종,용접기,0,2025-07-01
902,항도레미콘(주),부산광역시 사하구 하신중앙로53번길 60 ,48,051-203-6661,051-206-8862,레미콘 제조업 외 1 종,레미콘,0,2025-07-01
903,항도산업개발(주),부산광역시 사하구 감천항로 253-6 ,20,051-266-0510,051-266-0733,비금속광물 분쇄물 생산업 외 1 종,골재+아스콘,1,2025-07-01
904,항도수산,부산광역시 사하구 감천항로429번길 34 ,9,051-246-9693,051-293-9694,수산동물 냉동품 제조업,복어,0,2025-07-01
905,해강냉장,부산광역시 사하구 하신중앙로3번길 108 ,3,051-265-1471,051-265-1611,수산동물 냉동품 제조업 외 1 종,수산물냉동품+수산물가공품,0,2025-07-01
906,해경정밀,부산광역시 사하구 사하로68번길 51 ,3,051-204-7708,051-204-7767,그 외 자동차용 신품 부품 제조업 외 7 종,플러그+소켓+샤후드+잭,0,2025-07-01
907,해광수산(주),부산광역시 사하구 다대로497번길 25 외 1필지,10,051-263-2525,051-265-3288,기타 수산동물 가공 및 저장 처리업,수산물 가공품,0,2025-07-01
908,해누리푸드(정진),부산광역시 사하구 다대동로6번길 13 ,10,051-264-6268,051-265-6269,기타 수산동물 가공 및 저장 처리업,고등어+오징어,0,2025-07-01
909,해동메탈(주),부산광역시 사하구 감천항로419번길 62 ,24,051-831-3751,051-831-3755,연 및 아연 제련·정련 및 합금 제조업 외 1 종,조선기자재,0,2025-07-01
910,해동정기,부산광역시 사하구 장평로132번길 8 ,5,051-266-7975,051-265-6222,그 외 기타 특수목적용 기계 제조업 외 3 종,치공구+산업설비,0,2025-07-01
911,해양산업명판,부산광역시 사하구 장평로15번길 14 2층 ,6,051-265-8522,051-265-8523,스크린 인쇄업 외 2 종,산업용 명판,0,2025-07-01
912,해양수산물가공업협동조합,부산광역시 사하구 다대동로6번길 17 101호 ,2,051-791-2202,051-791-2202,수산동물 냉동품 제조업,냉동수산물가공품,0,2025-07-01
913,해양엔지니어링,부산광역시 사하구 감천항로419번길 22 ,8,051-266-7800,051-266-7889,선박 구성 부분품 제조업,선박철 의장품,0,2025-07-01
914,해양조선주식회사,부산광역시 사하구 감천항로 155,14,051-264-0882,051-264-0884,강선 건조업 외 3 종,선박건조 및 수리,0,2025-07-01
915,해인산업(주),부산광역시 사하구 구평로 27 ,65,051-265-6444,051-265-6446,선박 구성 부분품 제조업 외 5 종,선박용주방기기+선박용컨베어+어창,1,2025-07-01
916,해주씨푸드 주식회사,부산광역시 사하구 장평로 70 1층~3층 ,16,051-262-5363,051-262-5364,수산동물 냉동품 제조업,오징어 가공품,0,2025-07-01
917,해천바이오 주식회사,부산광역시 사하구 하신중앙로27번길 17 406호,3,051-266-3083,051-266-3086,복합비료 및 기타 화학비료 제조업,복합비료,0,2025-07-01
918,해천바이오주식회사,부산광역시 사하구 하신중앙로27번길 17 402호 ,3,051-266-3083,051-266-3086,그 외 기타 분류 안된 화학제품 제조업,미라클플러스+미라클후레쉬,0,2025-07-01
919,향미식품,부산광역시 사하구 을숙도대로755번길 15-8 ,10,051-244-1779,051-264-1778,떡류 제조업,떡류,0,2025-07-01
920,현대산업,부산광역시 사하구 장평로132번길 17 2층 ,6,051-646-1470,051-263-9003,천막·텐트 및 유사 제품 제조업 외 34 종,캔파스 제품 등,0,2025-07-01
921,현대전기,부산광역시 사하구 감천항로429번길 38 ,10,051-412-9282,051-413-5525,기타 조명장치 제조업 외 1 종,배전반,0,2025-07-01
922,현서엘리베이터(주),부산광역시 사하구 을숙도대로755번길 17,9,051-203-1331,051-204-1331,승강기 제조업,승강기,0,2025-07-01
923,현이냉동(주),부산광역시 사하구 감천항로 240 ,16,051-264-6101,051-264-8996,수산동물 냉동품 제조업,냉장+냉동 보관업,0,2025-07-01
924,현이푸드(주),부산광역시 사하구 을숙도대로755번길 6 ,27,051-265-8768,051-265-8763,기타 수산동물 가공 및 저장 처리업 외 1 종,수산냉동품,0,2025-07-01
925,현이푸드빌(주),부산광역시 사하구 을숙도대로755번길 6 ,9,051-256-8817,051-244-8818,수산동물 냉동품 제조업,모듬해물,0,2025-07-01
926,협동사,부산광역시 사하구 하신중앙로3번길 110 ,12,051-261-0580,051-261-0583,도금·착색 및 기타 표면처리강재 제조업,관이음쇠 부품 표면처리,0,2025-07-01
927,협성산업,부산광역시 사하구 하신중앙로3번길 60-4 ,3,051-262-6890,051-262-6891,기타 건축용 플라스틱 조립제품 제조업,건축자재+씽크자재,0,2025-07-01
928,형제산업사,부산광역시 사하구 하신중앙로3번길 10-3 ,9,051-264-5707,051-264-5702,그 외 기타 금속가공업,오븐,0,2025-07-01
929,혜성SR주식회사,부산광역시 사하구 다대로354번안길 88 ,9,051-266-8490,051-266-2491,플라스틱 선·봉·관 및 호스 제조업,실리콘패킹+자동차용고무제품,0,2025-07-01
930,혜창테크,부산광역시 사하구 장평로 69 ,2,051-262-7151,051-262-7152,물질 검사·측정 및 분석기구 제조업,실험기기,0,2025-07-01
931,호성정밀,부산광역시 사하구 하신중앙로3번길 58 ,5,051-264-0387,051-264-0389,주형 및 금형 제조업 외 4 종,금형+자동차부품,0,2025-07-01
932,홍림수산냉동(주),부산광역시 사하구 원양로 340 외 1필지,27,051-292-8896,051-292-2639,수산동물 훈제·조리 및 유사 조제식품 제조업 외 1 종,수산물가공품,0,2025-07-01
933,화경물산,부산광역시 사하구 장평로 151 ,18,051-265-7035,051-266-2537,수산동물 건조 및 염장품 제조업,건어물,0,2025-07-01
934,화성,부산광역시 사하구 하신중앙로27번길 17 1동 2층 1 ,4,,,배전반 및 전기 자동제어반 제조업,배전반,0,2025-07-01
935,화인.캡,부산광역시 사하구 다대로354번안길 80 ,2,051-262-1141,051-262-1173,기타 식품 첨가물 제조업 외 1 종,주방용세척제,0,2025-07-01
936,화인.캡,부산광역시 사하구 다대로354번안길 80 ,2,051-262-1141,,기타 식품 첨가물 제조업 외 1 종,주방용세척제,0,2025-07-01
937,화인골드마린스,부산광역시 사하구 원양로 407-11 ,15,051-205-6928,051-205-0510,기타 수산동물 가공 및 저장 처리업,오징어 제품외,0,2025-07-01
938,화진물산,부산광역시 사하구 하신중앙로54번길 28 ,4,051-261-3710,051-261-3530,생물학적 제제 제조업 외 4 종,탈취제+비료,0,2025-07-01
939,효동전기,부산광역시 사하구 구평로 7 ,2,051-416-6159,051-416-6591,선박 구성 부분품 제조업,판넬+선박전기,0,2025-07-01
940,효진정밀,부산광역시 사하구 장평로190번길 25 ,17,051-266-1697,051-266-1690,금속 위생용품 제조업,금속파스너 및 나사제품 제조품,0,2025-07-01
941,효창프라스틱,부산광역시 사하구 다대로354번길 55 ,20,051-266-5290,051-266-5266,그 외 자동차용 신품 부품 제조업 외 4 종,자동차용 시계렌즈,2,2025-07-01
942,흥성공업사,부산광역시 사하구 장평로138번길 17-2 ,8,051-264-5825,051-266-5822,그 외 자동차용 신품 부품 제조업 외 3 종,자동차부품,0,2025-07-01
943,흥진산업,부산광역시 사하구 비봉로21번길 25 ,5,051-206-5673,051-206-5674,식품 위생용 종이 상자 및 용기 제조업 외 1 종,색지+포장지,0,2025-07-01
944,힐튼디자인,부산광역시 사하구 하신중앙로27번길 17 410호,4,070-7578-0370,050-8090-0370,소파 및 기타 내장가구 제조업,소파,0,2025-07-01
945,힐튼퍼니쳐,부산광역시 사하구 장평로 122-2 1층 ,2,,,소파 및 기타 내장가구 제조업,가구,0,2025-07-01
