연번,업체명,소재지,업종구분,산업분류코드,전화번호,팩스번호,고용인원수,데이터기준일자
1014,(주)은혜기업,광주광역시 광산구 평동산단로 225-38 (옥동),주형 및 금형 제조업,29293,062-951-4801,062-951-4804,30,2025-09-04
1015,(주)은혜기업,광주광역시 광산구 평동산단1번로 21 (옥동),차체 및 특장차 제조업,30201,062-951-4803,062-942-4805,85,2025-09-04
1016,(주)은혜림테크,광주광역시 광산구 용아로 645 (오선동) 에이동101호,분사기 및 소화기 제조업,29192,062-1522-5732,070-8668-5732,2,2025-09-04
1017,(주)이디테크,광주광역시 광산구 하남산단9번로 183 (도천동),도장 및 기타 피막처리업,25923,062-956-0089,,40,2025-09-04
1018,(주)이레그린,광주광역시 광산구 손재로 436-78 (오선동),기타 가정용 전기기기 제조업  ,28519,062-961-5280,,7,2025-09-04
1019,(주)이레그린,광주광역시 광산구 평동산단6번로 78-12 (월전동),기타 가정용 전기기기 제조업  ,28519,062-961-5280,062-961-5285,9,2025-09-04
1020,(주)이레정공,광주광역시 광산구 평동산단로 239-43 (옥동),그 외 자동차용 신품 부품 제조업  ,30399,062-972-0121,062-972-0126,5,2025-09-04
1021,(주)이리스,광주광역시 광산구 용아로 667 (오선동),섬유제품 기타 정리 및 마무리 가공업,13409,062-959-4700,062-454-4800,6,2025-09-04
1022,(주)이솔,광주광역시 광산구 평동산단로143번길 35 (월전동),그 외 기타 금속가공업,25929,062-945-8351,062-945-8356,27,2025-09-04
1023,(주)이씨네식품,광주광역시 광산구 평동로913번길 24 (월전동),김치류 제조업  ,10301,062-944-0710,062-944-0712,17,2025-09-04
1024,(주)이앤,광주광역시 광산구 진곡산단5번로 75-11 (진곡동),배전반 및 전기 자동제어반 제조업,28123,062-529-0131,062-529-0132,5,2025-09-04
1025,(주)이엔텍,광주광역시 광산구 평동산단8번로 94 (연산동),자동차 차체용 신품 부품 제조업  ,30320,062-943-8400,062-943-5571,11,2025-09-04
1026,(주)이오니아이엔티,"광주광역시 광산구 평동산단6번로 16, 나동 (월전동)",산업처리공정 제어장비 제조업  ,27216,02-2182-3103,02-2182-3104,7,2025-09-04
1027,(주)이을전력,광주광역시 광산구 소촌로 25-7 (소촌동),배전반 및 전기 자동제어반 제조업,28123,062-953-3717,062-953-3717,9,2025-09-04
1028,(주)이제이푸드,광주광역시 광산구 비아안길 23-17 (비아동),육류 기타 가공 및 저장처리업 (가금류 제외)  ,10129,,,8,2025-09-04
1029,(주)이주금형,광주광역시 광산구 진곡산단6번로 25-68(고룡동),주형 및 금형 제조업,29293,062-962-7854,062-962-6854,4,2025-09-04
1030,(주)이커버스,"광주광역시 광산구 남부대길 38, 창업보육센터 4층 8408호(월계동, 협동관)",무인 항공기 및 무인 비행장치 제조업,31312,062-972-2787,,2,2025-09-04
1031,(주)이화산업,광주광역시 광산구 하남산단8번로 26 (오선동),기타 기초 무기 화학물질 제조업,20129,062-951-3717,,12,2025-09-04
1032,(주)인벤트,광주광역시 광산구 손재로 436-61 (오선동),주형 및 금형 제조업,29293,062-974-9990,062-974-9991,10,2025-09-04
1033,(주)인성기계,광주광역시 광산구 평동로803번길 117-56 (용동),금속 절삭기계 제조업,29223,062-945-8167,062-945-8166,12,2025-09-04
1034,(주)인아,광주광역시 광산구 용아로 747 (안청동),그 외 금속 압형제품 제조업  ,25914,062-951-9371,062-951-9373,21,2025-09-04
1035,(주)인아렉스,광주광역시 광산구 용아로 747 (안청동),일반용 전기 조명장치 제조업  ,28422,062-952-1052,062-951-9373,4,2025-09-04
1036,(주)인아웃오토메이션,광주광역시 광산구 평동산단6번로 78-13 (월전동),배전반 및 전기 자동제어반 제조업  ,28123,062-941-2701,062-941-2702,9,2025-09-04
1037,(주)인탑스테크닉,광주광역시 광산구 진곡산단5번로 17-15 (진곡동),그 외 기타 전기장비 제조업,28909,062-974-0158,062-974-0153,16,2025-09-04
1038,(주)인탑스테크닉,광주광역시 광산구 진곡산단5번로 11 (진곡동),그 외 기타 일반목적용 기계 제조업,29199,062-974-0158,062-974-0153,27,2025-09-04
1039,(주)인텔리젼트코리안,광주광역시 광산구 임방울대로 36 (우산동) (총 3 필지) 외 2필지,기타 석제품 제조업,23919,062-942-9700,062-942-9701,9,2025-09-04
1040,(주)인팩,광주광역시 광산구 평동산단2번로 205 (장록동),육상 금속 골조 구조재 제조업  ,25113,062-945-8161,062-943-8164,14,2025-09-04
1041,(주)인퍼닉스,광주광역시 광산구 평동산단로143번길 15 (월전동),소파 및 기타 내장가구 제조업  ,32019,062-946-4441,0303-3441-4442,9,2025-09-04
1042,(주)인필,"광주광역시 광산구 어등대로 420-1, 102호(선암동)",그 외 기타 플라스틱 제품 제조업,22299,062-515-7476,062-381-7476,3,2025-09-04
1043,(주)일광이앤티,광주광역시 광산구 하남산단10번로 115-22 (안청동) 외 1필지,가정용 비전기식 조리 및 난방 기구 제조업  ,28520,062-954-2204,,20,2025-09-04
1044,(주)일광이엔지,광주광역시 광산구 평동산단로143번길 28-5 (월전동),육상 금속 골조 구조재 제조업  ,25113,062-233-0111,062-384-0134,2,2025-09-04
1045,(주)일국기업,광주광역시 광산구 양동길 96-23 (양동),"금속 문, 창, 셔터 및 관련제품 제조업",25111,062-943-3800,062-943-3803,6,2025-09-04
1046,(주)일국기업,"광주광역시 광산구 양동길 96-29, 외 2필지 (양동)","금속 문, 창, 셔터 및 관련제품 제조업  ",25111,062-943-3800,,25,2025-09-04
1047,(주)일국기업,광주광역시 광산구 목련로 372-42 (신가동),"금속 문, 창, 셔터 및 관련제품 제조업",25111,062-943-3800,062-943-3803,20,2025-09-04
1048,(주)일신산업,광주광역시 광산구 용아로 667 (오선동),유압기기 제조업,29120,062-953-0036,062-953-7810,4,2025-09-04
1049,(주)일영,광주광역시 광산구 평동산단7번로 16-7 (연산동),주철관 제조업  ,24131,062-251-4397,062-251-0557,4,2025-09-04
1050,(주)일정,광주광역시 광산구 손재로 512-49 (안청동),그 외 자동차용 신품 부품 제조업  ,30399,062-951-8811,062-951-8816,43,2025-09-04
1051,(주)일정,광주광역시 광산구 하남산단9번로 50-2 (안청동),그 외 자동차용 신품 부품 제조업,30399,062-951-8811,062-951-8816,8,2025-09-04
1052,(주)일조이엔지,광주광역시 광산구 아산길 32 (비아동),컨베이어장치 제조업  ,29163,062-944-7001,,2,2025-09-04
1053,(주)일진벤딩,광주광역시 광산구 평동산단2번로 142 (옥동),자동차용 금속 압형제품 제조업  ,25913,062-944-9994,062-944-7249,10,2025-09-04
1054,(주)일코전자,광주광역시 광산구 하남산단1번로 97(하남동),기타 가정용 전기기기 제조업,28519,,,1,2025-09-04
1055,(주)장군식품,광주광역시 광산구 비아로 147(비아동),천연 및 혼합조제 조미료 제조업  ,10832,062-418-1977,062-446-1977,4,2025-09-04
1056,(주)장원기업 ,광주광역시 광산구 하남산단2번로 77 (하남동),"플라스틱 포대, 봉투 및 유사제품 제조업",22231,062-719-3392,062-719-3394,17,2025-09-04
1057,(주)장호,광주광역시 광산구 손재로 392 (오선동),운송장비 조립용 플라스틱제품 제조업  ,22241,062-951-6861,062-951-0369,12,2025-09-04
1058,(주)장호엔지니어링,광주광역시 광산구 하남산단3번로 32 (장덕동),배전반 및 전기 자동제어반 제조업,28123,062-952-5385,062-952-3005,6,2025-09-04
1059,(주)장호이엔지텍,광주광역시 광산구 하남산단7번로 42-11 (오선동),배전반 및 전기 자동제어반 제조업,28123,062-952-5386,062-952-0302,16,2025-09-04
1060,(주)재원테크,광주광역시 광산구 진곡산단6번로 25-7 (고룡동),트레일러 및 세미트레일러 제조업,30203,062-951-1997,,4,2025-09-04
1061,(주)재원테크,"광주광역시 광산구 진곡산단5번로 43-3, (주)재원테크(진곡동)",그 외 기타 분류 안된 금속 가공 제품 제조업  ,25999,062-951-1997,,14,2025-09-04
1062,(주)재원테크 ,광주광역시 광산구 진곡산단6번로 25-60 (고룡동),트레일러 및 세미트레일러 제조업,30203,062-951-1997,062-951-1998,10,2025-09-04
1063,(주)재이디,광주광역시 광산구 하남산단4번로 156 (장덕동),그 외 기타 전기장비 제조업  ,28909,062-971-7125,062-973-7125,3,2025-09-04
1064,(주)재인테크 ,광주광역시 광산구 진곡산단6번로 25-17 (고룡동),주형 및 금형 제조업,29293,062-955-5434,062-955-5435,11,2025-09-04
1065,(주)재환,광주광역시 광산구 진곡산단5번로 63 (진곡동),"플라스틱 선, 봉, 관 및 호스 제조업",22211,062-953-9048,062-953-9043,13,2025-09-04
1066,(주)전진티티에스,광주광역시 광산구 진곡산단중앙로 245 (고룡동),그 외 기타 분류 안된 금속 가공 제품 제조업  ,25999,062-955-3337,,18,2025-09-04
1067,(주)정강통신,광주광역시 광산구 풍영철길로 127 (운남동),방송장비 제조업,26421,062-949-9877,062-949-9859,3,2025-09-04
1068,(주)정광테크,광주광역시 광산구 하남산단3번로 14-26(장덕동),그 외 기타 플라스틱 제품 제조업,22299,062-962-9557,062-962-8557,14,2025-09-04
1069,(주)정동이엔지,광주광역시 광산구 평동로803번길 117-72 (용동),열간 압연 및 압출 제품 제조업,24121,062-513-5104,062-513-5105,4,2025-09-04
1070,(주)정상에이치씨,광주광역시 광산구 하남산단7번로 117 (오선동),자동차 차체용 신품 부품 제조업  ,30320,,,14,2025-09-04
1071,(주)정오,광주광역시 광산구 하남산단3번로 14-18 (장덕동) 외 1필지,설치용 및 위생용 플라스틱제품 제조업  ,22222,062-952-9363,062-952-9310,3,2025-09-04
1072,(주)정오테크,광주광역시 광산구 용아로 581 (장덕동),주형 및 금형 제조업,29293,,,5,2025-09-04
1073,(주)정우,광주광역시 광산구 손재로 392 (오선동),플라스틱 필름 제조업,22212,062-952-5255,062-952-5277,1,2025-09-04
1074,(주)정우화학,광주광역시 광산구 하남산단1번로 33 (하남동),고무패킹류 제조업  ,22191,062-951-8895,062-951-8897,16,2025-09-04
1075,(주)정원기공,광주광역시 광산구 하남산단8번로 128 (오선동),절삭가공 및 유사처리업  ,25924,062-955-6510,,15,2025-09-04
1076,(주)정원스틸산업,광주광역시 광산구 평동산단9번로 40 (연산동),"금속 문, 창, 셔터 및 관련제품 제조업",25111,062-513-7009,062-515-8192,5,2025-09-04
1077,(주)정원푸드,광주광역시 광산구 지로길7번길 28-1 (지죽동),두부 및 유사식품 제조업,10894,062-974-6716,062-973-6716,5,2025-09-04
1078,(주)정원푸드,광주광역시 광산구 지로길7번길 28 (지죽동),두부 및 유사식품 제조업,10894,062-942-0095,062-942-0096,25,2025-09-04
1079,(주)정진도료,광주광역시 광산구 손재로 512-21 (안청동),도장 및 기타 피막처리업  ,25923,062-953-3580,,20,2025-09-04
1080,(주)정진도료,광주광역시 광산구 월전동 1257번지,구조용 금속 판제품 및 공작물 제조업  ,25112,062-953-3580,062-951-2296,12,2025-09-04
1081,(주)정진시스템,광주광역시 광산구 진곡산단4번로 51-26 (진곡동),알루미늄주물 주조업,24321,062-714-1927,,22,2025-09-04
1082,(주)정창포장,광주광역시 광산구 평동로 790-14 (옥동),골판지 제조업  ,17211,062-943-1991,062-943-1856,18,2025-09-04
1083,(주)정환,광주광역시 광산구 하남산단4번로 95-11 (장덕동),주형 및 금형 제조업,29293,,,5,2025-09-04
1084,(주)정환,광주광역시 광산구 하남산단4번로 95-5 (장덕동),주형 및 금형 제조업,29293,,,5,2025-09-04
1085,(주)정환,"광주광역시 광산구 하남산단4번로 95-7, 2동, 3동, 4동(장덕동)",주형 및 금형 제조업,29293,,,3,2025-09-04
1086,(주)정훈이엔지 ,광주광역시 광산구 하남산단3번로 23-27 (장덕동),음ㆍ식료품 및 담배 가공기계 제조업  ,29250,062-522-1001,050-4321-8545,4,2025-09-04
1087,(주)제로하우스,광주광역시 광산구 하남산단천변우로 96 (도천동),폴리스티렌 발포 성형제품 제조업  ,22251,062-955-0031,062-955-7716,40,2025-09-04
1088,(주)제이더블유케미칼,"광주광역시 광산구 월전로 50(월전동, (주)신아이노텍)",플라스틱 필름 제조업,22212,062-943-7300,062-946-7301,5,2025-09-04
1089,(주)제이디컬러테크,광주광역시 광산구 하남산단3번로 68 (장덕동),도장 및 기타 피막처리업,25923,062-943-2336,062-943-2337,6,2025-09-04
1090,(주)제이시스템,광주광역시 광산구 평동산단10번로 4(연산동),기체 여과기 제조업,29175,,062-456-3047,2,2025-09-04
1091,(주)제이앤씨우드테크,광주광역시 광산구 평동산단1번로 20 (용동),"금속 문, 창, 셔터 및 관련제품 제조업  ",25111,062-226-0001,062-226-0328,3,2025-09-04
1092,(주)제이앤엘테크,광주광역시 광산구 진곡산단중앙로 131 (진곡동),주형 및 금형 제조업  ,29293,031-499-1005,031-499-1006,16,2025-09-04
1093,(주)제이앤엠테크,광주광역시 광산구 진곡산단중앙로 142 (진곡동),주형 및 금형 제조업,29293,062-952-2340,,3,2025-09-04
1094,(주)제이앤엠테크 ,"광주광역시 광산구 진곡산단중앙로 142, 임차기업 (진곡동)",주형 및 금형 제조업,29293,062-952-2340,062-952-2342,12,2025-09-04
1095,(주)제이에스바이오,"광주광역시 광산구 진곡산단3번로 41-18, (62207)광주광역시광산구진곡산단3번로41-18(A20-8)(진곡동)",분사기 및 소화기 제조업,29192,062-954-3088,,3,2025-09-04
1096,(주)제이에스이노베이션,광주광역시 광산구 손재로287번길 88 (하남동),"플라스틱 적층, 도포 및 기타 표면처리 제품 제조업",22292,062-952-4110,062-953-4110,5,2025-09-04
1097,(주)제이에스이노베이션,광주광역시 광산구 손재로287번길 88 (하남동),"플라스틱 적층, 도포 및 기타 표면처리 제품 제조업",22292,062-952-4110,062-961-4115,6,2025-09-04
1098,(주)제이에스이엔지,광주광역시 광산구 하남산단9번로 63 (안청동),배전반 및 전기 자동제어반 제조업,28123,062-954-3220,062-954-3227,5,2025-09-04
1099,(주)제이에이치켐텍,광주광역시 광산구 평동산단3번로 91 (용동),일반용 도료 및 관련제품 제조업,20411,070-4401-7441,062-951-7441,2,2025-09-04
1100,(주)제이엠이앤씨,광주광역시 광산구 진곡산단중앙로 284(고룡동),구조용 금속 판제품 및 공작물 제조업,25112,062-714-3711,,4,2025-09-04
1101,(주)제이엠케이,"광주광역시 광산구 진곡산단2번로 12, A27-3 (오선동)",그 외 자동차용 신품 부품 제조업  ,30399,062-959-1959,062-959-1956,20,2025-09-04
1102,(주)제이엠탑테크,광주광역시 광산구 평동로803번길 117-23 (용동),"플라스틱 적층, 도포 및 기타 표면처리 제품 제조업",22292,062-714-2570,062-714-2571,15,2025-09-04
1103,(주)제이와이컴퍼니,광주광역시 광산구 용아로 631-9 (오선동),오프셋 인쇄업,18113,062-227-8804,,4,2025-09-04
1104,(주)제이원휴먼테크,광주광역시 광산구 평동산단8번로 14-12(연산동),기체 여과기 제조업,29175,,070-7614-3192,5,2025-09-04
1105,(주)제이위드,광주광역시 광산구 용아로 583 (장덕동),주형 및 금형 제조업,29293,,,5,2025-09-04
1106,(주)제이컴퍼니   ,"광주광역시 광산구 하남산단1번로 131, B동 (하남동)",그 외 기타 금속가공업  ,25929,062-955-9690,062-955-9691,1,2025-09-04
1107,(주)제이케이베스트,광주광역시 광산구 빛동14로 20(덕림동),절삭가공 및 유사처리업,25924,062-710-6048,062-953-6048,7,2025-09-04
