 연번 , 업종 ,업체명,소재지,주생산품,종업원수(명),전화번호
2686,16221,나눔문백화점,광주광역시 북구 독립로 347  ,"목재 창문, 목재 문틀 등 관련제품 제조",1,
2687,10711,별미떡방앗간,광주광역시 남구 금당로 38-1  1층층 ,백설기.미숫가루,4,
2688,29120,중앙유압,광주광역시 북구 제봉로 284  ,유압시스템,1,062-512-2244
2689,27192,참빛치과 기공소,광주광역시 북구 서암대로 290  3층 ,"인조치아, 보철물 제작",2,
2690,33910,(주)서울싸인애드,광주광역시 북구 제봉로 309-1  1층 ,"고정광원을 갖지 않는 간판, 광고물 제조",3,062-512-4779
2691,33999,네이처플로라,광주광역시 북구 서양로 132  ,찜질팩,1,
2692,10211,등대,광주광역시 남구 봉선중앙로131번길 36  ,홍어무침판매,1,
2693,34011,명성,광주광역시 북구 무등로262번길 61 A ,건설기계장비,1,062-529-0405
2694,34019,광주선반,광주광역시 북구 무등로262번길 21  ,조립 금속제품 수리,1,062-526-2007
2695,10711,진미떡 방앗간,광주광역시 남구 봉선1로 21-1  ,떡제조,2,062-671-2330
2696,21300,주식회사 아이러브허브,광주광역시 북구 서양로 132  ,찜질허브팩제조,3,
2697,18111,운화인쇄전문점,광주광역시 북구 효죽로 3  ,명함제작,1,062-525-8277
2698,10711,떡만세,광주광역시 남구 대남대로159번길 6  ,"절편, 시루떡",1,062-651-4050
2699,10612,태평선식일곡점,광주광역시 북구 일곡마을로 25  1층 103호,선식,1,062-572-8198
2700,10301,깜밤쟁이들,광주광역시 북구 일곡로 14  ,김치,3,
2701,10711,백광떡방앗간,광주광역시 북구 면앙로165번길 52  ,떡,2,
2702,33910,천산기업,광주광역시 북구 버들로 3-2  ,"간판, 현수막, 상패, 스크린인쇄 등",2,
2703,33933,신양화랑,광주광역시 북구 군왕로 131  ,액자 표구,1,
2704,10759,대창식품,광주광역시 북구 삼정로 86  ,추어탕,2,
2705,15129,세종가방,광주광역시 북구 군왕로 74-1  ,"트렁크, 안경 케이스 ",2,
2706,16103,서이산업,광주광역시 북구 우치로422번길 11  ,약품처리 목재생산,9,
2707,33409,고려전자,광주광역시 북구 설죽로 410  ,"바둑, 체스, 유희용 카드, 당구용구 등 제조",5,
2708,16221,대건목공,광주광역시 북구 매곡로 106  ,전통창호,1,062-573-4838
2709,10301,엄마손반찬,광주광역시 북구 일곡마을로 45 태양 ,김치제조,2,
2710,33933,문화표구사,광주광역시 북구 서방로 154-1  ,표구,2,062-529-7958
2711,10796,미래장수건강원,광주광역시 북구 동문대로186번길 9  ,붕어즙,2,062-262-8072
2712,18111,대성전산,광주광역시 북구 새터마을길 32  ,우편발송고지서인쇄,1,062-265-0129
2713,25111,진산기업,광주광역시 북구 양일로344번길 30-18  ,섀시제조,3,062-573-2213
2714,15129,쓰리랑가방공장,광주광역시 북구 우치로311번길 20 청암아파트 101동 511호,"트렁크, 안경 케이스 등 제조",2,
2715,20422,광주북구동신지역자활센터The 청정*,광주광역시 북구 우치로241번길 5  ,비누제조,9,062-576-6970
2716,26410,평산산업,광주광역시 북구 우치로347번길 15 서라아파트 102동 2003호,통신용부품조립,2,
2717,10301,모아반찬,광주광역시 북구 서방로172번길 22  ,배추김치.파김치,2,062-511-3662
2718,33910,푸른광고,광주광역시 북구 금녕길 29-1  ,"간판,광고물제조",1,
2719,10711,달그락부엌,광주광역시 북구 서방로 128-1  ,떡,1,
2720,20422,되살림생태체험농장,광주광역시 북구 참판로 152  지하1층 ,비누 제조업,1,
2721,22223,아름다운창호,광주광역시 북구 일곡마을로 86-2  ,"창문,창틀등",1,062-573-0612
2722,10711,문흥떡방앗간,광주광역시 북구 문산로 30-1 중흥아파트 상가동 1층 14호,"시루떡,달떡",2,062-266-3236
2723,10711,송하떡전문점,광주광역시 북구 동문대로204번길 34  ,"인절미, 꿀떡",2,062-267-3848
2724,28423,디베르디자인,광주광역시 북구 우치로 367  ,간판제작,2,
2725,25111,방성기업,광주광역시 북구 참판로 207  ,창호,1,062-261-8724
2726,15129,형제가방,광주광역시 북구 우치로275번길 30  ,나일론가방제조,3,
2727,29292,플로시스,광주광역시 북구 용호천변길 37-4  ,수돗물 약품 투입기제조,1,062-371-9900
2728,13402,고운빛깔,광주광역시 북구 석곡월산길 27-8  ,천연염색,1,
2729,33932,엠(M)조형아트,광주광역시 북구 일곡택지로53번길 32-6  ,건축조형물설치,1,
2730,33993,광천브러쉬,광주광역시 북구 서하로 293  3층 ,브러쉬주문제작,1,
2731,23221,뜰안,광주광역시 북구 신촌로23번길 51  1층 ,생활자기 제조 판매,1,
2732,27192,늘솜 치과기공소,광주광역시 북구 설죽로320번길 24  ,치과기공소,1,062-464-5401
2733,11111,농업회사법인 유한회사 청풍,광주광역시 북구 신촌샛강길 120-4  ,"동동주,탁주",1,
2734,10796,황해건강원,광주광역시 북구 군왕로130번길 21  ,붕어즙,2,062-251-8826
2735,11209,과일나라앨리스 광주점,광주광역시 서구 화정로293번길 6  ,"과·채음료,샌드위치",1,
2736,10796,장수흑염소,광주광역시 서구 화정로 269-1  ,"붕어,가물치즙",2,062-368-1230
2737,25111,창일기업,광주광역시 서구 유덕로 115-2  ,금속창호 제작,1,
2738,25119,성우판넬,광주광역시 서구 유덕로 79  ,금속제 조립식 건물 및 그 부분품 제조,3,062-374-0052
2739,28423,서울싸인유통,광주광역시 서구 하남대로502번길 19-32  ,"알류미늄 고객요청에의해, 컴퓨터디자인",13,062-224-9911
2740,33910,핸드디자인광고,광주광역시 서구 천변좌하로 616  ,옥외광고물,1,062-362-3140
2741,22223,금오테크,광주광역시 서구 유덕로 131  ,창호제조,5,
2742,25119,제일기업,광주광역시 동구 남문로 278  ,"조립식건축,샷슈,창호",1,
2743,13223,베스트,광주광역시 서구 천변좌로 243 양동복개상가 가5동 2층 218호,"커튼,블라인드 등 제조",1,062-361-3090
2744,13223,은혜커텐,광주광역시 서구 천변좌로 243 양동복개상가 나동 2층 ,커튼 벽가리개등 제조,2,062-351-0447
2745,28903,한양공영(주),광주광역시 서구 천변좌로 8-3  ,교통 음향.시각 신호장치 등 제조,7,062-361-2277
2746,25111,금성산업,광주광역시 서구 유덕로141번길 34  ,창호재료제조,1,062-223-6835
2747,22223,국민건업,광주광역시 서구 유덕로 38  ,하이샷시창문,12,062-513-3644
2748,32029,공간산업개발,광주광역시 서구 유덕로 75  A동 ,"목제 침대, 목제 캐비닛, 나전칠기 가구 등 제조",1,062-264-0488
2749,10711,소드리아,광주광역시 동구 용산3길 17 모아엘가 에듀파크 근린생활시설2동 114호,수제떡판매,1,
2750,13223,금호커텐,광주광역시 서구 천변좌로 243 양동복개상가 가동 2층 52호,커텐 제조,1,
2751,13223,다솔커텐,광주광역시 서구 천변좌로 243 양동복개상가 나동 2층 ,커튼 벽가리개등 제조,1,062-673-1206
2752,32019,대진공예,광주광역시 서구 빛고을대로 5-1  ,쇼파제조,1,
2753,25112,에이원산업개발,광주광역시 서구 유덕로 162  ,철근콘크리트 공사업,3,
2754,25924,대성강재,광주광역시 서구 유덕로141번길 21-3  ,소매업자에게도매,3,062-374-3353
2755,13223,풍경커텐,광주광역시 서구 천변좌로 243 양동복개상가 가동 2층 ,"커튼,블라인드 등 제조",1,062-362-5124
2756,33910,고려광고기획,광주광역시 서구 월산로 179  ,광고물 간판등 제조,1,062-368-9136
2757,10792,삼애다원,광주광역시 동구 의재로 105  ,홍차 등 차류 제조,1,062-222-3277
2758,29171,화성공조닥트,광주광역시 동구 칠전길 57-8  ,배관냉난방환풍기,1,062-363-9212
2759,33932,대양,광주광역시 서구 천변좌로 264 금호아파트 3동 1203호,"3D프린터제작,개발,출력",1,
2760,13223,동 신커텐 침 구,광주광역시 서구 천변좌로 243 양동복개상가 가동 나동 2층 ,커튼 벽가리개등 제조,1,062-365-1733
2761,13221,사임당,광주광역시 서구 천변좌로 243 복개상가 나동 1층 ,이불,1,
2762,33910,디엔엠디자인컴퍼니DM,광주광역시 서구 군분로 224  201호,간판 및 광고물제조업,1,
2763,30332,(주)케이잡  솔루션,광주광역시 서구 경열로 18-1  202호,자동차 전기장치 제조,6,062-362-0022
2764,13222,천우컴퓨터자수,광주광역시 서구 천변좌하로626번길 2-6  ,컴퓨터자수 제조,1,
2765,25112,주식회사 중원철강,광주광역시 서구 유덕로6번길 30-7  ,구조용 금속판제품 제조업,4,062-374-6991
2766,30332,그린하이텍,광주광역시 서구 무진대로 969  ,고객의 요청에 의해 제조,140,062-961-1233
2767,32021,우성씽크,광주광역시 서구 유덕로6번길 66  제1동 ,"주방가구, 싱크대, 식탁 등 제조",1,0507-1478-1624
2768,25113,수영ING,광주광역시 서구 무진대로 494  ,가로등주 제조,6,062-941-2361
2769,28123,주식회사하이켄,광주광역시 서구 덕흥1길 78-14  A동 ,"속도 조정기, 배전기 부분품 등 제조",1,062-419-0111
2770,10711,소문난방앗간,광주광역시 서구 상무버들로16번길 6-3 일층 ,"떡,약과제조",1,
2771,28123,삼일전기,광주광역시 서구 유덕로40번길 22  ,배전반및 전기회로제조,5,
2772,13223,성산커텐,광주광역시 서구 천변좌로 243 양동복개상가 나동 2층 7호,커튼 벽가리개 제조,2,062-369-1825
2773,10796,친절흑염소,광주광역시 서구 천변좌로222번길 6-23  ,"배즙 ,붕어즙 제조",2,062-365-4140
2774,13223,우주커텐,광주광역시 서구 천변좌로 243 양동복개상가 가동 2층 ,커튼 제조,1,062-361-4571
2775,10796,장수건강원,광주광역시 서구 발산로 37-4  ,"붕어즙,가물치즙",2,062-369-7478
2776,26310,(주)시스아이코리아,광주광역시 서구 월산로 215  ,"컴퓨터, 노트북 등 제조",6,062-362-6999
2777,27192,고려치과기공소,광주광역시 서구 대남대로 464  ,"지르코니아, 골드 인상체, 모델작업",12,062-351-6905
2778,34019,광주에어컨,광주광역시 서구 죽봉대로120번길 7-1  ,"산업용 보일러, 농업용 기계, 항공기 부품 등 수리",1,062-374-8582
2779,29169,우수파워,광주광역시 서구 무진대로 603  2층 ,판넬제조,1,062-522-2164
2780,32029,삼도산업,광주광역시 서구 유덕로6번길 66  ,가구제조,1,062-374-0567
2781,10402,광주양동참기름,"광주광역시 서구 천변좌로 238 양동시장 라동 608,617호",참기름 제조,1,062-365-4462
2782,10612,양동제일방앗간,광주광역시 서구 양동시장2길 17  1호,참기름제조,1,
2783,29294,광남기공사,광주광역시 서구 천변좌로306번길 3-1  ,금속금형제조,1,062-365-1555
2784,10711,안동떡집,광주광역시 서구 천변좌로246번길 1  ,떡 제조,1,062-364-1126
2785,32029,한샘키친신상무대리점한국종합인테리어 유한회사,광주광역시 서구 경열로 50  ,기타목재 가구제조,8,062-521-0003
2786,25111,민우실업,광주광역시 서구 유덕로 115-2  ,알루미늄 문 제조,1,
2787,29171,신영공조냉동,광주광역시 서구 덕흥1길 84  ,산업용냉동장미제조,1,
2788,28520,주식회사 씨앤씨시스템,광주광역시 서구 유덕로13번길 8-22  ,"비전기식 난방장치, 화로 등 제조",1,
2789,29293,아이솔루션,광주광역시 서구 유덕로40번길 24  ,산업용마킹기,1,
2790,18122,나이스북,광주광역시 동구 칠전길 14  ,"각종 서적, 인쇄물을 제책",6,062-232-7275
2791,31999,광주리어카,광주광역시 서구 독립로188번길 5-2  ,사업체에서,1,062-362-3644
2792,10612,번성제분소,광주광역시 서구 천변좌로262번길 19-1  1층 ,곡물류 제분,1,062-369-3992
2793,10711,덕진떡방앗간,광주광역시 동구 의재로 49  ,떡제조,1,062-227-3660
2794,10759,히노아스카（주）,광주광역시 동구 칠전길 2  ,돈가스,21,062-652-3788
2795,14130,금성주단,광주광역시 서구 천변좌로 238 양동시장 가동 38호,한복 제조,1,062-363-3943
2796,34020,교육시설인 협동조합 광주지사,광주광역시 서구 천변좌로 282 삼익맨션 1동 805호,전기 전자및 정밀 기기 수리업,1,
2797,10612,정훈제분소,광주광역시 서구 양동시장1길 27  ,"청국장, 콩가루, 미싯가루",1,062-446-9632
2798,10612,라파식품,광주광역시 서구 천변좌로262번길 17  (1층)층 ,곡물류 제분,2,062-363-2944
2799,22249,신풍공업사,광주광역시 서구 광천2길 26  ,플라스틱제품제조,2,
2800,16231,광주선영,광주광역시 광산구 동곡로 560-6  ,목재깔판류 및 적재판,6,062-942-5766
2801,10122,(주)모인푸드,광주광역시 광산구 평동로740번길 101  ,"돼지고기, 소고기 도축육(돼지,소), 절단",12,062-943-7992
2802,26410,(주)송호테크윈,광주광역시 광산구 광주여대길 6 광주여대시립유니버시아드체육관 시립유니버시아드체육관 라동 ,"유선 전화기, 유선 팩시밀리 등 제조",1,
2803,10711,화순 떡방앗간,광주광역시 서구 내방로418번길 22  ,"떡류, 약과 등 제조",1,062-372-8070
2804,10301,김가네 김치,광주광역시 서구 군분로 238  ,김치류 제조,2,
2805,31113,민우씨티,광주광역시 광산구 평동매화길 11-1  ,"구조용금속,금속공작물 제조",1,062-673-8768
2806,33910,(주)위너스파워,광주광역시 광산구 평동산단6번로 74  ,금속가공,6,
2807,22241,씨엠테크,광주광역시 광산구 평동로803번길 146-14  ,"PP(플라스틱), ABS 원재료투입, 검사",25,062-945-5310
2808,30399,튼솔인터내셔널,광주광역시 광산구 평동산단로143번길 32  ,"자동차용 소음기, 배기관, 안전벨트 등 신품 제조",1,
2809,28122,(주)샘내전자,광주광역시 광산구 평동산단로 70  ,"커넥터부품 부품입고, 조립",20,
2810,29292,주식회사 동화엔지니어링,광주광역시 광산구 하남산단8번로 100  ,플라스틱 사출 성형기 생산 가공용절단기 제조,3,062-956-6200
2811,29210,광명1급정밀,광주광역시 광산구 손재로 376-7  ,제초기,1,062-954-2255
2812,27199,(주)제이에스더블유테크놀러지,광주광역시 광산구 하남산단6번로 21-9  ,살균및멸균장치,3,062-973-7327
2813,25929,마스터용접,광주광역시 광산구 하남산단3번로 23-23  ,용접,1,
2814,25924,대성하이텍,광주광역시 광산구 진곡산단2번로 39-24  ,금형부품,1,
2815,25924,세영정밀,광주광역시 광산구 하남산단8번로 100-13  ,기계부품,1,062-954-5146
2816,17211,나라산업,광주광역시 광산구 하남산단3번로 14-36  ,골판지,1,062-955-8870
2817,33933,신라화랑표구사,광주광역시 서구 화정로 263  ,예술품표구,1,062-364-8882
2818,22199,주식회사 성우테크 광주지점*,광주광역시 광산구 평동산단로 225-10  ,고무패드 제조,19,
2819,22299,어업회사법인아이삭,광주광역시 광산구 평동산단외로 111-25  ,플라스틱제조,3,062-942-9996
2820,25913,(주)그린,광주광역시 광산구 평동산단외로 173  ,자동차용 부분품 제조,4,062-956-7795
