회사명,전화번호,팩스번호,공장대표주소,업종명
(주)청보하이텍,052-264-9346,052-264-9347,울산광역시 울주군 삼동면 암리3길 26-3,비디오 및 기타 영상기기 제조업
(주)청정산업,052-257-1590,052-261-1545,울산광역시 울주군 웅촌면 은현공단2길 20,포장용 플라스틱 성형용기 제조업
(주)청초,055-362-5370,055-388-5378,울산광역시 울주군 웅촌면 와지공단1길 38 (총 2 필지) 외 1필지,선박 구성 부분품 제조업
(주)충무발효,052-264-4810,052-264-3621,울산광역시 울주군 삼동면 삼동로 267-6,기타 식품 첨가물 제조업
(주)칼라런트코리아,,,울산광역시 울주군 삼동면 암리하방길 26 외 3필지,무기안료용 금속 산화물 및 관련 제품 제조업
(주)캠프,,,울산광역시 울주군 서생면 해맞이로 1341-1,그 외 기타 특수목적용 기계 제조업 외 1 종
(주)케이디금속,052-915-2000,052-915-2001,울산광역시 울주군 웅촌면 고연로 63-10 외 1필지,금속 조립구조재 제조업 외 1 종
(주)케이디엠텍,052-703-1000,052-239-8163,울산광역시 울주군 온산읍 화산로 137-11 외 1필지,"증류기, 열교환기 및 가스발생기 제조업"
(주)케이디엠텍,052-239-3960,052-239-8163,울산광역시 울주군 온산읍 화산2길 11,"증류기, 열교환기 및 가스발생기 제조업"
(주)케이디텍,052-710-5555,052-710-5554,울산광역시 울주군 청량읍 처용산업로 243-30,금속 캔 및 기타 포장용기 제조업
(주)케이디텍인더스트리,052-710-5110,,울산광역시 울주군 청량읍 처용산업3길 31,"산업용 오븐, 노 및 노용 버너 제조업"
(주)케이디텍인더스트리,052-710-5110,,울산광역시 울주군 청량읍 처용산업5길 7-5,육상 금속 골조 구조재 제조업
(주)케이디파인켐 온산지점,052-237-1321,,울산광역시 울주군 온산읍 석당길 23,윤활유 및 그리스 제조업 외 2 종
(주)케이씨씨 언양공장,052-255-5500,052-263-1150,울산광역시 울주군 삼남면 울산역로 148 외 3필지,암면 및 유사제품 제조업 외 1 종
(주)케이씨엠티 1공장,051-988-8810,,울산광역시 울주군 서생면 에너지산업1로 31 외 3필지,기타 산업용 유리제품 제조업
(주)케이씨엠티 2공장,051-988-8881,,울산광역시 울주군 서생면 에너지산업로 74,기타 산업용 유리제품 제조업
(주)케이씨피테크,052-271-4040,052-268-4646,울산광역시 울주군 청량읍 상남리 484-10번지,육상 금속 골조 구조재 제조업 외 1 종
(주)케이씨피테크,052-271-4040,052-268-4646,울산광역시 울주군 온양읍 산양길 22,육상 금속 골조 구조재 제조업 외 1 종
(주)케이에스스틸,051-463-9600,051-441-1694,울산광역시 울주군 온산읍 공단로 141 (총 2 필지) 외 1필지,선박 구성 부분품 제조업
(주)케이에스피앤티,052-700-0276,,울산광역시 울주군 온산읍 처용산업1길 14,"증류기, 열교환기 및 가스발생기 제조업"
(주)케이에이치,,,울산광역시 울주군 웅촌면 고연리 1853번지,자동차 차체용 신품 부품 제조업 외 1 종
(주)케이에프피,,052-223-3837,울산광역시 울주군 웅촌면 고연로 115-5 외 1필지,혼성 및 재생 플라스틱 소재 물질 제조업
(주)케이엔,052-256-7475,052-267-8008,울산광역시 울주군 청량읍 처용산업로 243-22,육상 금속 골조 구조재 제조업 외 1 종
(주)케이엘 글로벌,052-239-3502,052-239-3502,울산광역시 울주군 상북면 길천산업1길 16-19,운송장비 조립용 플라스틱제품 제조업 외 1 종
(주)케이엠씨,052-227-9045,052-227-9049,울산광역시 울주군 웅촌면 고연로 244-21,디지털 적층 성형기계 제조업 외 1 종
(주)케이와이텍,,,"울산광역시 울주군 청량읍 처용산업3길 135, 경공업2동 4층",합성수지 및 기타 플라스틱 물질 제조업
(주)케이울산고래,052-700-4450,052-274-4490,울산광역시 울주군 언양읍 구수길 27 1층,기타 직물제품 제조업 외 1 종
(주)케이원모터스,052-263-6711,052-263-7110,울산광역시 울주군 상북면 길천산업2길 10-8,트레일러 및 세미트레일러 제조업
(주)케이원모터스,052-263-6711,052-263-6710,울산광역시 울주군 상북면 길천산업로 87,트레일러 및 세미트레일러 제조업
(주)케이지에프컴포지트,070-4616-2937,070-7547-2073,울산광역시 울주군 웅촌면 은현작동로 280,"1차 유리제품, 유리섬유 및 광학용 유리 제조업"
(주)케이지엑스,052-231-6411,,울산광역시 울주군 온산읍 화산리 1298번지 외 1필지,차체 및 특장차 제조업 외 2 종
(주)케이티팀버,052-283-4000,,울산광역시 울주군 언양읍 태기길 40,일반 제재업
(주)케일럼,051-941-3511,051-941-3513,"울산광역시 울주군 온산읍 우봉강양로 35, (우봉리 119번지)",금속탱크 및 저장용기 제조업 외 2 종
(주)켄텍,052-716-7440,,울산광역시 울주군 온양읍 덕망로 217-6 (총 2 필지) 외 1필지,산업처리공정 제어장비 제조업
(주)켐.톱.코리아,052-239-8703,052-239-8706,울산광역시 울주군 온양읍 용당내광로 355,도장 및 기타 피막처리업
(주)켐텍,052-289-4035,052-289-4037,울산광역시 울주군 두동면 두동로 1156,금속 절삭기계 제조업
(주)코리아에어텍,052-278-6711,052-278-6729,울산광역시 울주군 온산읍 처용리 126-1번지 외 1필지,산업용 가스 제조업
(주)코리아피앤시,052-296-7823,,울산광역시 울주군 청량읍 처용산업5길 23,그 외 기타 특수목적용 기계 제조업 외 5 종
(주)코린화학,052-238-1106,052-238-1109,울산광역시 울주군 온산읍 화산1길 82,동물용 의약품 제조업
(주)코마스솔라,052-256-4300,,울산광역시 울주군 청량읍 처용산업3길 113 (주)코마스,기타 전기 변환장치 제조업 외 3 종
(주)코마스텍,052-256-4300,,울산광역시 울주군 청량읍 처용산업3길 113,냉간 압연 및 압출 제품 제조업 외 3 종
(주)코스,052-267-2178,052-267-2179,울산광역시 울주군 웅촌면 고연로 198,운송장비 조립용 플라스틱제품 제조업 외 1 종
(주)코스모와이어,052-261-0478,052-261-0480,울산광역시 울주군 웅촌면 고연로 20,항공기용 부품 제조업
(주)코아플랜트,070-4272-9115,052-238-1185,울산광역시 울주군 온산읍 처용산업로 51-18,"증류기, 열교환기 및 가스발생기 제조업"
(주)코인,052-238-9885,052-238-9886,울산광역시 울주군 서생면 신암리 517-1,그 외 기타 특수목적용 기계 제조업
(주)코지스,052-289-0110,052-289-0677,울산광역시 울주군 상북면 길천산업로 371,그 외 자동차용 신품 부품 제조업
(주)코티옥스케미칼,052-260-8114,052-260-8113,울산광역시 울주군 온산읍 원봉로 55,그 외 기타 분류 안된 화학제품 제조업
(주)콜핑,055-780-2036,,울산광역시 울주군 상북면 소야정길 183-32,기타 직물제품 제조업
(주)크리에이텍,051-780-8104,,울산광역시 울주군 서생면 에너지산업4로 19-13,그 외 기타 특수목적용 기계 제조업 외 1 종
(주)킴코,,,울산광역시 울주군 온산읍 명봉거남로 53,운송장비용 조명장치 제조업
(주)탑아이엔디,052-998-1950,052-295-1951,울산광역시 울주군 언양읍 반천산업로 108-120,자동차 차체용 신품 부품 제조업 외 4 종
(주)탑아이엔디,052-998-1950,052-295-1951,울산광역시 울주군 언양읍 반천반송산업로 137-5,자동차 차체용 신품 부품 제조업
(주)탑아이엔디,052-998-1950,,울산광역시 울주군 언양읍 반천반송산업로 137-16,자동차 차체용 신품 부품 제조업
(주)태경알앤피,052-275-2255,052-273-8899,울산광역시 울주군 온양읍 내광리 GW일반산업단지 10블럭 7롯트,자동차 차체용 신품 부품 제조업
(주)태광에스티,052-261-9553,052-239-9556,울산광역시 울주군 온양읍 산양길 15,"도금, 착색 및 기타 표면처리강재 제조업 외 3 종"
(주)태봉산업,052-255-8800,052-264-9476,울산광역시 울주군 상북면 길천산업로 145 (총 2 필지),그 외 자동차용 신품 부품 제조업 외 3 종
(주)태산지앤이,052-238-1395,,울산광역시 울주군 온산읍 화산3길 34-16,플라스틱 접착처리 제품 제조업 외 1 종
(주)태성산업,052-227-6472,052-227-6475,울산광역시 울주군 온산읍 회학3길 38-3,그 외 기타 분류 안된 화학제품 제조업 외 1 종
(주)태성이엔지,052-263-6046,052-263-6048,울산광역시 울주군 언양읍 평리천길 55,주형 및 금형 제조업
(주)태성환경연구소,052-247-8691,052-260-8697,울산광역시 울주군 웅촌면 원당골길 13-1 외 1필지,석탄화학계 화합물 및 기타 기초 유기 화학물질 제조업 외 1 종
(주)태성환경연구소,052-247-8691,052-247-8698,울산광역시 울주군 온산읍 회학3길 56-20,무기안료용 금속 산화물 및 관련 제품 제조업 외 6 종
(주)태영기전,052-247-0011,052-247-2811,울산광역시 울주군 웅촌면 장기터2길 112-2,"전기회로 개폐, 보호장치 제조업 외 1 종"
(주)태영전기,052-285-0301,052-285-0302,울산광역시 울주군 서생면 에너지산업1로 45 에너지융합 일반산업단지 산업시설용지 6B-4,전기회로 접속장치 제조업 외 4 종
(주)태영테크,052-267-0363,052-267-0364,울산광역시 울주군 온산읍 처용산업로 129-39,"증류기, 열교환기 및 가스발생기 제조업 외 1 종"
(주)태웅기업,052-254-8825,052-254-8827,울산광역시 울주군 두서면 반구대로 1851-16,"콘크리트 타일, 기와, 벽돌 및 블록 제조업"
(주)태웅기업,,0505-044-8825,울산광역시 울주군 두서면 활천산업로 39-20,콘크리트 관 및 기타 구조용 콘크리트 제품 제조업
(주)태웅코로죤,055-385-4777,055-385-4775,울산광역시 울주군 온양읍 내광리 13블록 4롯트,기타 가공 공작기계 제조업
(주)태웅코리아,052-257-4670,052-257-4669,울산광역시 울주군 웅촌면 상대길 29,가정용 비전기식 조리 및 난방 기구 제조업
(주)태진테크,052-254-5637,052-254-5639,울산광역시 울주군 삼남읍 가천공단로 106,자동차용 금속 압형제품 제조업
(주)태창오토텍,,052-913-6001,울산광역시 울주군 상북면 길천산업1길 16-4,자동차 차체용 신품 부품 제조업
(주)태한,052-911-1208,052-911-1209,울산광역시 울주군 서생면 에너지산업3로 58-6,그 외 기타 금속가공업
(주)태화,052-257-6850,052-267-4744,울산광역시 울주군 웅촌면 고연공단1길 56,도장 및 기타 피막처리업
(주)태화우드,052-237-6104,052-237-6109,울산광역시 울주군 온양읍 광청로 200,표면 가공 목재 및 특정 목적용 제재목 제조업
(주)테라바이오,052-223-9957,052-223-9958,울산광역시 울주군 언양읍 반천반송산업로 137-13,그 외 기타 특수목적용 기계 제조업
(주)테라테크,052-247-7155,052-247-7125,울산광역시 울주군 온산읍 처용산업로 104,내연기관 제조업
(주)테크노라이즈,055-381-1939,,"울산광역시 울주군 삼남읍 방기가천로 174, (방기리 950-3) (삼남읍)",전동기 및 발전기 제조업 외 2 종
(주)테크올,052-263-8400,052-263-8401,울산광역시 울주군 삼남읍 공암공단로 16-13,고무패킹류 제조업 외 1 종
(주)트래닛,052-283-4054,052-283-4053,"울산광역시 울주군 두동면 봉계산업로 23, 두동면 봉계리 645외1",그 외 자동차용 신품 부품 제조업 외 3 종
(주)티씨아이,052-913-6000,052-913-6001,울산광역시 울주군 상북면 길천산업3길 14-16,그 외 자동차용 신품 부품 제조업 외 3 종
(주)티에스엠텍,052-241-0300,052-241-0369,울산광역시 울주군 청량읍 처용산업3길 93,"증류기, 열교환기 및 가스발생기 제조업 외 6 종"
(주)티엠이씨,052-711-7000,052-708-7001,울산광역시 울주군 청량읍 처용산업5길 69,"증류기, 열교환기 및 가스발생기 제조업"
(주)티엠이씨,052-711-7000,052-711-7002,울산광역시 울주군 서생면 에너지산업6로 50,"증류기, 열교환기 및 가스발생기 제조업"
(주)티엠케이,052-262-8787,052-260-5789,울산광역시 울주군 삼남읍 방기로 112,연마재 제조업
(주)티엠프라자,052-263-3353,052-263-3354,울산광역시 울주군 삼동면 암리3길 18,산업처리공정 제어장비 제조업
(주)티이씨제2공장,052-260-4043,,울산광역시 울주군 청량읍 온산로 342-25,금속탱크 및 저장용기 제조업 외 1 종
(주)티피엠,052-254-0789,055-281-2547,울산광역시 울주군 상북면 길천산업로 103-3,자동차 차체용 신품 부품 제조업 외 1 종
(주)티피티퍼시픽,052-237-2720,052-237-2721,울산광역시 울주군 온산읍 산남길 19,"증류기, 열교환기 및 가스발생기 제조업"
(주)파워엠엔씨,055-362-5910,,울산광역시 울주군 청량읍 처용산업5길 8,기타 물품 취급장비 제조업 외 6 종
(주)파텍 울산공장,052-237-5530,,울산광역시 울주군 온산읍 회학3길 22,석유화학계 기초 화학물질 제조업 외 3 종
(주)평화이엔지,052-266-6517,052-266-6518,울산광역시 울주군 청량읍 처용산업4길 61,배전반 및 전기 자동제어반 제조업
(주)포스켐,052-238-5259,052-238-1277,울산광역시 울주군 온양읍 중고산2길 44,기타 비알코올 음료 제조업 외 1 종
(주)폴리시스마린,,052-237-7012,울산광역시 울주군 온양읍 광청로 394-50,선박 구성 부분품 제조업
(주)푸드원,052-263-6551,052-263-6553,울산광역시 울주군 언양읍 옥동길 4-9 (총 2 필지) 외 1필지,도시락류 제조업 외 1 종
(주)푸드윈,052-266-4580,,울산광역시 울주군 두동면 봉계리 49번지,기타 식사용 가공처리 조리식품 제조업
(주)풍산,052-231-9108,052-231-9400,울산광역시 울주군 온산읍 산암로 94,"동 압연, 압출 및 연신제품 제조업"
(주)풍성,052-256-6533,052-256-6535,울산광역시 울주군 청량읍 처용산업4길 42-10 (청량읍),"증류기, 열교환기 및 가스발생기 제조업"
(주)풍양,052-926-2301,052-254-5635,울산광역시 울주군 상북면 길천산업로 169,기체 여과기 제조업 외 1 종
(주)프록시헬스케어,070-7747-4675,,"울산광역시 울주군 청량읍 처용산업3길 135, 경공업2동 3층",비 및 솔 제조업
(주)프린테크케이알,052-227-8451,052-227-8455,울산광역시 울주군 웅촌면 밭마당길 40,기타 인쇄업 외 1 종
