회사명,업종명,생산품,주소,연락처,출처파일
(유)한울,"전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",무선중계기기,"전북특별자치도 전주시 덕진구 재방마을길 56, 1층 (장동)",063-226-6925,전북특별자치도 전주시_제조업_20260223.csv
(주)리퓨터,"전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업","네트워크스위치, 컴퓨터","전북특별자치도 전주시 덕진구 원장동길 111-18, 401호 (장동,전북바이오융합산업진흥원)",063-253-3336,전북특별자치도 전주시_제조업_20260223.csv
(주)첫눈,"전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업","통합관제시스템, 단말기","전북특별자치도 전주시 완산구 바우배기2길 23, 3층 (효자동2가)",063-229-0179,전북특별자치도 전주시_제조업_20260223.csv
(유한)마이더스벤처,"전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",무선 통신장비 제조,전북특별자치도 전주시 완산구 난전들로 260 (삼천동1가),063-278-2687,전북특별자치도 전주시_제조업_20260223.csv
(유한)에스티원,"전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",주차관리시스템,전북특별자치도 전주시 덕진구 기린대로 923 (팔복동2가),063-261-1002,전북특별자치도 전주시_제조업_20260223.csv
㈜에스에스엘,"전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업","스마트팜 제어솔루션, 플랫폼 외","전북특별자치도 전주시 덕진구 반룡로 111, 전자부품연구원 전북지역본부 아이티동 2층 204호 (팔복동2가)",063-255-1113,전북특별자치도 전주시_제조업_20260223.csv
(주)인테크솔루션,"전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",컴퓨터 제조,"전북특별자치도 전주시 완산구 전룡4길 14, 1층 (서신동)",063-254-8705,전북특별자치도 전주시_제조업_20260223.csv
㈜광회정보통신,"전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",cctv,전북특별자치도 전주시 덕진구 용덕길 47-51,063-251-1664,전북특별자치도 전주시_제조업_20260223.csv
㈜삼경테크이엔지,"전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업","CCTV, 전력보호감시장치","전북특별자치도 전주시 완산구 산월2길 28, 2층",063-222-7599,전북특별자치도 전주시_제조업_20260223.csv
(주)에이디컴,"전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",LED MODULE(피부의료용기구),전북특별자치도 전주시 덕진구 반룡로 111 (팔복동2가),063-212-3123,전북특별자치도 전주시_제조업_20260223.csv
(주)좋은정보기술,"전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업","소프트웨어, 유지보수 외","전북특별자치도 전주시 덕진구 오공로 123, 606호 607호(만성동,전북테크비즈센터)",063-227-8661,전북특별자치도 전주시_제조업_20260223.csv
(주)에스이씨,"전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업","교통신호장치, 영상감지장치",전북특별자치도 전주시 덕진구 진조리길 79,063-253-9567,전북특별자치도 전주시_제조업_20260223.csv
㈜에스티에스,"전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",주차관제장치.영상감지장치,"전북특별자치도 전주시 덕진구 반룡로 109, B동207호 (팔복동2가,테크노빌)",063-214-4200,전북특별자치도 전주시_제조업_20260223.csv
(유한)원탑정보통신건설,"전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업","CCTV, 보안카메라","전북특별자치도 전주시 덕진구 가리내로 368, 301호 (덕진동2가,해밀빌딩)",063-291-4044,전북특별자치도 전주시_제조업_20260223.csv
소노,"전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업","음향,조명 영상제작","전북특별자치도 전주시 완산구 산월1길 21-1, 지하층 (중화산동2가)",063-229-9861,전북특별자치도 전주시_제조업_20260223.csv
디지탈코리아,"전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업","구내방송장치,LED전광판",전북특별자치도 전주시 덕진구 전주천동로 475,063-254-2524,전북특별자치도 전주시_제조업_20260223.csv
씨엔에스미디어정보,"전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",유선 통신장비 제조,전북특별자치도 전주시 덕진구 견훤왕궁로 278,063-278-2301,전북특별자치도 전주시_제조업_20260223.csv
건일정보통신,"전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",정보통신공사,"전북특별자치도 전주시 완산구 쑥고개로 284-112, 1층(효자동2가, 건일정보통신)",063-229-7272,전북특별자치도 전주시_제조업_20260223.csv
(유한)서원정보통신,"전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",CCTV,전북특별자치도 전주시 덕진구 아중천변2길 9,063-244-3911,전북특별자치도 전주시_제조업_20260223.csv
대신네트웍스㈜,"전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",CCTV통합배선반,"전북특별자치도 전주시 완산구 천잠로 472, 201호 (효자동3가,대신빌딩)",063-242-3881,전북특별자치도 전주시_제조업_20260223.csv
유엔에스정보,"전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업","CCTV, NVR","전북특별자치도 전주시 덕진구 산정2길 25, 엔에스정보 (산정동)",063-246-1464,전북특별자치도 전주시_제조업_20260223.csv
피앤엘세미,"전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",반도체소자,"전북특별자치도 전주시 덕진구 기린대로 945-6, 희망관 228호",063-714-3737,전북특별자치도 전주시_제조업_20260223.csv
제이에스(주),"전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",서버 제조,"전북특별자치도 전주시 완산구 영경2길 13, 2층",063-241-5340,전북특별자치도 전주시_제조업_20260223.csv
(주)미래전자,"전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업","스마트공장용 제어 모듈, 통신모듈","전북특별자치도 전주시 덕진구 유상로 67, 406호 (팔복동2가,전주혁신창업허브(창업동))",070-8938-2426,전북특별자치도 전주시_제조업_20260223.csv
(유)드림테크,"전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",cctv카메라,"전북특별자치도 전주시 완산구 밤나무1길 15-3, 2층",063-251-3199,전북특별자치도 전주시_제조업_20260223.csv
(주)엘지에스,"전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",반도체 웨이퍼,"전북특별자치도 전주시 덕진구 운암로 16, 전주친환경첨단복합일반산업단지 (팔복동2가)",063-213-0025,전북특별자치도 전주시_제조업_20260223.csv
㈜서진아이티씨,"전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",영상감시장치,전북특별자치도 전주시 덕진구 인교로 62-8,063-717-7200,전북특별자치도 전주시_제조업_20260223.csv
(주)라인인포,"전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업","CCTV, 영상감시장치, 통신장비 외",전북특별자치도 전주시 덕진구 전주천동로 422 (진북동),063-253-7733,전북특별자치도 전주시_제조업_20260223.csv
(유)남선정보통신,"전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",프린터PC,"전북특별자치도 전주시 덕진구 동부대로 612, 1층",063-274-1800,전북특별자치도 전주시_제조업_20260223.csv
로보다인시스템,"전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",인쇄회로기판,"전북특별자치도 전주시 덕진구 과학로 20, 5층 504호 (송천동2가,엘디엠시티)",050-71415-9626,전북특별자치도 전주시_제조업_20260223.csv
㈜뉴파워프라즈마_전주공장,"전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",반도체장비,전북특별자치도 전주시 덕진구 유상로 49,063-211-6911,전북특별자치도 전주시_제조업_20260223.csv
(주)엘템,"전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",고출력지향성스피커 외,"전북특별자치도 전주시 완산구 아중로 33, 406호 (중노송동,전주신산업융복합지식산업센터)",063-905-9531,전북특별자치도 전주시_제조업_20260223.csv
㈜펀웨이브,"전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",교육용 콘텐츠 장비 제조,"전북특별자치도 전주시 덕진구 오공로 123, 903호",070-8680-6631,전북특별자치도 전주시_제조업_20260223.csv
(주)헤즈테크,"전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",전자부품,"전북특별자치도 전주시 덕진구 안전로 152, 2층 202-엠호 (중동)",070-5100-4293,전북특별자치도 전주시_제조업_20260223.csv
㈜본테크,"전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",통신장비제조,전북특별자치도 전주시 덕진구 삼거1길 18-39,063-247-4937,전북특별자치도 전주시_제조업_20260223.csv
(주)엘프스,"전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",전자부품,"전북특별자치도 전주시 덕진구 반룡로 111 (팔복동2가,나노직접센터)",070-8837-0408,전북특별자치도 전주시_제조업_20260223.csv
(유한)위드시스템,"전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",소프트웨어,"전북특별자치도 전주시 완산구 천잠로 303, 203호 (효자동2가,전주대학교 창업보육센터 벤처창업관)",050-2989-9192,전북특별자치도 전주시_제조업_20260223.csv
㈜나인미디아,"전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",방송 및 유.무선통신기기 제조,"전북특별자치도 전주시 완산구 중산3길 11-1, 101호",063-229-8511,전북특별자치도 전주시_제조업_20260223.csv
㈜휴앤,"전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",제품 홍보영상 제작,"전북특별자치도 전주시 완산구 홍산중앙로 17, 602호",050-71490-2890,전북특별자치도 전주시_제조업_20260223.csv
(주)카보넥스,"전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",반도체용 서셉터,"전북특별자치도 전주시 덕진구 백제대로 567, 309호 (금암동,전북대학교창업보육센터)",041-566-8881,전북특별자치도 전주시_제조업_20260223.csv
(주)오픈에이아이,"전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",전자감지장치 제조,"전북특별자치도 전주시 완산구 중화산로 68, 201호 에이128 (중화산동2가)",070-8756-7718,전북특별자치도 전주시_제조업_20260223.csv
(유한)리테크너스,"전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",다이아몬드 와이어,"전북특별자치도 전주시 덕진구 기린대로 945-6, 257호 (여의동,전라북도 소상공인희망센터, 미래관)",,전북특별자치도 전주시_제조업_20260223.csv
(주)에이치에스케이네이쳐,"전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",컴퓨터 제조,"전북특별자치도 전주시 완산구 맏내로 28, 106동 1202호 (평화동2가,평화동광신프로그레스)",,전북특별자치도 전주시_제조업_20260223.csv
우주일호(주),"전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",전자부품 제조,"전북특별자치도 전주시 덕진구 노송여울2길 154, 2층 (진북동)",,전북특별자치도 전주시_제조업_20260223.csv
(주)세미템,"전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",기타 전자부품 제조,"전북특별자치도 전주시 덕진구 건지로 20, 108호 (금암동,반도체물성연구소)",063-270-2825,전북특별자치도 전주시_제조업_20260223.csv
(주)대성,"전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",다이오드 및 트랜지스터 제조,"전북특별자치도 전주시 덕진구 만성북로 51-25, 4047호 (만성동,스페이스온지식산업센터)",,전북특별자치도 전주시_제조업_20260223.csv
(주)리부트,"전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",컴퓨터및 주변장치 소프트웨어개발,"전북특별자치도 전주시 완산구 천잠로 235, 봉사관 3412호 (효자동2가,전주비전대학교)",063-220-2845,전북특별자치도 전주시_제조업_20260223.csv
(주)렉스솔루션,"전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",전자부품,"전북특별자치도 전주시 덕진구 솔내1길 49-9, 1층 (송천동1가)",063-271-2908,전북특별자치도 전주시_제조업_20260223.csv
제너럴마이크로웨이브(주),"전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",jamming용 광대역 전력 증폭기,전북특별자치도 덕진구 백제대로 567 (금암동) 전북대학교 창업보육2센터 301호,063-270-4256,전북특별자치도 전주시_제조업_20260223.csv
우람(주),"전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",컴퓨터 제조,"전북특별자치도 전주시 완산구 맏내로 28, 107동 1104호 (평화동2가,광신프로그레스)",063-278-7009,전북특별자치도 전주시_제조업_20260223.csv
액셀레타(주),"전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",전력반도체 패키지,"전북특별자치도 전주시 덕진구 반룡로 111, 전자기술연구원 비아이 309호 (팔복동2가)",,전북특별자치도 전주시_제조업_20260223.csv
