회사명,업종명,생산품,주소,연락처,출처파일,전화번호,대표자명,공장대표주소(지번),공장대표주소(도로명)
서진산업,그 외 자동차용 신품 부품 제조업 외 3 종,자동차부품,경상남도 김해시 진례면 고모로526번길 7,055-342-4126,경상남도_제조업 현황_20240610.csv,,,,
서호산업,그 외 자동차용 신품 부품 제조업 외 3 종,자동차부품,경상남도 김해시 진영읍 서부로 241,055-342-4152,경상남도_제조업 현황_20240610.csv,,,,
서홍금속,자동차 차체용 신품 부품 제조업 외 1 종,차체용판넬,경상남도 김해시 부곡동 251-5번지,055-338-2638,경상남도_제조업 현황_20240610.csv,,,,
석원기계,그 외 자동차용 신품 부품 제조업 외 3 종,자동차부품,경상남도 김해시 상동면 매리 710-2번지 외3,,경상남도_제조업 현황_20240610.csv,,,,
선우기업,그 외 자동차용 신품 부품 제조업,자동차 부품,경상남도 김해시 한림면 가산리 741-2번지,,경상남도_제조업 현황_20240610.csv,,,,
성광볼트,금속 단조제품 제조업 외 1 종,"금속볼트,너트,자동차 부품",경상남도 김해시 대동면 월촌리 888-1번지 A45 Block 3 Lot,051-941-2507,경상남도_제조업 현황_20240610.csv,,,,
성광정밀,자동차 엔진용 신품 부품 제조업 외 1 종,유압피스톤,경상남도 김해시 주촌면 서부로1409번길 81-1,055-323-2991,경상남도_제조업 현황_20240610.csv,,,,
성도산업,그 외 자동차용 신품 부품 제조업 외 3 종,자동차부품,경상남도 김해시 주촌면 내삼리 548-1번지 외 1필지,,경상남도_제조업 현황_20240610.csv,,,,
성도산업,그 외 자동차용 신품 부품 제조업 외 10 종,자동차부품외,경상남도 김해시 상동면 상동로 894-24,055-329-9880,경상남도_제조업 현황_20240610.csv,,,,
성도정밀,그 외 자동차용 신품 부품 제조업 외 3 종,자동차부품,경상남도 김해시 진례면 고모로180번길 97-1,,경상남도_제조업 현황_20240610.csv,,,,
성도테크,그 외 자동차용 신품 부품 제조업 외 3 종,자동차부품,경상남도 김해시 진례면 서부로411번길 13,,경상남도_제조업 현황_20240610.csv,,,,
성림정밀,절삭가공 및 유사처리업,"기계,자동차부품가공",경상남도 김해시 장유로55번안길 35-9 (부곡동),055-325-5667,경상남도_제조업 현황_20240610.csv,,,,
성문산업,그 외 자동차용 신품 부품 제조업 외 3 종,자동차부품,경상남도 김해시 장유로 167-19 (부곡동),,경상남도_제조업 현황_20240610.csv,,,,
성보기계,자동차용 신품 동력전달장치 제조업 외 1 종,전후진셔틀시스템,경상남도 김해시 진영읍 진영로454번길 74-14,055-346-5001,경상남도_제조업 현황_20240610.csv,,,,
성산금속,금속 단조제품 제조업,자동차부품,경상남도 김해시 진례면 고모로180번길 47-54,055-346-4659,경상남도_제조업 현황_20240610.csv,,,,
성수산업,그 외 자동차용 신품 부품 제조업 외 3 종,자동차부품(기어),경상남도 김해시 상동면 장척로756번길 38 (총 2 필지) 외 1필지,055-323-6722,경상남도_제조업 현황_20240610.csv,,,,
성아정밀,자동차용 금속 압형제품 제조업 외 1 종,자동차프레스부품,경상남도 김해시 진례면 고모리 43-8 번지,055-342-4997,경상남도_제조업 현황_20240610.csv,,,,
성원공업사,그 외 자동차용 신품 부품 제조업 외 3 종,"브레이크부품,쇼바부품",경상남도 김해시 주촌면 소망길 18,055-329-6114,경상남도_제조업 현황_20240610.csv,,,,
성원공업사,그 외 자동차용 신품 부품 제조업 외 3 종,자동자 부품,경상남도 김해시 진영읍 본산로269번길 62-15 외 1필지,055-329-6114,경상남도_제조업 현황_20240610.csv,,,,
성원정공,그 외 자동차용 신품 부품 제조업,"농기계부품, 자동차부품",경상남도 김해시 대동면 월촌리 888-1번지 A45 Block 6 Lot,051-303-9545,경상남도_제조업 현황_20240610.csv,,,,
성은테크,그 외 자동차용 신품 부품 제조업 외 3 종,자동차부품,경상남도 김해시 주촌면 서부로1637번길 221,055-338-9225,경상남도_제조업 현황_20240610.csv,,,,
성인기업,자동차용 신품 동력전달장치 제조업 외 4 종,차량용에어컨부품,경상남도 김해시 진례면 진례로371번길 24-15,055-343-4179,경상남도_제조업 현황_20240610.csv,,,,
성주산업,그 외 자동차용 신품 부품 제조업 외 3 종,자동차부품,경상남도 김해시 주촌면 서부로1499번길 22-94 외 1필지,,경상남도_제조업 현황_20240610.csv,,,,
성진상사,그 외 자동차용 신품 부품 제조업 외 3 종,"유압식솔레로이드,  밸브케이스",경상남도 김해시 주촌면 서부로1637번길 21,,경상남도_제조업 현황_20240610.csv,,,,
성진에스티에이,자동차용 금속 압형제품 제조업 외 2 종,"특수차량부품, 기계부품",경상남도 김해시 진례면 경상남도 김해시 진례면 테크노밸리로 151-9,055-724-4000,경상남도_제조업 현황_20240610.csv,,,,
성진하이텍,그 외 자동차용 신품 부품 제조업 외 3 종,자동차부품,경상남도 김해시 진례면 서부로 400-12,,경상남도_제조업 현황_20240610.csv,,,,
성창공업,그 외 자동차용 신품 부품 제조업 외 3 종,자동차부품,경상남도 김해시 진례면 고모로 273,055-346-4661,경상남도_제조업 현황_20240610.csv,,,,
성창정밀,그 외 자동차용 신품 부품 제조업 외 3 종,자동차부품,경상남도 김해시 생림면 나전리 531번지,055-323-8348,경상남도_제조업 현황_20240610.csv,,,,
성철엠텍,그 외 자동차용 신품 부품 제조업 외 3 종,자동차내장제부품,경상남도 김해시 한림면 안곡로492번길 5-23,055-325-1746,경상남도_제조업 현황_20240610.csv,,,,
성학정밀,자동차 엔진용 신품 부품 제조업 외 1 종,자동변속장치,경상남도 김해시 진례면 고모로180번길 97-1,,경상남도_제조업 현황_20240610.csv,,,,
성현금형,주형 및 금형 제조업,의료기영상장비금형및사출(자동차부품의료기기),경상남도 김해시 진례면 고모로324번길 217-10,055-345-8820,경상남도_제조업 현황_20240610.csv,,,,
성현화학(주),그 외 자동차용 신품 부품 제조업 외 3 종,밧데리케이스외,경상남도 김해시 진영읍 본산로 268,,경상남도_제조업 현황_20240610.csv,,,,
세강특수,육상 금속 골조 구조재 제조업 외 1 종,자동차부품,경상남도 김해시 진영읍 진산대로 235-4,,경상남도_제조업 현황_20240610.csv,,,,
세광기업,그 외 자동차용 신품 부품 제조업 외 3 종,"기아,베어링",경상남도 김해시 진영읍 진산대로251번길 24,055-345-0010,경상남도_제조업 현황_20240610.csv,,,,
세광정공,그 외 자동차용 신품 부품 제조업 외 3 종,"무기및총포탄,자동차부품",경상남도 김해시 분성로541번길 32 (어방동),055-323-7114,경상남도_제조업 현황_20240610.csv,,,,
세림산업,폴리스티렌 발포 성형제품 제조업 외 1 종,자동차부품,경상남도 김해시 김해대로2575번길 67 (어방동),,경상남도_제조업 현황_20240610.csv,,,,
세림케미칼(주),그 외 자동차용 신품 부품 제조업 외 3 종,자동차부품,경상남도 김해시 한림면 김해대로1031번안길 109 (세림케미칼(주)),,경상남도_제조업 현황_20240610.csv,,,,
세아기업,그 외 자동차용 신품 부품 제조업 외 3 종,자동차부품,경상남도 김해시 김해대로2636번길 25-35 (안동),055-323-7609,경상남도_제조업 현황_20240610.csv,,,,
세양테크eng,자동차용 금속 압형제품 제조업,자동차용 전자부품,경상남도 김해시 한림면 김해대로974번길 130-16,,경상남도_제조업 현황_20240610.csv,,,,
세영정기,그 외 자동차용 신품 부품 제조업 외 48 종,"라이트,게이지류.하레스",경상남도 김해시 진영읍 서부로179번길 61-7,055-342-5280,경상남도_제조업 현황_20240610.csv,,,,
세영테크,그 외 자동차용 신품 부품 제조업 외 3 종,자동차부품(도어관련),경상남도 김해시 한림면 김해대로927번길 195 외 1필지,055-330-9020,경상남도_제조업 현황_20240610.csv,,,,
세원금속(주),그 외 자동차용 신품 부품 제조업 외 3 종,자동차부품금형,경상남도 김해시 주촌면 서부로1499번길 16,055-338-6448,경상남도_제조업 현황_20240610.csv,,,,
세인씨엔에스(주),그 외 기타 분류 안된 금속 가공 제품 제조업 외 1 종,자동차선반전장품,경상남도 김해시 진영읍 본산2로79번길 12-12,055-343-4627,경상남도_제조업 현황_20240610.csv,,,,
세일고무공업사,그 외 자동차용 신품 부품 제조업 외 3 종,자동차부품,경상남도 김해시 진례면 담안로 171,055-345-3410,경상남도_제조업 현황_20240610.csv,,,,
세정벤딩,자동차용 금속 압형제품 제조업 외 1 종,전기회로,경상남도 김해시 진례면 고모로 394,055-342-8590,경상남도_제조업 현황_20240610.csv,,,,
세진산업(주),그 외 자동차용 신품 부품 제조업 외 3 종,자동차부품,경상남도 김해시 한림면 김해대로1538번길 22-42,055-343-7715,경상남도_제조업 현황_20240610.csv,,,,
세진엔텍,그 외 자동차용 신품 부품 제조업 외 3 종,자동차부품,경상남도 김해시 한림면 김해대로916번길 40-36,055-345-0285,경상남도_제조업 현황_20240610.csv,,,,
세진테크,그 외 자동차용 신품 부품 제조업 외 3 종,자동차부품,경상남도 김해시 장유면 장유로149번길 50-10 (부곡동) 외 1필지,,경상남도_제조업 현황_20240610.csv,,,,
세창ENG,그 외 자동차용 신품 부품 제조업,자동차부품,경상남도 김해시 진례면 테크노밸리길 170-85,051-265-4600,경상남도_제조업 현황_20240610.csv,,,,
세창피엔에프,그 외 자동차용 신품 부품 제조업,자동차부품,경상남도 김해시 진례면 테크노밸리길 170-85,055-346-5797,경상남도_제조업 현황_20240610.csv,,,,
세풍,그 외 자동차용 신품 부품 제조업 외 3 종,자동차부품성형,경상남도 김해시 한림면 안하로116번길 5,055-335-4844,경상남도_제조업 현황_20240610.csv,,,,
수-텍Co,그 외 자동차용 신품 부품 제조업 외 5 종,"자동차부품,전자회로",경상남도 김해시 주촌면 서부로1499번안길 30,055-328-2275,경상남도_제조업 현황_20240610.csv,,,,
수생정밀,자동차 차체용 신품 부품 제조업 외 1 종,자동차부품,경상남도 김해시 주촌면 서부로1638번길 29,055-323-1731,경상남도_제조업 현황_20240610.csv,,,,
수성산업,그 외 자동차용 신품 부품 제조업 외 3 종,자동차부품,경상남도 김해시 유하로 190 (유하동),055-313-6670,경상남도_제조업 현황_20240610.csv,,,,
수연,그 외 자동차용 신품 부품 제조업 외 3 종,자동차부품,경상남도 김해시 주촌면 서부로1541번길 86-90 외 1필지,,경상남도_제조업 현황_20240610.csv,,,,
승림산업,침구 및 관련제품 제조업 외 20 종,"섬유제품, 기타봉제의복, 가죽가방및유사제품, 기타고무제품, 자동차시트류, 신품의자, 카바류, 텐트 등",경상남도 김해시 한림면 김해대로1031번길 111,055-343-8081,경상남도_제조업 현황_20240610.csv,,,,
승보티에이씨,그 외 자동차용 신품 부품 제조업 외 3 종,자동차부품,경상남도 김해시 진례면 송현리 1278-14번지 외 3필지,055-343-1134,경상남도_제조업 현황_20240610.csv,,,,
승일산업,자동차용 신품 동력전달장치 제조업 외 1 종,유압식클런치,경상남도 김해시 주촌면 서부로1331번길 25,,경상남도_제조업 현황_20240610.csv,,,,
승진테크,그 외 기타 일반목적용 기계 제조업 외 1 종,자동차부품,경상남도 김해시 진례면 고모로 388-52 외 2필지,055-345-8828,경상남도_제조업 현황_20240610.csv,,,,
승진테크,그 외 자동차용 신품 부품 제조업,자동차 전자부품,경상남도 김해시 한림면 안곡로 350 외 2필지,,경상남도_제조업 현황_20240610.csv,,,,
시연테크,전투용 차량 제조업 외 2 종,"다련장,장갑차,전차 수리부속류",경상남도 김해시 한림면 김해대로835번길 54,,경상남도_제조업 현황_20240610.csv,,,,
신대림정밀공업(주),그 외 자동차용 신품 부품 제조업 외 3 종,자동차부품,경상남도 김해시 장유로55번안길 65 (유하동) 외 1필지,055-314-0662,경상남도_제조업 현황_20240610.csv,,,,
신성금속,그 외 자동차용 신품 부품 제조업 외 3 종,자동차부품,경상남도 김해시 주촌면 서부로1541번안길 50-38,055-329-1058,경상남도_제조업 현황_20240610.csv,,,,
신성산업1공장,그외 기타 자동차 부품 제조업,자동차부품등,경상남도 김해시 주촌면 서부로1499번길 113-78,,경상남도_제조업 현황_20240610.csv,,,,
신성정밀,기타 음향기기 제조업,자동차안테나,경상남도 김해시 김해대로2567번길 59 (어방동),055-336-0190,경상남도_제조업 현황_20240610.csv,,,,
신신정공,그 외 자동차용 신품 부품 제조업 외 3 종,"자동차부품, 산업용펌프부품",경상남도 김해시 주촌면 내삼리 0번지 5B 8L,,경상남도_제조업 현황_20240610.csv,,,,
신아엠텍,자동차 엔진용 신품 부품 제조업,자동차부품,경상남도 김해시 한림면 병동산단로 62,055-329-9241,경상남도_제조업 현황_20240610.csv,,,,
신아화성,그 외 자동차용 신품 부품 제조업 외 3 종,자동차부품,경상남도 김해시 상동면 상동로 338-16 외 1필지,,경상남도_제조업 현황_20240610.csv,,,,
