연번,업체명,도로명주소,지번주소,산업분류코드,업종명,전화번호,팩스번호,종업원수
355,광성분체도장산업,"경상북도 성주군 선남면 명관로 337-28, (동암리 531-39)",경상북도 성주군 선남면 동암리 531-39번지 (동암리 531-39),"25923, ",도장 및 기타 피막처리업,,053-355-4644,3
356,광영떡집,경상북도 성주군 선남면 도성2길 198-14,경상북도 성주군 선남면 도성리 39-13,"10601, ",떡류 제조업,054-931-5366,054-931-5360,5
357,광영석재,경상북도 성주군 선남면 성주로 4152-10,경상북도 성주군 선남면 도성리 619-16번지,"23919, ",기타 석제품 제조업,054-933-5343,054-933-9342,3
358,광진임펙스(주),경상북도 성주군 선남면 선노로 65 (재왕섬유),경상북도 성주군 선남면 소학리 1058-2번지,"13104, ",연사 및 가공사 제조업,,053-341-8507,5
359,국제수지,"경상북도 성주군 용암면 사곡공단1길 15, 988번지",경상북도 성주군 용암면 사곡리 987번지,"38321, 38322",비금속류 해체 및 선별업 외 1 종,054-931-2528,054-931-1149,6
360,굿셀,"경상북도 성주군 선남면 선노로 737-2, (용신리 1073-9) 외 1필지",경상북도 성주군 선남면 용신리 1073-9번지 (용신리 1073-9) 외 1필지,"22231, ","플라스틱 포대, 봉투 및 유사제품 제조업",,054-932-1352,9
361,궁전철강,경상북도 성주군 선남면 명포1길 16 (전주철강) 외 1필지,경상북도 성주군 선남면 명포리 741번지 전주철강 외 1필지,"25113, ",육상 금속 골조 구조재 제조업,054-933-1572,054,8
362,귀단요성탄송운,경상북도 성주군 가천면 창천1길 50,경상북도 성주군 가천면 창천리 301-1번지,"23211, ",정형 내화 요업제품 제조업,,,1
363,그린섬유,경상북도 성주군 월항면 보암공단길 26-15 (그린섬유) 외 5필지,경상북도 성주군 월항면 보암리 726번지 외 5필지,"13104, ",연사 및 가공사 제조업,054-931-8348,054-931-8349,10
364,그린수지,경상북도 성주군 선남면 선노로 371-26,경상북도 성주군 선남면 용신리 210 그린수지,"22221, 38321, 38322",벽 및 바닥 피복용 플라스틱제품 제조업 외 2 종,,,4
365,금강수출포장,경상북도 성주군 월항면 주산로 486,경상북도 성주군 월항면 유월리 978-2,"16232, ","목재 포장용 상자, 드럼 및 유사용기 제조업",054-932-8801,054-932-8802,4
366,금농비료산업사,경상북도 성주군 선남면 장학1길 10-37 (금농비료산업사),경상북도 성주군 선남면 장학리 249번지,"20313, ",유기질 비료 및 상토 제조업,054-933-6418,054-933-7889,4
367,금보종합식품,경상북도 성주군 선남면 나선로 890,경상북도 성주군 선남면 선원리 447번지,"10512, ",곡물 제분업,054-931-3200,054-931-3205,2
368,금성산업,경상북도 성주군 성주읍 성주로 2995,경상북도 성주군 성주읍 용산리 387번지,"25119, 25923",기타 구조용 금속제품 제조업 외 1 종,,053-583-2322,4
369,금성산업기계,경상북도 성주군 선남면 명관로 337-45,경상북도 성주군 선남면 취곡리 240-4번지,"29299, ",그 외 기타 특수목적용 기계 제조업,054-931-2134,054-931-2136,4
370,금성정미소,경상북도 성주군 성주읍 대황4길 21,경상북도 성주군 성주읍 성산리 1984-4번지,"10511, ",곡물 도정업,054-933-1001,,3
371,금성폴리머,경상북도 성주군 선남면 취곡리 266-9번지,경상북도 성주군 선남면 취곡리 266-9번지,"20203, ",혼성 및 재생 플라스틱 소재 물질 제조업,,054-931-1916,5
372,금아정공,경상북도 성주군 선남면 명관로 337-81 외 3필지,경상북도 성주군 선남면 취곡리 264-3번지 외 3필지,"25924, ",절삭가공 및 유사처리업,054-931-8381,054-931-8382,4
373,금창,경상북도 성주군 선남면 관용로 316-16,경상북도 성주군 선남면 오도리 산 18-1번지,"22229, ",기타 건축용 플라스틱 조립제품 제조업,,054-932-4745,3
374,금창산업,경상북도 성주군 선남면 동암리 419-13번지,경상북도 성주군 선남면 동암리 419-13번지,"30399, ",그 외 자동차용 신품 부품 제조업,,054-933-7661,2
375,금천산업,경상북도 성주군 월항면 월항농공단지1길 11,경상북도 성주군 월항면 장산리 1531,"13213, ",화학섬유직물 직조업,054-933-9126,041-734-9126,9
376,금풍세라믹,경상북도 성주군 선남면 선원2길 18 (금풍세라믹),경상북도 성주군 선남면 선원리 542번지,"23222, ",위생용 및 산업용 도자기 제조업,054-931-6737,054-931-6733,4
377,금호금속(주),경상북도 성주군 용암면 운용로 1215-20,경상북도 성주군 용암면 기산리 1019-2,"24212, ","알루미늄 제련, 정련 및 합금 제조업",054-932-3935,054-932-3930,5
378,금화정공,경상북도 성주군 선남면 관화5길 54-39,경상북도 성주군 선남면 관화리 510-11,"25924, ",절삭가공 및 유사처리업,054-932-3016,054-932-3017,8
379,금화테크,경상북도 성주군 선남면 관화5길 54-47,경상북도 성주군 선남면 관화리 513-3번지,"29293, ",주형 및 금형 제조업,054-932-3016,054-932-3017,34
380,기원물산,경상북도 성주군 벽진면 문덕로 52,경상북도 성주군 벽진면 가암리 270,"13992, ",부직포 및 펠트 제조업,053-583-9676,053-583-9675,4
381,길빛,경상북도 성주군 선남면 취곡리 258-3번지,경상북도 성주군 선남면 취곡리 258-3번지,"28422, ",일반용 전기 조명장치 제조업,054-932-0025,054-932-0093,2
382,나선케미칼,경상북도 성주군 선남면 유서리길 174-25,경상북도 성주군 선남면 유서리 365-2번지,"20119, 20493",기타 기초 유기화학 물질 제조업 외 1 종,054-933-7806,054-933-7807,1
383,나은미세먼지막이,경상북도 성주군 월항면 유월리 997-12번지,경상북도 성주군 월항면 유월리 997-12번지,"22223, ",플라스틱 창호 제조업,053-257-8119,050-4050-8119,2
384,나진직물,"경상북도 성주군 선남면 취곡1길 16-1, (취곡리 177) 외 1필지",경상북도 성주군 선남면 취곡리 177번지 (취곡리 177) 외 1필지,"13103, ",화학섬유 방적업,,,3
385,남경산업,경상북도 성주군 선남면 관용로 341-15,경상북도 성주군 선남면 오도리 260,"22292, ","플라스틱 적층, 도포 및 기타 표면처리 제품 제조업",054-931-6206,054-933-6547,3
386,남경에스앤티,경상북도 성주군 선남면 명관로 337-26,경상북도 성주군 선남면 동암리 531-38번지,"30332, ",자동차용 신품 전기장치 제조업,,054-931-6270,9
387,남산교구,경상북도 성주군 선남면 도성2길 140 (광영콘크리트),경상북도 성주군 선남면 도성리 61번지,"33301, 25112, 29180, 32029, 32091, 33302, 33309","체조, 육상 및 체력단련용 장비 제조업 외 6 종",053-423-2724,053-426-9786,2
388,남산산업,경상북도 성주군 선남면 나선로 866 (남산산업),경상북도 성주군 선남면 선원리 378-2번지,"13104, ",연사 및 가공사 제조업,054-933-1538,054-933-1426,4
389,남성기계산업,경상북도 성주군 월항면 유월공단길 58 (우송기계),경상북도 성주군 월항면 유월리 175-9번지,"29169, ",기타 물품 취급장비 제조업,,,8
390,노연열처리,경상북도 성주군 선남면 취곡리 266-17번지 외 1필지,경상북도 성주군 선남면 취곡리 266-17번지 외 1필지,"25921, ",금속 열처리업,,054-931-6970,2
391,녹색자원,경상북도 성주군 성주읍 대황1길 26,경상북도 성주군 성주읍 대황리 816-1번지,"38321, 38322",비금속류 해체 및 선별업 외 1 종,054-931-0844,054-931-0866,10
392,농업법인(주)정한그린테크,경상북도 성주군 벽진면 봉흥로 118-40 (정한그린테크),경상북도 성주군 벽진면 봉계리 675번지,"20313, ",유기질 비료 및 상토 제조업,054-931-6275,054-931-6276,3
393,농업회사법인 주식회사 비앤비,경상북도 성주군 대가면 옥성3길 50,경상북도 성주군 대가면 옥성리 392-2,"29210, ",농업 및 임업용 기계 제조업,054-932-8377,054-932-8375,1
394,농업회사법인(주)성주식품,경상북도 성주군 선남면 나선로 806 (성주식품),경상북도 성주군 선남면 선원리 158번지,"10512, ",곡물 제분업,054-933-1928,054-933-3267,3
395,농업회사법인(주)참사랑,경상북도 성주군 용암면 덕평리 729번지 외 3필지,경상북도 성주군 용암면 덕평리 729번지 외 3필지,"10833, ",장류 제조업,,054-931-4529,5
396,뉴테크에너지(주),경상북도 성주군 선남면 취곡리 269-4번지 외 2필지,경상북도 성주군 선남면 취곡리 269-4번지 외 2필지,"17904, 25999","적층, 합성 및 특수표면처리 종이 제조업 외 1 종",053-581-2267,053-289-3088,3
397,뉴톤콤파지트(주),경상북도 성주군 선남면 선노로 40-27 외 1필지,경상북도 성주군 선남면 소학리 산30-2 외 1필지,"22211, 25994","플라스틱 선, 봉, 관 및 호스 제조업 외 1 종",,054-982-9998,5
398,다사알미늄공업사,경상북도 성주군 선남면 용신2길 1-1,경상북도 성주군 선남면 용신리 147-1번지,"25112, ",구조용 금속 판제품 및 공작물 제조업,054-933-2529,054-931-2527,3
399,다온,경상북도 성주군 성주읍 성주로 2995-1 외 2필지,경상북도 성주군 성주읍 용산리 387-3 외 2필지,"13999, ",그 외 기타 분류 안된 섬유제품 제조업,,054-954-2367,3
400,다원시스템,경상북도 성주군 용암면 상언공단길 33,경상북도 성주군 용암면 상언리 702-6,"32029, 32091",기타 목재가구 제조업 외 1 종,053-634-9833,053-635-9833,7
401,달구벌산업(주),"경상북도 성주군 선남면 관용로 464,  외3필",경상북도 성주군 선남면 오도리 27번지 외3필,"22232, ",포장용 플라스틱 성형용기 제조업,054-933-1759,054-933-6759,10
402,대경강업,경상북도 성주군 선남면 명포1길 24,경상북도 성주군 선남면 명포리 732-4번지,"25113, ",육상 금속 골조 구조재 제조업,,054-933-1958,8
403,대경비닐,경상북도 성주군 선남면 관용로 453-18 외 2필지,경상북도 성주군 선남면 오도리 63-5번지 외 2필지,"22212, ",플라스틱 필름 제조업,,054-933-2188,4
404,대경연사,경상북도 성주군 용암면 운용로 1086 외 7필지,경상북도 성주군 용암면 용정리 316-1 번지 외 7필지,"13104, ",연사 및 가공사 제조업,,,15
405,대경포리,경상북도 성주군 선남면 유서리 289-1번지 외 4필지,경상북도 성주군 선남면 유서리 289-1번지 외 4필지,"13104, ",연사 및 가공사 제조업,,054-933-6465,4
406,대광섬유,경상북도 성주군 월항면 월항농공단지1길 35,경상북도 성주군 월항면 장산리 1527번지,"13104, ",연사 및 가공사 제조업,054-931-6440,054-931-6441,15
407,대광섬유 성주2공장,경상북도 성주군 월항면 월항농공단지2길 23 (대광섬유),경상북도 성주군 월항면 장산리 1550번지,"13213, ",화학섬유직물 직조업,054-931-1166,054-931-1168,11
408,대교기와,경상북도 성주군 선남면 도성2길 142-13 (대교기와) 외 2필지,경상북도 성주군 선남면 도성리 48번지 외 2필지,"23324, 23326","콘크리트 타일, 기와, 벽돌 및 블록 제조업 외 1 종",054-933-4499,054-933-4490,1
409,대구덕트,경상북도 성주군 선남면 선노로 26-11,경상북도 성주군 선남면 소학리 1122-3,"25112, ",구조용 금속 판제품 및 공작물 제조업,053-522-3320,054-931-3324,2
410,대농하이텍,"경상북도 성주군 용암면 사곡2길 20, (사곡리 450,451)","경상북도 성주군 용암면 사곡리 450번지 (사곡리 450,451)","29210, 29299",농업 및 임업용 기계 제조업 외 1 종,,054-932-0937,3
411,대동공업(고령대리점),경상북도 성주군 성주읍 성산9길 104 (총 3 필지) 외 2필지,경상북도 성주군 성주읍 성산리 213번지 외 2필지,"29210, ",농업 및 임업용 기계 제조업,,054-933-9153,6
412,대동부직포농자재산업사,경상북도 성주군 선남면 선월로 24 외 3필지,경상북도 성주군 선남면 신부리 225-5번지 외 3필지,"13992, ",부직포 및 펠트 제조업,,054-931-9255,0
413,대동씨엔씨,경상북도 성주군 선남면 선노로 55 외 1필지,경상북도 성주군 선남면 소학리 1071-1번지 외 1필지,"20421, ",계면활성제 제조업,054-931-4370,054-931-4373,1
414,대륙엔지니어링,경상북도 성주군 선남면 선원2길 27-3 (대륙엔지니어링),경상북도 성주군 선남면 선원리 306-3번지,"29250, ",음ㆍ식료품 및 담배 가공기계 제조업,054-931-0642,054-931-0643,20
415,대륜산업,경상북도 성주군 선남면 성원2길 35 외 3필지,경상북도 성주군 선남면 성원리 405번지 외 3필지,"22299, ",그 외 기타 플라스틱 제품 제조업,,054-956-6029,3
416,대림ENG,경상북도 성주군 성주읍 성주로 3423,경상북도 성주군 성주읍 성산리 219-17번지,"13992, ",부직포 및 펠트 제조업,054-932-1734,054-931-1735,3
417,대림방부목,경상북도 성주군 성주읍 성주로 2851-27 외 1필지,경상북도 성주군 성주읍 용산리 964-1번지 외 1필지,"16103, 16101, 16102","목재 보존, 방부처리, 도장 및 유사 처리업 외 2 종",054-931-4412,054-931-4414,15
418,대림제재소,경상북도 성주군 성주읍 용대로 19,경상북도 성주군 성주읍 용산리 251-7번지,"16101, ",일반 제재업,054-933-2217,054-933-2216,7
419,대봉산업,경상북도 성주군 선남면 명관로 429-31,경상북도 성주군 선남면 동암리 419-18,"13219, ",특수 직물 및 기타 직물 직조업,,054-931-0140,5
420,대서환경(주),경상북도 성주군 용암면 동락2길 138-23 (대서환경),경상북도 성주군 용암면 동락리 332-2번지 대서환경,"23993, ",비금속광물 분쇄물 생산업,054-931-8907,054-933-8909,8
421,대성샷시,경상북도 성주군 선남면 성주로 3498-19,경상북도 성주군 선남면 성원리 485번지,"22223, ",플라스틱 창호 제조업,,,1
422,대성우드(주),경상북도 성주군 선남면 신부길 152 외 2필지,경상북도 성주군 선남면 신부리 461번지 외 2필지,"16212, 25112",강화 및 재생 목재 제조업 외 1 종,054-933-2775,054-933-2790,4
423,대신산업,경상북도 성주군 성주읍 성주로 2808,경상북도 성주군 성주읍 용산리 1002-5번지,"13229, ",기타 직물제품 제조업,,054-933-7203,4
424,대양석재,경상북도 성주군 초전면 주천로 1336 (동원석재산업),경상북도 성주군 초전면 용봉리 72-1번지,"23911, ",건설용 석제품 제조업,054-976-5335,054-976-5337,2
