업체명,업종구분,소재지,전화번호,팩스번호
짝꿍푸드인사동떡집,식품제조가공업,경상북도 구미시 비산로3길 14-28(1층 비산동),054-441-1446,
당뚝마을누룽지연구소,식품제조가공업,경상북도 구미시 송원동로 72(종합버스터미널 나동 1층 원평동),054-443-6655,
팔공식품,식품제조가공업,경상북도 구미시 지산1길 20(1층 지산동),054-443-6880,
농업회사법인주식회사해미래,식품제조가공업,경상북도 김천시 아포읍 아포1로 84-17,054-444-2820,
도량즉석두부,식품제조가공업,"경상북도 구미시 도봉로 76-55(도량동,도량번개시장 B동 A-104)",054-444-4044,
(주)해말금,식품제조가공업,경상북도 구미시 봉곡북로5길 29-6(1동 1층 봉곡동),054-444-5347,
진미순대,식품제조가공업,경상북도 구미시 신시로6길 21(형곡동),054-444-8788,
한양떡백화점,식품제조가공업,경상북도 구미시 봉곡로2길 11(1층 봉곡동),054-444-2221,
코코호도구미송정점,식품제조가공업,경상북도 구미시 백산로 68-1(1층 송정동),054-452-0095,
상경물산,식품제조가공업,경상북도 구미시 구미중앙로33길 10-1(원평동),054-452-0361,
웰빙트리주식회사,식품제조가공업,경상북도 구미시 신시로10길 132(1층 송정동),054-452-5007,
고향촌자연두부,식품제조가공업,"경상북도 구미시 구미중앙로9길 14-2(원평동,,7호)",054-452-5292,
라이스팜,식품제조가공업,경상북도 구미시 1공단로 86-23(주2동 1층 공단동),054-453-6662,
블루에이,식품제조가공업,경상북도 구미시 송선로4길 49-72(1층 선기동),054-453-7770,
커피팀버랩,식품제조가공업,경상북도 구미시 문장로 142-6(1층 도량동),054-454-9555,
참맛푸드,식품제조가공업,경상북도 구미시 지산9길 8-10(1층 101호 지산동),054-455-5955,
산림농산,식품제조가공업,"경상북도 구미시 형곡로16길 21(1층,2층 형곡동)",054-455-8566,
감설로농업회사법인주식회사,식품제조가공업,"경상북도 구미시 형곡로26길 5-7(형곡동,지하)",054-455-3800,
드림도시락,식품제조가공업,경상북도 구미시 강정2길 35-8,054-455-5244,
토끼밀,식품제조가공업,"경상북도 구미시 선산읍 내고3길 85-30(가,나동 1,2층)",054-456-0730,
싱글벙글,식품제조가공업,경상북도 구미시 인동32길 10-10(1층 101호 진평동),054-456-4515,
마켓메이,식품제조가공업,경상북도 구미시 공원로 22(1층 남통동),054-457-5020,
구미수산물,식품제조가공업,경상북도 구미시 지산3길 8-13(1층 지산동),054-457-3233,
주식회사얌얌푸드,식품제조가공업,경상북도 구미시 도봉로3길 7-10(봉곡동),054-458-5566,
씨엘식품,식품제조가공업,경상북도 구미시 사곡로5길 15(사곡동),054-458-3121,
주식회사세동푸드,식품제조가공업,경상북도 구미시 오태3길 21(오태동),054-461-3484,
(주)우승코리아,식품제조가공업,"경상북도 구미시 1공단로5길 14-6(가동, 라동 공단동)",054-461-8272,
주식회사교동에프엔비,식품제조가공업,경상북도 칠곡군 석적읍 장곡길 65,054-461-8300,
(주)제이더블유푸드,식품제조가공업,경상북도 구미시 오태3길 19(오태동),054-461-3484,
(주)제이솔트,식품제조가공업,경상북도 구미시 1공단로7길 36-27(공단동),054-462-5655,
철원식품,식품제조가공업,경상북도 구미시 상모로2길 3-2(1층 상모동),054-463-6585,
농업회사법인주식회사천농,식품제조가공업,"경상북도 구미시 1공단로 212(309호 공단동, 한라시그마밸리)",054-464-3369,
신라당베이커리,식품제조가공업,경상북도 구미시 새마을로 124(사곡동),054-464-7080,
주식회사옛밥사랑,식품제조가공업,경상북도 구미시 수출대로 152(지식산업센터 510호 공단동),054-464-7100,
커피인통,식품제조가공업,경상북도 구미시 봉곡로22길 25(1층 봉곡동),054-465-0243,
(주)농심,식품제조가공업,경상북도 구미시 1공단로7길 58-11(공단동),054-469-5000,
경대물산,식품제조가공업,경상북도 구미시 고아읍 대평길 196-3(1층),054-471-1377,
명가식품,식품제조가공업,경상북도 구미시 인동60길 7(1층 구평동),054-471-4013,
산호농산,식품제조가공업,경상북도 구미시 송백로 897(외1필지),054-471-4659,
이복주원조가오리본사,식품제조가공업,경상북도 구미시 4공단로6길 12(구포동),054-471-7738,
스마일수제왕만두,식품제조가공업,경상북도 구미시 야은로 744(1층 신평동),054-471-8895,
주식회사와이케이,식품제조가공업,경상북도 구미시 인동가산로 442-9(1층 구평동),054-471-9893,
농업회사법인주식회사다농,식품제조가공업,"경상북도 구미시 송동로 42-14(도량동, 1층)",054-471-9924,
커피비치,식품제조가공업,경상북도 구미시 여헌로1길 9-1(1층 인의동),054-472-8785,
호경상사,식품제조가공업,경상북도 구미시 수출대로31길 83(1층 황상동),054-472-9551,
오늘식품,식품제조가공업,경상북도 구미시 인동중앙로10길 19-1(1층 인의동),054-472-1882,
이순미마더푸드농업회사법인(주),식품제조가공업,경상북도 구미시 산동읍 옥계2공단로 636-5,054-473-2071,
주식회사 다니엘컴퍼니,식품제조가공업,경상북도 칠곡군 석적읍 3공단2로 70,054-474-6606,
금오산전통식품,식품제조가공업,경상북도 구미시 도개면 도개2길 19-8,054-474-0616,
콩드립,식품제조가공업,경상북도 구미시 봉곡로10길 9(3층 봉곡동),054-475-0988,
농업회사법인싱싱식품(주),식품제조가공업,"경상북도 구미시 월림4길 37(1,2동 1,2층)",054-476-7920,
(주)아워홈,식품제조가공업,경상북도 구미시 장천면 장군로 339-4,054-479-1581,
구미시농산물가공기술지원센터,식품제조가공업,경상북도 구미시 선산읍 김선로 947-17(주1동 1층),054-480-4242,
천생베리,식품제조가공업,경상북도 구미시 고아읍 선산대로 1040(1층),054-481-1768,
콩남매농원,식품제조가공업,경상북도 구미시 고아읍 황산1길 6-5(나동 1층),054-481-4144,
주식회사키큰아이,식품제조가공업,"경상북도 구미시 3공단3로 70(가,나,다동 시미동)",054-481-6259,
곰실농원,식품제조가공업,경상북도 구미시 무을면 웅곡길 47-28,054-481-7967,
주식회사청우식품,식품제조가공업,경상북도 구미시 고아읍 농공단지길 54-3,054-481-8101,
농업회사법인구미협동식품합명회사,식품제조가공업,"경상북도 구미시 고아읍 농공단지길 36-22(구미협동식품 1,2,5,6,7,8,9,E,F,G동)",054-481-7011,
무등농원명품재래식된장,식품제조가공업,경상북도 구미시 무을면 상무로 962(1층),054-482-1944,
선산종합식품,식품제조가공업,경상북도 구미시 파산3길 14-25(1층),054-482-4777,
주식회사뚝심푸드,식품제조가공업,경상북도 구미시 고아읍 농공단지길 54-18(1층),054-482-7676,
산촌토종농원,식품제조가공업,경상북도 구미시 산촌3길 79,054-482-7728,
백야농원,식품제조가공업,경상북도 구미시 관심길 139(2동 1층),054-482-0090,
수가비식품,식품제조가공업,경상북도 구미시 옥성면 선상서로 526(1층),054-482-6542,
(주)셀타디움,식품제조가공업,경상북도 성주군 용암면 운용로 903,054-508-8362,
속리산프로폴리스영농조합법인,식품제조가공업,경상북도 상주시 오대3길 114(거동동),054-531-0931,
(주)씨티푸드(제1공장),식품제조가공업,경상북도 상주시 사벌국면 목가1길 160,054-531-1311,
상주명품 포도가공공장,식품제조가공업,경상북도 상주시 화동면 어산로 122,054-531-1947,
동아에코팩 주식회사,식품제조가공업,경상북도 상주시 헌신산단로 67(헌신동),054-531-2003,
농업회사법인 주식회사 팜드리,식품제조가공업,경상북도 상주시 거동2길 41-19(거동동),054-531-2177,
농업회사법인 제이헴프코리아(주),식품제조가공업,경상북도 안동시 임하면 금소중앙길 85,054-531-2750,
상주양잠영농조합법인,식품제조가공업,경상북도 상주시 내서면 서원3길 38,054-531-3087,
영농조합법인 상생,식품제조가공업,경상북도 상주시 외서면 우산로 373-14,054-532-0404,
아자개영농조합법인,식품제조가공업,경상북도 상주시 사벌국면 상풍로 377,054-532-1903,
재원네 자연농원,식품제조가공업,경상북도 상주시 연원7길 103(연원동),054-532-2554,
애주원,식품제조가공업,경상북도 상주시 식산로 51-10(서곡동),054-532-2815,
육상원,식품제조가공업,경상북도 상주시 내서면 신촌1길 47-10,054-532-3110,
슈퍼파머(superfarmer),식품제조가공업,경상북도 상주시 모서면 지산장골길 106-11,054-532-6999,
상주장터 영농조합법인,식품제조가공업,경상북도 상주시 내서면 노류큰마길 20,054-532-2267,
박화순된장,식품제조가공업,경상북도 상주시 외서면 봉강2길 15,054-532-7245,
핸데미식품,식품제조가공업,경상북도 상주시 사벌면 핸대미1길 72-11,054-532-8439,
종가네국수,식품제조가공업,경상북도 칠곡군 가산면 천평5길 9,054-533-0011,
한울식품 영농조합법인F2,식품제조가공업,경상북도 상주시 화동면 중화로 1428-1,054-533-0744,
달달한 다이어트,식품제조가공업,경상북도 상주시 헌신2길 18(헌신동),054-533-1966,
모서농협유통가공사업소,식품제조가공업,경상북도 상주시 모서면 백화로 1439,054-533-2117,
에이플공선출하회 영농조합법인,식품제조가공업,경상북도 상주시 모동면 대가산로 62,054-533-4152,
농업회사법인 원진 주식회사,식품제조가공업,경상북도 상주시 청리면 마공공단로 92,054-533-5011,
두레원식품,식품제조가공업,경상북도 상주시 외서면 우산로 567-5,054-533-6800,
(주)농업회사법인 오손도손,식품제조가공업,경상북도 상주시 화북면 서재로 30,054-533-8945,
(주)씨티푸드 제2공장,식품제조가공업,경상북도 상주시 문필로 42-10(지천동),054-533-9990,
한울식품 영농조합법인,식품제조가공업,경상북도 상주시 화동면 이소1길 6-12,054-533-0744,
도림원 영농조합법인,식품제조가공업,경상북도 상주시 서곡1길 96-41(서곡동),054-533-1784,
명실당,식품제조가공업,경상북도 상주시 남장3길 100(남장동),054-533-3114,
중모포도영농조합법인,식품제조가공업,경상북도 상주시 모동면 중모로 258,054-533-3806,
상주농협식품가공공장,식품제조가공업,경상북도 상주시 내서면 낙서3길 6-5,054-533-4622,
해늘식품,식품제조가공업,경상북도 상주시 거동3길 9(거동동),054-533-5407,
농업회사법인 (주)농본,식품제조가공업,경상북도 상주시 병성5길 15-4(병성동),054-533-6569,
문장대유기농영농조합법인,식품제조가공업,경상북도 상주시 화북면 문장대2길 13,054-533-8751,
참배수출단지농업회사법인 주식회사,식품제조가공업,경상북도 상주시 사벌국면 사벌로 310,054-533-8853,
신의터농원,식품제조가공업,경상북도 상주시 화동면 선교1길 34-16,054-533-9292,
황토방 손메주,식품제조가공업,경상북도 상주시 거동1길 2-1(거동동),054-534-3763,
(주)케이티앤에프,식품제조가공업,경상북도 상주시 공성면 평천공단길 23,054-534-4470,
속리산자연농산,식품제조가공업,경상북도 상주시 화북면 속리산로 2489,054-534-4981,
해마지 감식초,식품제조가공업,경상북도 상주시 남장2길 3(남장동),054-534-5986,
명가예찬 영농조합법인,식품제조가공업,경상북도 상주시 인평1길 21-14(인평동),054-534-7273,
팔음산포도영농조합법인,식품제조가공업,경상북도 상주시 화동면 이소3길 121,054-534-8544,
삼백식품,식품제조가공업,경상북도 상주시 남장1길 65(남장동),054-534-0267,
남일식품,식품제조가공업,경상북도 상주시 성동1길 26(성동동),054-534-0818,
남연식품,식품제조가공업,경상북도 상주시 남문2길 81(성동동),054-534-3870,
세계제과,식품제조가공업,경상북도 상주시 화동면 이소1길 115-31,054-534-3986,
이삭,식품제조가공업,경상북도 상주시 사벌국면 두릉1길 18-3,054-535-0028,
오손도손F3,식품제조가공업,경상북도 상주시 외서면 행복동길 17,054-535-0209,
