순번,회사명,사업자등록번호,공장대표주소(도로명),위도,경도,업종명,생산품,전화번호,팩스번호,산업단지명,데이터기준일
543,최신산업,1251605154,경상북도 김천시 남면 운곡리 77번지 외 1필지,36.09030728,128.2295326,그 외 기타 고무제품 제조업,스폰지가공품,054-430-2671,,,2025-12-30
574,하나SR,5131166239,경상북도 김천시 아포읍 포아로 92,36.16852783,128.2574287,그 외 기타 고무제품 제조업,수지 및 고무부품,054-435-1797,,,2025-12-30
393,오성테크 주식회사,5100562959,경상북도 김천시 봉산면 봉산1로 339 외 2필지,36.14238602,128.0557383,그 외 기타 1차 철강 제조업,철판절단가동,054-436-4345,,,2025-12-30
546,케이에이치철강 주식회사,8368700297,"경상북도 김천시 남면 사모실길 46, (지번 771, 771-3, 772, 772-1, 864, 864-1, 1154-2)",36.07593879,128.2568696,그 외 기타 1차 철강 제조업,철근 제품,054-436-2203,054-437-2203,,2025-12-30
142,(주)재영테크,1408153901,경상북도 김천시 어모면 다남로 166,36.16924599,128.1329124,구조용 금속 판제품 및 공작물 제조업 외 2 종,"주형 및 금형, 구조용 금속판, 자동차용 전기장치 제조, 구조용 금속 판제품 및 금속공작물 제조, 배선 장치",054-433-7544,054-433-7545,김천제1일반산업단지,2025-12-30
361,아주스틸(주),5138116496,경상북도 김천시 어모면 산업단지9로 47,36.17429905,128.1357224,구조용 금속 판제품 및 공작물 제조업 외 2 종,"철강재, 구조용 금속 판재 및 가전용 외장재 등",054-714-3008,054-714-3010,김천제1일반산업단지,2025-12-30
396,우현테크,4533000593,경상북도 김천시 농공단지1길 58 (신음동) E동,36.12974372,128.1315785,구조용 금속 판제품 및 공작물 제조업 외 2 종,"디자인 울타리, 가로등주",054-435-0480,054-435-0490,,2025-12-30
91,(주)에스비일렉트릭,5118122992,경상북도 김천시 어모면 산업단지7로 89,36.16847254,128.1393137,구조용 금속 판제품 및 공작물 제조업 외 1 종,"태양광 구조물, 태양광 구조물",070-4253-7176,054-536-7172,김천제1일반산업단지,2025-12-30
119,(주)우득씨앤씨,6168801044,경상북도 김천시 개령면 개령로 363,36.19431714,128.1703049,구조용 금속 판제품 및 공작물 제조업 외 1 종,"데크플레이트, 부속자재, 데크플레이트, 부속자재",054-435-2127,054-436-2127,,2025-12-30
362,아주스틸㈜  CGCL공장(2공장),5138116496,경상북도 김천시 어모면 산업단지5로 107,36.17085725,128.134727,구조용 금속 판제품 및 공작물 제조업 외 1 종,철강재 외,054-714-3023,054-714-3010,김천제1일반산업단지,2025-12-30
603,혜인우드앤디자인,6030791726,"경상북도 김천시 남면 영남대로 2905, 1층",36.09187938,128.2412751,구조용 금속 판제품 및 공작물 제조업 외 1 종,"디자인형울타리, 안내판",,,,2025-12-30
264,대성전자,5102063169,경상북도 김천시 감천면 광기길 100-25 (총 5 필지) 외 4필지,36.07903863,128.1296277,구조용 금속 판제품 및 공작물 제조업,중형복합판넬,054-432-6691,,,2025-12-30
520,주식회사 한국신호 2공장,2798600823,경상북도 김천시 평화장미길 90(평화동),36.12885187,128.1137564,교통 신호장치 제조업,교통신호장치,054-435-5081,054-432-9970,,2025-12-30
294,마주,4632201013,"경상북도 김천시 봉산면 태화3길 80, 다동",36.15307643,128.0279067,과자류 및 코코아 제품 제조업,버섯스낵,,,,2025-12-30
460,주식회사 송죽명과,7518602866,경상북도 김천시 구성면 송죽3길 31-6,36.04876395,128.0629625,과자류 및 코코아 제품 제조업,"강정(한과류), 현미견과바, 초코스낵바",054-439-3358,054-439-3359,,2025-12-30
392,예은식품,5021485822,경상북도 김천시 어모면 산업단지6로 100,36.16632124,128.1288836,과실 및 그 외 채소 절임식품 제조업,무절임식품,054-432-9183,054-432-9184,김천제1일반산업단지,2025-12-30
84,(주)아그로박스,5108114562,경상북도 김천시 봉산면 봉산로 470-8,36.16777935,128.0121392,골판지 제조업 외 1 종,"농산물 박스, 농산물 박스",054-431-2182,054-431-2185,,2025-12-30
581,한국포장박스,5100577428,경상북도 김천시 어모면 은림로 62-9,36.17967207,128.126371,골판지 제조업 외 1 종,골판지 상자(박스),054-435-8861,,,2025-12-30
463,주식회사 신성팩,7038602358,"경상북도 김천시 산업단지4로 25-20(응명동, (주) 신성팩)",36.1566493,128.1298568,골판지 제조업,골판지 상자,054-434-4191,054-434-4192,김천제1일반산업단지,2025-12-30
221,김천라이스,5914800681,경상북도 김천시 개령면 서부길 322,36.16137807,128.17439,곡물 도정업,"쌀, 왕겨, 미강, 싸라기",,,,2025-12-30
235,농업회사법인 주식회사 건양,5108111003,"경상북도 김천시 아포대로 29 (덕곡동, 물레방아청결미)",36.11804318,128.155331,곡물 도정업,쌀,054-439-2233,054-439-2267,,2025-12-30
240,농업회사법인(주) 건양,5108111003,경상북도 김천시 아포읍 아포대로 595-88,36.15835122,128.1965338,곡물 도정업,"쌀, 현미",054-439-2233,054-439-2267,,2025-12-30
323,삼양미곡종합처리장,5102060935,경상북도 김천시 하로길 122 (양천동),36.09643471,128.1109882,곡물 도정업,곡물도정,054-435-3388,,,2025-12-30
527,주윤알피(R.P)산업,5131057895,경상북도 김천시 아포읍 포아로 113 외 2필지,36.169811,128.2558767,고무패킹류 제조업 외 5 종,"부트피스톤(자동차용),정수및하수처리장치,슬러지수집기,탈수장치,제진기,크레인,컨베이어장치,탈취기",054-430-5281,054-430-3602,,2025-12-30
28,(주)대신폴리텍,5108110926,경상북도 김천시 지좌새마을1길 8-6 (지좌동),36.10571683,128.129983,고무패킹류 제조업 외 2 종,"우레탄, 고무제품",054-436-3844,054-436-3845,,2025-12-30
584,한성특수고무,5101562278,경상북도 김천시 아포읍 포아로 127,36.17090315,128.2551355,고무패킹류 제조업 외 1 종,"부트피스톤(자동차용), 부트피스톤(자동차용)",054-435-6082,054-435-6081,,2025-12-30
158,(주)케이디켐,5148128980,경상북도 김천시 어모면 산업단지4로 89-5,36.1623442,128.1310111,계면활성제 제조업,계면활성제 및 바인더,054-431-4115,054-432-4116,김천제1일반산업단지,2025-12-30
292,리오디자인 주식회사,,"경상북도 김천시 혁신8로 5, 421호(율곡동, 율곡테크노밸리) 421호",36.12753253,128.1816803,경 인쇄업,"인쇄, 출판, 상업인쇄, 디자인",,,,2025-12-30
9,(주)구산,5108101387,경상북도 김천시 감천면 금감로 1216,36.03736099,128.1306573,건설용 석제품 제조업 외 2 종,"시멘트벽돌, 블럭",054-430-2345,054-430-2829,,2025-12-30
155,(주)청도석재,5108101558,경상북도 김천시 봉산면 봉산로 374-7 외 13필지,36.17534115,128.0125296,건설용 석제품 제조업 외 1 종,"자연석 판석, 자연석 판석",054-430-7111,054-432-9907,,2025-12-30
165,(주)태산석재,5788701051,경상북도 김천시 구성면 광명리 122-1번지 외 9필지,36.06384748,128.0843662,건설용 석제품 제조업 외 1 종,"깬잡석, 전석, 조경석, 간판석, 잡석, 자갈, 뒷채움잡석, 개비온석, 혼합골재, 깬잡석",054-432-5969,054-432-5969,,2025-12-30
203,거성석재(주),5108123514,경상북도 김천시 봉산면 태화2길 13-38 (총 5 필지) 외 4필지,36.15042786,128.0222936,건설용 석제품 제조업 외 1 종,"석제품(자연석 경계석 등), 석제품(자연석 경계석 등)",054-433-3170,054-433-3173,,2025-12-30
385,영남석재,6110286011,경상북도 김천시 봉산면 태화2길 13-10,36.15063489,128.0236273,건설용 석제품 제조업 외 1 종,"자연석 경계석, 자연석 경계석",054-432-4051,054-432-4053,,2025-12-30
429,주식회사 거기석재 김천공장,7868501662,경상북도 김천시 봉산면 태화2길 13-11,36.1502473,128.0237605,건설용 석제품 제조업 외 1 종,"건설용 석제품(자연석 경계석 등), 건설용 석제품(자연석 경계석 등)",054-433-3172,054-433-3173,,2025-12-30
533,지좌석재,5100542540,경상북도 김천시 아포읍 아포대로 860,36.15668291,128.2226364,건설용 석제품 제조업 외 1 종,건설용 석제품 외,054-431-6688,054-431-7557,,2025-12-30
188,21세기콰르츠 주식회사,5108120889,경상북도 김천시 양천새마을2길 9-2 (양천동),36.09189916,128.1130917,건설용 석제품 제조업,규석분쇄품,054-434-4587,054-434-4588,,2025-12-30
225,김천종합중기,5100214529,경상북도 김천시 농공단지길 20-20 (신음동),36.13200126,128.1357598,건설 및 채광용 기계장비 제조업,중기부품 가공제작,054-439-9697,054-435-9697,,2025-12-30
338,선돌밧데리,5102052279,경상북도 김천시 농소면 농남로 204-4,36.10127585,128.1886385,건설 및 채광용 기계장비 제조업,건설기계부품 및 건설기계정비,054-439-9332,,,2025-12-30
348,신라종합건기(주),5038175542,경상북도 김천시 어모면 산업단지5로 140,36.17427996,128.136645,건설 및 채광용 기계장비 제조업,굴착기 부품 외,054-430-1366,054-430-1368,김천제1일반산업단지,2025-12-30
349,신라종합건기주식회사,5038175542,경상북도 김천시 시청로 253 (응명동),36.15074044,128.1177669,건설 및 채광용 기계장비 제조업,건설기계장비(굴삭기외),054-430-1366,054-430-1368,,2025-12-30
596,혁신건설기계,5100527345,경상북도 김천시 농소면 용시길 29-13,36.11037756,128.1717437,건설 및 채광용 기계장비 제조업,건설기계부품,054-437-0844,054-437-0845,,2025-12-30
280,동보특수금속,5100642004,경상북도 김천시 남면 지경길 16,36.06155859,128.2975395,강주물 주조업 외 4 종,밸브원소재 후렌치,,,,2025-12-30
68,(주)성오강관,3058134971,경상북도 김천시 어모면 산업단지4로 130,36.16650622,128.1327632,강관 제조업 외 1 종,"스텐레스파이프, 스텐레스파이프",054-430-1248,054-431-1248,김천제1일반산업단지,2025-12-30
199,가나광고,5100250239,"경상북도 김천시 영남대로 1794, 가나광고 (모암동)",36.12498783,128.1288819,간판 및 광고물 제조업,"현수막, 간판, 아크릴, 포멕스 등 가공",054-432-3944,,,2025-12-30
310,벽진산업,5102162191,경상북도 김천시 어모면 어모로 751,36.2169104,128.1012724,가정용 및 장식용 도자기 제조업 외 2 종,비금속광물분말,054-432-5152,054-432-5156,,2025-12-30
450,주식회사 모닝듀,5108125899,경상북도 김천시 남면 농남로 1089,36.06579656,128.2702578,가정용 및 장식용 도자기 제조업,도자기,054-434-8799,054-434-8599,,2025-12-30
564,판야,2414600104,경상북도 김천시 농소면 월곡길 65,36.1020986,128.1751796,가방 및 기타 보호용 케이스 제조업,"낚시의자 가방, 레저용품(봉재류) 등",054-434-0677,054-430-7306,,2025-12-30
182,(주)한울,8728501075,경상북도 김천시 남면 농남로 721-13 외 1필지,36.09124495,128.2430054,가금류 가공 및 저장 처리업 외 3 종,"조미식품, 절임식품 등, 조미식품, 절임식품 등, 조미식품, 절임식품 등, 조미식품, 절임식품 등",054-439-1001,054-439-1441,,2025-12-30
195,㈜원앙에프엔비,5468100048,경상북도 김천시 공단1길 130 (대광동) 외 3필지,36.14867759,128.1414564,가금류 가공 및 저장 처리업,닭부산물(닭발 가공품),054-437-7002,054-431-7097,,2025-12-30
234,농업회사법인 엠에스푸드(주),5108132293,경상북도 김천시 어모면 산업단지2로 35,36.16299484,128.120931,가금류 가공 및 저장 처리업,부위별 닭고기,054-430-8289,054-439-8988,김천제1일반산업단지,2025-12-30
489,주식회사 원앙식품,5108122397,경상북도 김천시 공단1길 132 (대광동) 외 1필지,36.14883167,128.1407344,가금류 가공 및 저장 처리업,닭부산물(닭발),054-433-7910,054-431-7097,,2025-12-30
580,한국오웬스코닝(주),5108102033,경상북도 김천시 공단3길 156 (응명동),36.15328944,128.1194267,"1차 유리제품, 유리섬유 및 광학용 유리 제조업",유리장섬유,054-429-5714,054-433-7432,,2025-12-30
