업체명,전화번호,본사 소재지(도로명),산업분류,주생산품
상원정밀,054-454-6901,경상북도 구미시 산동읍 임천인덕로 272,24290,와이어컷팅(부품가공)
상원테크,,경상북도 구미시 산동읍 신당리 구미국가 산업단지 제 4단지 6-3블럭 3롯트,28123,자동화장비부품
상진테크,054-472-1246,경상북도 구미시 산동읍 임천인덕로 260,29224,장비부품
상진테크㈜,054-482-2970,경상북도 구미시 비산로 39-5,25924,사출
새롬테크,054-461-4038,경상북도 구미시 수출대로 161-17,29220,정밀기계부품
새명ENG,054-472-1577,경상북도 구미시 산호대로 354-30,25924,휴대폰지그
새한아그로,054-457-5379,경상북도 구미시 장천면 하장2길 96-17,20312,비료
새한일렉트론㈜,,경상북도 구미시 잿골길 14번지,28302,하네스
서경정밀사상,054-461-2633,경상북도 구미시 수출대로5길15,29224,금형임가공
서광ENG,,경상북도 구미시 1공단로6길 53-14,26299,무인결제기부품
서로정공㈜,054-471-6111,경상북도 구미시 산동읍 첨단기업4로 25-9,25999,터빈 블레이드(발전설비부품)
서문테크,,경상북도 구미시 수출대로9길26-30,26299,전자장비부품
서보메카닉,054-715-8593,경상북도 구미시 1공단로144 a동202호,22249,서브모터
서보시스텍,070-4136-4346,경상북도 구미시 산호대로 240,28111,서브모터(자동화기계부품)
서빈테크,054-462-0551,경상북도 구미시 신비로 135-5,26129,기계부품
서승 ENG,,경상북도 구미시  첨단기업 9로,25113,구조물제작
서우산업㈜,054-482-8800,경상북도 구미시 선산읍 북산6길 26,30399,wheel
서우테크,054-462-5215,경상북도 구미시 산호대로 377,29271,반도체장비금형
서원기술,054-461-0026,경상북도 구미시 산호대로 412,26299,전자부품
서원이엔지,054-476-6645,경상북도 구미시 수출대로 9길 26-25,29272,자동화설비
서일산업,054-463-3315,경상북도 구미시 산호대로 130-60,25924,방위산업(발전기)
서진금속,054-471-6687,경상북도 구미시 산동읍 첨단기업5로 139-6,30399,에어백 케이스
선산샤링공업,054-463-7897,경상북도 구미시 낙동강변로 737,25924,절단
선산정미소,054-482-2070,경상북도 구미시 선산읍 성황5길 12,10611,쌀도정
선서연삭,,경상북도 구미시 수출대로 7길 68-11,29271,기계부품
선영테크,054-462-9093,경상북도 구미시 수출대로7길 26-11,29299,자동화장비부품
선우엔지니어링,,경상북도 구미시 1공단로10길58,33999,오링
선우피앤티㈜,,경상북도 구미시 1공단로10길58,33999,오링
선진정공,054-461-3482,경상북도 구미시 상사서로 10길 2 (상모동),29299,재단용접
선진테크,054-608-3380,경상북도 구미시 수출대로9길 26-42,25924,자동화장비부품
선진테크,054-462-0801,경상북도 구미시 신동면 성수2길 43-3,29299,자동화장비  
성경광학,054-461-7272,경상북도 구미시 산호대로 142-46,27301,광학렌즈 측정기
성남연마,,경상북도 구미시 장천면 학신로 243,23992,평면연마
성남정밀㈜,054-471-2549,경상북도 구미시 산동읍 첨단기업 7로 122-15,29294,금형
성남테크원,,경상북도 구미시 구포동 1030 전진컴텍 C동,25119,금형
성민ENG,054-463-8623,경상북도 구미시 산호대로 354-52,28123,자동화장비 자동제어
성산ENG,054-472-0438,경상북도 구미시 산호대로 142-19,28123,전기공사
성수기계,,경상북도 구미시 장천면 장군로 173-3,24199,기계구조물제작
성수이엔지(주),054-976-6926,경상북도 구미시 3공단 3로 224-50,29271,Chemical wnit
성신솔루션,054-471-3618,경상북도 구미시 1공단로 6길 64-23,27216,공정자동화기기
성신전자,054-481-3948,경상북도 구미시 고아읍 포아로 985,22241,사출품 플러그
AGC화인테크노한국㈜,054-478-0600,경상북도 구미시 산동읍 첨단기업로 178,23111,LCD용 유리제품
성연테크,054-414-1501,경상북도 구미시 첨단기업으로 127-49,25923,산업용 로봇 부속
성온이엔지,,경상북도 구미시 1공단로 86-20,29299,금형부품(필름자동화)
성우시스템,054-461-7451,경상북도 구미시 공단로255 창업보육센터 105-2호,28909,전기판넬pld자동제어
성우하이테크,054-463-9454,경상북도 구미시 비산으로 5길 36,28909,전기 울타리용 목책기
성운 머티리얼스(MATERIALS),070-8256-9334,경상북도 구미시 구미대로 350-27 경북산학융합본부,28422,3D프린터
성원 ENG,054-461-2518,경상북도 구미시 비산으로 138 12동,30399,자동차부품
성원 SKC,054-481-0900,경상북도 구미시 고아읍 황산길 9-7,23000,하네스
성원와이어컷팅,054-458-0609,경상북도 구미시 고아읍 봉한 4안길 15-18,29294,금형
성원피에프,,경상북도 구미시 1공단로 212 한라시그마밸리 804호,29229,하우징 가공
성윤연마,054-465-8889,경상북도 구미시 1공단로 7길 8 ,29294,금형연마
성윤테크,,경상북도 구미시 산동읍 첨단기업2로 36-6,25913,HR EV PNL BOTTOM
성일테크,054-462-2568,경상북도 구미시 비산으로 5길 6,29223,기계부품가공
성준테크,,경상북도 구미시 산호대로 116-72,25924,금형제작(휴대폰)
성지FA,054-461-9996,경상북도 구미시 산호대로 142-25,29271,기계장비조립
성지테크,054-464-2792,경상북도 구미시 비산으로 138,29294,휴대폰부품 금형
성진ENG,054-456-9836,경상북도 구미시 1공단로 7길 24-19,26299,전자부품
성진세미테크,,경상북도 구미시 수출대로9길68-35,29299,기계전용장비제작 woreciting
성진정밀,054-463-4482,경상북도 구미시 1공단로 6길 13-26,26302,전기부품
성진테크,,경상북도 구미시 3공단 3로 46-91,22211,copper capillary 링
성화수출포장,054-475-2242,경상북도 구미시 장천면 신장2길 54-7,16232,목상자
성훈테크,054-463-4615,경상북도 구미시 비산로 3길 19-3,29294,금형
세광정밀,054-473-1121,경상북도 구미시 산동읍 첨단기업 185-37,29294,2차전지금형
세광텍스,054-462-0399,경상북도 구미시 1공단로 89-20,33999,폴리에스텔 인가공
세광티엔씨㈜,054-474-2855,경상북도 구미시 산동읍 첨단기업2로 21-10,20499,섬유용 접착제
세기이엔지,,경상북도 구미시 1공단로 7길 36-22,25913,기계부품가공
세기전자,054-464-9599,경상북도 구미시 수출대로1길50,27219,신호발생기
세기정공,054-464-0891,경상북도 구미시 산호대로 236 대건 eng b동,27219,LCD자동화기계부품
세기정밀,054-465-1384,경상북도 구미시 옥계2공단로 71 (황상동),29224,금형
세림테크,054-476-7635,경상북도 구미시 산동읍 첨단기업로 185-48,29294,프레스금형부품
세미온테크,054-472-6560,경상북도 구미시 산동읍 첨단기업5로 10-6 B동,25119,반도체부품
세바시스템즈,054-714-3555,경상북도 구미시 3공단로 89-46,29262,데스크 탑 로봇
세븐테크,,경상북도 구미시 비산로 5길 34-7,29294,정밀기계부품
세아테크,054-474-0320,경상북도 구미시 산동읍 첨단기업2로 44,29294,분말금형
세양글라스,054-443-6264,경상북도 구미시 고아읍 대평길 204-1,23129,복층유리
세양정밀,054-464-9076,경상북도 구미시 산호대로 354-42,25924,2차전기가공
세영정밀,,경상북도 구미시 비산으로 3길 18-1,29294,휴대폰 금형부품
세영정보통신㈜,054-463-2300,경상북도 구미시 산호대로 56-1,26429,무선통신장비
세원엔지니어링,054-478-8324,경상북도 구미시 첨단기업1로17 구미전자정보기술원 혁신관 210호,29271,자동화설비
세융 ENG,054-462-7378,경상북도 구미시 산동읍 첨단기업5로 10-20,32101,기계장비부품
세일기업㈜,054-473-3373,경상북도 구미시 수출대로 152 419호,20493,접착제
세정정밀,054-444-3498,경상북도 구미시 고아읍 문성1길 29-11,29294,금형
세종전자㈜,054-461-0094,경상북도 구미시 1공단로 249(공단동),20202,스프링
세종코아,054-716-2333,경상북도 구미시 산호대로 116-46,17229,종이지관
세종하이텍,054-461-0093,경상북도 구미시 1공단로 247(공단동),25943,스프링
세중ENG,054-475-0321,경상북도 구미시 해평면 문량2길 30-1,29199,기계부품가공 
세진ENG,054-461-0720,경상북도 구미시 신비로 153-13,25924,반도체
세진SMC(주),054-475-0451,경상북도 구미시 산동읍 첨단기업5로 139-18,28303,HARNESS CABLE
세진정밀,054-474-3206,경상북도 구미시 인동가산로 434-5,29223,기계부품
세진정밀,054-471-1500,경상북도 구미시 3공단3로 118-20,26294,휴대폰금형
세진테크,054-463-5522,경상북도 구미시 비산으로 61,25924,부품가공
세창기전㈜,054-461-8050,경상북도 구미시 산동읍 첨단기업4로 49-17,29142,LM 가이드
세한,054-472-3457,"경상북도 구미시 3공단1로 302-7, 5동302호 (임수동, 구미공구상가)",28909,pcl자동화부품
세현정밀㈜,054-473-9103,경상북도 구미시 산동읍 첨단기업2로 15,29294,hard fright
센트리닉스(주),,"경상북도 구미시 1공단로 212 한라시그마밸리 815, 816호",28909,(전자센서) 전기전자
소락시스템,054-442-5334,경상북도 구미시 수출대로 83,28123,전기판넬(프로세서 배전반)
소성레이져,054-716-1011,경상북도 구미시 산동읍 신당리 1240,25999,부품가공
송도ENG,054-463-2367,경상북도 구미시 비산으로 1안길 3길 9,25999,볼트
송원전자,070-8812-6005,경상북도 구미시 산동읍 첨단기업3로 54-7,30399,베어링 커버
송테크,054-462-4245,경상북도 구미시 공단동 310-8,29299,밧데리부품
송학산업,054-471-8801,경상북도 구미시 장천면 여남1길 189,22199,수도계량기보호통
수강메디카㈜,054-482-4554,경상북도 구미시 고아읍 원대로 13길 66,21300,탄력붕대
수범테크,054-464-1846,경상북도 구미시 산호대로 104-34,29941,넛트(전기부품)
수성F/L,054-443-5161,경상북도 구미시 화신로 124 (광평동),31999,운반기계제조
수성공업사,,경상북도 구미시 1공단로 7길 58-27(194),29199,기계부품제조
수정건업,,경상북도 구미시 수출대로249,23119,유리
수현기술,,경상북도 구미시 1공단로 212 한라시그마밸리 622호,30202,보드제조
수형연사,,경상북도 구미시 선산읍 대로오목길 560-9 (봉곡리),13104,섬유연사(임가공)
수흥섬유,054-465-1711,경상북도 구미시 수출대로5길50-10,13409,합성직물
스마트테크놀리지,054-471-8316,경상북도 구미시 겸성로 115-1 2층,26299,콘넥타(전자부품) 금형부품
스마트텍,054-475-0480,경상북도 구미시 산동읍 첨단기업5로 48-26 제 2동,27199,의료부품
스틸하트,054-455-3717,경상북도 구미시 1공단로 4길 166,30202,튜닝제품
승경유리,054-463-6288,경상북도 구미시 비산으로 138,23111,유리가공
승광정밀,,경상북도 구미시 비산로 7길 10,29294,금형부품
승보시스템,,경상북도 구미시 수출대로 152 624호,28909,산업동제어장비
승승테크,054-462-0666,경상북도 구미시 비산로 3길 31 103호,29229,자동화부푸가공
승우정밀,,경상북도 구미시 수출대로 5길15,25924,휴대폰케이스
승우테크,,경상북도 구미시 1공단로 4길 141-87,26299,플라스틱(전자제품)
승일테크,054-476-1775,경상북도 구미시 산동읍 5공단 7로 36-29,23999,반도체 부품
시그너스,,,25999,상패
시너지텍,054-472-0048,경상북도 구미시 산동읍 첨단기업로 69-19,26299,세라믹
시노텍,,경상북도 구미시 1공단로 212 220호,26299,전자제품
시스메카,054-475-4367,경상북도 구미시 옥계2공단로 28,29299,목적용 장비
시스템G,054-478-8243,"경상북도 구미시 첨단기업1로 17, 전자정보기술원 혁신관313호",28123,컨트롤판넬
시스템기술,054-464-1222,경상북도 구미시 산호대로 130-22,28909,전기증폭 시험기
시스템알앤디,054-474-5237,경기도 평택시 진위2 산단로 150,29271,자동차 장비 제작
시오테크,,경상북도 구미시 1공단로 6길 64-23 ,25929,휴대폰금속
시온테크,054-465-8745,경상북도 구미시 산호대로 116-23,29294,기계부품
시우,,경상북도 구미시 1공단로6길8,28410,전자
신광금형,054-465-1807,경상북도 구미시 수출대로9길83,29294,휴대폰케이스(금형)
신라산업,054-474-5501,경상북도 구미시 수출대로 9길 68-46,28302,케이블 절연제
신라애드,054-474-6556,경상북도 구미시 인동남길 120 (진평동 인평빌딩),33910,간판
신성ENG,054-464-1008,경상북도 구미시 비산으로 5길 18-6,26422,금형
신성텍,,경상북도 구미시 1공단로 7길 8,29294,금형
신세계명판,,경상북도 구미시 비산으로 5안길 5-7,24222,명판제작
신세계정공,054-462-2004,경상북도 구미시 수출대로 7길 43,25924,방산
신세기시스템(주),054-465-0642,경기도 화성시 향남읍 은행나무로 573,29171,대형온습도환경조성실
신아레이저,054-465-1998,경상북도 구미시 1공단로 237-14,26211,레이저마킹기
신아메탈,054-475-2218,경상북도 구미시 옥계2공단로 73,24213,합금
신아정밀 주식회사,054-482-3481,경상북도 구미시 고아읍 이례로 53,29294,"금형(TV, 모니터)"
신양테크,054-461-4572,경상북도 구미시 신비로 139,26299,기계부품(핸드폰)
신영SMT,054-462-6783,경상북도 구미시 1공단로 4길 141-107,29199,탭핑기
신영테크,054-482-8834,경상북도 구미시 고아읍 예강1안길 19,22199,실리콘
신오케미칼㈜구미1공장,054-475-8018,인천광역시 서구 거북로 6,20499,산화동
신우산업,054-452-5546,경상북도 구미시 고아읍 봉한3길 22,26299,리모콘케이스
신우이엔지,054-463-1636,경상북도 구미시 산호대로 104-42,29272,자동화설비
