일련번호,시군구명,회사명,업종명,도로명주소,주요생산품명,대표자명,전화번호,팩스번호,직원수,데이터기준일자
4505,김해시,대진산업,운송장비 조립용 플라스틱제품 제조업 외 1 종,경상남도 김해시 주촌면 서부로1638번길 133-46,강화우레탄,노홍일,055-338-7878,055-338-7979,20,2024-06-10
4506,김해시,대진정밀,볼트 및 너트류 제조업 외 2 종,경상남도 김해시 안동 0번지 5B-4L,"BOLT,SCREW,RIVET",김도식,055-335-3769,,14,2024-06-10
4507,김해시,대진철강(주)김해공장,그 외 기타 1차 철강 제조업,경상남도 김해시 한림면 김해대로 1155-28,가공철판,"하태규,하정환",055-343-9670,055-343-9676,16,2024-06-10
4508,김해시,대진테크,기타 무선 통신장비 제조업,경상남도 김해시 김해대로2567번길 59 (어방동),"통신케이블,안테나",정상화,055-335-3381,055-321-3464,16,2024-06-10
4509,김해시,대진하이시스,그 외 기타 특수목적용 기계 제조업 외 1 종,경상남도 김해시 진영읍 서부로179번길 103,특수목적용기계,임사현,055-346-3380,,4,2024-06-10
4510,김해시,대진화학,플라스틱 필름 제조업 외 1 종,"경상남도 김해시 주촌면 서부로1701번안길 140-93, 외3",농업용필름,노정희,,,8,2024-06-10
4511,김해시,대진화학,플라스틱 합성피혁 제조업,경상남도 김해시 김해대로2635번길 50 (안동),신발창,이성우,,,16,2024-06-10
4512,김해시,대창기계,그 외 기타 일반목적용 기계 제조업 외 1 종,경상남도 김해시 한림면 장방로 119,"가스킷, 원심분리기",한현,,,10,2024-06-10
4513,김해시,대창기공(주),"전기회로 개폐, 보호장치 제조업 외 1 종","경상남도 김해시 진례면 테크노밸리로 11, 대창기공(주)",초고압차단기용 부품,김필제,055-346-2587,055-346-2546,15,2024-06-10
4514,김해시,대창단조(주),그 외 자동차용 신품 부품 제조업 외 4 종,경상남도 김해시 생림면 봉림로 115-92,자동차및중장비부품,박권일,055-329-3911,055-329-3916,90,2024-06-10
4515,김해시,대창단조(주),주형 및 금형 제조업,경상남도 김해시 생림면 봉림로 115-90,금형,박권일,,,0,2024-06-10
4516,김해시,대창산업,그 외 자동차용 신품 부품 제조업 외 3 종,"경상남도 김해시 상동면 상동로543번안길 28, 외1",자동차부품,최시명,055-322-6640,,10,2024-06-10
4517,김해시,대창산업(주),건설 및 채광용 기계장비 제조업,경상남도 김해시 생림면 나전로 399,유압류및기어류,박현수,055-323-3659,,10,2024-06-10
4518,김해시,대창종합열처리(주),금속 열처리업,경상남도 김해시 한림면 가동로 73,열처리품,김상진,055-346-1071,055-345-1073,4,2024-06-10
4519,김해시,대청산업,그 외 기타 일반목적용 기계 제조업 외 1 종,경상남도 김해시 생림면 안양로 199,산업기계,정정임,,,12,2024-06-10
4520,김해시,대풍산업,폴리스티렌 발포 성형제품 제조업 외 1 종,경상남도 김해시 진례면 고모로216번길 168-44,세탁기부품,김태곤,055-345-6508,055-345-6513,5,2024-06-10
4521,김해시,대풍테크,기타 직물제품 제조업,경상남도 김해시 한림면 김해대로916번길 145,마스크,김정숙,055-724-1501,,15,2024-06-10
4522,김해시,대하산업,그 외 자동차용 신품 부품 제조업,경상남도 김해시 주촌면 내삼리 1065-1번지,자동차부품,강상모,,,5,2024-06-10
4523,김해시,대하산업(주),합성섬유 제조업,경상남도 김해시 생림면 생림대로928번길 10,합성섬유,박준태,055-323-8611,,5,2024-06-10
4524,김해시,대한가구,기타 목재가구 제조업,경상남도 김해시 한림면 김해대로 1539-5 외 4필지,"장농, 장식장, 문갑, 화장대",김명근,,,10,2024-06-10
4525,김해시,대한개발공사(주),"금속 문, 창, 셔터 및 관련제품 제조업 외 4 종",경상남도 김해시 한림면 용덕로302번길 51,금속구조물 등,김미리내,,,3,2024-06-10
4526,김해시,대한기계,기어 및 동력전달장치 제조업,경상남도 김해시 진영읍 김해대로 94-27 외 3필지,중장비샤프트,이민호,,,5,2024-06-10
4527,김해시,대한기술개발(주),"금속 문, 창, 셔터 및 관련제품 제조업 외 4 종",경상남도 김해시 한림면 용덕로302번길 51,"금속구조물, 차양 등",신미옥,,,3,2024-06-10
4528,김해시,대한레이저,그 외 기타 금속가공업,경상남도 김해시 김해대로2635번길 53-6 (안동),금형수리 보수(레이저용접),박숙란,055-324-8669,055-324-8670,6,2024-06-10
4529,김해시,대한레이저,그 외 기타 금속가공업,경상남도 김해시 대동면 월촌리 888-1번지 A31 Block 7 Lot,"금형수리,보수",박숙란,055-324-8669,055-324-8670,6,2024-06-10
4530,김해시,대한미래환경,그 외 기타 특수목적용 기계 제조업 외 1 종,경상남도 김해시 진영읍 서부로 197-10,기계제조,김영숙,,,15,2024-06-10
4531,김해시,대한산업,선박 구성 부분품 제조업,경상남도 김해시 한림면 가동리 73-2번지 외 1필지,선박부품,서정미,,,10,2024-06-10
4532,김해시,대한산업,육상 금속 골조 구조재 제조업 외 1 종,경상남도 김해시 진영읍 본산1로56번길 54,철구조물,이현욱,055-343-4494,055-343-4495,4,2024-06-10
4533,김해시,대한산업,선박 구성 부분품 제조업,경상남도 김해시 진례면 서부로 400-30,선박부푼품,노진곤,055-346-7742,,10,2024-06-10
4534,김해시,대한산업(주),타이어 및 튜브 제조업 외 5 종,경상남도 김해시 김해대로2635번길 44 (총 2 필지),타이어원재료,"류진수,하태일,류동희",055-332-8811,055-332-8820,42,2024-06-10
4535,김해시,대한스틸,그 외 기타 1차 철강 제조업,경상남도 김해시 진영읍 서부로396번길 38,철판절단,심홍득,055-343-8694,,6,2024-06-10
4536,김해시,대한식품,수산동물 건조 및 염장품 제조업,"경상남도 김해시 주촌면 서부로1403번길 23-22, 외2",멸치젓갈,노순자,,,10,2024-06-10
4537,김해시,대한오케이스틸 주식회사,그 외 기타 1차 철강 제조업,경상남도 김해시 한림면 명동산단안길 70,냉연제품 절단가공,김연선,031-760-6900,031-797-6459,26,2024-06-10
4538,김해시,대한유리,안전유리 제조업 외 1 종,경상남도 김해시 진례면 서부로396번길 39,복층유리,남정권,055-346-6204,,4,2024-06-10
4539,김해시,대한정공,합금철 제조업,경상남도 김해시 삼안로60번길 11-10 (지내동),"합금철제조,금형",김홍림,055-322-1180,055-322-8283,1,2024-06-10
4540,김해시,대한정공,절삭가공 및 유사처리업,경상남도 김해시 대동면 월촌리 888-1번지 A10 Block 1 Lot,기계부품,이정열,051-315-2966,051-315-2967,11,2024-06-10
4541,김해시,대한종합가스(주),산업용 가스 제조업,경상남도 김해시 유하로 176-9 (유하동),산소,이동준,055-329-2588,055-314-4788,10,2024-06-10
4542,김해시,대한종합기계,그 외 기타 일반목적용 기계 제조업 외 1 종,경상남도 김해시 생림면 나전로 321,산업기계,장이협,,,5,2024-06-10
4543,김해시,대한캔바스,부직포 및 펠트 제조업,경상남도 김해시 한림면 김해대로1402번길 69,제지용드라이버캔버스,조정교,055-346-1990,055-346-0990,33,2024-06-10
4544,김해시,대한테크,그 외 자동차용 신품 부품 제조업 외 3 종,경상남도 김해시 한림면 김해대로927번길 39,자동차부품,이흥기,055-343-1945,,10,2024-06-10
4545,김해시,대한테크,그 외 기타 분류 안된 금속 가공 제품 제조업 외 1 종,경상남도 김해시 주촌면 서부로1541번안길 57 외 2필지,산업물포자용벤딩클립,이봉두,055-338-5923,,6,2024-06-10
4546,김해시,대한화학,윤활유 및 그리스 제조업 외 2 종,경상남도 김해시 주촌면 서부로1403번길 64 (총 2 필지) 외 1필지,희석제,"고경애,김윤철",055-338-1401,055-338-1405,9,2024-06-10
4547,김해시,대한화학,플라스틱 접착처리 제품 제조업 외 1 종,경상남도 김해시 진례면 고모로216번길 75,천접착테이프,김종훈,055-314-4387,,5,2024-06-10
4548,김해시,대한환경,액체 여과기 제조업,경상남도 김해시 생림면 인제로611번길 50,순수정수장치,문상욱,055-326-3612,,13,2024-06-10
4549,김해시,대현 이엔지,그 외 기타 1차 철강 제조업,경상남도 김해시 진영읍 서부로378번길 52-20,산업기계,고진,055-723-4505,,8,2024-06-10
4550,김해시,대현복층유리(주),기타 산업용 유리제품 제조업 외 1 종,경상남도 김해시 생림면 나전리 731-3외3번지,유리가공,윤인구,055-329-1397,,10,2024-06-10
4551,김해시,대현산업,"플라스틱 포대, 봉투 및 유사제품 제조업",경상남도 김해시 상동면 상동로685번길 142-20,비닐팩,강대용,055-339-8503,055-327-8504,5,2024-06-10
4552,김해시,대현산업,그 외 자동차용 신품 부품 제조업 외 3 종,경상남도 김해시 한림면 안곡로 449 (총 3 필지) 외 2필지,완충포장재,배은미,055-343-1516,055-343-1517,3,2024-06-10
4553,김해시,대현산업,기타 물품 취급장비 제조업 외 3 종,경상남도 김해시 주촌면 서부로1637번길 111,오존발생기등,임성호,055-337-3777,055-337-3779,6,2024-06-10
4554,김해시,대현정공,강관 제조업 외 1 종,경상남도 김해시 한림면 가산로 36-12 (총 2 필지) 외 1필지,강판,김현철,055-343-8118,055-343-9119,3,2024-06-10
4555,김해시,대현테크,그 외 자동차용 신품 부품 제조업 외 3 종,경상남도 김해시 한림면 김해대로974번길 104,자동차전차부품,김병달,,,18,2024-06-10
4556,김해시,대현테크협동조합,육상 금속 골조 구조재 제조업,경상남도 김해시 한림면 가산로 36,철구조물 제작,김현철,055-325-7400,055-322-9323,4,2024-06-10
4557,김해시,대호 G.A,단추 및 유사 파스너 제조업,경상남도 김해시 한림면 명동로 47,단추,이민호,055-345-8980,055-345-8982,14,2024-06-10
4558,김해시,대호목재,일반 제재업,경상남도 김해시 진영읍 죽곡리 177-1번지 외1,목재,임대호,055-342-4355,055-342-4356,5,2024-06-10
4559,김해시,대호물류산업(주),그 외 기타 분류 안된 금속 가공 제품 제조업,경상남도 김해시 서김해산단로 51 (풍유동),스틸파레트 조립 및 수출포장,김용민,,,37,2024-06-10
4560,김해시,대호산업,금속선 가공제품 제조업,경상남도 김해시 진영읍 서부로378번길 73,코팅와이어로프,윤춘희,055-346-1292,055-345-8096,2,2024-06-10
4561,김해시,대호산업(주),액체 펌프 제조업,경상남도 김해시 칠산로387번길 6-12 (화목동),도장기계,문장식,055-328-0030,,9,2024-06-10
4562,김해시,대호안전상사,기타 가죽제품 제조업,경상남도 김해시 김해대로 2638 (안동),안전보호구,하태목,055-326-9066,,6,2024-06-10
4563,김해시,대호자동화,배전반 및 전기 자동제어반 제조업,경상남도 김해시 칠산로265번길 6-19 (화목동),전기콘트롤박스,현대옥,055-324-8942,,1,2024-06-10
4564,김해시,대호정기(주),그 외 자동차용 신품 부품 제조업 외 49 종,경상남도 김해시 진영읍 서부로179번길 48,"라이트,게이지,하례스루","신영근,신재호",055-345-2121,055-345-2128,98,2024-06-10
4565,김해시,대호정기(주),그 외 자동차용 신품 부품 제조업,경상남도 김해시 진례면 고모리 1562-8번지,라이트 등,신영근,055-345-2121,,20,2024-06-10
4566,김해시,대홍,선박 구성 부분품 제조업,경상남도 김해시 한림면 김해대로974번길 130-18,선박부품,이왕우,,,7,2024-06-10
4567,김해시,대화공업사,"플라스틱 선, 봉, 관 및 호스 제조업",경상남도 김해시 김해대로2635번길 46 (안동),"자동차램프, 신발EYELET",추태호,055-336-1211,055-333-9947,4,2024-06-10
4568,김해시,대화산업,포장용 플라스틱 성형용기 제조업,경상남도 김해시 김해대로2596번길 11-15 (안동),조선기자재및제철설비부품,윤한대,055-328-6273,055-328-6275,2,2024-06-10
4569,김해시,대화엔지니어링,선박 구성 부분품 제조업,경상남도 김해시 진례면 고모로526번길 71-10,선박구성품,최영,055-342-9115,055-342-9117,9,2024-06-10
4570,김해시,대환산업,그 외 자동차용 신품 부품 제조업,경상남도 김해시 한림면 용덕리 699-1번지 외 1필지,자동차부품,조해구,,,5,2024-06-10
4571,김해시,대훈산업,"플라스틱 선, 봉, 관 및 호스 제조업",경상남도 김해시 주촌면 서부로 1474-86,플라스틱관,황상규,055-338-7201,055-338-7111,2,2024-06-10
4572,김해시,대흥공업(주),금속 단조제품 제조업 외 2 종,경상남도 김해시 한림면 김해대로974번길 135,프랜지,김재환,051-831-6635,055-310-6790,10,2024-06-10
4573,김해시,대흥공업주식회사,강관 제조업 외 2 종,경상남도 김해시 한림면 병동산단로 12,"카본,스테인레스",김재환,055-310-6784,055-310-6790,1,2024-06-10
4574,김해시,대흥기공,금속탱크 및 저장용기 제조업 외 1 종,경상남도 김해시 한림면 김해대로1031번안길 1 (총 3 필지) 외 2필지,산업기계,김영모,055-346-4168,055-346-4169,12,2024-06-10
4575,김해시,대흥기전,그 외 기타 분류 안된 금속 가공 제품 제조업 외 1 종,경상남도 김해시 주촌면 내삼리 1117번지 외1,산업용기계,김경숙,055-329-1511,,15,2024-06-10
4576,김해시,대흥산업,그 외 기타 일반목적용 기계 제조업 외 3 종,"경상남도 김해시 생림면 생림대로950번길 45, 외1",산업기계,권오철,,,7,2024-06-10
4577,김해시,대흥산업,그 외 기타 플라스틱 제품 제조업 외 2 종,경상남도 김해시 진례면 고모로364번길 74-20,"교통안전표지,볼라드,델리네이트,전자부품외",김봉문,055-343-9050,055-343-9010,4,2024-06-10
4578,김해시,대흥산업,그 외 자동차용 신품 부품 제조업 외 3 종,경상남도 김해시 한림면 안하로 103,에어컨파이프(버스),김종열,055-346-0205,055-346-0208,11,2024-06-10
4579,김해시,대흥엔지니어링,금속탱크 및 저장용기 제조업 외 1 종,경상남도 김해시 생림대로27번길 7-1 (삼계동),열교환기,이경우,055-335-8681,055-331-0176,9,2024-06-10
4580,김해시,대흥정밀,육상 금속 골조 구조재 제조업 외 1 종,경상남도 김해시 삼안로 65 (안동),산업기계,이동기,055-905-9056,055-905-9057,2,2024-06-10
4581,김해시,대흥테크,플라스틱 접착처리 제품 제조업 외 1 종,경상남도 김해시 진례면 고모로526번길 42-26,"가전제품부품,도장품",한일규,055-343-2910,,9,2024-06-10
