회사명,전화번호,읍면동,주소,주력생산품,근로자수
갑을중기,010-****-****,진영읍,경상남도 김해시 진영읍 서부로 75,농기계수리 및 판매,1
부평광고,055-342-1116,진영읍,경상남도 김해시 진영읍 여래로 6-11,현수막 실사 광고물제작,1
금단호버윙,055-345-8573,진영읍,경상남도 김해시 진영읍 서부로179번길 39-39,항공기 부품생산,1
진테크,055-342-5914,진영읍,경상남도 김해시 진영읍 서부로202번길 51,선박용 사다리,1
윤테크,010-****-****,진영읍,경상남도 김해시 진영읍 서부로 275-21,항공기치공구,1
대경테크,010-****-****,진영읍,경상남도 김해시 진영읍 서부로 283-21,"산업용밸브 피팅, cnc,가공",1
이엘산업,010-****-****,진영읍,경상남도 김해시 진영읍 본산로 15-17 진영굿프라임시티904호 ,음식물처리기 조립,1
거명기전,010-****-****,진영읍,경상남도 김해시 진영읍 김해대로 463 김해진영휴먼시아6단지 605동 2003호 ,산업용 안전차단기,1
우현정밀,010-****-****,진영읍,경상남도 김해시 진영읍 서부로 273 B동,마그네트부품가공,1
다온 테크,010-****-****,진영읍,경상남도 김해시 진영읍 서부로 275-13,금속표면가공,1
피스텍,010-****-****,진영읍,경상남도 김해시 진영읍 서부로 275-13,금속표면가공,1
유성ENG,055-286-5656,진영읍,경상남도 김해시 진영읍 본산로 43,기계부품 절삭가공,1
동훈테크,010-****-****,진영읍,경상남도 김해시 진영읍 진영로 284 108동 1701호 ,금속절삭가공,1
명테크,010-****-****,진영읍,경상남도 김해시 진영읍 서부로202번길 51,선박용사다리,1
일성테크,010-****-****,진영읍,경상남도 김해시 진영읍 서부로 275-13,금속표면가공,1
지인테크,010-****-****,진영읍,경상남도 김해시 진영읍 서부로 275-13,금속표면가공,1
케이테크,010-****-****,진영읍,경상남도 김해시 진영읍 서부로 275-13,금속표면가공,1
두원산업,055-345-1266,진영읍,경상남도 김해시 진영읍 서부로 253 외 3,금속표면처리,1
한국플로우랙,010-****-****,진영읍,경상남도 김해시 진영읍 서부로 273,공장설비 자재랙,1
로얄닥트시스템,055-343-9039,진영읍,경상남도 김해시 진영읍 서부로 264,덕트,1
"전진샷시,유리",010-****-****,진영읍,경상남도 김해시 진영읍 여래로20번길 17-23101호 ,"샷시 , 유리제조",1
디자인온도,055-342-2344,진영읍,경상남도 김해시 진영읍 서부로 266,명함 팜플랫,1
성문인쇄사,055-343-2233,진영읍,경상남도 김해시 진영읍 진영로 305 기영아파트 상가동,스크리 청첩장각종 인쇄물제작,1
한국광고스크린,055-343-5371,진영읍,경상남도 김해시 진영읍 진영로 247,LED 간판제작 현수막,1
로아맘마 반려동물 수제간식점,010-****-****,진영읍,경상남도 김해시 진영읍 하계로 444,수제강아지 간식,1
(주)늘찬푸드,055-343-4002,진영읍,경상남도 김해시 진영읍 서부로218번길 241층 ,식육포장처리업(포장육),1
리우테크㈜,010-****-****,진영읍,경상남도 김해시 진영읍 진영 서부로273 ,플라스틱전자부품 조립,1
㈜제이테크,055-295-9861,진영읍,경상남도 김해시 진영읍 진영읍 서부로179번길98 ,촉매제,1
주영산기,010-****-****,진영읍,경상남도 김해시 진영읍 진산대로 113-30,seafastening(고정식),1
SK천막사,055-346-5885,진영읍,경상남도 김해시 진영읍 김해대로 140,천막용 철구조물,1
노다지두부상회,010-****-****,진영읍,경상남도 김해시 진영읍 진영로166번길 11-13,두부제조,1
진영기획광고,055-342-1984,진영읍,경상남도 김해시 진영읍 여래로20번길 34-1,간판제조,1
원테크,010-****-****,진영읍,경상남도 김해시 진영읍 김해대로 94-27,공작기계수리,1
영화사기계,055-343-4656,진영읍,경상남도 김해시 진영읍 김해대로 92 A동,차단기부품기 금속가공,1
삼덕참기름집,055-342-0541,진영읍,경상남도 김해시 진영읍 진영로166번길 11-19,참기름제조,1
명성ENG,010-****-****,진영읍,경상남도 김해시 진영읍 김해대로 94-27,공작기계수리,1
삼우모터,055-345-0612,진영읍,경상남도 김해시 진영읍 진영로 102,모터수리,1
우주테크,010-****-****,진영읍,경상남도 김해시 진영읍 진영산복로 20 김해 진영 동문굿모닝힐 1차 106동 901호 ,기계장비수리,1
세계광고,055-345-7333,진영읍,경상남도 김해시 진영읍 여래로20번길 53,간판제작,1
건우발디,055-332-0032,진영읍,경상남도 김해시 진영읍 김해대로 36,목재사이딩,1
티엔에스(T&S),010-****-****,진영읍,경상남도 김해시 진영읍 진산대로201번길 46-14,포크레인엔진 부속 가공,1
대우엔지니어링,010-****-****,진영읍,경상남도 김해시 진영읍 김해대로 94-25,공작기계부품 용접가공,1
한주기계,010-****-****,진영읍,경상남도 김해시 진영읍 김해대로 94-32,공작기계 제작,1
신진ENG,010-****-****,진영읍,경상남도 김해시 진영읍 김해대로 94-23,공작기계수리,1
우성정밀,010-****-****,진영읍,경상남도 김해시 진영읍 김해대로 94-21,선박구성부품 (브레이드) ,1
명신기계,055-342-3956,진영읍,경상남도 김해시 진영읍 진산대로251번길 24,절삭가공 공작기계,1
세인산업,055-342-5207,진영읍,경상남도 김해시 진영읍 진산대로 237,선박엔진 부품 밸브제조,1
정우전기,010-****-****,진영읍,경상남도 김해시 진영읍 진영로152번길 13-1,전기판넬(배전반조립),1
동서고주파,055-343-7359,진영읍,경상남도 김해시 진영읍 진남로 23-19,자장코일 수리,1
국대방충망김해점,010-****-****,진영읍,경상남도 김해시 진영읍 진영로 38-17,방충망제조,1
영테크,010-****-****,진영읍,경상남도 김해시 진영읍 김해대로 94-25,공작기계부품 가공,1
나윤테크,010-****-****,진영읍,경상남도 김해시 진영읍 진산대로 135-39 한영메카텍,전기차 충전기외함제조,1
미래,010-****-****,진영읍,경상남도 김해시 진영읍 진산대로 135-39 한영메카텍,전기차 충전기 제조,1
세영,010-****-****,진영읍,경상남도 김해시 진영읍 진산대로 135-39 한영메카텍,공작기계커버 용접가공전기자동차충전기 외함,1
대화철공소,055-343-2349,진영읍,경상남도 김해시 진영읍 진영로 124,철구조물 용접,1
아림기업,055-298-0177,진영읍,경상남도 김해시 진영읍 김해대로 94-27,지게차부품 절삭가공,1
우진정밀,055-267-5280,진영읍,경상남도 김해시 진영읍 김해대로 106-9,"자동차부품(엑셀,샤프트) 절삭가공",1
성심정밀,055-267-5280,진영읍,경상남도 김해시 진영읍 김해대로 106-9,"자동차부품(엑셀,샤프트)절삭가공",1
인성산업,055-253-0580,진영읍,경상남도 김해시 진영읍 진산대로 135-39 한영메카텍,공작기계 절삭가공,1
하림산업,055-342-4682,진영읍,경상남도 김해시 진영읍 진산대로 135-39 한영메카텍,금속절삭가공(전기차충전기),1
유공ENG,010-****-****,진영읍,경상남도 김해시 진영읍 진산대로201번길 46-4,중장비부품(메리폴드)절삭가공,1
호성정밀,010-****-****,진영읍,경상남도 김해시 진영읍 진산대로201번길 8,공작기계 연삭가공,1
성보ENG,010-****-****,진영읍,경상남도 김해시 진영읍 본산로 73,크레인제작 용접,1
삼진엔지니어링,010-****-****,진영읍,경상남도 김해시 진영읍 김해대로 106-9,자동차부품샤프트 열처리,1
경진조립식건축,055-342-1842,진영읍,경상남도 김해시 진영읍 진영로 125,판넬제작,1
금오산업,055-267-5280,진영읍,경상남도 김해시 진영읍 김해대로 106-9,콘로드연마(표면처리),1
LG하아샤시,055-346-7832,진영읍,경상남도 김해시 진영읍 김해대로 94-30,플라스틱 창호제조,1
대박유통,055-343-4414,진영읍,경상남도 김해시 진영읍 김해대로361번길 2 그랜드프라자 1층 110호 ,판촉물인쇄,1
진아실업,010-****-****,진영읍,경상남도 김해시 진영읍 진영로26번길 10,실내화제조,1
행자Sewing,010-****-****,진영읍,경상남도 김해시 진영읍 김해대로361번길 34 김해진영코아루A 407동 1002호 ,페브릭앞치마 제조,1
풀잎공방,055-905-5581,진영읍,경상남도 김해시 진영읍 진영로 125-11층 ,"퀼트,홈패션 제조",1
세명TEX,010-****-****,진영읍,경상남도 김해시 진영읍 김해대로 92 B동,울 원단생산,1
정보탕제원,010-****-****,진영읍,경상남도 김해시 진영읍 진영로 125-1,과일엑기스 제조,1
대림건강원,010-****-****,진영읍,경상남도 김해시 진영읍 장등로6번길 73,즙추출가공,1
금커피로스터스,010-****-****,진영읍,경상남도 김해시 진영읍 진산대로26번길 10-61층 ,생두 가공원두 제조,1
쿡1015김해진영점,055-346-1019,진영읍,경상남도 김해시 진영읍 김해대로361번길 35 진영자이아파트상가 상가동 103호 ,반찬류 제조,1
부곡참기름,055-345-0742,진영읍,경상남도 김해시 진영읍 진영로50번길 6 연합그린파크상가,참기름제조,1
오쿠키,010-****-****,진영읍,경상남도 김해시 진영읍 장등로19번길 57-1,커피제조,1
진영떡고을,055-345-7967,진영읍,경상남도 김해시 진영읍 김해대로407번길 22-17,떡제조,1
떡예쁘다,010-****-****,진영읍,경상남도 김해시 진영읍 장등로19번길 63-1,떡제조,1
백조기름점,055-342-1070,진영읍,경상남도 김해시 진영읍 진영로152번길 3-3,참기름제조,1
팸텍 주식회사,010-****-****,진영읍,경상남도 김해시 진영읍 본산로219번길 76-7,금형(항공기 부품),1
진양테크,055-342-0184,진영읍,경상남도 김해시 진영읍 하계로138번길 11,에어컨실외기절삭가공,1
엠에스테크,055-724-1999,진영읍,경상남도 김해시 진영읍 본산1로56번길 30,선박.철도에 사용되는 기계부품 절삭가공,1
장유테크,010-****-****,진영읍,경상남도 김해시 진영읍 본산로219번길 77,자동차용 인서트사출품가공,1
디티에스,010-****-****,진영읍,경상남도 김해시 진영읍 본산로219번길 76-7,항공기부품용 금형제작,1
정윤테크,055-720-0300,진영읍,경상남도 김해시 진영읍 본산로219번길 77,자동차부품금형제작(엔진),1
라온이앤티,055-343-9627,진영읍,경상남도 김해시 진영읍 한림로 1145,열교환기,1
신원텍,010-****-****,진영읍,경상남도 김해시 진영읍 하계로 50,배전반 절삭가공,1
한빛ENG,010-****-****,진영읍,경상남도 김해시 진영읍 하계로 50 신원이엔지,선박용 철판절삭가공,1
태명이엔지(ENG),055-342-0310,진영읍,경상남도 김해시 진영읍 하계로 65-15,자동차부품금형제작,1
H.C TECH,010-****-****,진영읍,경상남도 김해시 진영읍 본산1로 51,용접.절삭가공,1
태양기계,010-****-****,진영읍,경상남도 김해시 진영읍 하계로 187,선박구성부분품선반가공,1
케이에이치KH테크,010-****-****,진영읍,경상남도 김해시 진영읍 본산1로 49,금속절삭가공,1
대성지엠에스GMS,055-332-8355,진영읍,경상남도 김해시 진영읍 본산2로 63-7,자동차엔진부품 절삭가공,1
대영산업,010-****-****,진영읍,경상남도 김해시 진영읍 한림로 1147-2,"공작기계 커버(절단,절곡)",1
세진이앤씨,010-****-****,진영읍,경상남도 김해시 진영읍 본산로219번길 76-7,강판절단품제조,1
형제석재,055-342-2427,진영읍,경상남도 김해시 진영읍 하계로 23,석재(글자각인),1
환승공조,010-****-****,진영읍,경상남도 김해시 진영읍 진영읍 본산로219번길76-11 ,산업용 송풍기.배기장치,1
주식회사승보전기,010-****-****,진영읍,경상남도 김해시 진영읍 진영읍 본산로269번길 41-51 ,난방기설비수리업,1
디엠알오,010-****-****,진영읍,경상남도 김해시 진영읍 한림로 1195-27,자동화기계 플라스틱부품,1
(주)대동중공업,055-345-1559,진영읍,경상남도 김해시 진영읍 본산로 169,제철설비 룰러,1
지옥수 테크,010-****-****,진영읍,경상남도 김해시 진영읍 한림로 1205-37,유압시스템 설계제작,1
태영기계,055-346-2321,진영읍,경상남도 김해시 진영읍 본산로269번길 15-22,프레스기 수리,1
부평공업사,055-343-5052,진영읍,경상남도 김해시 진영읍 한림로 1226,농기계수리,1
정테크,010-****-****,진영읍,경상남도 김해시 진영읍 본산로269번길 62-16,금속산업부품 절곡,1
제이테크,070-4650-9915,진영읍,경상남도 김해시 진영읍 본산로269번길 62-15,브레이크 압력조절밸브,1
디앤에스,010-****-****,진영읍,경상남도 김해시 진영읍 본산로269번길 15-9,금형,1
보성테크,010-****-****,진영읍,경상남도 김해시 진영읍 본산2로 106-2,크레인 부품 범용보링,1
부성유공압,055-346-1178,진영읍,경상남도 김해시 진영읍 본산로269번길 62-12,철구조물 호이스트천장 크레인,1
명진테크,055-346-8400,진영읍,경상남도 김해시 진영읍 본산로 285 (주)시온 내,철골구조물 외각틀 용접,1
신아정밀,055-345-3828,진영읍,경상남도 김해시 진영읍 본산1로 49,산업기계 선박 부품 보링,1
(주)금천테크->(주)주원테크원,055-346-8585,진영읍,경상남도 김해시 진영읍 본산로110번길 27-27,자동차엔진부품절삭가공,1
준호테크,010-****-****,진영읍,경상남도 김해시 진영읍 본산2로 127,자동차엔진연료분사장치 인젝터컵가공,1
대광테크,055-346-8400,진영읍,경상남도 김해시 진영읍 본산로 285 (주)시온 내,철골구조물 외각틀 용접,1
