순번,회사명,생산품,업종명,공장대표주소(도로명),전화번호,데이터기준일자
1211,(주)자연푸드,오리훈제가공,가금류 가공 및 저장 처리업,"인천광역시 서구 보듬로 158, 6층 블루텍 공존 628호 (오류동) 6층 블루텍 공존 628호 6층 블루텍 공존 628호 6층 블루텍 공존 628호 외 6필지",032-582-5280,2025-04-02
1212,(주)장고시스템,"자동화설비, 검사기","기타 측정, 시험, 항해, 제어 및 정밀기기 제조업 외 1 종",인천광역시 서구 검단천로356번길 43 (오류동),031-499-7284,2025-04-02
1213,(주)장안기업,가스보일러용 연통 및 부품,가정용 비전기식 조리 및 난방 기구 제조업,인천광역시 서구 가정로77번길 11 (가좌동) 외 1필지,032-566-0921,2025-04-02
1214,(주)장원산업,레미콘,레미콘 제조업,인천광역시 서구 봉수대로501번길 38 (원창동) 외 9필지,032-578-6333,2025-04-02
1215,(주)재경기업,문짝 자재(필름),"목재 보존, 방부처리, 도장 및 유사 처리업",인천광역시 서구 원당대로480번길 66 (왕길동),032-565-0545,2025-04-02
1216,(주)재미난나무,"원목가구, 원목소품",기타 목재가구 제조업,인천광역시 서구 백범로910번길 27-6(가좌동),,2025-04-02
1217,(주)재영엠엔씨,공장자동화 장치,컨베이어장치 제조업 외 1 종,인천광역시 서구 북항로120번길 28-48(원창동),032-583-8211,2025-04-02
1218,(주)재영케미칼,판자 용기 조립,판지 상자 및 용기 제조업,"인천광역시 서구 파랑로 495, 2동 308호(청라동) 2동 308호",032-682-7704,2025-04-02
1219,(주)재원산업기계,강관제조기계,디지털 적층 성형기계 제조업 외 3 종,인천광역시 서구 북항로178번길 68-5 (원창동),032-579-2721,2025-04-02
1220,(주)재인,전자피아노,전자 악기 제조업,"인천광역시 서구 봉수대로 196, 2층 일부 (가좌동)",032-575-2997,2025-04-02
1221,(주)재인써키트,인쇄회로기판,인쇄회로기판용 적층판 제조업,"인천광역시 서구 가재울로 30, (주)재인써키트 (가좌동)",032-579-4433,2025-04-02
1222,(주)재현,제재목(내장재),표면 가공 목재 및 특정 목적용 제재목 제조업,인천광역시 서구 가좌동 543-8번지,032-576-3663,2025-04-02
1223,(주)쟈마트,금속가구,금속 가구 제조업,인천광역시 서구 북항로193번길 25 (원창동),032-819-6149,2025-04-02
1224,(주)전음정밀,금형,주형 및 금형 제조업,"인천광역시 서구 가좌로 54, (가좌동, 주안비티센터2차) 1동 3층 304호",032-541-5084,2025-04-02
1225,(주)정광산업,스테인레스 텀블러,수동식 식품 가공기기 및 금속 주방용기 제조업,인천광역시 서구 검단로326번길 34-7 (왕길동),032-563-6087,2025-04-02
1226,(주)정목,제재목,일반 제재업,인천광역시 서구 북항로 96 (원창동),032-568-7982,2025-04-02
1227,(주)정민테크,산업용 송풍기 및 배기장치 제조업,산업용 송풍기 및 배기장치 제조업,인천광역시 서구 로봇랜드로249번길 46-5(청라동),032-875-6655,2025-04-02
1228,(주)정민통상,전자기타 부품,전자 악기 제조업,인천광역시 서구 두루물로8번길 17 (오류동),032-564-7471,2025-04-02
1229,(주)정성종합목재,각제판재,일반 제재업 외 2 종,인천광역시 서구 원당대로262번길 31 (오류동),032-573-3926,2025-04-02
1230,(주)정성화스너,"볼트,너트",볼트 및 너트류 제조업 외 2 종,"인천광역시 서구 사렴로53번길 19 (경서동, 가동)",032-564-5402,2025-04-02
1231,(주)정수뉴테크,Saggar 가공,절삭가공 및 유사처리업,인천광역시 서구 마중로 114 (오류동),070-7731-5961,2025-04-02
1232,(주)정신,문서세단기,사무용 기계 및 장비 제조업,"인천광역시 서구 파랑로 495, 2동 204호(청라동) 2동 204호 외 1필지",032-673-5511,2025-04-02
1233,(주)정우도장,분체도장,그 외 기타 분류 안된 금속 가공 제품 제조업,"인천광역시 서구 장고개로117번길 32-7 (가좌동, 정우도장)",032-866-0588,2025-04-02
1234,(주)정우에이앤씨,공기조화장치,공기 조화장치 제조업 외 1 종,"인천광역시 서구 북항로177번길 30, B동 1층 일부(원창동)",032-421-7723,2025-04-02
1235,(주)정우프랜트,"건조기, 태양광발전",그 외 기타 특수목적용 기계 제조업 외 1 종,인천광역시 서구 검단로 46 (오류동),032-563-2671,2025-04-02
1236,(주)정인엔지니어링,"사출,금형",기타 기계.장비 조립용 플라스틱 제품 제조업,인천광역시 서구 가정로47번길 12 (가좌동),032-818-5844,2025-04-02
1237,(주)정태크,플라스틱 금형부품,주형 및 금형 제조업,"인천광역시 서구 보도진로 68, 2층 (가좌동)",032-573-0074,2025-04-02
1238,(주)정환,젖병소독기,기타 가정용 전기기기 제조업 외 1 종,"인천광역시 서구 원전로69번길 31 (경서동, 삼우INT)",032-553-0145,2025-04-02
1239,(주)제3금속,자동차부품,도금업 외 1 종,"인천광역시 서구 가람로 14, 3층 인천표면처리센터 코아텍 302호 (오류동)",032-578-3319,2025-04-02
1240,(주)제노스미디어,텔레비젼,텔레비전 제조업,"인천광역시 서구 건지로153번길 26-10, 2층, 3층(석남동)",032-572-1676,2025-04-02
1241,(주)제물포금속,알미늄괴,알루미늄주물 주조업,"인천광역시 서구 사렴로 29 (경서동, 라동)",032-561-8091,2025-04-02
1242,(주)제우라이텍,조명기구4,일반용 전기 조명장치 제조업,"인천광역시 서구 가남로 61, A동 2층 210 (가좌동, 토지산업2차 지식산업센터)",032-578-3838,2025-04-02
1243,(주)제워디,소방용기계기구,유압기기 제조업,"인천광역시 서구 보듬로 158, 4층 검단지식산업센터 블루텍 426호 (오류동) 외 1필지",032-547-7977,2025-04-02
1244,(주)제이.에이.씨,인쇄회로판,경성 인쇄회로기판 제조업,"인천광역시 서구 중봉대로198번길 37 (가좌동, 라미전자(주)) (총 2 필지) 외 1필지",032-578-2703,2025-04-02
1245,(주)제이.에이.씨 가좌제2공장,인쇄회로판,경성 인쇄회로기판 제조업,"인천광역시 서구 중봉대로198번길 27, 301호 (가좌동)",032-578-2703,2025-04-02
1246,(주)제이디텍,"컨케이너, 철구조물 외",그 외 기타 일반목적용 기계 제조업 외 12 종,인천광역시 서구 두루물로96번길 14 (오류동),032-564-6097,2025-04-02
1247,(주)제이비제이,식기건조대 세탁바구니,수동식 식품 가공기기 및 금속 주방용기 제조업 외 1 종,인천광역시 서구 보도진로54번길 11-7 (가좌동),032-822-6245,2025-04-02
1248,(주)제이씨엠,"조립용 금속 구조재, 일반철물 등",육상 금속 골조 구조재 제조업 외 1 종,인천광역시 서구 검단로326번길 47-11 (왕길동),032-565-0536,2025-04-02
1249,(주)제이씨전자,"무선 태양열 도로표지병, 미용기기 등",일반용 전기 조명장치 제조업,"인천광역시 서구 파랑로 495, 2동 713호(청라동) 2동 713호",032-220-0337,2025-04-02
1250,(주)제이아이코리아,우레탄제품,그 외 자동차용 신품 부품 제조업,"인천광역시 서구 건지로153번길 46-20 (석남동, A동)",032-571-6383,2025-04-02
1251,(주)제이앤에스알루텍,알루미늄 부품,도금업,"인천광역시 서구 백범로 681, 스마트테크노타워 705~709호 (가좌동)",032-875-8179,2025-04-02
1252,(주)제이앤제이미트,식육축산물,육류 포장육 및 냉동육 가공업 (가금류 제외),인천광역시 서구 가좌로84번길 47 (가좌동),032-573-8650,2025-04-02
1253,(주)제이앤피네이처,"로션,크림류,에센스,세탁,주방세제",화장품 제조업 외 1 종,"인천광역시 서구 보듬로 158, 6층 검단지식산업센터 블루텍 617호 (오류동)",,2025-04-02
1254,(주)제이에스마그네트,마그네트 응용기기,그 외 기타 전기장비 제조업,인천광역시 서구 장고개로117번길 22 (가좌동),032-575-3370,2025-04-02
1255,(주)제이에스비즈,"전동커튼레일, 전동블라인드",일반철물 제조업,"인천광역시 서구 북항로177번길 22, 다동 (원창동)",032-288-0315,2025-04-02
1256,(주)제이에스특장,"내장탑,윙바디,냉동탑,전기냉동탑",차체 및 특장차 제조업,인천광역시 서구 한서로 14 (백석동),032-571-7080,2025-04-02
1257,(주)제이에스티,"플랜트, 감속기, 나사 스크류 외",기어 및 동력전달장치 제조업 외 2 종,인천광역시 서구 보듬로 178 (오류동),031-983-6951,2025-04-02
1258,(주)제이에이에이소프트,"방송용프롬프터,전동페데스탈",방송장비 제조업,"인천광역시 서구 봉수대로300번길 33, 2층 (석남동)",032-576-0077,2025-04-02
1259,(주)제이에이치티앤티,차량용흡음재,그 외 자동차용 신품 부품 제조업 외 3 종,"인천광역시 서구 길주로45번길 17-5 (석남동, 대정철강(주))",032-581-9294,2025-04-02
1260,(주)제이엔티,공기조화장치.배기장치,공기 조화장치 제조업 외 1 종,인천광역시 서구 북항로177번길 30 (원창동),032-522-9747,2025-04-02
1261,(주)제이엠에스씨,"데크, 조경시설물, 디자인울타리",일반 제재업 외 2 종,"인천광역시 서구 북항단지로101번길 29, 2동 2층(원창동)",032-716-9705,2025-04-02
1262,(주)제이엠티유니,로봇 부품,그 외 기타 전자부품 제조업,"인천광역시 서구 거북로 17, 가동 401호(석남동, 인천테크피아) 가동 401호",032-578-7410,2025-04-02
1263,(주)제이와이이엔씨,"자동제어장비, 전기판넬, 자동제어판넬",산업처리공정 제어장비 제조업 외 2 종,"인천광역시 서구 백범로 619,  (가좌동) 1동 6층 614호",02-6093-0587,2025-04-02
1264,(주)제이원테크노,"전선하네스, 분사기",분사기 및 소화기 제조업 외 1 종,"인천광역시 서구 봉수대로 143, 7동 2층 (가좌동)",032-544-9045,2025-04-02
1265,(주)제이제이피,"선풍기, 램프, 빨래건조기",기타 가정용 전기기기 제조업 외 1 종,"인천광역시 서구 건지로97번길 71, 2층 일부(석남동)",070-4286-5750,2025-04-02
1266,(주)제이케이시스템,산업용 전기 컨트롤 판넬,기체 여과기 제조업 외 1 종,"인천광역시 서구 검단로 85, 3동 (오류동)",032-563-7250,2025-04-02
1267,(주)제이케이하이텍,"BEARRING CAP, MASS DAMPER",절삭가공 및 유사처리업,인천광역시 서구 보듬로 161(오류동),032-862-1330,2025-04-02
1268,(주)제이텍일렉트릭,"배전반,분전반",배전반 및 전기 자동제어반 제조업,인천광역시 서구 가정로48번길 10 (가좌동),032-589-8035,2025-04-02
1269,(주)제이투이앤씨,SRU 폴리우레아,합성수지 및 기타 플라스틱 물질 제조업,"인천광역시 서구 도담로 138, 2동 (오류동)",032-583-7404,2025-04-02
1270,(주)제이티공조,"승강기에어컨,승강기공기청정기",공기 조화장치 제조업,"인천광역시 서구 거북로 17, 나동 7층 717-1 (석남동, 인천테크피아)",032-218-9995,2025-04-02
1271,(주)제이티에스,Waterjet Sys.,그 외 기타 특수목적용 기계 제조업,인천광역시 서구 북항로120번길 13-11(원창동),032-822-4784,2025-04-02
1272,(주)제이피씨오토모티브,"자동차부품,금형",자동차 차체용 신품 부품 제조업 외 6 종,인천광역시 서구 북항로178번길 68-29 (원창동),032-717-5558,2025-04-02
1273,(주)제이피씨오토모티브,자동차용 플라스틱 부품(커버 콘솔 등) 외,자동차 차체용 신품 부품 제조업,인천광역시 서구 원창로 9(청라동),032-717-5574,2025-04-02
1274,(주)제일가스,"산소,질소,아르곤,탄산,혼합가스, 저독성 농약(과일 훈증제)",산업용 가스 제조업 외 1 종,"인천광역시 서구 두루물로8번길 46 (오류동, (주)제일가스)",032-567-6050,2025-04-02
1275,(주)제일금속엔지니어링,"포밍형강, 평철, 무라켁",육상 금속 골조 구조재 제조업,인천광역시 서구 도담1로 20 (오류동),032-563-6300,2025-04-02
1276,(주)제일티에스,"레이저 절단부품(철판), 스틸그레이팅",절삭가공 및 유사처리업 외 1 종,인천광역시 서구 마중4로 17 (오류동),032-567-0863,2025-04-02
1277,(주)제일티엔아이,액체여과기 제조 외,액체 여과기 제조업 외 1 종,인천광역시 서구 보듬로 163 (오류동),032-564-1221,2025-04-02
1278,(주)제일피앤씨,"모듈용 가구, 가구 부자재",일반철물 제조업,인천광역시 서구 건지로 120 (가좌동),032-681-3718,2025-04-02
1279,(주)제일피엠에스,"밸브부품,직선샤프트",그 외 기타 금속가공업 외 1 종,"인천광역시 서구 도담로 42, 9동 (오류동)",032-575-5071,2025-04-02
1280,(주)제일피유씨,우레탄스폰치,그 외 기타 플라스틱 제품 제조업,"인천광역시 서구 건지로97번길 17 (석남동, (주)제일피.유.씨)",032-579-0455,2025-04-02
1281,(주)제코스,인쇄회로기판,경성 인쇄회로기판 제조업 외 1 종,인천광역시 서구 보도진로54번길 17 (가좌동),032-575-8161,2025-04-02
1282,(주)제트티오인터내셔널,남자겉옷,남자용 겉옷 제조업,"인천광역시 서구 파랑로 495, 2동 206호 (청라동) 2동 206호 외 1필지",,2025-04-02
1283,(주)젠슨,"CCTV, 영상카메라, 영상기기",방송장비 제조업 외 1 종,"인천광역시 서구 보듬로 158,(오류동, 블루텍) 1동 10층 1006호",032-568-7757,2025-04-02
1284,(주)조광,금형 및 사출성형품,운송장비 조립용 플라스틱제품 제조업 외 1 종,인천광역시 서구 보도진로 100-80 (가좌동) 외 1필지,032-523-3902,2025-04-02
1285,(주)조광램프,전구,전구 및 램프 제조업,인천광역시 서구 가정로 44 (가좌동),032-573-3660,2025-04-02
1286,(주)조유시스템,전기 제어반,배전반 및 전기 자동제어반 제조업,인천광역시 서구 가정로37번길 37-22 (가좌동),032-471-1101,2025-04-02
1287,(주)조은메탈앤트레이드,시안화금칼륨,그 외 기타 분류 안된 화학제품 제조업,"인천광역시 서구 가람로 14,(오류동, 인천표면처리센터 요진코아텍) 1동 6층 610호",032-566-2293,2025-04-02
1288,(주)조은진공엔지니어링,고진공증착장치,그 외 기타 특수목적용 기계 제조업 외 1 종,인천광역시 서구 가정로87번길 28 (가좌동),032-579-7202,2025-04-02
1289,(주)조인티엔피,AL-Tube,그 외 기타 의료용 기기 제조업,인천광역시 서구 염곡로134번길 13 (가좌동),032-576-0002,2025-04-02
1290,(주)존케어,"공기순환기, 주방후드",공기 조화장치 제조업 외 1 종,"인천광역시 서구 도담로 188, 3층(오류동)",032-710-2203,2025-04-02
1291,(주)좋은나눔테크,전자부품,그 외 기타 전자부품 제조업 외 1 종,"인천광역시 서구 장고개로 125, 1층 101호 (가좌동)",032-577-0714,2025-04-02
1292,(주)주신기계,파우더제조믹서기,그 외 기타 일반목적용 기계 제조업 외 1 종,인천광역시 서구 거북로 25-16 (석남동),032-581-4605,2025-04-02
